ED_CODE,ED_NAME,GAUTHIER,HAMILTON,HYDE,PACHECO,PATTON,WATSON,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
66,OTTAWA WEST--NEPEAN,0,2,1,0,13,2,Ottawa,190s, ,0,1,0,19,46,Queensway Carleton Hospital,20071010
66,OTTAWA WEST--NEPEAN,0,9,6,1,64,53,Ottawa,191A, ,0,0,0,133,253,Cheder Rambam School,20071010
66,OTTAWA WEST--NEPEAN,0,9,4,1,40,71,Ottawa,191B, ,1,1,1,128,264,Cheder Rambam School,20071010
66,OTTAWA WEST--NEPEAN,0,23,17,4,47,101,Ottawa,192, ,1,1,0,194,323,St. John the Apostle School,20071010
66,OTTAWA WEST--NEPEAN,1,14,22,5,45,127,Ottawa,193, ,0,0,0,214,354,St. John the Apostle School,20071010
66,OTTAWA WEST--NEPEAN,0,22,5,4,68,123,Ottawa,194, ,0,0,0,222,377,St. John the Apostle School,20071010
66,OTTAWA WEST--NEPEAN,1,14,20,0,78,139,Ottawa,195, ,0,0,0,252,402,Briargreen Public School,20071010
66,OTTAWA WEST--NEPEAN,1,15,13,3,27,57,Ottawa,400, ,1,2,0,119,181,Phoenix Apartments,20071010
66,OTTAWA WEST--NEPEAN,1,7,6,1,20,27,Ottawa,401, ,0,0,0,62,104,Lord Richmond,20071010
66,OTTAWA WEST--NEPEAN,1,13,2,0,28,63,Ottawa,402, ,0,0,0,107,168,Saville Apartments,20071010
66,OTTAWA WEST--NEPEAN,1,12,6,2,33,55,Ottawa,403, ,1,0,0,110,171,Saville Apartments,20071010
66,OTTAWA WEST--NEPEAN,2,16,6,2,18,51,Ottawa,404, ,2,1,0,98,352,Carlington Recreation Centre,20071010
66,OTTAWA WEST--NEPEAN,..........................NO POLL HELD........................,,,,,,Ottawa,405, ,0,0,0,0,0,,20071010
66,OTTAWA WEST--NEPEAN,1,21,9,4,22,72,Ottawa,406, ,0,2,0,131,295,Lepage Manor,20071010
66,OTTAWA WEST--NEPEAN,0,20,9,2,44,67,Ottawa,407, ,0,0,0,142,254,Park West Apartments,20071010
66,OTTAWA WEST--NEPEAN,1,8,7,4,37,65,Ottawa,408, ,3,2,0,127,192,31 McEwen Avenue,20071010
66,OTTAWA WEST--NEPEAN,0,7,7,0,17,26,Ottawa,409, ,0,1,0,58,120,River Park Terrace,20071010
66,OTTAWA WEST--NEPEAN,2,19,8,0,120,153,Ottawa,410, ,0,0,0,302,447,Ambleside Tower 2 Apartments,20071010
66,OTTAWA WEST--NEPEAN,2,23,9,0,110,155,Ottawa,411, ,0,0,0,299,418,Ambleside Tower 1 Apartments,20071010
66,OTTAWA WEST--NEPEAN,1,15,8,0,53,67,Ottawa,412, ,1,2,0,147,225,Ambleside Tower 3 Apartments,20071010
66,OTTAWA WEST--NEPEAN,1,22,14,1,45,112,Ottawa,413, ,0,0,0,195,292,Parkway Towers,20071010
66,OTTAWA WEST--NEPEAN,0,12,8,2,81,105,Ottawa,414, ,0,0,0,208,294,Park Place Apartments,20071010
66,OTTAWA WEST--NEPEAN,..........................NO POLL HELD........................,,,,,,Ottawa,415A, ,0,0,0,0,0,,20071010
66,OTTAWA WEST--NEPEAN,..........................NO POLL HELD........................,,,,,,Ottawa,415B, ,0,0,0,0,0,,20071010
66,OTTAWA WEST--NEPEAN,1,16,5,1,43,101,Ottawa,416, ,2,0,0,169,279,Somerset Towers A,20071010
66,OTTAWA WEST--NEPEAN,1,23,7,4,50,81,Ottawa,417, ,0,0,0,166,264,Somerset Towers A,20071010
66,OTTAWA WEST--NEPEAN,0,16,12,3,42,61,Ottawa,418, ,0,0,0,134,219,Bromley Square,20071010
66,OTTAWA WEST--NEPEAN,0,17,10,1,31,46,Ottawa,419, ,0,0,0,105,230,Castle Hill Apartments,20071010
66,OTTAWA WEST--NEPEAN,0,5,0,0,6,34,Ottawa,420, ,0,0,0,45,133,Carlington Recreation Centre,20071010
66,OTTAWA WEST--NEPEAN,1,8,3,2,10,26,Ottawa,421, ,0,0,0,50,148,Carlington Recreation Centre,20071010
66,OTTAWA WEST--NEPEAN,1,13,7,2,30,38,Ottawa,422, ,0,0,0,91,201,Merivale Manor,20071010
66,OTTAWA WEST--NEPEAN,0,9,4,2,26,37,Ottawa,423, ,0,0,0,78,122,The Broadway,20071010
66,OTTAWA WEST--NEPEAN,0,18,7,0,63,111,Ottawa,424, ,0,0,0,199,297,Richmond Park Square,20071010
66,OTTAWA WEST--NEPEAN,1,5,4,1,15,35,Ottawa,425, ,0,1,0,62,135,Britannia-by-the-Bay,20071010
66,OTTAWA WEST--NEPEAN,0,7,6,1,62,82,Ottawa,426, ,1,1,0,160,239,Richmond Park Square,20071010
66,OTTAWA WEST--NEPEAN,0,15,9,2,35,49,Ottawa,427, ,0,0,0,110,214,Britannia-by-the-Bay,20071010
66,OTTAWA WEST--NEPEAN,1,7,3,5,61,80,Ottawa,428, ,0,0,0,157,212,Halcyon,20071010
66,OTTAWA WEST--NEPEAN,1,16,10,2,19,31,Ottawa,429, ,0,0,0,79,142,Carling Park Apartments,20071010
66,OTTAWA WEST--NEPEAN,0,9,15,3,22,34,Ottawa,430, ,0,0,1,84,194,The Eleanor Apartments,20071010
66,OTTAWA WEST--NEPEAN,0,2,0,0,5,4,Ottawa,431, ,0,0,0,11,30,St. Mark the Evangelist Church,20071010
66,OTTAWA WEST--NEPEAN,0,15,8,1,21,38,Ottawa,432, ,0,0,0,83,154,Commodore Apartments,20071010
66,OTTAWA WEST--NEPEAN,2,24,15,3,67,127,Ottawa,433, ,1,0,0,239,294,Northwest One - Poulin,20071010
66,OTTAWA WEST--NEPEAN,0,21,0,6,41,72,Ottawa,434, ,1,0,0,141,241,Regina Towers,20071010
66,OTTAWA WEST--NEPEAN,2,23,5,0,78,104,Ottawa,435, ,0,0,0,212,284,Northwest One - Regina,20071010
66,OTTAWA WEST--NEPEAN,1,28,9,4,44,68,Ottawa,436, ,1,0,0,155,246,Voyageur Apartments,20071010
66,OTTAWA WEST--NEPEAN,0,6,4,0,20,25,Ottawa,437, ,1,0,0,56,123,Forest Manor,20071010
66,OTTAWA WEST--NEPEAN,1,21,11,1,31,62,Ottawa,438, ,1,1,0,129,205,Lakeview Apartments,20071010
66,OTTAWA WEST--NEPEAN,1,14,12,4,25,72,Ottawa,439, ,3,0,1,132,247,Lincoln Park Tower,20071010
66,OTTAWA WEST--NEPEAN,0,11,6,5,50,51,Ottawa,440, ,1,0,0,124,165,The Claridge,20071010
66,OTTAWA WEST--NEPEAN,0,12,4,2,21,36,Ottawa,441, ,0,0,0,75,133,The Edgeworth,20071010
66,OTTAWA WEST--NEPEAN,1,18,8,2,65,89,Ottawa,442, ,0,0,0,183,247,Manor Square,20071010
66,OTTAWA WEST--NEPEAN,0,9,7,5,100,71,Ottawa,443, ,1,0,0,193,259,Manor House,20071010
66,OTTAWA WEST--NEPEAN,2,8,5,3,80,75,Ottawa,444, ,1,2,0,176,256,Manor Gardens,20071010
66,OTTAWA WEST--NEPEAN,0,6,3,2,11,24,Ottawa,445, ,0,0,0,46,105,Cavalier Apartments,20071010
66,OTTAWA WEST--NEPEAN,1,36,6,0,29,50,Ottawa,446, ,0,0,0,122,365,Olde Forge,20071010
66,OTTAWA WEST--NEPEAN,0,23,8,2,74,119,Ottawa,447, ,1,0,0,227,307,Britannia Condominiums,20071010
66,OTTAWA WEST--NEPEAN,2,14,7,3,19,27,Ottawa,448, ,0,1,0,73,134,Greenview Apartments,20071010
66,OTTAWA WEST--NEPEAN,0,26,18,0,41,49,Ottawa,449, ,2,0,0,136,309,Meadowbrook Manor,20071010
66,OTTAWA WEST--NEPEAN,0,17,6,2,34,50,Ottawa,450, ,0,2,0,111,344,Aventura II,20071010
66,OTTAWA WEST--NEPEAN,0,15,10,1,21,34,Ottawa,451, ,0,0,1,82,135,The Maples,20071010
66,OTTAWA WEST--NEPEAN,1,16,4,0,16,40,Ottawa,452, ,0,0,0,77,272,Huron Towers Recreation Centre,20071010
66,OTTAWA WEST--NEPEAN,3,18,13,1,31,62,Ottawa,453, ,1,2,0,131,308,Huron Towers Recreation Centre,20071010
66,OTTAWA WEST--NEPEAN,0,4,4,2,47,55,Ottawa,454, ,0,0,0,112,156,Horizon House,20071010
66,OTTAWA WEST--NEPEAN,1,9,11,3,78,82,Ottawa,455, ,0,0,0,184,310,3100 Carling Avenue,20071010
66,OTTAWA WEST--NEPEAN,2,14,5,1,17,24,Ottawa,456, ,0,0,0,63,146,Sunset Heights,20071010
66,OTTAWA WEST--NEPEAN,0,10,7,1,19,35,Ottawa,457, ,0,0,0,72,167,Sunset Heights,20071010
66,OTTAWA WEST--NEPEAN,0,8,4,2,9,18,Ottawa,458, ,0,0,0,41,146,Michele Heights Community Centre,20071010
66,OTTAWA WEST--NEPEAN,0,33,13,5,52,67,Ottawa,459, ,1,1,0,172,326,William Mosgrove Tower,20071010
66,OTTAWA WEST--NEPEAN,1,18,20,4,57,121,Ottawa,460, ,1,2,0,224,303,Marina Bay Apartments,20071010
66,OTTAWA WEST--NEPEAN,0,15,8,2,90,110,Ottawa,461, ,0,2,0,227,295,Richmond Heights Apartments,20071010
66,OTTAWA WEST--NEPEAN,1,23,11,7,105,134,Ottawa,462, ,1,0,0,282,405,The Conservatory,20071010
66,OTTAWA WEST--NEPEAN,0,11,5,0,13,33,Ottawa,463, ,0,0,0,62,186,Aventura II,20071010
66,OTTAWA WEST--NEPEAN,1,20,5,1,68,99,Ottawa,464, ,2,0,0,196,275,Chesterton Towers,20071010
66,OTTAWA WEST--NEPEAN,0,5,4,1,49,51,Ottawa,465, ,0,0,0,110,127,Crystelle Apartments,20071010
66,OTTAWA WEST--NEPEAN,0,12,3,0,18,35,Ottawa,466, ,1,0,0,69,163,Woodridge Court West,20071010
66,OTTAWA WEST--NEPEAN,3,5,3,1,13,32,Ottawa,467, ,1,0,0,58,140,Woodridge Court South,20071010
66,OTTAWA WEST--NEPEAN,0,13,1,1,19,52,Ottawa,468, ,0,0,0,86,220,Woodridge Court East,20071010
66,OTTAWA WEST--NEPEAN,..........................NO POLL HELD........................,,,,,,Ottawa,469, ,0,0,0,0,0,,20071010
66,OTTAWA WEST--NEPEAN,3,8,10,1,24,72,Ottawa,470, ,0,0,0,118,274,The Essex,20071010
66,OTTAWA WEST--NEPEAN,0,5,2,2,7,26,Ottawa,471, ,0,0,0,42,98,The Ambassador,20071010
66,OTTAWA WEST--NEPEAN,..........................NO POLL HELD........................,,,,,,Ottawa,472, ,0,0,0,0,0,,20071010
66,OTTAWA WEST--NEPEAN,3,6,5,0,13,33,Ottawa,473, ,0,0,0,60,134,The Grosvenor,20071010
66,OTTAWA WEST--NEPEAN,0,15,1,2,20,69,Ottawa,474, ,0,1,0,108,228,Foster Farm,20071010
66,OTTAWA WEST--NEPEAN,0,12,4,2,80,82,Ottawa,475, ,1,1,0,182,262,Westpark Condominiums,20071010
66,OTTAWA WEST--NEPEAN,..........................NO POLL HELD........................,,,,,,Ottawa,476, ,0,0,0,0,0,,20071010
66,OTTAWA WEST--NEPEAN,1,23,2,0,33,70,Ottawa,477, ,2,0,0,131,280,Fairview Apartments,20071010
66,OTTAWA WEST--NEPEAN,1,20,11,2,33,52,Ottawa,478, ,0,0,0,119,238,Greenbank Towers,20071010
66,OTTAWA WEST--NEPEAN,0,32,8,3,46,87,Ottawa,479, ,0,0,0,176,360,Riviera Gate Apartments,20071010
66,OTTAWA WEST--NEPEAN,1,15,11,2,36,39,Ottawa,480, ,0,0,0,104,279,Riviera Gate Apartments,20071010
66,OTTAWA WEST--NEPEAN,1,22,8,1,31,29,Ottawa,481, ,0,0,0,92,201,Forest Ridge Apartments,20071010
66,OTTAWA WEST--NEPEAN,0,3,3,4,43,51,Ottawa,482, ,3,0,0,107,148,Sophia Residences,20071010
66,OTTAWA WEST--NEPEAN,1,14,16,4,63,70,Ottawa,483, ,1,0,0,169,256,Sophia Residences,20071010
66,OTTAWA WEST--NEPEAN,1,3,1,0,5,14,Ottawa,484, ,0,1,0,25,60,Parkwood Presbyterian Church,20071010
66,OTTAWA WEST--NEPEAN,1,12,9,0,19,16,Ottawa,485, ,0,0,0,57,111,Frontenac Apartments,20071010
66,OTTAWA WEST--NEPEAN,1,3,3,1,3,22,Ottawa,486, ,0,0,0,33,61,Stratford House,20071010
66,OTTAWA WEST--NEPEAN,2,63,36,10,368,446,Ottawa,Advanced Polls /  ADV001, ,2,1,0,928,0,Returning Office / Bureau du directeur du scrutin,20071010
66,OTTAWA WEST--NEPEAN,1,37,16,2,225,290,Ottawa,Advanced Polls /  ADV002, ,2,4,0,577,0,Bayshore Recreation and Rental Centre,20071010
66,OTTAWA WEST--NEPEAN,5,74,52,13,451,567,Ottawa,Advanced Polls /  ADV003, ,3,2,1,1168,0,Ben Franklin Place,20071010
66,OTTAWA WEST--NEPEAN,1,72,44,6,318,431,Ottawa,Advanced Polls /  ADV004, ,0,3,0,875,0,Ottawa West YMCA-YWCA,20071010
66,OTTAWA WEST--NEPEAN,4,83,50,20,484,580,Ottawa,Advanced Polls /  ADV005, ,2,4,0,1227,0,Food Basics,20071010
TOTALS:, ,207,4564,2903,592,14971,23842, , ,,,,,,, , 
