ED_CODE,ED_NAME,JOSLIN,KLOPP,MITCHELL,MORLEY,SERDA,STEPHENS,VALENTA,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
034,HURON--BRUCE,......................COMBINED WITH POLL 223 ....................,,,,,,,"Clinton",215s, ,,,,,,"Huronview Home & Heartland Apartments",20071010
034,HURON--BRUCE,......................COMBINED WITH POLL 223 ....................,,,,,,,"Vanastra",216, ,,,,,,"Vanastra Community Centre",20071010
034,HURON--BRUCE,10,25,56,35,8,0,0,"Clinton",217, ,0,0,0,134,230,"Royal Canadian Legion Hall #140",20071010
034,HURON--BRUCE,5,30,44,54,10,1,4,"Winthrop",218, ,0,0,0,148,268,"McKillop Garage",20071010
034,HURON--BRUCE,2,20,85,42,14,1,0,"Bayfield",219, ,0,0,3,167,263,"Bayfield Community Centre",20071010
034,HURON--BRUCE,1,13,48,40,10,0,0,"Bayfield",220, ,3,1,0,116,182,"Bayfield Community Centre",20071010
034,HURON--BRUCE,0,11,55,35,9,0,0,"Bayfield",221, ,0,0,0,110,172,"Bayfield Community Centre",20071010
034,HURON--BRUCE,0,23,68,42,13,0,2,"Bayfield",222, ,0,0,0,148,260,"Bayfield Community Centre",20071010
034,HURON--BRUCE,2,90,146,120,19,0,2,"Vanastra",223, ,2,0,1,382,841,"Vanastra Community Centre",20071010
034,HURON--BRUCE,5,27,63,47,12,0,1,"Seaforth",224, ,0,0,0,155,299,"Seaforth District Community Centre",20071010
034,HURON--BRUCE,1,19,90,38,9,0,2,"Seaforth",225, ,0,1,0,160,363,"Seaforth District Community Centre",20071010
034,HURON--BRUCE,3,20,52,21,8,1,2,"Seaforth",226, ,3,1,0,111,271,"Seaforth District Community Centre",20071010
034,HURON--BRUCE,4,34,109,68,12,0,2,"Seaforth",227, ,1,0,0,230,432,"Seaforth District Community Centre",20071010
034,HURON--BRUCE,......................COMBINED WITH POLL 227 ....................,,,,,,,"Seaforth",228s, ,,,,,,"Seaforth Manor",20071010
034,HURON--BRUCE,0,15,49,18,8,0,1,"Seaforth",229, ,0,0,0,91,217,"Seaforth District Community Centre",20071010
034,HURON--BRUCE,2,31,62,30,7,1,0,"Seaforth",230, ,0,0,0,133,277,"Seaforth District Community Centre",20071010
034,HURON--BRUCE,11,30,91,40,3,0,0,"Seaforth",231, ,3,0,0,178,350,"Seaforth District Community Centre",20071010
034,HURON--BRUCE,5,17,68,39,10,1,0,"Winthrop",232, ,1,0,0,141,311,"McKillop Garage",20071010
034,HURON--BRUCE,0,25,74,34,13,0,0,"Bayfield",233, ,0,0,0,146,273,"Bayfield Community Centre",20071010
034,HURON--BRUCE,8,38,83,81,9,0,0,"Varna",234, ,1,0,0,220,412,"Stanley Township Community Complex",20071010
034,HURON--BRUCE,0,51,71,59,7,1,0,"Seaforth",235, ,0,0,0,189,364,"Seaforth District Community Centre",20071010
034,HURON--BRUCE,6,42,63,43,14,2,0,"Bayfield",236, ,1,1,0,172,344,"Bayfield Community Centre",20071010
034,HURON--BRUCE,3,65,50,64,6,2,1,"Varna",237, ,0,0,0,191,322,"Stanley Township Community Complex",20071010
034,HURON--BRUCE,0,13,40,64,4,0,0,"Hensall",238, ,0,0,0,121,255,"Hensall District Community Centre",20071010
034,HURON--BRUCE,0,48,59,74,16,0,0,"Hensall",239, ,0,0,0,197,352,"Hensall District Community Centre",20071010
034,HURON--BRUCE,......................COMBINED WITH POLL 246A ....................,,,,,,,"Hensall",240s, ,,,,,,"Queensway Nursing & Retirement Home",20071010
034,HURON--BRUCE,3,62,95,76,7,0,0,"Zurich",241, ,0,0,0,243,391,"Bluewater Zurich Complex",20071010
034,HURON--BRUCE,......................COMBINED WITH POLL 244 ....................,,,,,,,"Zurich",242s, ,,,,,,"Blue Water Rest Home",20071010
034,HURON--BRUCE,7,79,71,46,6,0,5,"Zurich",243, ,0,1,0,215,336,"Bluewater Zurich Complex",20071010
034,HURON--BRUCE,8,78,52,61,8,2,2,"Zurich",244, ,0,0,0,211,361,"Bluewater Zurich Complex",20071010
034,HURON--BRUCE,1,99,64,48,5,0,1,"Zurich",245, ,1,0,0,219,337,"Bluewater Zurich Complex",20071010
034,HURON--BRUCE,1,52,74,113,11,4,1,"Hensall",246A, ,0,0,0,256,460,"Hensall District Community Centre",20071010
034,HURON--BRUCE,0,45,69,91,13,0,3,"Hensall",246B, ,0,0,0,221,379,"Hensall District Community Centre",20071010
034,HURON--BRUCE,..........................NO POLL HELD........................,,,,,,,"Dashwood",247, ,0,0,0,0,0,"",20071010
034,HURON--BRUCE,6,53,78,93,15,1,1,"Dashwood",248, ,0,0,0,247,386,"Dashwood Community Centre",20071010
034,HURON--BRUCE,1,21,50,51,5,0,0,"Exeter",249, ,0,1,0,129,288,"Precious Blood Catholic Church",20071010
034,HURON--BRUCE,1,13,33,51,6,0,1,"Exeter",250, ,1,1,0,107,216,"Precious Blood Catholic Church",20071010
034,HURON--BRUCE,1,20,45,72,6,0,1,"Exeter",251, ,0,0,0,145,299,"South Huron District High School",20071010
034,HURON--BRUCE,3,13,72,77,6,1,0,"Exeter",252, ,1,0,0,173,359,"South Huron District High School",20071010
034,HURON--BRUCE,1,17,79,107,6,0,0,"Exeter",253, ,0,0,0,210,405,"South Huron District High School",20071010
034,HURON--BRUCE,0,17,48,101,5,0,1,"Exeter",254, ,0,0,0,172,285,"Exeter United Church",20071010
034,HURON--BRUCE,1,22,41,141,6,0,3,"Exeter",255, ,0,0,0,214,363,"Usborne Central Public School",20071010
034,HURON--BRUCE,0,19,46,24,5,1,0,"Grand Bend",256, ,0,0,0,95,134,"Grandcove Estates Recreational Centre",20071010
034,HURON--BRUCE,1,42,59,43,9,1,4,"Dashwood",257, ,0,2,0,161,298,"Dashwood Community Centre",20071010
034,HURON--BRUCE,4,24,70,108,10,1,0,"Exeter",258, ,0,0,0,217,443,"Precious Blood Catholic Church",20071010
034,HURON--BRUCE,2,11,46,97,3,0,0,"Exeter",259, ,0,0,0,159,317,"Precious Blood Catholic Church",20071010
034,HURON--BRUCE,0,24,37,81,8,0,0,"Exeter",260, ,1,0,0,151,260,"Precious Blood Catholic Church",20071010
034,HURON--BRUCE,1,25,57,68,4,0,2,"Exeter",261, ,2,0,0,159,285,"Precious Blood Catholic Church",20071010
034,HURON--BRUCE,..........................NO POLL HELD........................,,,,,,,"Brussels",261-1s, ,0,0,0,0,0,"",20071010
034,HURON--BRUCE,4,21,46,74,11,0,0,"Exeter",263, ,0,0,0,156,257,"Exeter United Church",20071010
034,HURON--BRUCE,......................COMBINED WITH POLL 265 ....................,,,,,,,"Exeter",264s, ,,,,,,"Exeter Villa",20071010
034,HURON--BRUCE,1,23,145,200,4,2,0,"Exeter",265, ,0,0,0,375,658,"Exeter United Church",20071010
034,HURON--BRUCE,0,17,42,141,7,0,0,"Kirkton",266, ,0,0,0,207,313,"Kirkton-Woodham Community Centre",20071010
034,HURON--BRUCE,0,48,117,105,11,2,0,"Grand Bend",267, ,2,1,1,287,429,"Grandcove Estates Recreational Centre",20071010
034,HURON--BRUCE,0,15,40,47,7,0,0,"Grand Bend",268, ,1,0,0,110,191,"Grandcove Estates Recreational Centre",20071010
034,HURON--BRUCE,3,22,34,60,6,0,0,"Crediton",269, ,0,0,0,125,263,"Crediton Municipal Office",20071010
034,HURON--BRUCE,2,34,76,80,13,1,1,"Crediton",270, ,0,1,0,208,438,"Crediton Municipal Office",20071010
034,HURON--BRUCE,2,10,33,34,5,0,2,"Huron Park",271, ,0,0,0,86,233,"Huron Park Fire Hall",20071010
034,HURON--BRUCE,2,22,38,74,5,3,3,"Huron Park",272, ,0,1,0,148,304,"Huron Park Fire Hall",20071010
034,HURON--BRUCE,3,22,25,29,11,0,0,"Huron Park",273, ,0,0,0,90,266,"Huron Park Fire Hall",20071010
034,HURON--BRUCE,0,12,38,33,11,0,0,"Crediton",274, ,0,0,0,94,209,"Crediton Municipal Office",20071010
034,HURON--BRUCE,5,24,91,70,7,0,3,"Brussels",Advanced Polls /  ADV001, ,1,0,0,201,0,"Returning Office / Bureau du directeur du scrutin",20071010
034,HURON--BRUCE,8,48,446,270,57,1,4,"Port Elgin",Advanced Polls /  ADV002, ,0,2,0,836,0,"Saugeen Shores Rotary Hall",20071010
034,HURON--BRUCE,6,70,484,254,45,4,7,"Kincardine",Advanced Polls /  ADV003, ,3,2,1,876,0,"Kincardine Satellite Office / Bureau satellite",20071010
034,HURON--BRUCE,34,44,316,171,33,2,2,"Walkerton",Advanced Polls /  ADV004, ,2,0,2,606,0,"Library Gallery",20071010
034,HURON--BRUCE,11,45,234,179,18,2,2,"Wingham",Advanced Polls /  ADV005, ,0,1,0,492,0,"Wingham Columbus Centre",20071010
034,HURON--BRUCE,10,76,187,142,19,1,6,"Clinton",Advanced Polls /  ADV006, ,0,1,1,443,0,"Royal Canadian Legion Hall #140",20071010
034,HURON--BRUCE,7,55,182,96,25,1,4,"Seaforth",Advanced Polls /  ADV007, ,0,0,0,370,0,"Seaforth Town Hall",20071010
034,HURON--BRUCE,15,165,514,321,49,2,5,"Goderich",Advanced Polls /  ADV008, ,4,2,0,1077,0,"MacKay Centre for Seniors",20071010
034,HURON--BRUCE,4,45,184,389,28,1,1,"Exeter",Advanced Polls /  ADV009, ,0,0,0,652,0,"South Huron Recreation Centre",20071010
TOTALS:, ,1035,5932,20469,13606,2911,202,393, , , , , , , , , , 
