ED_CODE,ED_NAME,KORUS,MORELLI,QUATELA,SORBARA,WEERASINGHE,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
097,VAUGHAN,6,14,2,75,40,"Vaughan",229, ,1,0,0,138,360,"Blue Willow Public School",20071010
097,VAUGHAN,19,16,4,76,17,"Vaughan",230, ,1,1,0,134,363,"Blue Willow Public School",20071010
097,VAUGHAN,16,19,3,70,19,"Vaughan",231, ,1,0,0,128,428,"Blue Willow Public School",20071010
097,VAUGHAN,2,11,0,34,12,"Vaughan",232s, ,1,0,0,60,71,"Blue Willow Terraces",20071010
097,VAUGHAN,6,29,2,103,25,"Vaughan",233, ,3,0,0,168,368,"Blue Willow Public School",20071010
097,VAUGHAN,12,35,4,133,17,"Vaughan",234, ,1,0,0,202,442,"San Marco Catholic Elementary School",20071010
097,VAUGHAN,16,35,4,155,21,"Vaughan",235, ,1,0,0,232,519,"San Marco Catholic Elementary School",20071010
097,VAUGHAN,15,30,3,184,44,"Vaughan",236, ,2,2,0,280,529,"San Marco Catholic Elementary School",20071010
097,VAUGHAN,11,58,1,121,21,"Vaughan",237, ,1,0,0,213,467,"San Marco Catholic Elementary School",20071010
097,VAUGHAN,11,36,1,183,33,"Vaughan",238, ,0,4,0,268,535,"St. Clement Catholic Elementary School",20071010
097,VAUGHAN,16,38,6,151,34,"Vaughan",239, ,1,1,0,247,572,"St. Clement Catholic Elementary School",20071010
097,VAUGHAN,14,15,3,142,24,"Vaughan",240, ,5,2,0,205,463,"St. Peter Catholic Elementary School",20071010
097,VAUGHAN,0,5,1,37,3,"Vaughan",241s, ,1,1,0,48,62,"St. Peter's Senior's Residences",20071010
097,VAUGHAN,11,32,1,143,19,"Vaughan",242, ,2,3,0,211,448,"St. Clement Catholic Elementary School",20071010
097,VAUGHAN,9,26,10,155,23,"Vaughan",243, ,1,2,1,227,410,"St. Clement Catholic Elementary School",20071010
097,VAUGHAN,13,16,0,126,44,"Vaughan",244, ,1,1,0,201,423,"Woodbridge United Church",20071010
097,VAUGHAN,18,8,0,59,22,"Vaughan",245, ,0,1,0,108,293,"Woodbridge United Church",20071010
097,VAUGHAN,11,14,0,73,13,"Vaughan",246, ,2,0,0,113,271,"Woodbridge Public School",20071010
097,VAUGHAN,5,6,0,27,7,"Vaughan",247, ,0,0,0,45,147,"Woodbridge United Church",20071010
097,VAUGHAN,7,6,1,59,11,"Vaughan",248, ,1,0,0,85,247,"Woodbridge Public School",20071010
097,VAUGHAN,13,15,1,93,30,"Vaughan",249, ,1,0,1,154,300,"Woodbridge Pool & Memorial Arena",20071010
097,VAUGHAN,9,22,2,173,30,"Vaughan",250, ,0,0,0,236,492,"Woodbridge Pool & Memorial Arena",20071010
097,VAUGHAN,15,21,4,144,44,"Vaughan",251, ,3,0,0,231,473,"Woodbridge Pool & Memorial Arena",20071010
097,VAUGHAN,9,29,1,119,22,"Vaughan",252, ,7,0,0,187,476,"St. Catherine of Siena Catholic Elementary School",20071010
097,VAUGHAN,17,31,1,169,28,"Vaughan",253, ,8,2,0,256,460,"Immaculate Conception Catholic Elementary School",20071010
097,VAUGHAN,11,21,2,87,20,"Vaughan",254, ,1,0,0,142,405,"Blue Willow Public School",20071010
097,VAUGHAN,16,18,5,115,19,"Vaughan",255, ,1,1,0,175,381,"St. Peter Catholic Elementary School",20071010
097,VAUGHAN,4,22,6,159,17,"Vaughan",256, ,0,1,0,209,472,"St. Peter Catholic Elementary School",20071010
097,VAUGHAN,13,19,0,84,26,"Vaughan",257, ,1,0,0,143,421,"St. Peter Catholic Elementary School",20071010
097,VAUGHAN,9,28,3,74,22,"Vaughan",258, ,0,0,0,136,285,"Woodbridge Public School",20071010
097,VAUGHAN,14,21,0,132,25,"Vaughan",259, ,0,1,0,193,448,"St. Catherine of Siena Catholic Elementary School",20071010
097,VAUGHAN,11,26,3,130,32,"Vaughan",260, ,7,0,0,209,481,"St. Catherine of Siena Catholic Elementary School",20071010
097,VAUGHAN,11,40,5,110,16,"Vaughan",261, ,1,0,0,183,465,"St. Catherine of Siena Catholic Elementary School",20071010
097,VAUGHAN,18,17,5,114,29,"Vaughan",262, ,0,1,0,184,417,"St. Peter Catholic Elementary School",20071010
097,VAUGHAN,3,16,5,116,5,"Vaughan",263s, ,0,5,1,151,259,"Amica at Villa Da Vinci",20071010
097,VAUGHAN,6,22,4,106,26,"Vaughan",264, ,0,1,0,165,375,"Woodbridge Public School",20071010
097,VAUGHAN,0,2,2,24,1,"Vaughan",265s, ,0,0,0,29,147,"Villa Leonardo Gambin",20071010
097,VAUGHAN,1,6,2,12,5,"Vaughan",266s, ,0,0,0,26,48,"Leisureworld Caregiving Centre",20071010
097,VAUGHAN,5,4,5,73,5,"Vaughan",400, ,5,1,0,98,140,"Villa Giardino",20071010
097,VAUGHAN,8,8,0,41,20,"Vaughan",401, ,0,0,0,77,140,"Piazza Woodbridge",20071010
097,VAUGHAN,3,6,1,79,5,"Vaughan",402, ,1,0,0,95,127,"Friuli Terrace",20071010
097,VAUGHAN,27,60,16,409,136,"Vaughan",Advanced Polls /  ADV001, ,2,3,0,653,0,"Returning Office / Bureau du directeur du scrutin",20071010
097,VAUGHAN,46,80,8,426,216,"Vaughan",Advanced Polls /  ADV002, ,6,0,0,782,0,"Maple Community Centre",20071010
097,VAUGHAN,18,34,6,182,78,"Vaughan",Advanced Polls /  ADV003, ,3,2,0,323,0,"Vellore Village Community Centre",20071010
097,VAUGHAN,49,86,5,404,120,"Vaughan",Advanced Polls /  ADV004, ,2,1,0,667,0,"Al Palladini Community Centre",20071010
TOTALS:, ,2975,5470,623,28964,8759, , , , , , , , , , 
