ED_CODE,ED_NAME,KEMP,OUELLETTE,RYAN,STREUTKER,TEMPLER,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
061,OSHAWA,7,9,33,0,15,"Oshawa",240, ,0,0,0,64,261,"G. L. Roberts Collegiate & Vocational Institute",20071010
061,OSHAWA,9,45,33,0,34,"Oshawa",241, ,0,0,0,121,331,"Monsignor Philip Coffey Catholic School",20071010
061,OSHAWA,8,52,50,1,23,"Oshawa",242, ,1,0,0,135,285,"Monsignor Philip Coffey Catholic School",20071010
061,OSHAWA,..........................NO POLL HELD........................,,,,,"Oshawa",400, ,0,0,0,0,0,"",20071010
061,OSHAWA,5,29,57,0,39,"Oshawa",401, ,0,0,0,130,182,"Princess Apartments",20071010
061,OSHAWA,7,10,16,0,9,"Oshawa",402, ,0,0,0,42,99,"Katlena's Palace",20071010
061,OSHAWA,5,25,23,1,10,"Oshawa",403, ,0,0,0,64,139,"The Nonquon",20071010
061,OSHAWA,5,25,31,1,19,"Oshawa",404, ,0,0,0,81,142,"Richelieu Apartments",20071010
061,OSHAWA,10,63,64,1,44,"Oshawa",405, ,1,0,0,183,300,"Summit Place",20071010
061,OSHAWA,3,27,26,1,14,"Oshawa",406, ,0,0,1,72,152,"Mona Lisa Apartments",20071010
061,OSHAWA,4,16,18,0,4,"Oshawa",407, ,0,0,0,42,160,"Northview Meadow Co-operative",20071010
061,OSHAWA,6,22,18,3,24,"Oshawa",408, ,0,0,0,73,152,"Northview Meadow Co-operative",20071010
061,OSHAWA,4,23,29,1,17,"Oshawa",409, ,0,0,0,74,125,"Consideration Co-operative",20071010
061,OSHAWA,7,18,26,1,15,"Oshawa",410, ,0,1,0,68,136,"Tower on the Green",20071010
061,OSHAWA,2,42,40,0,36,"Oshawa",411, ,1,0,1,122,206,"Rossland Park",20071010
061,OSHAWA,3,44,28,0,26,"Oshawa",412, ,0,0,2,103,177,"Rossland Park",20071010
061,OSHAWA,4,74,41,0,51,"Oshawa",413, ,0,0,0,170,289,"Rossland Park",20071010
061,OSHAWA,3,32,31,0,18,"Oshawa",414, ,0,0,0,84,149,"255 Simcoe Street Holdings",20071010
061,OSHAWA,2,20,33,0,10,"Oshawa",415, ,0,0,0,65,120,"Gateway Terrace",20071010
061,OSHAWA,20,103,70,0,56,"Oshawa",416, ,1,1,1,252,371,"McLaughlin Square",20071010
061,OSHAWA,3,27,40,1,26,"Oshawa",417, ,1,0,1,99,168,"Sunrise Place",20071010
061,OSHAWA,3,28,34,0,25,"Oshawa",418, ,2,1,0,93,119,"Parkview Apartments",20071010
061,OSHAWA,5,20,25,2,24,"Oshawa",419, ,1,0,0,77,170,"Grenfell Square Apartments",20071010
061,OSHAWA,2,26,27,0,19,"Oshawa",420, ,1,0,0,75,118,"Viscount Apartments",20071010
061,OSHAWA,3,24,35,0,17,"Oshawa",421, ,0,0,0,79,143,"Cavalier Apartments",20071010
061,OSHAWA,6,14,25,2,18,"Oshawa",422, ,3,0,0,68,138,"Venice Park Apartments",20071010
061,OSHAWA,7,11,36,3,10,"Oshawa",423, ,0,0,0,67,227,"Glen Terrace Apartments",20071010
061,OSHAWA,5,17,51,1,9,"Oshawa",424, ,1,1,0,85,151,"Rose Garden Apartments",20071010
061,OSHAWA,5,18,29,1,13,"Oshawa",425, ,0,0,0,66,137,"New Hope Dwellings",20071010
061,OSHAWA,5,29,47,1,29,"Oshawa",426, ,1,2,0,114,169,"Faith Place",20071010
061,OSHAWA,4,26,34,2,25,"Oshawa",427, ,1,0,0,92,154,"King Charles Court",20071010
061,OSHAWA,54,443,373,9,260,"Oshawa",Advanced Polls /  ADV001, ,3,2,1,1145,0,"Returning Office / Bureau du directeur du scrutin",20071010
061,OSHAWA,53,694,366,8,347,"Oshawa",Advanced Polls /  ADV002, ,2,8,1,1479,0,"Legends Centre",20071010
061,OSHAWA,20,299,192,5,142,"Oshawa",Advanced Polls /  ADV003, ,0,4,0,662,0,"Donevan Recreation Complex",20071010
061,OSHAWA,12,102,99,1,29,"Oshawa",Advanced Polls /  ADV004, ,0,0,0,243,0,"South Oshawa Community Centre",20071010
TOTALS:, ,2474,15977,13482,253,8762, , , , , , , , , , 
