ED_CODE,ED_NAME,ABBAT,BALKISSOON,CARVALHO,GOODEN,MERCER,WHITE,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
083,SCARBOROUGH--ROUGE RIVER,3,64,1,27,3,21,"Toronto",119, ,1,0,0,120,370,"Berner Trail Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,58,2,5,0,13,"Toronto",120A, ,0,0,0,83,260,"Grey Owl Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,2,57,0,9,2,20,"Toronto",120B, ,0,0,0,90,222,"Grey Owl Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,3,130,2,19,4,38,"Toronto",121, ,0,1,0,197,435,"Grey Owl Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,4,41,2,15,1,15,"Toronto",122A, ,0,0,0,78,234,"Grey Owl Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,6,58,0,15,0,10,"Toronto",122B, ,0,1,0,90,233,"Grey Owl Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,2,79,0,20,1,18,"Toronto",123A, ,0,1,0,121,285,"Emily Carr Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,80,1,19,2,10,"Toronto",123B, ,0,0,0,117,279,"Emily Carr Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,3,43,2,11,1,18,"Toronto",124A, ,2,0,0,80,252,"Lucy Maud Montgomery Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,0,52,0,22,0,15,"Toronto",124B, ,1,0,0,90,228,"Lucy Maud Montgomery Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,4,50,3,12,2,7,"Toronto",125A, ,0,1,0,79,245,"St. Ignatius of Loyola Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,7,60,3,13,1,12,"Toronto",125B, ,0,2,0,98,260,"St. Ignatius of Loyola Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,3,46,0,20,2,11,"Toronto",126A, ,0,0,0,82,252,"St. Ignatius of Loyola Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,4,54,0,30,1,13,"Toronto",126B, ,1,0,0,103,241,"St. Ignatius of Loyola Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,6,51,2,12,1,9,"Toronto",127A, ,0,5,0,86,238,"Anson S. Taylor Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,6,65,1,15,0,10,"Toronto",127B, ,0,0,0,97,260,"Anson S. Taylor Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,11,93,2,12,1,35,"Toronto",128, ,6,0,0,160,477,"Malvern Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,115,1,16,2,27,"Toronto",129, ,0,0,0,166,448,"Malvern Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,1,42,2,13,1,9,"Toronto",130A, ,4,1,0,73,241,"St. Barnabas Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,2,50,1,13,1,17,"Toronto",130B, ,0,0,1,85,214,"St. Barnabas Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,3,45,1,24,1,16,"Toronto",131A, ,4,1,0,95,278,"St. Barnabas Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,1,65,0,11,0,16,"Toronto",131B, ,0,0,0,93,238,"St. Barnabas Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,6,72,1,14,2,21,"Toronto",132A, ,0,0,0,116,292,"Berner Trail Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,2,52,0,10,2,19,"Toronto",132B, ,0,0,0,85,243,"Berner Trail Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,2,45,3,14,1,11,"Toronto",133A, ,0,0,0,76,261,"Burrows Hall Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,3,45,2,4,1,22,"Toronto",133B, ,0,0,1,78,263,"Burrows Hall Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,1,94,6,28,1,19,"Toronto",134, ,2,1,0,152,436,"Grey Owl Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,0,80,0,19,0,18,"Toronto",135A, ,4,0,0,121,299,"Lucy Maud Montgomery Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,7,58,1,19,1,13,"Toronto",135B, ,1,0,0,100,264,"Lucy Maud Montgomery Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,60,1,15,1,21,"Toronto",136A, ,1,2,0,106,272,"Lucy Maud Montgomery Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,6,64,4,9,0,15,"Toronto",136B, ,2,0,0,100,262,"Lucy Maud Montgomery Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,68,0,14,1,12,"Toronto",137A, ,1,2,0,103,249,"St. Ignatius of Loyola Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,8,48,3,19,0,6,"Toronto",137B, ,0,1,0,85,241,"St. Ignatius of Loyola Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,93,2,23,4,24,"Toronto",138, ,0,0,0,151,425,"St. Elizabeth Seton Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,7,57,1,15,1,33,"Toronto",139, ,1,0,0,115,326,"St. Elizabeth Seton Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,1,49,0,13,2,16,"Toronto",140A, ,1,0,0,82,242,"Malvern Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,0,54,1,11,2,8,"Toronto",140B, ,1,1,0,78,248,"Malvern Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,49,0,24,0,12,"Toronto",141, ,0,0,0,90,318,"Burrows Hall Community Centre",20071010
083,SCARBOROUGH--ROUGE RIVER,5,91,2,28,5,18,"Toronto",142, ,0,0,0,149,321,"Burrows Hall Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,3,56,5,13,1,14,"Toronto",143A, ,0,0,0,92,280,"Burrows Hall Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,4,44,0,26,1,14,"Toronto",143B, ,3,0,0,92,260,"Burrows Hall Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,2,78,2,10,0,12,"Toronto",144, ,0,0,0,104,348,"White Haven Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,4,73,0,20,2,15,"Toronto",145, ,0,0,0,114,349,"White Haven Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,4,123,3,29,4,19,"Toronto",146, ,0,5,0,187,438,"White Haven Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,59,1,19,0,14,"Toronto",147A, ,2,1,0,101,265,"St. Elizabeth Seton Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,55,0,6,1,12,"Toronto",147B, ,0,0,0,79,250,"St. Elizabeth Seton Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,1,51,4,13,1,14,"Toronto",148, ,1,0,0,85,301,"Burrows Hall Community Centre",20071010
083,SCARBOROUGH--ROUGE RIVER,8,65,1,33,0,16,"Toronto",149, ,0,2,0,125,353,"Burrows Hall Community Centre",20071010
083,SCARBOROUGH--ROUGE RIVER,1,31,3,14,1,20,"Toronto",150A, ,0,2,0,72,215,"Burrows Hall Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,6,38,2,26,1,21,"Toronto",150B, ,0,0,0,94,241,"Burrows Hall Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,64,3,16,1,14,"Toronto",151A, ,0,1,1,105,263,"C.D. Farquharson Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,2,55,1,17,2,26,"Toronto",151B, ,2,1,0,106,248,"C.D. Farquharson Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,1,72,0,18,3,18,"Toronto",152A, ,3,1,0,116,282,"C.D. Farquharson Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,4,81,1,17,0,20,"Toronto",152B, ,0,0,0,123,283,"C.D. Farquharson Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,7,95,2,29,2,21,"Toronto",153, ,3,1,0,160,438,"White Haven Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,10,68,1,31,5,26,"Toronto",154, ,0,0,0,141,415,"St. Elizabeth Seton Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,6,83,0,18,3,19,"Toronto",155A, ,1,0,0,130,292,"C.D. Farquharson Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,6,74,0,14,0,19,"Toronto",155B, ,1,1,0,115,314,"C.D. Farquharson Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,8,104,6,38,3,12,"Toronto",400, ,1,1,0,173,427,"300 Alton Towers Circle",20071010
083,SCARBOROUGH--ROUGE RIVER,5,96,7,25,7,23,"Toronto",401, ,5,1,0,169,432,"330 Alton Towers Circle",20071010
083,SCARBOROUGH--ROUGE RIVER,9,85,5,32,6,17,"Toronto",402, ,0,0,0,154,373,"150 Alton Towers Circle",20071010
083,SCARBOROUGH--ROUGE RIVER,1,72,1,13,2,10,"Toronto",403A, ,0,0,0,99,250,"350 Alton Towers Circle",20071010
083,SCARBOROUGH--ROUGE RIVER,3,55,0,13,5,8,"Toronto",403B, ,0,0,0,84,258,"350 Alton Towers Circle",20071010
083,SCARBOROUGH--ROUGE RIVER,9,81,5,37,4,19,"Toronto",404, ,0,0,0,155,383,"88 Alton Towers Circle",20071010
083,SCARBOROUGH--ROUGE RIVER,4,111,2,15,3,18,"Toronto",405, ,0,6,0,159,380,"150 Alton Towers Circle",20071010
083,SCARBOROUGH--ROUGE RIVER,4,52,2,24,0,17,"Toronto",406A, ,0,1,0,100,245,"80 Alton Towers Circle",20071010
083,SCARBOROUGH--ROUGE RIVER,1,56,1,11,2,22,"Toronto",406B, ,0,1,0,94,218,"80 Alton Towers Circle",20071010
083,SCARBOROUGH--ROUGE RIVER,1,87,3,8,10,23,"Toronto",407, ,1,1,0,134,338,"St. Gabriel Lalemant Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,140,6,33,4,19,"Toronto",408, ,4,0,0,211,402,"430 McLevin Avenue",20071010
083,SCARBOROUGH--ROUGE RIVER,2,55,1,8,1,13,"Toronto",409, ,11,1,0,92,234,"480 McLevin Avenue",20071010
083,SCARBOROUGH--ROUGE RIVER,7,105,2,11,2,26,"Toronto",410, ,3,2,0,158,345,"410 McLevin Avenue",20071010
083,SCARBOROUGH--ROUGE RIVER,3,81,9,18,6,16,"Toronto",411, ,2,0,0,135,291,"1600 Sandhurst Circle",20071010
083,SCARBOROUGH--ROUGE RIVER,8,100,5,32,3,25,"Toronto",412, ,4,4,0,181,441,"30 Thunder Grove",20071010
083,SCARBOROUGH--ROUGE RIVER,2,66,1,12,2,20,"Toronto",413, ,0,0,0,103,370,"Percy Williams Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,5,69,4,27,2,16,"Toronto",414, ,5,1,0,129,331,"5039 Finch Avenue East",20071010
083,SCARBOROUGH--ROUGE RIVER,3,50,0,12,2,20,"Toronto",415, ,0,1,0,88,148,"5225 Finch Avenue East",20071010
083,SCARBOROUGH--ROUGE RIVER,0,41,1,7,2,16,"Toronto",416, ,0,0,0,67,108,"5225 Finch Avenue East",20071010
083,SCARBOROUGH--ROUGE RIVER,4,109,3,17,2,11,"Toronto",417, ,4,1,0,151,230,"Yee Hong Garden Terrace",20071010
083,SCARBOROUGH--ROUGE RIVER,6,101,2,11,2,7,"Toronto",418, ,0,3,0,132,187,"Yee Hong Garden Terrace",20071010
083,SCARBOROUGH--ROUGE RIVER,9,98,3,21,10,31,"Toronto",419, ,1,1,0,174,369,"400 McLevin Avenue",20071010
083,SCARBOROUGH--ROUGE RIVER,10,93,3,17,1,14,"Toronto",420, ,4,1,0,143,249,"99 Blackwell Avenue",20071010
083,SCARBOROUGH--ROUGE RIVER,4,101,3,6,5,8,"Toronto",421, ,4,1,0,132,168,"Neilson Hall Apartments",20071010
083,SCARBOROUGH--ROUGE RIVER,5,83,2,16,9,24,"Toronto",422, ,3,0,0,142,255,"10 Tapscott Road",20071010
083,SCARBOROUGH--ROUGE RIVER,3,59,0,30,1,10,"Toronto",423, ,2,1,0,106,183,"1319 Neilson Road",20071010
083,SCARBOROUGH--ROUGE RIVER,1,39,0,8,1,10,"Toronto",424, ,0,0,0,59,125,"1095 Neilson Road",20071010
083,SCARBOROUGH--ROUGE RIVER,2,49,0,11,2,11,"Toronto",425, ,2,1,0,78,196,"15 Sewells Road",20071010
083,SCARBOROUGH--ROUGE RIVER,0,46,1,13,1,11,"Toronto",426, ,0,0,0,72,148,"8 Silverbell Grove Road",20071010
083,SCARBOROUGH--ROUGE RIVER,3,56,0,10,1,17,"Toronto",427, ,0,0,0,87,250,"Malvern Public Library",20071010
083,SCARBOROUGH--ROUGE RIVER,4,37,1,3,2,6,"Toronto",428, ,0,0,0,53,175,"Malvern Public Library",20071010
083,SCARBOROUGH--ROUGE RIVER,1,42,3,15,7,16,"Toronto",429, ,2,0,0,86,283,"1600 Sandhurst Circle",20071010
083,SCARBOROUGH--ROUGE RIVER,4,80,2,28,3,16,"Toronto",430, ,2,2,0,137,305,"5001 Finch Avenue East",20071010
083,SCARBOROUGH--ROUGE RIVER,3,29,1,13,0,7,"Toronto",431, ,2,2,0,57,172,"5001 Finch Avenue East",20071010
083,SCARBOROUGH--ROUGE RIVER,4,100,25,25,6,11,"Toronto",432, ,0,0,0,171,414,"5039 Finch Avenue East",20071010
083,SCARBOROUGH--ROUGE RIVER,4,62,0,7,0,10,"Toronto",433, ,0,0,0,83,257,"St. Elizabeth Seton Catholic School",20071010
083,SCARBOROUGH--ROUGE RIVER,1,37,0,6,2,7,"Toronto",434, ,4,1,0,58,190,"Burrows Hall Community Centre",20071010
083,SCARBOROUGH--ROUGE RIVER,7,16,0,6,0,7,"Toronto",435, ,3,0,0,39,110,"Burrows Hall Community Centre",20071010
083,SCARBOROUGH--ROUGE RIVER,1,41,1,3,1,6,"Toronto",436, ,0,0,0,53,104,"90 Burrows Hall Boulevard",20071010
083,SCARBOROUGH--ROUGE RIVER,3,51,5,5,1,20,"Toronto",437, ,2,0,0,87,260,"C.D. Farquharson Junior Public School",20071010
083,SCARBOROUGH--ROUGE RIVER,2,61,3,26,5,18,"Toronto",438A, ,2,0,0,117,279,"4725 Sheppard Avenue East",20071010
083,SCARBOROUGH--ROUGE RIVER,8,52,1,19,2,16,"Toronto",438B, ,2,1,0,101,240,"4725 Sheppard Avenue East",20071010
083,SCARBOROUGH--ROUGE RIVER,2,100,1,32,2,17,"Toronto",439, ,1,0,0,155,384,"4727 Sheppard Avenue East",20071010
083,SCARBOROUGH--ROUGE RIVER,1,102,0,17,4,12,"Toronto",440, ,1,0,0,137,205,"Sts. Peter & Paul Residence",20071010
083,SCARBOROUGH--ROUGE RIVER,25,493,9,71,6,82,"Toronto",Advanced Polls /  ADV001, ,3,1,2,692,0,"Returning Office / Bureau du directeur du scrutin",20071010
083,SCARBOROUGH--ROUGE RIVER,33,700,13,135,11,94,"Toronto",Advanced Polls /  ADV002, ,2,0,0,988,0,"Woodside Public Library",20071010
083,SCARBOROUGH--ROUGE RIVER,5,266,1,49,4,36,"Toronto",Advanced Polls /  ADV003, ,2,0,0,363,0,"Goldhawk Community Centre",20071010
083,SCARBOROUGH--ROUGE RIVER,16,233,10,69,3,54,"Toronto",Advanced Polls /  ADV004, ,1,1,0,387,0,"Burrows Hall Community Centre",20071010
083,SCARBOROUGH--ROUGE RIVER,24,495,4,96,4,105,"Toronto",Advanced Polls /  ADV005, ,1,6,0,735,0,"Malvern Public Library",20071010
TOTALS:, ,1276,22307,569,4960,486,4691, , , , , , , , , , 
