ED_CODE,ED_NAME,FITZPATRICK,LEAL,MORGAN,NICKLE,STUCKY,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
071,PETERBOROUGH,32,69,7,24,15,"Peterborough",233, ,0,0,0,147,259,"Cephas Christian Reformed Church",20071010
071,PETERBOROUGH,31,36,0,15,7,"Peterborough",234, ,0,1,0,90,237,"Roger Neilson Public School",20071010
071,PETERBOROUGH,49,118,9,32,21,"Peterborough",235, ,1,0,0,230,460,"Keith Wightman Public School",20071010
071,PETERBOROUGH,36,75,1,23,12,"Peterborough",236, ,0,1,0,148,360,"Keith Wightman Public School",20071010
071,PETERBOROUGH,34,54,5,16,12,"Peterborough",237, ,0,0,0,121,370,"Roger Neilson Public School",20071010
071,PETERBOROUGH,15,51,0,29,12,"Peterborough",238, ,1,0,0,108,270,"Keith Wightman Public School",20071010
071,PETERBOROUGH,29,61,1,20,12,"Peterborough",239, ,1,0,0,124,304,"St. Alphonsus School",20071010
071,PETERBOROUGH,27,77,2,14,3,"Peterborough",240, ,0,0,0,123,271,"St. Alphonsus School",20071010
071,PETERBOROUGH,33,89,1,26,5,"Peterborough",241, ,0,2,0,156,318,"Grace United Church",20071010
071,PETERBOROUGH,42,107,3,26,11,"Peterborough",242, ,3,0,0,192,409,"Grace United Church",20071010
071,PETERBOROUGH,41,115,1,35,9,"Peterborough",243, ,0,1,0,202,419,"Roger Neilson Public School",20071010
071,PETERBOROUGH,25,49,0,22,22,"Peterborough",244, ,0,0,0,118,298,"St. Alphonsus School",20071010
071,PETERBOROUGH,16,60,2,18,2,"Peterborough",245, ,1,0,0,99,303,"Roger Neilson Public School",20071010
071,PETERBOROUGH,45,78,0,15,12,"Peterborough",246, ,0,0,0,150,316,"St. John's School",20071010
071,PETERBOROUGH,32,73,2,38,13,"Peterborough",247, ,0,0,0,158,311,"St. John's School",20071010
071,PETERBOROUGH,48,73,3,31,12,"Peterborough",248, ,0,1,0,168,341,"Grace United Church",20071010
071,PETERBOROUGH,36,76,0,28,7,"Peterborough",249, ,0,0,0,147,330,"Grace United Church",20071010
071,PETERBOROUGH,34,84,5,14,10,"Peterborough",250, ,1,0,0,148,314,"Roger Neilson Public School",20071010
071,PETERBOROUGH,38,55,1,35,8,"Peterborough",251, ,0,0,0,137,305,"St. James United Church",20071010
071,PETERBOROUGH,30,80,3,18,7,"Peterborough",252, ,0,2,0,140,326,"St. John's School",20071010
071,PETERBOROUGH,24,87,1,22,6,"Peterborough",253, ,0,0,0,140,295,"St. John's School",20071010
071,PETERBOROUGH,35,92,6,50,11,"Peterborough",254, ,1,0,0,195,360,"St. Patrick's School",20071010
071,PETERBOROUGH,32,107,4,25,19,"Peterborough",255, ,3,0,0,190,339,"St. John's School",20071010
071,PETERBOROUGH,41,65,0,39,13,"Peterborough",256, ,1,0,0,159,341,"Otonabee Valley Public School",20071010
071,PETERBOROUGH,20,79,0,26,19,"Peterborough",257, ,0,0,0,144,367,"St. John's School",20071010
071,PETERBOROUGH,48,139,2,28,13,"Peterborough",258, ,0,0,0,230,413,"Otonabee Valley Public School",20071010
071,PETERBOROUGH,37,103,1,28,22,"Peterborough",259, ,0,0,0,191,378,"Otonabee Valley Public School",20071010
071,PETERBOROUGH,52,84,1,28,9,"Peterborough",260, ,2,1,0,177,410,"Otonabee Valley Public School",20071010
071,PETERBOROUGH,70,117,2,30,18,"Peterborough",261, ,0,0,0,237,437,"St. Patrick's School",20071010
071,PETERBOROUGH,49,93,1,37,13,"Peterborough",262, ,0,0,0,193,431,"St. Patrick's School",20071010
071,PETERBOROUGH,33,91,0,23,15,"Peterborough",263, ,0,0,0,162,423,"Otonabee Valley Public School",20071010
071,PETERBOROUGH,88,97,10,27,25,"Keene",264, ,0,0,0,247,485,"North Shore Public School",20071010
071,PETERBOROUGH,82,105,1,43,28,"Indian River",265, ,1,0,0,260,447,"Villiers Community Centre",20071010
071,PETERBOROUGH,37,59,2,25,13,"Peterborough",266, ,0,0,0,136,254,"The Peterborough Sport & Wellness Centre",20071010
071,PETERBOROUGH,15,35,2,3,0,"Peterborough",267s, ,2,0,0,57,197,"St. Joseph's at Fleming",20071010
071,PETERBOROUGH,39,56,2,19,6,"Peterborough",268, ,1,0,0,123,259,"The Peterborough Sport & Wellness Centre",20071010
071,PETERBOROUGH,71,103,3,30,11,"Peterborough",269, ,3,0,0,221,507,"The Peterborough Sport & Wellness Centre",20071010
071,PETERBOROUGH,48,79,3,15,12,"Peterborough",270, ,0,0,0,157,338,"St. Patrick's School",20071010
071,PETERBOROUGH,73,78,4,33,12,"Keene",271, ,1,0,0,201,401,"North Shore Public School",20071010
071,PETERBOROUGH,64,77,2,38,18,"Keene",272, ,0,1,0,200,340,"North Shore Public School",20071010
071,PETERBOROUGH,110,83,0,28,6,"Peterborough",273, ,1,0,0,228,340,"Stewart Hall Community Centre",20071010
071,PETERBOROUGH,96,110,4,27,16,"Peterborough",274, ,0,0,0,253,387,"Stewart Hall Community Centre",20071010
071,PETERBOROUGH,92,122,4,39,19,"Keene",275, ,2,0,0,278,434,"North Shore Public School",20071010
071,PETERBOROUGH,62,49,1,37,11,"Bailieboro",276, ,0,2,0,162,341,"South Monaghan Public School",20071010
071,PETERBOROUGH,57,73,1,22,19,"Bailieboro",277, ,0,0,0,172,325,"South Monaghan Public School",20071010
071,PETERBOROUGH,34,82,1,37,6,"Keene",278, ,5,0,0,165,313,"Hiawatha First Nation Council Hall",20071010
071,PETERBOROUGH,70,70,2,27,22,"Bailieboro",279, ,0,1,0,192,382,"South Monaghan Public School",20071010
071,PETERBOROUGH,26,54,2,21,3,"Peterborough",400, ,0,1,0,107,145,"Cambridge Court",20071010
071,PETERBOROUGH,13,39,1,28,5,"Peterborough",401, ,0,0,0,86,141,"Kingswood Court North",20071010
071,PETERBOROUGH,16,54,1,32,6,"Peterborough",402, ,0,0,0,109,186,"Kingswood Court",20071010
071,PETERBOROUGH,11,28,1,35,8,"Peterborough",403, ,0,0,0,83,132,"Talwood Apartments",20071010
071,PETERBOROUGH,19,42,1,37,13,"Peterborough",404, ,2,1,0,115,193,"Valley High 2",20071010
071,PETERBOROUGH,28,75,0,31,10,"Peterborough",405, ,0,0,0,144,182,"Valley High 1",20071010
071,PETERBOROUGH,13,68,1,38,23,"Peterborough",406, ,2,1,0,146,362,"Otonabee Place - Common Room",20071010
071,PETERBOROUGH,16,41,1,10,2,"Peterborough",407, ,0,1,0,71,104,"St. John's Centre",20071010
071,PETERBOROUGH,4,31,1,24,5,"Peterborough",408, ,0,0,0,65,103,"Churchill Manor",20071010
071,PETERBOROUGH,16,54,0,20,3,"Peterborough",409, ,1,0,0,94,124,"Park Place",20071010
071,PETERBOROUGH,7,26,1,21,9,"Peterborough",410, ,1,0,0,65,135,"Time Square",20071010
071,PETERBOROUGH,7,51,0,15,4,"Peterborough",411, ,0,0,0,77,136,"Tarawood Place",20071010
071,PETERBOROUGH,20,59,2,16,3,"Peterborough",412, ,0,2,0,102,152,"Kawartha Place",20071010
071,PETERBOROUGH,7,34,0,14,3,"Peterborough",413, ,0,0,0,58,131,"Clonsilla Towers",20071010
071,PETERBOROUGH,1008,1648,45,333,172,"Peterborough",Advanced Polls /  ADV001, ,6,8,0,3220,0,"Returning Office / Bureau du directeur du scrutin",20071010
071,PETERBOROUGH,302,644,12,255,153,"Peterborough",Advanced Polls /  ADV002, ,3,0,0,1369,0,"Peterborough Square",20071010
071,PETERBOROUGH,225,280,12,86,36,"Lakefield",Advanced Polls /  ADV003, ,0,0,0,639,0,"Lakefield Memorial Hall",20071010
071,PETERBOROUGH,166,203,3,49,15,"Ennismore",Advanced Polls /  ADV004, ,1,2,0,439,0,"Ennismore Branch Library",20071010
071,PETERBOROUGH,89,147,4,39,23,"Norwood",Advanced Polls /  ADV005, ,1,0,0,303,0,"Asphodel-Norwood Friendship Club",20071010
071,PETERBOROUGH,168,113,0,41,29,"Havelock",Advanced Polls /  ADV006, ,1,0,0,352,0,"Rebekah/Oddfellows Hall",20071010
TOTALS:, ,13176,24466,634,8523,4473, , , , , , , , , , 
