ED_CODE,ED_NAME,CIOPPA,DAGENAIS,LARTER,MEILLEUR,POOLE,POULIN,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
065,OTTAWA--VANIER,1,12,0,60,21,25,"Ottawa",212, ,0,0,0,119,319,"Overbrook Community Centre",20071010
065,OTTAWA--VANIER,1,20,1,41,5,18,"Ottawa",213, ,0,0,1,87,294,"Overbrook Community Centre",20071010
065,OTTAWA--VANIER,2,10,1,48,2,23,"Ottawa",214, ,0,0,0,86,354,"Overbrook Community Centre",20071010
065,OTTAWA--VANIER,2,6,0,72,9,22,"Ottawa",215, ,0,0,0,111,363,"Overbrook Community Centre",20071010
065,OTTAWA--VANIER,0,9,1,41,6,28,"Ottawa",216, ,0,0,0,85,273,"Queen Mary Street Public School",20071010
065,OTTAWA--VANIER,3,21,0,92,5,31,"Ottawa",217, ,1,0,0,153,463,"Knights of Columbus",20071010
065,OTTAWA--VANIER,3,18,1,76,13,74,"Ottawa",218, ,0,0,0,185,407,"John Paul II Catholic Secondary School",20071010
065,OTTAWA--VANIER,3,20,1,111,19,45,"Ottawa",219, ,1,0,0,200,423,"John Paul II Catholic Secondary School",20071010
065,OTTAWA--VANIER,2,24,1,92,8,72,"Ottawa",220, ,1,0,0,200,431,"Calvary Pentecostal Church",20071010
065,OTTAWA--VANIER,5,24,1,105,13,71,"Ottawa",221, ,1,2,0,222,467,"John Paul II Catholic Secondary School",20071010
065,OTTAWA--VANIER,1,26,1,121,15,62,"Ottawa",222, ,0,0,0,226,510,"Calvary Pentecostal Church",20071010
065,OTTAWA--VANIER,0,76,2,141,54,59,"Ottawa",223, ,0,1,0,333,640,"Église Sacré-coeur",20071010
065,OTTAWA--VANIER,1,44,0,56,27,10,"Ottawa",224, ,0,1,0,139,255,"Église Sacré-coeur",20071010
065,OTTAWA--VANIER,0,33,0,42,9,12,"Ottawa",225, ,0,0,0,96,141,"Église Sacré-coeur",20071010
065,OTTAWA--VANIER,1,16,1,21,16,4,"Ottawa",226, ,0,0,0,59,158,"École élémentaire publique Francojeunesse",20071010
065,OTTAWA--VANIER,2,23,3,43,12,3,"Ottawa",227, ,2,0,0,88,207,"École élémentaire publique Francojeunesse",20071010
065,OTTAWA--VANIER,1,50,2,61,16,10,"Ottawa",228, ,0,0,0,140,287,"École élémentaire publique Francojeunesse",20071010
065,OTTAWA--VANIER,0,33,0,55,20,16,"Ottawa",229, ,2,1,0,127,375,"Sandy Hill Community Centre",20071010
065,OTTAWA--VANIER,0,31,1,47,36,14,"Ottawa",230, ,0,0,0,129,276,"Sandy Hill Community Centre",20071010
065,OTTAWA--VANIER,1,27,2,49,31,18,"Ottawa",231, ,0,0,0,128,246,"Sandy Hill Community Centre",20071010
065,OTTAWA--VANIER,4,36,0,52,28,7,"Ottawa",232, ,0,1,0,128,257,"Sandy Hill Community Centre",20071010
065,OTTAWA--VANIER,0,34,0,68,41,23,"Ottawa",233, ,0,2,0,168,297,"Sandy Hill Community Centre",20071010
065,OTTAWA--VANIER,0,48,0,59,24,24,"Ottawa",234, ,0,0,0,155,278,"Sandy Hill Community Centre",20071010
065,OTTAWA--VANIER,2,18,0,62,25,35,"Ottawa",235, ,3,0,0,145,292,"Éducation permanente",20071010
065,OTTAWA--VANIER,1,8,0,31,2,7,"Ottawa",236, ,2,1,0,52,232,"Éducation permanente",20071010
065,OTTAWA--VANIER,1,17,1,70,25,20,"Ottawa",237, ,1,0,0,135,506,"Éducation permanente",20071010
065,OTTAWA--VANIER,1,5,2,38,0,8,"Ottawa",238, ,1,0,0,55,167,"Queen Mary Street Public School",20071010
065,OTTAWA--VANIER,2,7,1,54,4,23,"Ottawa",239, ,2,0,0,93,347,"Calvary Pentecostal Church",20071010
065,OTTAWA--VANIER,3,21,0,77,9,55,"Ottawa",240, ,1,0,0,166,390,"Calvary Pentecostal Church",20071010
065,OTTAWA--VANIER,..........................NO POLL HELD........................,,,,,,"Ottawa",241, ,0,0,0,0,0,"",20071010
065,OTTAWA--VANIER,0,66,0,132,37,43,"Ottawa",242A, ,1,2,0,281,646,"Église Sacré-coeur",20071010
065,OTTAWA--VANIER,1,64,3,92,24,26,"Ottawa",242B, ,1,0,0,211,626,"Église Sacré-coeur",20071010
065,OTTAWA--VANIER,0,42,0,24,32,11,"Ottawa",243, ,0,1,0,110,283,"Sandy Hill Community Centre",20071010
065,OTTAWA--VANIER,0,54,1,69,21,23,"Ottawa",244, ,1,2,0,171,359,"Sandy Hill Community Centre",20071010
065,OTTAWA--VANIER,2,25,0,45,15,13,"Ottawa",245, ,0,0,0,100,218,"Viscount Alexander Public School",20071010
065,OTTAWA--VANIER,1,28,0,35,24,8,"Ottawa",246, ,0,0,0,96,181,"Sandy Hill Community Centre",20071010
065,OTTAWA--VANIER,1,7,1,51,1,11,"Ottawa",247s, ,0,0,1,73,96,"Silver Heights",20071010
065,OTTAWA--VANIER,0,24,0,54,4,9,"Ottawa",248, ,0,0,1,92,309,"Viscount Alexander Public School",20071010
065,OTTAWA--VANIER,0,25,1,40,12,26,"Ottawa",249, ,0,1,0,105,275,"Viscount Alexander Public School",20071010
065,OTTAWA--VANIER,1,13,1,53,19,24,"Ottawa",250, ,1,0,1,113,230,"Éducation permanente",20071010
065,OTTAWA--VANIER,0,23,0,76,12,37,"Ottawa",251, ,0,0,1,149,375,"Calvary Pentecostal Church",20071010
065,OTTAWA--VANIER,0,22,6,52,11,6,"Ottawa",252, ,0,0,0,97,224,"Viscount Alexander Public School",20071010
065,OTTAWA--VANIER,0,13,0,21,6,11,"Ottawa",253, ,0,0,1,52,216,"St. Mary's Home",20071010
065,OTTAWA--VANIER,1,6,1,24,5,10,"Ottawa",254, ,0,0,0,47,187,"Viscount Alexander Public School",20071010
065,OTTAWA--VANIER,0,3,1,31,4,27,"Ottawa",400, ,0,0,0,66,226,"Thomas D'Arcy McGee Catholic School",20071010
065,OTTAWA--VANIER,1,9,0,45,6,19,"Ottawa",401, ,0,0,0,80,122,"The Parkside",20071010
065,OTTAWA--VANIER,1,22,2,69,3,50,"Ottawa",402, ,0,0,0,147,201,"North Ridge",20071010
065,OTTAWA--VANIER,3,21,2,65,10,33,"Ottawa",403, ,1,0,0,135,281,"Concorde Apartments",20071010
065,OTTAWA--VANIER,8,53,3,201,16,128,"Ottawa",404, ,3,2,0,414,555,"Crosswind Apartments",20071010
065,OTTAWA--VANIER,1,7,1,37,2,3,"Ottawa",405, ,0,0,0,51,131,"St-Laurent Building",20071010
065,OTTAWA--VANIER,1,21,0,25,4,9,"Ottawa",406, ,0,0,0,60,145,"Brittany Apartments",20071010
065,OTTAWA--VANIER,1,15,2,47,5,20,"Ottawa",407, ,1,0,0,91,149,"Brittany Apartments",20071010
065,OTTAWA--VANIER,2,7,2,36,20,8,"Ottawa",408, ,2,0,0,77,151,"248 Brittany Drive",20071010
065,OTTAWA--VANIER,1,22,0,68,9,25,"Ottawa",409, ,0,0,0,125,310,"Brittany Park Recreation Center",20071010
065,OTTAWA--VANIER,2,24,0,121,4,23,"Ottawa",410, ,3,0,0,177,252,"Thomson Residences",20071010
065,OTTAWA--VANIER,0,17,0,73,7,27,"Ottawa",411, ,1,0,0,125,197,"Montfort Manor Apartments",20071010
065,OTTAWA--VANIER,0,23,0,75,3,17,"Ottawa",412, ,0,1,0,119,199,"Hermitage Apartments",20071010
065,OTTAWA--VANIER,4,23,0,154,7,76,"Ottawa",413, ,1,0,0,265,380,"Las Brisas",20071010
065,OTTAWA--VANIER,1,23,3,92,17,44,"Ottawa",414, ,0,1,0,181,252,"Champlain Towers",20071010
065,OTTAWA--VANIER,0,15,1,53,6,15,"Ottawa",415, ,0,3,0,93,140,"Mario De Giovanni Co-operative",20071010
065,OTTAWA--VANIER,2,30,0,210,27,69,"Ottawa",416, ,0,3,0,341,489,"Highland - Party Room",20071010
065,OTTAWA--VANIER,4,11,1,157,9,52,"Ottawa",417, ,1,0,0,235,300,"Le Parc Apartments",20071010
065,OTTAWA--VANIER,0,31,0,147,9,34,"Ottawa",418, ,0,0,0,221,294,"Brittany Place",20071010
065,OTTAWA--VANIER,1,17,0,41,10,25,"Ottawa",419, ,0,0,0,94,133,"Rockfield Arms Apartments",20071010
065,OTTAWA--VANIER,2,12,4,110,4,21,"Ottawa",420, ,0,0,0,153,212,"Place Montfort",20071010
065,OTTAWA--VANIER,2,19,0,112,17,42,"Ottawa",421, ,0,0,0,192,283,"La Renaissance",20071010
065,OTTAWA--VANIER,1,8,2,101,3,22,"Ottawa",422, ,3,2,0,142,195,"Green Valley Terrace",20071010
065,OTTAWA--VANIER,0,6,1,109,6,31,"Ottawa",423, ,1,0,0,154,197,"Place Lafontaine",20071010
065,OTTAWA--VANIER,0,31,0,121,10,23,"Ottawa",424, ,0,0,0,185,271,"Château Janeville",20071010
065,OTTAWA--VANIER,2,16,3,107,1,30,"Ottawa",425, ,1,2,0,162,225,"Social Club 800",20071010
065,OTTAWA--VANIER,1,18,0,76,11,40,"Ottawa",426, ,0,0,0,146,202,"The Seignory",20071010
065,OTTAWA--VANIER,1,32,0,144,15,51,"Ottawa",427, ,2,0,0,245,342,"Watergate Apartments",20071010
065,OTTAWA--VANIER,1,15,2,26,3,4,"Ottawa",428, ,1,1,0,53,101,"Victoria Manor Apartments",20071010
065,OTTAWA--VANIER,0,4,0,12,3,5,"Ottawa",430, ,0,0,0,24,141,"St. Laurent Complex",20071010
065,OTTAWA--VANIER,3,22,1,56,9,24,"Ottawa",431, ,0,0,0,115,188,"Ogilvie Towers",20071010
065,OTTAWA--VANIER,1,8,0,47,4,14,"Ottawa",432, ,0,0,0,74,137,"Gatineau View & Rideau Falls - Party Room",20071010
065,OTTAWA--VANIER,0,13,2,48,13,13,"Ottawa",433, ,2,0,0,91,143,"Gatineau View & Rideau Falls - Party Room",20071010
065,OTTAWA--VANIER,1,21,0,58,9,11,"Ottawa",434, ,0,0,0,100,242,"Place Anglesia",20071010
065,OTTAWA--VANIER,0,13,1,65,15,28,"Ottawa",435, ,1,1,0,124,176,"160 Chapel Street",20071010
065,OTTAWA--VANIER,0,8,2,26,2,5,"Ottawa",436, ,1,1,0,45,103,"MacDonald Manor 1",20071010
065,OTTAWA--VANIER,2,13,1,27,3,8,"Ottawa",437, ,2,0,0,56,103,"MacDonald Manor 1",20071010
065,OTTAWA--VANIER,4,21,1,114,4,19,"Ottawa",438, ,5,3,0,171,215,"Charlotte Place Social Club",20071010
065,OTTAWA--VANIER,0,16,1,70,9,36,"Ottawa",439, ,0,2,0,134,216,"Rio Vista Apartments",20071010
065,OTTAWA--VANIER,1,23,1,20,16,7,"Ottawa",440, ,0,0,0,68,95,"450 Daly Avenue",20071010
065,OTTAWA--VANIER,1,12,3,89,6,26,"Ottawa",441, ,1,0,0,138,215,"Château Vanier - Tower B - Party Room",20071010
065,OTTAWA--VANIER,2,16,1,96,6,29,"Ottawa",442, ,1,0,0,151,236,"Château Vanier - Tower B - Party Room",20071010
065,OTTAWA--VANIER,3,16,1,102,7,26,"Ottawa",443, ,1,0,0,156,229,"Château Vanier - Tower B - Party Room",20071010
065,OTTAWA--VANIER,1,14,2,72,5,14,"Ottawa",444, ,0,2,0,110,226,"Château Donald",20071010
065,OTTAWA--VANIER,1,13,2,24,2,19,"Ottawa",445, ,1,0,0,62,117,"Donald Court",20071010
065,OTTAWA--VANIER,0,19,2,28,3,10,"Ottawa",446, ,0,0,0,62,277,"Knights of Columbus",20071010
065,OTTAWA--VANIER,1,17,1,35,7,12,"Ottawa",447, ,0,0,0,73,319,"Knights of Columbus",20071010
065,OTTAWA--VANIER,3,17,1,26,4,13,"Ottawa",448, ,0,0,1,65,117,"1400 Appleton Drive",20071010
065,OTTAWA--VANIER,1,37,1,58,26,19,"Ottawa",449, ,0,1,0,143,233,"383 Cumberland Street",20071010
065,OTTAWA--VANIER,1,11,1,51,9,37,"Ottawa",450, ,0,0,0,110,154,"Place St-George",20071010
065,OTTAWA--VANIER,0,8,1,17,3,3,"Ottawa",451, ,0,0,0,32,76,"Queen Mary Court",20071010
065,OTTAWA--VANIER,1,10,2,78,4,19,"Ottawa",452, ,1,1,2,118,202,"Cyrville Towers",20071010
065,OTTAWA--VANIER,......................COMBINED WITH POLL 223 ....................,,,,,,"Ottawa",453, ,,,,,,"Église Sacré-coeur",20071010
065,OTTAWA--VANIER,1,10,1,40,2,17,"Ottawa",454, ,0,0,0,71,109,"Sandringham Apartments",20071010
065,OTTAWA--VANIER,0,8,0,45,3,16,"Ottawa",455, ,0,0,0,72,121,"50 Laurier Street",20071010
065,OTTAWA--VANIER,8,112,1,599,98,341,"Ottawa",Advanced Polls /  ADV001, ,3,4,0,1166,0,"Returning Office / Bureau du directeur du scrutin",20071010
065,OTTAWA--VANIER,7,50,7,573,102,220,"Ottawa",Advanced Polls /  ADV002, ,1,0,0,960,0,"Chevaliers de Colomb",20071010
065,OTTAWA--VANIER,3,51,7,281,69,109,"Ottawa",Advanced Polls /  ADV003, ,1,0,0,521,0,"Patro d'Ottawa",20071010
065,OTTAWA--VANIER,2,120,1,251,43,83,"Ottawa",Advanced Polls /  ADV004, ,2,0,1,503,0,"Église Sacré-coeur",20071010
065,OTTAWA--VANIER,3,73,1,267,46,163,"Ottawa",Advanced Polls /  ADV005, ,1,1,0,555,0,"Mackay United Church of Canada",20071010
065,OTTAWA--VANIER,2,27,2,212,49,130,"Ottawa",Advanced Polls /  ADV006, ,0,1,0,423,0,"Knights of Columbus",20071010
TOTALS:, ,396,6049,255,20954,4293,9169, , , , , , , , , , 
