ED_CODE,ED_NAME,BALASUNDERAM,CASANOVA,CHURCHIN,FONSECA,JAMIESON,ZAWADZKI,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
48,MISSISSAUGA EAST--COOKSVILLE,7,6,15,36,1,1,Mississauga,444, ,0,0,0,66,284,265 Enfield Place,20071010
48,MISSISSAUGA EAST--COOKSVILLE,10,5,25,53,2,2,Mississauga,445, ,0,0,0,97,280,265 Enfield Place,20071010
48,MISSISSAUGA EAST--COOKSVILLE,14,13,45,135,0,1,Mississauga,446, ,0,2,0,210,447,The Town,20071010
48,MISSISSAUGA EAST--COOKSVILLE,14,18,64,109,2,3,Mississauga,447, ,0,1,0,211,445,The Town 2 - 55 Elm Drive West,20071010
48,MISSISSAUGA EAST--COOKSVILLE,9,9,31,61,2,0,Mississauga,448, ,0,0,0,112,299,1 Elm Drive West,20071010
48,MISSISSAUGA EAST--COOKSVILLE,9,11,48,75,2,0,Mississauga,449, ,1,2,0,148,338,1 Elm Drive West,20071010
48,MISSISSAUGA EAST--COOKSVILLE,13,6,31,61,1,2,Mississauga,450, ,0,0,0,114,194,3504 Hurontario Street,20071010
48,MISSISSAUGA EAST--COOKSVILLE,13,9,11,61,1,0,Mississauga,451, ,0,0,0,95,285,The Valleys Senior Public School,20071010
48,MISSISSAUGA EAST--COOKSVILLE,2,0,7,19,0,1,Mississauga,452, ,0,0,0,29,91,Bishop Scalabrini Separate School,20071010
48,MISSISSAUGA EAST--COOKSVILLE,20,5,21,53,0,2,Mississauga,453, ,2,0,0,103,361,Thornwood Public School,20071010
48,MISSISSAUGA EAST--COOKSVILLE,17,2,17,68,0,1,Mississauga,454, ,0,0,0,105,376,Thornwood Public School,20071010
48,MISSISSAUGA EAST--COOKSVILLE,18,10,29,87,2,0,Mississauga,455, ,0,0,0,146,364,325 Webb Drive,20071010
48,MISSISSAUGA EAST--COOKSVILLE,11,7,19,74,2,1,Mississauga,456, ,1,0,0,115,380,3880 Duke of York Boulevard,20071010
48,MISSISSAUGA EAST--COOKSVILLE,6,5,18,70,1,1,Mississauga,457, ,0,0,0,101,366,325 Webb Drive,20071010
48,MISSISSAUGA EAST--COOKSVILLE,15,12,29,92,0,1,Mississauga,458, ,0,0,0,149,399,3888 Duke of York Boulevard,20071010
48,MISSISSAUGA EAST--COOKSVILLE,31,9,44,132,2,6,Mississauga,459, ,0,0,2,226,436,135 Hillcrest Avenue,20071010
48,MISSISSAUGA EAST--COOKSVILLE,15,4,20,46,0,0,Mississauga,460A, ,0,0,0,85,213,155 Hillcrest Avenue,20071010
48,MISSISSAUGA EAST--COOKSVILLE,9,7,27,46,1,3,Mississauga,460B, ,0,1,0,94,223,155 Hillcrest Avenue,20071010
48,MISSISSAUGA EAST--COOKSVILLE,25,13,23,113,0,0,Mississauga,461, ,0,0,0,174,479,145 Hillcrest Avenue,20071010
48,MISSISSAUGA EAST--COOKSVILLE,18,11,33,107,2,0,Mississauga,462, ,0,0,0,171,378,115 Hillcrest Avenue,20071010
48,MISSISSAUGA EAST--COOKSVILLE,1,2,11,13,0,1,Mississauga,463, ,3,0,0,31,121,Returning Office / Bureau du directeur du scrutin,20071010
48,MISSISSAUGA EAST--COOKSVILLE,18,12,34,73,0,6,Mississauga,464, ,0,0,0,143,253,King Gardens Place,20071010
48,MISSISSAUGA EAST--COOKSVILLE,12,2,5,21,0,0,Mississauga,465, ,0,0,0,40,161,Clifton Public School,20071010
48,MISSISSAUGA EAST--COOKSVILLE,9,1,5,19,0,4,Mississauga,466, ,0,1,0,39,170,Clifton Public School,20071010
48,MISSISSAUGA EAST--COOKSVILLE,10,0,7,15,4,38,Mississauga,467, ,3,0,0,77,195,3015 Parkerhill Road,20071010
48,MISSISSAUGA EAST--COOKSVILLE,8,5,15,68,1,1,Mississauga,468, ,1,3,0,102,175,177 Dundas Street West,20071010
48,MISSISSAUGA EAST--COOKSVILLE,8,2,13,30,1,4,Mississauga,469, ,3,0,1,62,117,169 Dundas Street West,20071010
48,MISSISSAUGA EAST--COOKSVILLE,5,3,2,9,0,0,Mississauga,470, ,0,0,0,19,99,Returning Office / Bureau du directeur du scrutin,20071010
48,MISSISSAUGA EAST--COOKSVILLE,14,1,7,45,0,2,Mississauga,471, ,0,0,0,69,156,2590 Rugby Road,20071010
48,MISSISSAUGA EAST--COOKSVILLE,7,5,15,48,0,1,Mississauga,472, ,2,1,0,79,138,66 King Street West,20071010
48,MISSISSAUGA EAST--COOKSVILLE,8,4,5,31,3,1,Mississauga,473, ,0,0,0,52,149,2485 Hurontario Street,20071010
48,MISSISSAUGA EAST--COOKSVILLE,2,5,5,28,0,0,Mississauga,474, ,0,0,0,40,151,St. Catherine of Siena Separate School,20071010
48,MISSISSAUGA EAST--COOKSVILLE,1,3,6,53,2,0,Mississauga,475, ,0,1,0,66,177,2440 Hurontario Street,20071010
48,MISSISSAUGA EAST--COOKSVILLE,3,2,10,8,1,0,Mississauga,476, ,0,0,1,25,90,St. Catherine of Siena Separate School,20071010
48,MISSISSAUGA EAST--COOKSVILLE,3,3,8,10,1,2,Mississauga,477, ,1,0,0,28,75,Floradale Public School,20071010
48,MISSISSAUGA EAST--COOKSVILLE,3,3,5,12,0,0,Mississauga,478, ,1,0,0,24,92,Floradale Public School,20071010
48,MISSISSAUGA EAST--COOKSVILLE,7,10,29,35,0,3,Mississauga,479, ,0,1,0,85,121,2542 Argyle Road,20071010
48,MISSISSAUGA EAST--COOKSVILLE,8,6,30,27,0,3,Mississauga,480, ,0,1,0,75,152,2556 Argyle Road,20071010
48,MISSISSAUGA EAST--COOKSVILLE,6,1,12,31,0,5,Mississauga,481, ,1,0,0,56,116,150 Paisley Boulevard West,20071010
48,MISSISSAUGA EAST--COOKSVILLE,12,11,18,56,0,1,Mississauga,482, ,2,1,0,101,174,2300 Confederation Parkway,20071010
48,MISSISSAUGA EAST--COOKSVILLE,10,9,11,26,0,0,Mississauga,483, ,0,0,0,56,171,Floradale Public School,20071010
48,MISSISSAUGA EAST--COOKSVILLE,1,3,30,46,1,1,Mississauga,484, ,0,2,0,84,114,380 Princess Royal Drive,20071010
48,MISSISSAUGA EAST--COOKSVILLE,0,6,23,90,0,6,Mississauga,485, ,2,0,0,127,192,350 Princess Royal Drive,20071010
48,MISSISSAUGA EAST--COOKSVILLE,8,8,42,93,0,1,Mississauga,486, ,0,0,0,152,491,Father Michael Goetz Secondary School,20071010
48,MISSISSAUGA EAST--COOKSVILLE,9,6,9,44,0,4,Mississauga,487, ,1,0,0,73,171,3655 Redmond Road,20071010
48,MISSISSAUGA EAST--COOKSVILLE,11,14,29,115,1,2,Mississauga,488, ,0,1,0,173,381,400 Webb Drive,20071010
48,MISSISSAUGA EAST--COOKSVILLE,19,12,30,99,1,0,Mississauga,489, ,0,1,0,162,400,350 Webb Drive,20071010
48,MISSISSAUGA EAST--COOKSVILLE,17,9,27,68,0,5,Mississauga,490, ,0,2,0,128,263,300 Webb Drive,20071010
48,MISSISSAUGA EAST--COOKSVILLE,18,16,33,92,0,0,Mississauga,491, ,0,0,0,159,435,250 Webb Drive,20071010
48,MISSISSAUGA EAST--COOKSVILLE,12,18,34,105,0,1,Mississauga,492, ,1,0,0,171,363,156 Enfield Place,20071010
48,MISSISSAUGA EAST--COOKSVILLE,7,8,14,66,1,0,Mississauga,493, ,0,0,0,96,296,The Valleys Senior Public School,20071010
48,MISSISSAUGA EAST--COOKSVILLE,3,3,26,66,1,0,Mississauga,494, ,1,2,0,102,260,Saints Peter & Paul Separate School,20071010
48,MISSISSAUGA EAST--COOKSVILLE,12,9,80,119,1,1,Mississauga,495, ,1,0,0,223,433,3650 Kaneff Crescent,20071010
48,MISSISSAUGA EAST--COOKSVILLE,22,19,29,125,2,3,Mississauga,496, ,1,0,0,201,415,3700 Kaneff Crescent,20071010
48,MISSISSAUGA EAST--COOKSVILLE,5,7,24,62,1,0,Mississauga,497, ,1,0,0,100,341,Thornwood Public School,20071010
48,MISSISSAUGA EAST--COOKSVILLE,12,11,32,136,4,0,Mississauga,498, ,0,0,0,195,458,3590 Kaneff Crescent,20071010
48,MISSISSAUGA EAST--COOKSVILLE,11,7,24,42,2,0,Mississauga,499, ,0,0,1,87,248,3575 Kaneff Crescent,20071010
48,MISSISSAUGA EAST--COOKSVILLE,9,3,12,72,1,8,Mississauga,500, ,1,0,0,106,187,1405 Mississauga Valley Boulevard,20071010
48,MISSISSAUGA EAST--COOKSVILLE,12,12,33,64,1,1,Mississauga,501, ,0,1,0,124,200,1900 Bloor Street,20071010
48,MISSISSAUGA EAST--COOKSVILLE,6,6,16,43,3,1,Mississauga,502, ,0,1,0,76,197,935 Dundas Street East,20071010
48,MISSISSAUGA EAST--COOKSVILLE,9,1,14,43,0,7,Mississauga,503, ,3,1,0,78,122,3020 Queen Frederica Drive,20071010
48,MISSISSAUGA EAST--COOKSVILLE,35,11,25,102,1,1,Mississauga,504, ,0,2,0,177,406,1660 Bloor Street,20071010
48,MISSISSAUGA EAST--COOKSVILLE,3,2,10,8,2,7,Mississauga,505, ,0,0,0,32,119,St. Alfred Separate School,20071010
48,MISSISSAUGA EAST--COOKSVILLE,55,58,187,544,5,19,Mississauga,Advanced Polls /  ADV001, ,5,2,1,876,0,Returning Office / Bureau du directeur du scrutin,20071010
48,MISSISSAUGA EAST--COOKSVILLE,28,32,134,350,1,5,Mississauga,Advanced Polls /  ADV002, ,3,2,0,555,0,Father Michael Goetz Secondary School,20071010
48,MISSISSAUGA EAST--COOKSVILLE,37,38,156,481,3,8,Mississauga,Advanced Polls /  ADV003, ,2,0,0,725,0,Mississauga Valley Community Centre,20071010
48,MISSISSAUGA EAST--COOKSVILLE,81,48,248,704,13,24,Mississauga,Advanced Polls /  ADV004, ,3,9,0,1130,0,High Point Mall,20071010
TOTALS:, ,3192,2361,8715,22249,243,992, , , , , , , , , , 
