ED_CODE,ED_NAME,ANDERSON,CHILVERS,ELLIOTT,FRAMPTON,GOBIN,HAMMER,MOSES,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
100,WHITBY--OSHAWA,1,0,20,0,2,8,8,"Whitby",201, ,0,0,1,40,159,"St. Mark's United Church",20071010
100,WHITBY--OSHAWA,14,0,45,1,0,40,23,"Whitby",202, ,1,0,0,124,273,"Leslie McFarlane Public School",20071010
100,WHITBY--OSHAWA,8,1,61,2,0,53,19,"Whitby",203, ,0,0,0,144,269,"Whitby Baptist Church",20071010
100,WHITBY--OSHAWA,14,0,35,0,1,49,15,"Whitby",204, ,1,0,0,115,314,"Leslie McFarlane Public School",20071010
100,WHITBY--OSHAWA,11,0,53,1,2,57,37,"Whitby",205, ,1,0,0,162,348,"École élémentaire catholique Jean-Paul II",20071010
100,WHITBY--OSHAWA,4,0,32,2,1,18,21,"Whitby",206, ,1,0,0,79,211,"Anderson Collegiate Vocational Institute",20071010
100,WHITBY--OSHAWA,10,0,64,0,0,52,27,"Whitby",207, ,0,0,0,153,316,"École élémentaire catholique Jean-Paul II",20071010
100,WHITBY--OSHAWA,4,1,26,0,2,24,16,"Whitby",208, ,0,0,0,73,281,"École élémentaire catholique Jean-Paul II",20071010
100,WHITBY--OSHAWA,9,0,72,0,2,72,22,"Whitby",209, ,1,0,0,178,456,"Anderson Collegiate Vocational Institute",20071010
100,WHITBY--OSHAWA,7,0,36,0,1,27,9,"Whitby",211, ,1,0,0,81,272,"Anderson Collegiate Vocational Institute",20071010
100,WHITBY--OSHAWA,27,0,97,0,5,84,18,"Whitby",212, ,0,0,0,231,423,"Bellwood Public School",20071010
100,WHITBY--OSHAWA,18,3,65,0,0,87,24,"Whitby",213, ,0,1,0,198,403,"Bellwood Public School",20071010
100,WHITBY--OSHAWA,22,6,106,1,2,128,35,"Whitby",214, ,2,1,0,303,582,"Bellwood Public School",20071010
100,WHITBY--OSHAWA,15,0,83,0,6,87,29,"Whitby",215, ,0,0,0,220,471,"Bellwood Public School",20071010
100,WHITBY--OSHAWA,12,2,104,1,2,98,19,"Whitby",216, ,0,1,1,240,486,"Bellwood Public School",20071010
100,WHITBY--OSHAWA,17,1,88,0,2,82,13,"Whitby",217, ,1,0,0,204,432,"St. John the Evangelist Catholic School",20071010
100,WHITBY--OSHAWA,21,0,83,0,2,80,26,"Whitby",218, ,0,0,0,212,399,"West Lynde Public School",20071010
100,WHITBY--OSHAWA,15,1,100,2,1,65,23,"Whitby",219, ,0,2,1,210,413,"West Lynde Public School",20071010
100,WHITBY--OSHAWA,14,2,103,2,3,65,15,"Whitby",220, ,1,0,1,206,387,"West Lynde Public School",20071010
100,WHITBY--OSHAWA,4,0,13,0,5,10,6,"Whitby",221s, ,0,0,0,38,158,"Fairview Lodge",20071010
100,WHITBY--OSHAWA,22,0,82,0,2,74,16,"Whitby",222, ,0,1,1,198,403,"St. Marguerite d'Youville Catholic School",20071010
100,WHITBY--OSHAWA,12,0,28,0,1,21,15,"Whitby",223, ,0,0,0,77,238,"St. Mark's United Church",20071010
100,WHITBY--OSHAWA,24,1,104,0,1,76,30,"Whitby",224, ,2,1,0,239,404,"Henry Street High School",20071010
100,WHITBY--OSHAWA,22,1,33,0,1,33,10,"Whitby",225, ,1,0,0,101,231,"St. Mark's United Church",20071010
100,WHITBY--OSHAWA,3,0,22,1,0,27,19,"Whitby",226, ,0,0,0,72,103,"Windsor Place",20071010
100,WHITBY--OSHAWA,18,1,74,0,2,76,18,"Whitby",227, ,1,0,0,190,347,"Henry Street High School",20071010
100,WHITBY--OSHAWA,18,2,78,0,1,65,21,"Whitby",228, ,0,0,0,185,396,"Whitby Baptist Church",20071010
100,WHITBY--OSHAWA,......................COMBINED WITH POLL 228 ....................,,,,,,,"Whitby",229, ,,,,,,"",20071010
100,WHITBY--OSHAWA,2,2,12,1,0,31,14,"Whitby",230, ,0,0,0,62,80,"Bowling Green Towers",20071010
100,WHITBY--OSHAWA,25,1,79,0,1,81,20,"Whitby",231, ,2,0,0,209,350,"Whitby Baptist Church",20071010
100,WHITBY--OSHAWA,10,1,99,1,1,85,20,"Whitby",232, ,0,0,0,217,385,"Sir William Stephenson Public School",20071010
100,WHITBY--OSHAWA,16,1,109,3,2,69,24,"Whitby",233, ,0,2,0,226,399,"Sir William Stephenson Public School",20071010
100,WHITBY--OSHAWA,9,2,81,0,2,64,29,"Whitby",234, ,1,0,0,188,366,"École élémentaire catholique Jean-Paul II",20071010
100,WHITBY--OSHAWA,......................COMBINED WITH POLL 214 ....................,,,,,,,"Whitby",235, ,,,,,,"",20071010
100,WHITBY--OSHAWA,13,0,71,1,1,42,29,"Whitby",236, ,0,0,0,157,347,"St. Marguerite d'Youville Catholic School",20071010
100,WHITBY--OSHAWA,18,1,99,0,0,59,22,"Whitby",237, ,0,0,0,199,386,"West Lynde Public School",20071010
100,WHITBY--OSHAWA,28,0,103,1,2,85,24,"Whitby",238, ,0,0,0,243,463,"St. Marguerite d'Youville Catholic School",20071010
100,WHITBY--OSHAWA,8,2,45,0,4,28,14,"Whitby",239, ,1,0,0,102,215,"Henry Street High School",20071010
100,WHITBY--OSHAWA,23,0,86,0,1,44,28,"Whitby",240, ,1,1,0,184,336,"Henry Street High School",20071010
100,WHITBY--OSHAWA,9,0,47,0,1,29,16,"Whitby",241, ,2,0,0,104,279,"Henry Street High School",20071010
100,WHITBY--OSHAWA,13,0,67,1,0,53,18,"Whitby",242, ,0,0,1,153,284,"Sir William Stephenson Public School",20071010
100,WHITBY--OSHAWA,......................COMBINED WITH POLL 214 ....................,,,,,,,"Whitby",243, ,,,,,,"",20071010
100,WHITBY--OSHAWA,14,0,64,0,0,27,6,"Whitby",244, ,0,0,0,111,273,"Iroquois Park Sports Centre",20071010
100,WHITBY--OSHAWA,3,0,43,0,0,45,2,"Whitby",244s, ,0,0,0,93,127,"The Court at Brooklin",20071010
100,WHITBY--OSHAWA,18,1,54,1,1,86,7,"Whitby",245, ,1,0,0,169,360,"Iroquois Park Sports Centre",20071010
100,WHITBY--OSHAWA,15,1,72,0,2,62,9,"Whitby",246, ,0,0,0,161,398,"Iroquois Park Sports Centre",20071010
100,WHITBY--OSHAWA,..........................NO POLL HELD........................,,,,,,,"Whitby",247s, ,0,0,0,0,0,"",20071010
100,WHITBY--OSHAWA,9,1,45,0,1,22,19,"Whitby",248, ,0,0,0,97,269,"Sir William Stephenson Public School",20071010
100,WHITBY--OSHAWA,10,1,24,0,1,22,12,"Whitby",249, ,0,0,0,70,270,"Sir William Stephenson Public School",20071010
100,WHITBY--OSHAWA,......................COMBINED WITH POLL 249 ....................,,,,,,,"Whitby",250, ,,,,,,"",20071010
100,WHITBY--OSHAWA,7,0,64,0,0,62,13,"Whitby",251, ,0,0,0,146,309,"Iroquois Park Sports Centre",20071010
100,WHITBY--OSHAWA,19,0,80,2,1,76,23,"Whitby",252, ,0,0,0,201,405,"Iroquois Park Sports Centre",20071010
100,WHITBY--OSHAWA,1,0,12,4,0,17,14,"Whitby",253s, ,0,0,0,48,127,"Whitby Mental Health Centre",20071010
100,WHITBY--OSHAWA,17,1,80,0,0,57,13,"Whitby",254, ,0,0,0,168,382,"Iroquois Park Sports Centre",20071010
100,WHITBY--OSHAWA,13,3,79,0,2,66,21,"Whitby",255, ,1,1,0,186,353,"Iroquois Park Sports Centre",20071010
100,WHITBY--OSHAWA,6,1,35,1,2,45,18,"Whitby",400, ,0,0,0,108,243,"Prisma Residences",20071010
100,WHITBY--OSHAWA,2,0,16,1,2,21,11,"Whitby",401, ,0,0,0,53,120,"Dryden Heights",20071010
100,WHITBY--OSHAWA,5,1,43,0,1,28,18,"Oshawa",402, ,0,0,0,96,179,"Rosslyn Arms Apartments",20071010
100,WHITBY--OSHAWA,6,2,66,2,0,68,8,"Whitby",403, ,0,0,0,152,222,"Connoisseur Condominiums",20071010
100,WHITBY--OSHAWA,6,0,37,0,1,39,16,"Whitby",404, ,0,0,0,99,161,"Walldorf Condominiums",20071010
100,WHITBY--OSHAWA,10,0,18,1,1,19,19,"Oshawa",405, ,0,0,0,68,140,"Casa Mana Apartments",20071010
100,WHITBY--OSHAWA,13,0,26,0,2,34,13,"Whitby",406, ,0,0,0,88,150,"Bluewater Park",20071010
100,WHITBY--OSHAWA,3,0,34,0,0,23,15,"Whitby",407, ,1,0,0,76,115,"Regency Place Apartments",20071010
100,WHITBY--OSHAWA,11,0,36,0,0,30,15,"Whitby",408, ,1,0,0,93,125,"Regency Place Apartments",20071010
100,WHITBY--OSHAWA,7,2,18,0,1,33,19,"Whitby",409, ,3,0,0,83,153,"Cormack Station",20071010
100,WHITBY--OSHAWA,15,1,146,4,2,48,17,"Whitby",410, ,0,2,0,235,299,"Providence Place",20071010
100,WHITBY--OSHAWA,9,3,20,1,1,31,20,"Whitby",411, ,3,1,0,89,251,"Highland Towers - 100",20071010
100,WHITBY--OSHAWA,9,2,18,1,5,37,15,"Whitby",412, ,0,1,0,88,201,"Highland Towers - 200",20071010
100,WHITBY--OSHAWA,2,2,20,1,2,26,21,"Whitby",413, ,0,0,0,74,218,"Highland Towers - 101",20071010
100,WHITBY--OSHAWA,12,0,34,0,1,35,12,"Whitby",414, ,0,0,0,94,196,"Highland Towers - 201",20071010
100,WHITBY--OSHAWA,12,0,84,0,2,88,13,"Whitby",415, ,0,0,0,199,291,"Sailwinds",20071010
100,WHITBY--OSHAWA,98,14,822,1,13,602,134,"Whitby",Advanced Polls /  ADV001, ,4,3,0,1691,0,"Returning Office / Bureau du directeur du scrutin",20071010
100,WHITBY--OSHAWA,42,6,283,4,4,264,58,"Whitby",Advanced Polls /  ADV002, ,2,1,0,664,0,"Centennial Building",20071010
100,WHITBY--OSHAWA,66,10,611,0,6,454,65,"Whitby",Advanced Polls /  ADV003, ,3,3,0,1218,0,"Whitby Municipal Office",20071010
100,WHITBY--OSHAWA,40,2,346,0,2,221,84,"Oshawa",Advanced Polls /  ADV004, ,1,0,0,696,0,"General Sikorski Polish Veterans' Hall",20071010
TOTALS:, ,3745,275,22694,150,414,18560,5734, , , , , , , , , , 
