ED_CODE,ED_NAME,CAUCHI,COLLE,GELMON,JAMES,MORRA,TANZ,WIENS,YOUNG,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
020,EGLINTON--LAWRENCE,..........................NO POLL HELD........................,,,,,,,,"Toronto",403, ,0,0,0,0,0,"",20071010
020,EGLINTON--LAWRENCE,0,64,3,9,4,83,16,0,"Toronto",404, ,0,0,0,179,313,"Armour Heights Community Centre",20071010
020,EGLINTON--LAWRENCE,2,30,3,4,1,17,9,2,"Toronto",405, ,0,3,0,71,151,"The Avenel",20071010
020,EGLINTON--LAWRENCE,..........................NO POLL HELD........................,,,,,,,,"Toronto",406, ,0,0,0,0,0,"",20071010
020,EGLINTON--LAWRENCE,1,50,0,6,0,29,10,0,"Toronto",407, ,0,0,0,96,160,"Avenue Place",20071010
020,EGLINTON--LAWRENCE,0,64,1,7,1,171,4,1,"Toronto",408, ,0,0,0,249,403,"Governor's Hill",20071010
020,EGLINTON--LAWRENCE,..........................NO POLL HELD........................,,,,,,,,"Toronto",409, ,0,0,0,0,0,"",20071010
020,EGLINTON--LAWRENCE,..........................NO POLL HELD........................,,,,,,,,"Toronto",410, ,0,0,0,0,0,"",20071010
020,EGLINTON--LAWRENCE,0,56,0,5,0,72,21,0,"Toronto",411, ,2,2,0,158,283,"Empress House",20071010
020,EGLINTON--LAWRENCE,0,34,2,7,0,62,20,0,"Toronto",412, ,4,0,0,129,217,"Sir Sandford Fleming Academy",20071010
020,EGLINTON--LAWRENCE,..........................NO POLL HELD........................,,,,,,,,"Toronto",413, ,0,0,0,0,0,"",20071010
020,EGLINTON--LAWRENCE,0,53,1,1,1,11,7,0,"Toronto",414, ,1,3,0,78,188,"Sir Sandford Fleming Academy",20071010
020,EGLINTON--LAWRENCE,2,55,1,9,1,38,16,1,"Toronto",415, ,1,0,0,124,227,"Neptune Towers",20071010
020,EGLINTON--LAWRENCE,0,50,1,9,2,42,16,0,"Toronto",416, ,2,0,0,122,189,"National Council of Jewish Women",20071010
020,EGLINTON--LAWRENCE,0,17,2,1,0,12,2,0,"Toronto",417, ,0,1,0,35,101,"Ledbury Park Public School",20071010
020,EGLINTON--LAWRENCE,0,50,0,16,0,17,19,0,"Toronto",418, ,0,0,0,102,225,"Glenview Presbyterian Church",20071010
020,EGLINTON--LAWRENCE,1,79,1,6,2,121,21,1,"Toronto",420, ,2,3,0,237,350,"Crystal Towers",20071010
020,EGLINTON--LAWRENCE,1,72,3,17,2,37,37,2,"Toronto",421A, ,0,0,0,171,296,"Shermont Co-operative",20071010
020,EGLINTON--LAWRENCE,1,83,0,12,1,48,34,1,"Toronto",421B, ,2,0,0,182,306,"Shermont Co-operative",20071010
020,EGLINTON--LAWRENCE,1,25,2,1,1,38,16,0,"Toronto",422, ,1,0,0,85,161,"Bathurst Place",20071010
020,EGLINTON--LAWRENCE,0,16,0,2,0,98,8,0,"Toronto",423, ,1,0,1,126,250,"Our Lady of Assumption Catholic School",20071010
020,EGLINTON--LAWRENCE,0,91,0,13,0,46,15,0,"Toronto",424, ,1,0,0,166,409,"St. Charles Catholic School",20071010
020,EGLINTON--LAWRENCE,0,10,0,6,0,61,7,0,"Toronto",425, ,0,0,0,84,209,"Our Lady of Assumption Catholic School",20071010
020,EGLINTON--LAWRENCE,0,23,1,0,2,22,3,0,"Toronto",426, ,1,0,0,52,121,"Shaarei Shomayim Hall",20071010
020,EGLINTON--LAWRENCE,0,37,0,8,1,10,9,0,"Toronto",427, ,0,0,0,65,112,"500 Duplex Avenue",20071010
020,EGLINTON--LAWRENCE,0,105,0,31,2,68,27,0,"Toronto",428, ,1,2,0,236,390,"500 Duplex Avenue",20071010
020,EGLINTON--LAWRENCE,1,89,0,14,5,40,36,1,"Toronto",430, ,0,0,0,186,323,"Pinedale Properties",20071010
020,EGLINTON--LAWRENCE,0,20,1,7,0,15,8,0,"Toronto",431, ,0,0,0,51,151,"Bialik Hebrew Day School Gym",20071010
020,EGLINTON--LAWRENCE,0,43,0,10,0,17,22,0,"Toronto",432, ,0,0,0,92,181,"North Toronto Memorial Community Centre",20071010
020,EGLINTON--LAWRENCE,1,70,2,21,0,33,26,1,"Toronto",433, ,1,0,0,155,464,"North Toronto Memorial Community Centre",20071010
020,EGLINTON--LAWRENCE,1,33,1,5,0,12,31,0,"Toronto",434, ,2,1,0,86,124,"Northern District Library",20071010
020,EGLINTON--LAWRENCE,1,41,2,9,0,31,23,1,"Toronto",435, ,2,1,0,111,268,"Northern District Library",20071010
020,EGLINTON--LAWRENCE,1,127,1,23,0,74,34,1,"Toronto",436, ,3,0,0,264,445,"Briar Hill Towers",20071010
020,EGLINTON--LAWRENCE,2,67,0,8,2,23,22,0,"Toronto",437, ,0,1,0,125,267,"Ridley Towers",20071010
020,EGLINTON--LAWRENCE,5,135,5,17,0,62,48,4,"Toronto",438, ,0,0,1,277,476,"The Allenway",20071010
020,EGLINTON--LAWRENCE,0,11,1,6,0,10,5,0,"Toronto",439, ,1,0,0,34,119,"North Preparatory Public School",20071010
020,EGLINTON--LAWRENCE,0,41,0,6,0,32,9,0,"Toronto",440, ,0,0,0,88,223,"Forest Hill United Church Basement Hall",20071010
020,EGLINTON--LAWRENCE,0,31,0,4,2,22,4,0,"Toronto",441, ,1,0,0,64,171,"Forest Hill Collegiate Gym",20071010
020,EGLINTON--LAWRENCE,1,47,0,6,0,21,20,0,"Toronto",442, ,0,1,0,96,224,"Dorothy Klein Seniors Residence",20071010
020,EGLINTON--LAWRENCE,..........................NO POLL HELD........................,,,,,,,,"Toronto",443, ,0,0,0,0,0,"",20071010
020,EGLINTON--LAWRENCE,0,30,1,7,0,17,13,0,"Toronto",444, ,0,0,1,69,152,"North Preparatory Public School",20071010
020,EGLINTON--LAWRENCE,1,36,0,8,0,29,8,1,"Toronto",445, ,1,0,0,84,186,"Forest Hill Collegiate Gym",20071010
020,EGLINTON--LAWRENCE,0,26,1,4,1,8,7,0,"Toronto",446, ,0,0,0,47,119,"North Preparatory Public School",20071010
020,EGLINTON--LAWRENCE,0,28,0,7,0,24,14,0,"Toronto",447, ,0,0,0,73,143,"Forest Hill Collegiate Gym",20071010
020,EGLINTON--LAWRENCE,1,37,0,1,1,7,6,1,"Toronto",448, ,0,0,0,54,220,"855 Roselawn Apartments",20071010
020,EGLINTON--LAWRENCE,1,106,2,20,1,50,44,1,"Toronto",449, ,0,0,0,225,421,"Fernwood Apartments",20071010
020,EGLINTON--LAWRENCE,1,42,0,7,1,23,18,4,"Toronto",450, ,1,0,0,97,248,"The Ascot",20071010
020,EGLINTON--LAWRENCE,2,82,1,10,1,21,33,1,"Toronto",451, ,0,1,0,152,266,"The Castlefield",20071010
020,EGLINTON--LAWRENCE,0,74,2,11,1,31,18,0,"Toronto",452, ,1,0,0,138,258,"Elmridge Apartments",20071010
020,EGLINTON--LAWRENCE,0,14,2,11,0,16,13,0,"Toronto",453, ,0,0,0,56,109,"Forest Hill Collegiate Gym",20071010
020,EGLINTON--LAWRENCE,0,31,0,15,0,13,4,0,"Toronto",454, ,0,0,0,63,155,"Briar Hill Public School",20071010
020,EGLINTON--LAWRENCE,0,44,1,2,11,2,0,0,"Toronto",455, ,0,0,0,60,152,"855 Roselawn Apartments",20071010
020,EGLINTON--LAWRENCE,0,39,0,1,2,16,14,1,"Toronto",456-1, ,0,0,0,73,111,"The Tower",20071010
020,EGLINTON--LAWRENCE,1,45,1,10,1,17,18,0,"Toronto",457, ,0,1,0,94,162,"Lyon Court",20071010
020,EGLINTON--LAWRENCE,3,91,2,3,2,18,11,3,"Toronto",458A, ,4,1,0,138,286,"Lotherton Pathway",20071010
020,EGLINTON--LAWRENCE,0,73,5,4,0,12,11,4,"Toronto",458B, ,2,0,0,111,257,"Lotherton Pathway",20071010
020,EGLINTON--LAWRENCE,0,94,0,2,0,17,7,1,"Toronto",459, ,1,1,0,123,265,"Lotherton Pathway",20071010
020,EGLINTON--LAWRENCE,2,139,6,6,1,17,21,1,"Toronto",460, ,4,1,0,198,491,"Lotherton Pathway",20071010
020,EGLINTON--LAWRENCE,0,435,3,68,7,547,81,1,"Toronto",Advanced Polls /  ADV001, ,5,0,1,1148,0,"Returning Office / Bureau du directeur du scrutin",20071010
020,EGLINTON--LAWRENCE,0,309,3,47,6,362,39,0,"Toronto",Advanced Polls /  ADV002, ,2,2,0,770,0,"Armour Heights Community Centre",20071010
020,EGLINTON--LAWRENCE,1,255,3,35,3,149,70,0,"Toronto",Advanced Polls /  ADV003, ,1,0,2,519,0,"North Toronto Memorial Community Centre",20071010
020,EGLINTON--LAWRENCE,6,221,1,20,5,96,47,2,"Toronto",Advanced Polls /  ADV004, ,5,1,0,404,0,"855 Roselawn Apartments",20071010
020,EGLINTON--LAWRENCE,1,257,3,43,1,512,64,0,"Toronto",Advanced Polls /  ADV005, ,1,0,1,883,0,"Barbara Frum Library",20071010
020,EGLINTON--LAWRENCE,1,114,1,6,2,25,21,0,"Toronto",Advanced Polls /  ADV006, ,2,0,0,172,0,"Glen Long Community Centre",20071010
TOTALS:, ,130,17402,235,2871,229,15257,4039,90, , , , , , , , , , 
