ED_CODE,ED_NAME,BEBJAK,BROWNELL,KENNEDY,SAVARD,TAYLOR,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
087,STORMONT--DUNDAS--SOUTH GLENGA,0,77,6,41,12,"Cornwall",185, ,0,0,0,136,285,"St. Matthew's Church Hall",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,74,12,59,10,"Cornwall",186, ,2,1,0,159,344,"St. Matthew's Church Hall",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,0,40,5,24,10,"Cornwall",187, ,1,0,0,80,318,"Legion Churchill Hall",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,2,30,6,25,9,"Cornwall",188, ,1,0,0,73,270,"Legion Churchill Hall",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,0,35,1,27,13,"Cornwall",189, ,0,0,0,76,302,"Ramada Inn",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,53,0,29,11,"Cornwall",190, ,1,0,0,95,273,"Trinity Anglican Church",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,51,6,31,12,"Cornwall",191, ,0,0,0,101,246,"Trinity Anglican Church",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,0,33,4,26,5,"Cornwall",192, ,0,0,0,68,264,"Legion Churchill Hall",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,40,2,16,5,"Cornwall",193, ,1,0,0,65,212,"Legion Churchill Hall",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,19,6,3,2,"Cornwall",194s, ,3,0,0,34,150,"Villa St. Joseph's Villa",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,0,57,6,29,14,"Cornwall",195, ,0,0,0,106,293,"Central Public School",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,105,10,40,2,"Cornwall",196, ,1,0,0,159,396,"Trinity Anglican Church",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,3,45,4,27,7,"Cornwall",197s, ,2,1,0,89,105,"Chateau Cornwall",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,57,7,25,12,"Cornwall",198, ,2,0,0,104,247,"Central Public School",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,46,3,17,15,"Cornwall",199, ,1,0,0,83,357,"Centre Charles-Émile Claude",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,0,40,4,7,5,"Cornwall",200, ,0,0,0,56,285,"Centre Charles-Émile Claude",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,2,33,6,11,8,"Cornwall",201, ,1,1,0,62,289,"Centre Charles-Émile Claude",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,..........................NO POLL HELD........................,,,,,"Cornwall",202, ,0,0,0,0,0,"",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,0,37,19,92,18,"North Dundas",204, ,0,0,0,166,379,"Inkerman Public School",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,52,13,101,17,"North Dundas",205, ,0,0,0,184,357,"Inkerman Public School",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,0,43,10,86,12,"South Dundas",206, ,1,1,0,153,296,"Dunbar Recreation Centre",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,107,4,110,10,"Ingleside",207, ,0,0,0,232,424,"South Stormont Seniors' Support Centre",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,96,4,73,13,"Ingleside",208, ,0,0,0,187,339,"South Stormont Seniors' Support Centre",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,68,7,60,7,"Ingleside",209, ,0,1,0,144,303,"South Stormont Seniors' Support Centre",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,100,13,93,11,"Ingleside",210, ,1,0,0,219,444,"South Stormont Seniors' Support Centre",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,4,87,23,136,9,"North Dundas",211, ,1,0,1,261,536,"Inkerman Public School",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,2,80,12,93,14,"Williamsburg",212, ,1,0,0,202,388,"Williamsburg Fire Hall",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,52,23,107,29,"South Dundas",213, ,0,0,0,212,469,"Matilda Township Hall",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,43,11,103,8,"South Dundas",214, ,0,0,1,167,372,"Matilda Township Hall",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,0,64,10,93,14,"Williamsburg",215, ,0,0,0,181,290,"Williamsburg Fire Hall",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,0,59,11,71,10,"Williamsburg",216, ,0,0,0,151,396,"Williamsburg Fire Hall",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,78,3,95,9,"Morrisburg",217, ,0,0,0,186,428,"George Jowett",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,52,4,117,4,"South Dundas",218, ,0,0,0,178,370,"Matilda Township Hall",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,45,2,56,9,"Morrisburg",219, ,0,0,0,113,189,"Morrisburg Public School",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,2,51,6,108,21,"South Dundas",220, ,1,3,0,192,452,"Matilda Township Hall",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,62,3,94,11,"Morrisburg",221A, ,0,0,1,172,332,"Morrisburg Public School",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,0,81,4,111,13,"Morrisburg",221B, ,1,0,0,210,411,"Morrisburg Public School",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,0,54,6,87,16,"Morrisburg",221C, ,0,1,0,164,297,"Morrisburg Public School",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,48,3,43,11,"Morrisburg",222A, ,0,0,0,106,235,"Morrisburg Public School",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,52,8,52,16,"Morrisburg",222B, ,0,0,0,129,265,"Morrisburg Public School",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,0,20,1,25,4,"South Dundas",223s, ,0,0,0,50,91,"Hartford Retirement Centre",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,2,59,4,69,8,"Morrisburg",224, ,0,0,0,142,322,"Morrisburg Public School",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,0,68,10,85,14,"Morrisburg",225, ,0,1,0,178,323,"Morrisburg Public School",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,58,12,138,12,"South Dundas",226, ,0,0,0,221,507,"Matilda Township Hall",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,2,94,13,114,21,"Iroquois",227A, ,0,0,0,244,480,"Iroquois Civic Centre",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,3,86,15,116,20,"Iroquois",227B, ,0,0,0,240,441,"Iroquois Civic Centre",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,58,11,88,8,"Iroquois",228A, ,1,0,0,167,370,"Iroquois Civic Centre",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,46,3,70,14,"Iroquois",228B, ,0,0,0,134,274,"Iroquois Civic Centre",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,0,30,2,7,15,"Cornwall",400, ,0,0,0,54,127,"Brookdale Arms",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,0,37,2,18,10,"Cornwall",401, ,4,0,0,71,111,"Adolphus Court for Seniors",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,0,49,3,23,15,"Cornwall",402, ,2,0,0,92,128,"Ultra Vista Towers",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,4,97,5,46,21,"Cornwall",403, ,3,2,0,178,321,"Lorneville Apartments",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,..........................NO POLL HELD........................,,,,,"Cornwall",404, ,0,0,0,0,0,"",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,..........................NO POLL HELD........................,,,,,"Cornwall",405, ,0,0,0,0,0,"",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,0,57,5,22,5,"Cornwall",406, ,0,1,0,90,150,"Sunset Towers",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,65,5,31,10,"Cornwall",407, ,5,0,0,117,164,"Augustus Court (South) for Seniors",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,0,67,0,9,5,"Cornwall",408, ,0,0,0,81,114,"Senior Citizens Apartments",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,4,759,43,376,77,"Cornwall",Advanced Polls /  ADV001, ,9,1,0,1269,0,"Returning Office / Bureau du directeur du scrutin",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,8,186,23,374,28,"Winchester",Advanced Polls /  ADV002, ,3,0,0,622,0,"Township North Dundas",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,6,531,31,387,71,"Cornwall",Advanced Polls /  ADV003, ,1,3,0,1030,0,"The Royal Canadian Legion",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,0,215,8,203,16,"Long Sault",Advanced Polls /  ADV004, ,0,1,1,444,0,"Anglican-Christ Church",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,143,3,59,18,"Cornwall",Advanced Polls /  ADV005, ,0,0,0,224,0,"Seaway Senior Citizens Centre",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,3,175,8,101,16,"Cornwall",Advanced Polls /  ADV006, ,0,0,0,303,0,"Centre Culturel du conseil de vie française",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,0,151,8,91,5,"Cornwall",Advanced Polls /  ADV007, ,2,0,0,257,0,"St. Matthew's Church Hall",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,2,174,18,170,19,"Lancaster",Advanced Polls /  ADV008, ,2,0,0,385,0,"Glengarry Outreach Senior Services",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,83,7,51,7,"South Glengarry",Advanced Polls /  ADV009, ,0,0,0,149,0,"Green Valley Community Centre",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,3,133,10,206,6,"Iroquois",Advanced Polls /  ADV010, ,0,0,0,358,0,"St. Cecilia's Community Centre",20071010
087,STORMONT--DUNDAS--SOUTH GLENGA,1,77,5,139,6,"Finch",Advanced Polls /  ADV011, ,0,0,0,228,0,"Canadian Legion Finch",20071010
TOTALS:, ,247,18660,1680,14794,2813, , , , , , , , , , 
