ED_CODE,ED_NAME,DOMSY,DUNLOP,HILL,RAYBOULD,VARCOE,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
086,SIMCOE NORTH,2,3,1,0,2,"Orillia",226s, ,1,0,0,9,14,"Huronia Regional Centre",20071010
086,SIMCOE NORTH,24,61,15,1,16,"Orillia",227, ,1,0,0,118,346,"McKinnell Square Building",20071010
086,SIMCOE NORTH,20,34,13,0,8,"Orillia",228, ,1,0,0,76,269,"First Baptist Church",20071010
086,SIMCOE NORTH,16,50,16,0,9,"Orillia",229, ,0,0,0,91,375,"Orillia Masonic Temple",20071010
086,SIMCOE NORTH,26,32,11,2,7,"Orillia",230, ,0,0,0,78,316,"Guardian Angels Roman Catholic Church Hall",20071010
086,SIMCOE NORTH,25,56,22,0,10,"Orillia",231, ,1,0,0,114,339,"Orillia Masonic Temple",20071010
086,SIMCOE NORTH,28,48,20,0,8,"Orillia",232, ,1,0,0,105,309,"Orillia Masonic Temple",20071010
086,SIMCOE NORTH,24,37,7,0,8,"Orillia",233, ,0,0,0,76,192,"Orillia Masonic Temple",20071010
086,SIMCOE NORTH,37,48,22,2,11,"Orillia",234, ,0,0,0,120,322,"Orillia Masonic Temple",20071010
086,SIMCOE NORTH,29,56,14,0,4,"Orillia",235, ,0,0,0,103,204,"Brian Orser Arena",20071010
086,SIMCOE NORTH,57,131,50,2,12,"Orillia",236, ,0,0,0,252,601,"Brian Orser Arena",20071010
086,SIMCOE NORTH,33,42,31,0,14,"Orillia",237, ,0,0,0,120,337,"Brian Orser Arena",20071010
086,SIMCOE NORTH,43,68,30,0,15,"Orillia",238, ,0,0,0,156,388,"St. Bernard's Catholic School",20071010
086,SIMCOE NORTH,31,69,19,0,7,"Orillia",239, ,0,0,0,126,350,"St. Bernard's Catholic School",20071010
086,SIMCOE NORTH,45,72,16,0,12,"Orillia",240, ,2,0,0,147,356,"Brian Orser Arena",20071010
086,SIMCOE NORTH,43,100,23,1,9,"Orillia",241, ,0,1,0,177,364,"St. Bernard's Catholic School",20071010
086,SIMCOE NORTH,56,112,15,0,17,"Orillia",242, ,0,1,0,201,391,"St. Bernard's Catholic School",20071010
086,SIMCOE NORTH,39,95,13,0,15,"Orillia",243, ,0,0,0,162,297,"St. Bernard's Catholic School",20071010
086,SIMCOE NORTH,59,88,25,0,27,"Brechin",244, ,0,0,0,199,371,"Ramara Community Center",20071010
086,SIMCOE NORTH,33,94,13,0,10,"Brechin",245, ,0,0,0,150,290,"Ramara Community Center",20071010
086,SIMCOE NORTH,46,73,10,0,28,"Brechin",246, ,0,0,0,157,278,"Ramara Community Center",20071010
086,SIMCOE NORTH,33,29,10,0,9,"Orillia",247, ,0,0,0,81,161,"Uptergrove Public School",20071010
086,SIMCOE NORTH,30,69,8,0,2,"Udney",248, ,0,0,0,109,237,"Udney Community Centre",20071010
086,SIMCOE NORTH,41,71,10,0,17,"Wyevale",249, ,0,0,0,139,251,"Wyevale Central School",20071010
086,SIMCOE NORTH,24,61,10,0,10,"Wyevale",250, ,0,0,0,105,235,"Wyevale Central School",20071010
086,SIMCOE NORTH,39,76,9,1,26,"Oro-Medonte",251, ,0,1,0,152,266,"Horseshoe Valley Resort",20071010
086,SIMCOE NORTH,37,85,13,0,21,"Jarratt",252, ,0,1,0,157,306,"Jarratt Community Hall",20071010
086,SIMCOE NORTH,43,90,16,0,14,"Hawkestone",253, ,0,2,0,165,335,"Rugby Community Hall",20071010
086,SIMCOE NORTH,53,97,16,0,14,"Orillia",254, ,0,0,0,180,372,"Twin Lakes Secondary School",20071010
086,SIMCOE NORTH,..........................NO POLL HELD........................,,,,,"Orillia",255, ,0,0,0,0,0,"",20071010
086,SIMCOE NORTH,72,100,28,0,19,"Orillia",256, ,1,0,0,220,398,"Joyland Beach Community Centre",20071010
086,SIMCOE NORTH,79,197,16,0,11,"Brechin",257, ,0,0,0,303,504,"Bayshore Village - The Hayloft",20071010
086,SIMCOE NORTH,54,109,5,0,14,"Lagoon City",258, ,1,1,0,184,297,"Lagoon City Community Centre",20071010
086,SIMCOE NORTH,..........................NO POLL HELD........................,,,,,"Lagoon City",259, ,0,0,0,0,0,"",20071010
086,SIMCOE NORTH,71,136,10,1,14,"Lagoon City",260, ,1,1,0,234,406,"Lagoon City Community Centre",20071010
086,SIMCOE NORTH,..........................NO POLL HELD........................,,,,,"Brechin",261, ,0,0,0,0,0,"",20071010
086,SIMCOE NORTH,28,64,8,0,30,"Oro-Medonte",262, ,0,0,0,130,297,"Horseshoe Valley Resort",20071010
086,SIMCOE NORTH,45,90,1,0,19,"Oro-Medonte",263, ,0,0,0,155,299,"Horseshoe Valley Resort",20071010
086,SIMCOE NORTH,61,88,9,0,21,"Oro-Medonte",264, ,0,0,0,179,333,"Horseshoe Valley Resort",20071010
086,SIMCOE NORTH,64,48,11,1,28,"Jarratt",265, ,1,1,0,154,290,"Jarratt Community Hall",20071010
086,SIMCOE NORTH,59,119,10,0,33,"Oro-Medonte",266, ,0,0,0,221,423,"Grace United Reform Church",20071010
086,SIMCOE NORTH,25,81,6,0,28,"Hawkestone",267A, ,0,0,0,140,302,"Rugby Community Hall",20071010
086,SIMCOE NORTH,30,109,10,0,21,"Hawkestone",267B, ,2,0,0,172,349,"Rugby Community Hall",20071010
086,SIMCOE NORTH,41,87,4,0,15,"Hawkestone",268, ,0,0,0,147,320,"Rugby Community Hall",20071010
086,SIMCOE NORTH,..........................NO POLL HELD........................,,,,,"Brechin",269, ,0,0,0,0,0,"",20071010
086,SIMCOE NORTH,66,85,4,0,30,"Oro-Medonte",270, ,0,0,0,185,349,"Horseshoe Valley Resort",20071010
086,SIMCOE NORTH,50,97,2,0,19,"Oro-Medonte",271, ,0,0,0,168,300,"Horseshoe Valley Resort",20071010
086,SIMCOE NORTH,49,107,5,0,24,"Hawkestone",272, ,0,0,0,185,377,"Hawkestone Community Centre",20071010
086,SIMCOE NORTH,54,112,31,1,11,"Brechin",273, ,0,0,0,209,402,"Brechin Public School",20071010
086,SIMCOE NORTH,45,91,7,0,31,"Shanty Bay",274, ,0,0,0,174,315,"W. R. Best Public School",20071010
086,SIMCOE NORTH,35,83,12,1,15,"Oro-Medonte",275, ,0,0,0,146,350,"Grace United Reform Church",20071010
086,SIMCOE NORTH,40,91,4,0,27,"Hawkestone",276, ,1,0,0,163,306,"Hawkestone Community Centre",20071010
086,SIMCOE NORTH,36,108,15,4,22,"Hawkestone",277, ,0,0,0,185,352,"Hawkestone Community Centre",20071010
086,SIMCOE NORTH,43,89,16,1,30,"Hawkestone",278, ,1,0,1,181,341,"Hawkestone Community Centre",20071010
086,SIMCOE NORTH,64,131,20,0,14,"Brechin",279, ,0,1,0,230,444,"Brechin Public School",20071010
086,SIMCOE NORTH,43,84,10,0,15,"Shanty Bay",280, ,1,0,1,154,289,"W. R. Best Public School",20071010
086,SIMCOE NORTH,52,102,10,1,26,"Oro Station",281, ,0,0,1,192,350,"Oro Station Community Centre",20071010
086,SIMCOE NORTH,50,66,10,0,34,"Oro Station",282, ,0,0,0,160,320,"Oro Station Community Centre",20071010
086,SIMCOE NORTH,49,81,8,0,42,"Oro Station",283, ,0,0,0,180,339,"Oro Station Community Centre",20071010
086,SIMCOE NORTH,82,95,8,0,22,"Shanty Bay",284, ,0,0,0,207,383,"Shanty Bay Community School",20071010
086,SIMCOE NORTH,35,68,16,0,23,"Shanty Bay",285, ,0,0,0,142,279,"Shanty Bay Community School",20071010
086,SIMCOE NORTH,81,124,12,0,25,"Oro Station",286, ,1,1,0,244,442,"Oro Station Community Centre",20071010
086,SIMCOE NORTH,71,81,6,0,41,"Shanty Bay",287, ,0,0,0,199,367,"Shanty Bay Community School",20071010
086,SIMCOE NORTH,69,105,8,0,60,"Shanty Bay",288, ,0,0,0,242,428,"Shanty Bay Community School",20071010
086,SIMCOE NORTH,27,47,13,0,4,"Midland",400, ,0,2,0,93,150,"Parkview Apartments",20071010
086,SIMCOE NORTH,13,47,9,0,7,"Orillia",401, ,0,0,0,76,127,"412 Old Muskoka Road",20071010
086,SIMCOE NORTH,586,1156,169,6,194,"Orillia",Advanced Polls /  ADV001, ,7,1,0,2119,0,"Returning Office / Bureau du directeur du scrutin",20071010
086,SIMCOE NORTH,551,689,130,5,149,"Midland",Advanced Polls /  ADV002, ,2,4,0,1530,0,"Satellite Office / Bureau satellite",20071010
086,SIMCOE NORTH,78,190,34,0,30,"Victoria Harbour",Advanced Polls /  ADV003, ,0,0,0,332,0,"Royal Canadian Legion #523",20071010
086,SIMCOE NORTH,255,256,34,1,55,"Penetanguishene",Advanced Polls /  ADV004, ,4,0,0,605,0,"Royal Canadian Legion #68",20071010
086,SIMCOE NORTH,74,189,20,0,30,"Guthrie",Advanced Polls /  ADV005, ,0,0,0,313,0,"Oro-Medonte Township Community Arena",20071010
086,SIMCOE NORTH,61,114,19,0,16,"Washago",Advanced Polls /  ADV006, ,0,0,0,210,0,"Washago Community Centre",20071010
086,SIMCOE NORTH,151,306,40,0,29,"Orillia",Advanced Polls /  ADV007, ,3,0,0,529,0,"Sundial Inn",20071010
086,SIMCOE NORTH,85,96,13,0,19,"Perkinsfield",Advanced Polls /  ADV008, ,3,1,0,217,0,"The Place Community Centre",20071010
086,SIMCOE NORTH,26,51,13,0,3,"Udney",Advanced Polls /  ADV009, ,0,0,0,93,0,"Udney Community Centre",20071010
086,SIMCOE NORTH,43,128,10,0,9,"Warminster",Advanced Polls /  ADV010, ,0,0,0,190,0,"Warminster Community Hall",20071010
TOTALS:, ,14094,22986,4240,112,4709, , , , , , , , , , 
