ED_CODE,ED_NAME,BODNER,GRENIER,KORMOS,MASTROIANNI,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
098,WELLAND,64,8,49,52,"Port Colborne",265, ,0,0,0,173,284,"Wainfleet Congregational Church",20071010
098,WELLAND,57,8,109,74,"Port Colborne",266, ,0,1,0,249,403,"Lakeside Yacht Club of Port Colborne",20071010
098,WELLAND,62,6,85,56,"Port Colborne",267, ,2,0,0,211,398,"Lakeside Yacht Club of Port Colborne",20071010
098,WELLAND,4,0,7,3,"Port Colborne",268s, ,1,0,0,15,25,"NHS - Port Colborne General Hospital",20071010
098,WELLAND,16,0,19,20,"Port Colborne",269s, ,0,1,0,56,150,"Northland Point",20071010
098,WELLAND,32,9,53,36,"Port Colborne",270, ,0,1,0,131,301,"Port Colborne Baptist Church",20071010
098,WELLAND,5,3,74,8,"Port Colborne",271, ,2,0,0,92,252,"Italian Canadian Hall",20071010
098,WELLAND,35,6,38,12,"Port Colborne",272, ,0,0,0,91,143,"St. Therese Catholic School",20071010
098,WELLAND,30,6,84,17,"Sherkston",273, ,0,0,0,137,278,"Sherkston Community Centre",20071010
098,WELLAND,20,2,53,12,"Wainfleet",274, ,0,0,0,87,157,"Wainfleet Lions Hall",20071010
098,WELLAND,47,9,75,29,"Wainfleet",275, ,0,0,0,160,234,"Wainfleet Lions Hall",20071010
098,WELLAND,..........................NO POLL HELD........................,,,,"St. Catharines",400, ,0,0,0,0,0,"",20071010
098,WELLAND,15,10,47,21,"St. Catharines",401, ,0,0,0,93,158,"Tremont Apartments",20071010
098,WELLAND,8,3,53,7,"Welland",402, ,1,0,0,72,124,"Doral Apartments",20071010
098,WELLAND,14,3,43,21,"Welland",403, ,0,1,0,82,132,"Princess Manor",20071010
098,WELLAND,..........................NO POLL HELD........................,,,,"Welland",404, ,0,0,0,0,0,"",20071010
098,WELLAND,12,2,55,20,"Welland",405, ,1,0,0,90,140,"Prince Court",20071010
098,WELLAND,14,1,43,11,"Welland",406, ,0,0,0,69,105,"Parkway Village Towers",20071010
098,WELLAND,8,3,53,8,"Welland",407, ,0,0,1,73,121,"Parkway Village Towers",20071010
098,WELLAND,1,0,56,5,"Welland",408, ,1,2,0,65,107,"Jubilee Apartments",20071010
098,WELLAND,209,56,995,412,"Welland",Advanced Polls /  ADV001, ,8,2,0,1682,0,"Returning Office / Bureau du directeur du scrutin",20071010
098,WELLAND,125,27,179,133,"St. Catharines",Advanced Polls /  ADV002, ,1,1,0,466,0,"Club Roma",20071010
098,WELLAND,239,32,626,272,"Welland",Advanced Polls /  ADV003, ,1,0,1,1171,0,"Sobeys",20071010
098,WELLAND,27,4,43,14,"Sherkston",Advanced Polls /  ADV004, ,0,0,0,88,0,"Sherkston Community Centre",20071010
098,WELLAND,78,4,83,40,"Wainfleet",Advanced Polls /  ADV005, ,1,0,0,206,0,"Wainfleet Township Public Library",20071010
098,WELLAND,211,30,563,257,"Port Colborne",Advanced Polls /  ADV006, ,5,1,0,1067,0,"Port Colborne Mall",20071010
098,WELLAND,91,17,305,115,"Thorold",Advanced Polls /  ADV007, ,0,0,0,528,0,"Club Capri",20071010
TOTALS:, ,8722,1973,24910,10580, , , , , , , , , , 
