ED_CODE,ED_NAME,COTTLE,CURRIE,HOLLOWAY,KING,MARCHESE,RUBINO,SAWISION,URSOMARZO,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
096,TRINITY--SPADINA,0,45,111,22,53,0,2,0,"Toronto",420, ,3,4,0,240,457,"The Liberties 1",20071010
096,TRINITY--SPADINA,1,19,38,9,30,0,2,0,"Toronto",421, ,0,1,0,100,199,"College Park Apartment",20071010
096,TRINITY--SPADINA,0,39,49,8,25,0,2,0,"Toronto",422, ,0,2,0,125,266,"Conservatory Tower",20071010
096,TRINITY--SPADINA,0,21,50,7,30,2,0,0,"Toronto",423, ,0,3,0,113,211,"Lucliff Place",20071010
096,TRINITY--SPADINA,2,53,93,21,50,3,0,1,"Toronto",424, ,0,1,0,224,484,"The Liberties 1",20071010
096,TRINITY--SPADINA,0,55,97,27,48,1,0,1,"Toronto",425, ,15,2,0,246,430,"Horizon on Bay",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",426, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,0,36,69,9,32,0,1,3,"Toronto",427, ,2,0,0,152,304,"Minto Plaza",20071010
096,TRINITY--SPADINA,0,17,23,7,27,0,0,0,"Toronto",428, ,0,0,0,74,292,"Orde Street Junior Public School",20071010
096,TRINITY--SPADINA,4,14,37,5,51,0,0,2,"Toronto",429, ,1,0,0,114,188,"Leonardo Court",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",430, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",431, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,0,13,37,7,51,1,0,0,"Toronto",432, ,0,0,0,109,426,"Beverly Public School",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",433, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",434, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,0,47,97,26,58,1,2,0,"Toronto",435, ,0,0,0,231,382,"One Park Lane",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",436, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",437, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",438, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",439, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",440, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,0,7,33,11,37,3,1,0,"Toronto",441, ,0,0,0,92,237,"University Settlement Recreation Centre",20071010
096,TRINITY--SPADINA,0,15,72,16,50,1,0,1,"Toronto",442, ,0,6,0,161,335,"University Settlement Recreation Centre",20071010
096,TRINITY--SPADINA,0,19,43,22,36,2,1,0,"Toronto",443, ,0,0,0,123,319,"University Settlement Recreation Centre",20071010
096,TRINITY--SPADINA,0,3,19,0,18,4,0,1,"Toronto",444, ,1,3,0,49,137,"University Settlement Recreation Centre",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",445, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,0,14,20,27,35,0,2,1,"Toronto",446, ,0,0,0,99,255,"University Settlement Recreation Centre",20071010
096,TRINITY--SPADINA,1,7,82,2,66,1,0,0,"Toronto",447, ,0,2,0,161,229,"Alexandra Park Apartments",20071010
096,TRINITY--SPADINA,0,1,20,0,13,0,0,0,"Toronto",448, ,0,0,0,34,230,"Ogden Junior Public School",20071010
096,TRINITY--SPADINA,0,13,49,38,78,0,1,0,"Toronto",449, ,1,0,0,180,353,"50 Stephanie Street",20071010
096,TRINITY--SPADINA,1,2,69,1,40,0,1,1,"Toronto",450, ,0,0,1,116,203,"Beverley Manor",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",451, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",452, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,0,23,61,14,22,0,1,0,"Toronto",453, ,0,2,0,123,230,"University Plaza",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",454, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,0,15,23,8,18,0,0,0,"Toronto",455, ,5,0,0,69,145,"Portland Place",20071010
096,TRINITY--SPADINA,0,17,42,17,22,0,0,0,"Toronto",456, ,0,0,0,98,242,"Metro Hall",20071010
096,TRINITY--SPADINA,0,6,25,3,20,1,0,0,"Toronto",457, ,0,0,0,55,154,"Niagara Street Junior Public School",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",458, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,0,34,57,11,27,0,0,1,"Toronto",459, ,1,0,0,131,255,"The Icon",20071010
096,TRINITY--SPADINA,0,37,89,17,34,0,0,1,"Toronto",460, ,0,0,0,178,329,"The Icon",20071010
096,TRINITY--SPADINA,0,32,40,5,20,0,0,1,"Toronto",461, ,10,0,0,108,271,"The Rosemont",20071010
096,TRINITY--SPADINA,0,40,55,11,20,0,1,0,"Toronto",462, ,0,0,0,127,285,"Empire Plaza Condominium",20071010
096,TRINITY--SPADINA,0,23,59,23,40,0,0,1,"Toronto",463, ,0,0,0,146,281,"Trinity Recreation Centre",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",464, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",465, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",466, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,0,43,79,44,72,1,0,0,"Toronto",467, ,0,1,0,240,420,"Citysphere Condominiums",20071010
096,TRINITY--SPADINA,0,41,80,36,86,0,2,0,"Toronto",468, ,0,1,0,246,397,"Summit Apartments",20071010
096,TRINITY--SPADINA,0,33,43,27,56,0,1,0,"Toronto",469, ,0,0,0,160,317,"Summit Apartments",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",470, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",471, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,1,23,71,20,59,0,2,1,"Toronto",472, ,0,1,0,178,284,"Westside",20071010
096,TRINITY--SPADINA,0,40,88,15,46,0,0,0,"Toronto",473, ,0,0,0,189,392,"Apex D",20071010
096,TRINITY--SPADINA,0,30,71,11,28,0,2,0,"Toronto",474, ,0,0,0,142,311,"Apex D",20071010
096,TRINITY--SPADINA,0,34,55,16,28,0,1,0,"Toronto",475, ,0,0,0,134,319,"Apex D",20071010
096,TRINITY--SPADINA,1,50,87,23,36,0,0,0,"Toronto",476, ,0,0,0,197,410,"Apex D",20071010
096,TRINITY--SPADINA,0,56,86,16,22,0,0,0,"Toronto",477, ,0,2,0,182,349,"Residences of the World Trade Centre",20071010
096,TRINITY--SPADINA,1,75,88,27,32,1,0,2,"Toronto",478, ,0,1,0,227,498,"Residences of the World Trade Centre",20071010
096,TRINITY--SPADINA,0,19,47,20,37,0,3,1,"Toronto",479, ,0,0,0,127,269,"345 Dufferin Street",20071010
096,TRINITY--SPADINA,1,10,39,2,42,3,0,2,"Toronto",480, ,0,0,0,99,231,"Terra Bella",20071010
096,TRINITY--SPADINA,1,17,43,21,40,0,0,0,"Toronto",481, ,0,0,0,122,268,"Niagara Community Centre",20071010
096,TRINITY--SPADINA,0,50,105,34,71,0,0,2,"Toronto",482, ,2,0,0,264,396,"Niagara Community Centre",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",483, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",484, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,0,38,47,16,22,0,0,0,"Toronto",485, ,0,0,0,123,332,"Harbourfront Community Centre",20071010
096,TRINITY--SPADINA,0,1,3,2,3,0,0,0,"Toronto",486, ,0,0,0,9,9,"The Gallery",20071010
096,TRINITY--SPADINA,0,10,17,4,12,0,1,0,"Toronto",487, ,0,0,0,44,63,"Harbourview Estates (Super Club)",20071010
096,TRINITY--SPADINA,0,39,48,11,28,1,0,1,"Toronto",488, ,0,0,0,128,263,"Harbourview Estates (Super Club)",20071010
096,TRINITY--SPADINA,0,18,39,14,14,1,0,0,"Toronto",489, ,1,0,0,87,90,"Harbourview Estates (Super Club)",20071010
096,TRINITY--SPADINA,1,35,43,14,27,0,2,0,"Toronto",490, ,0,0,0,122,264,"Queens Quay Yachting",20071010
096,TRINITY--SPADINA,1,42,68,22,46,0,0,1,"Toronto",491, ,0,0,0,180,404,"Queens Quay Yachting",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",492, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,0,38,43,9,18,0,0,1,"Toronto",493, ,0,0,0,109,247,"The Riviera",20071010
096,TRINITY--SPADINA,0,39,44,17,31,1,0,0,"Toronto",494, ,0,0,0,132,255,"The Riviera",20071010
096,TRINITY--SPADINA,0,41,58,17,24,2,0,0,"Toronto",495, ,0,1,0,143,330,"Waterclub Condominiums",20071010
096,TRINITY--SPADINA,0,42,66,11,41,0,0,0,"Toronto",496, ,0,0,0,160,393,"Waterclub Condominiums",20071010
096,TRINITY--SPADINA,1,70,82,18,26,0,2,0,"Toronto",497, ,2,3,0,204,419,"77 Harbour Square",20071010
096,TRINITY--SPADINA,0,51,73,22,33,1,1,1,"Toronto",498, ,0,0,0,182,414,"77 Harbour Square",20071010
096,TRINITY--SPADINA,0,61,75,18,29,0,3,0,"Toronto",499A, ,0,2,0,188,377,"55 Harbour Square",20071010
096,TRINITY--SPADINA,0,83,66,12,17,0,0,0,"Toronto",499B, ,1,0,0,179,368,"55 Harbour Square",20071010
096,TRINITY--SPADINA,0,52,69,10,17,0,1,1,"Toronto",500A, ,1,0,0,151,284,"Harbour Square Apartments",20071010
096,TRINITY--SPADINA,0,52,59,20,24,2,0,0,"Toronto",500B, ,0,0,0,157,311,"Harbour Square Apartments",20071010
096,TRINITY--SPADINA,0,5,40,11,28,0,0,0,"Toronto",501, ,1,1,0,86,235,"345 Dufferin Street",20071010
096,TRINITY--SPADINA,0,37,49,25,55,0,0,1,"Toronto",502, ,0,0,0,167,289,"Liberty Towers Presentation Centre",20071010
096,TRINITY--SPADINA,0,30,51,12,36,1,0,0,"Toronto",503, ,0,0,0,130,313,"Harbourfront Community Centre",20071010
096,TRINITY--SPADINA,0,28,61,14,48,0,0,0,"Toronto",504, ,0,0,0,151,367,"Harbourfront Community Centre",20071010
096,TRINITY--SPADINA,0,32,34,8,79,1,2,1,"Toronto",505, ,0,1,0,158,389,"Harbourfront Community Centre",20071010
096,TRINITY--SPADINA,0,31,44,13,23,0,0,0,"Toronto",506, ,0,0,0,111,296,"Maple Leaf Quay West",20071010
096,TRINITY--SPADINA,0,34,45,18,54,0,2,1,"Toronto",507, ,0,1,0,155,329,"Maple Leaf Quay West",20071010
096,TRINITY--SPADINA,0,18,53,24,39,0,1,0,"Toronto",508, ,0,0,0,135,277,"Maple Leaf Quay West",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",509, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",510, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",511, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,0,4,19,21,108,0,0,1,"Toronto",512, ,0,0,0,153,302,"Harbourfront Community Centre",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",513, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,1,33,63,29,49,0,0,1,"Toronto",514, ,0,0,0,176,322,"Atrium on Queen's Quay",20071010
096,TRINITY--SPADINA,1,51,74,13,45,0,1,0,"Toronto",515, ,6,0,0,191,349,"Queens Harbour",20071010
096,TRINITY--SPADINA,0,37,38,21,38,0,0,0,"Toronto",516, ,0,1,0,135,283,"Harbourfront Community Centre",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",517, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,1,44,70,25,51,0,0,0,"Toronto",518A, ,0,1,0,192,375,"Atlantis - Aquarius",20071010
096,TRINITY--SPADINA,1,42,74,28,58,1,0,1,"Toronto",518B, ,0,0,0,205,386,"Atlantis - Aquarius",20071010
096,TRINITY--SPADINA,0,67,119,32,32,1,2,0,"Toronto",519, ,0,3,0,256,362,"The Pinnacle",20071010
096,TRINITY--SPADINA,..........................NO POLL HELD........................,,,,,,,,"Toronto",520, ,0,0,0,0,0,"",20071010
096,TRINITY--SPADINA,0,57,89,25,26,0,0,0,"Toronto",521, ,0,0,0,197,221,"18 Yonge Street",20071010
096,TRINITY--SPADINA,0,54,78,11,60,2,0,2,"Toronto",522, ,3,0,0,210,440,"Optima",20071010
096,TRINITY--SPADINA,1,29,55,13,16,1,1,1,"Toronto",523, ,0,2,0,119,235,"Waterclub Condominiums",20071010
096,TRINITY--SPADINA,0,44,70,21,31,1,0,1,"Toronto",524, ,0,0,1,169,242,"Harbourview Estates (Super Club)",20071010
096,TRINITY--SPADINA,2,52,91,17,42,0,1,0,"Toronto",525, ,0,0,0,205,495,"Harbourview Estates (Super Club)",20071010
096,TRINITY--SPADINA,1,55,112,43,126,0,1,0,"Toronto",526, ,5,0,0,343,549,"DNA Complex - South Tower",20071010
096,TRINITY--SPADINA,2,183,327,120,820,5,14,4,"Toronto",Advanced Polls /  ADV001, ,1,1,1,1478,0,"Returning Office / Bureau du directeur du scrutin",20071010
096,TRINITY--SPADINA,2,100,144,39,190,1,1,1,"Toronto",Advanced Polls /  ADV002, ,0,1,4,483,0,"Harbourfront Community Centre",20071010
096,TRINITY--SPADINA,0,60,158,87,328,1,3,3,"Toronto",Advanced Polls /  ADV003, ,0,0,3,643,0,"Trinity Recreation Centre",20071010
096,TRINITY--SPADINA,1,70,173,36,212,3,2,2,"Toronto",Advanced Polls /  ADV004, ,0,3,0,502,0,"University Settlement Recreation Centre",20071010
TOTALS:, ,154,6235,14180,5156,18508,243,350,147, , , , , , , , , , 
