ED_CODE,ED_NAME,BAILEY,DI COCCO,MILLITT,VAN BODEGOM,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
078,SARNIA--LAMBTON,85,46,45,7,"Petrolia",221, ,0,0,0,183,366,"Lambton Central Collegiate Vocational Institute",20071010
078,SARNIA--LAMBTON,20,7,4,0,"Petrolia",222s, ,0,1,0,32,39,"Albany Community Living Centre",20071010
078,SARNIA--LAMBTON,4,2,0,0,"Petrolia",223s, ,0,0,0,6,10,"Bluewater Health - Cee Site",20071010
078,SARNIA--LAMBTON,52,37,27,7,"Petrolia",224, ,0,0,0,123,260,"Lambton Central Collegiate Vocational Institute",20071010
078,SARNIA--LAMBTON,21,19,5,1,"Petrolia",225s, ,1,2,0,49,117,"Fiddick's Nursing Home",20071010
078,SARNIA--LAMBTON,66,40,39,2,"Petrolia",226, ,0,0,0,147,294,"Hillcrest Public School",20071010
078,SARNIA--LAMBTON,98,54,28,5,"Corunna",227, ,1,1,0,187,361,"Sir John Moore Community School",20071010
078,SARNIA--LAMBTON,85,44,34,9,"Petrolia",228, ,0,0,0,172,394,"Lambton Central Collegiate Vocational Institute",20071010
078,SARNIA--LAMBTON,80,60,19,10,"Petrolia",229, ,0,0,0,169,312,"Hillcrest Public School",20071010
078,SARNIA--LAMBTON,112,62,43,17,"Petrolia",230, ,0,0,0,234,445,"Hillcrest Public School",20071010
078,SARNIA--LAMBTON,88,33,34,4,"Mooretown",231, ,0,0,0,159,300,"Mooretown-Courtright Public School",20071010
078,SARNIA--LAMBTON,103,37,25,8,"Brigden",232, ,0,0,0,173,311,"Brigden Public School",20071010
078,SARNIA--LAMBTON,79,34,31,5,"Mooretown",233, ,0,0,0,149,233,"Mooretown-Courtright Public School",20071010
078,SARNIA--LAMBTON,63,19,39,6,"Courtright",234, ,2,0,2,131,289,"Courtright Community Hall",20071010
078,SARNIA--LAMBTON,57,48,34,0,"Courtright",235, ,0,0,0,139,313,"Courtright Community Hall",20071010
078,SARNIA--LAMBTON,59,11,20,7,"Brigden",236, ,2,0,0,99,253,"Brigden Public School",20071010
078,SARNIA--LAMBTON,77,43,42,7,"Brigden",237, ,0,1,0,170,318,"Brigden Public School",20071010
078,SARNIA--LAMBTON,118,39,38,6,"Oil Springs",238, ,1,0,0,202,360,"Oil Springs Fire Hall",20071010
078,SARNIA--LAMBTON,57,20,34,2,"Courtright",239, ,1,0,0,114,214,"Courtright Community Hall",20071010
078,SARNIA--LAMBTON,86,39,42,8,"Brigden",240, ,0,0,0,175,319,"Brigden Public School",20071010
078,SARNIA--LAMBTON,82,32,25,3,"Oil Springs",241, ,0,0,0,142,269,"Oil Springs Fire Hall",20071010
078,SARNIA--LAMBTON,101,42,24,5,"Oil Springs",242, ,0,0,0,172,255,"Oil Springs Fire Hall",20071010
078,SARNIA--LAMBTON,105,51,30,8,"Oil Springs",243, ,0,1,0,195,370,"Oil Springs Fire Hall",20071010
078,SARNIA--LAMBTON,78,58,29,6,"Sombra",244, ,0,0,1,172,293,"Sombra Community Hall",20071010
078,SARNIA--LAMBTON,78,47,39,14,"Wilkesport",245, ,1,0,0,179,352,"Wilkesport Community Centre",20071010
078,SARNIA--LAMBTON,86,49,27,2,"Wilkesport",246, ,0,0,0,164,343,"Wilkesport Community Centre",20071010
078,SARNIA--LAMBTON,54,47,38,12,"Sombra",247, ,0,0,0,151,249,"Sombra Community Hall",20071010
078,SARNIA--LAMBTON,56,34,22,6,"Sombra",248, ,1,2,0,121,238,"Sombra Community Hall",20071010
078,SARNIA--LAMBTON,92,53,20,9,"Port Lambton",249, ,1,2,0,177,301,"Sacred Heart Catholic Elementary School",20071010
078,SARNIA--LAMBTON,59,63,27,4,"Port Lambton",250, ,0,1,0,154,299,"Sacred Heart Catholic Elementary School",20071010
078,SARNIA--LAMBTON,63,52,20,8,"Wilkesport",251, ,2,0,0,145,291,"Wilkesport Community Centre",20071010
078,SARNIA--LAMBTON,69,47,22,7,"Port Lambton",252, ,0,0,0,145,254,"Sacred Heart Catholic Elementary School",20071010
078,SARNIA--LAMBTON,72,55,24,8,"Port Lambton",253, ,0,0,0,159,288,"Sacred Heart Catholic Elementary School",20071010
078,SARNIA--LAMBTON,82,65,50,9,"Sarnia",400, ,1,2,0,209,316,"Pier One Hundred",20071010
078,SARNIA--LAMBTON,87,57,27,6,"Sarnia",401, ,1,0,0,178,233,"1295 Sandy Lane - Marina Park Place",20071010
078,SARNIA--LAMBTON,50,50,30,4,"Sarnia",402, ,0,1,0,135,215,"1285 Sandy Lane - Marina Park Place",20071010
078,SARNIA--LAMBTON,30,24,24,5,"Sarnia",403, ,0,1,0,84,126,"Fairway Towers",20071010
078,SARNIA--LAMBTON,38,35,19,9,"Sarnia",404, ,1,0,0,102,155,"Royal Oak Towers",20071010
078,SARNIA--LAMBTON,39,24,28,3,"Sarnia",405, ,1,2,0,97,132,"Centennial Park Place",20071010
078,SARNIA--LAMBTON,27,31,16,5,"Sarnia",406, ,1,0,0,80,116,"Northgate Manor",20071010
078,SARNIA--LAMBTON,42,37,38,3,"Sarnia",407, ,2,0,1,123,176,"Northgate Towers",20071010
078,SARNIA--LAMBTON,27,36,29,8,"Sarnia",408, ,0,0,0,100,233,"Kenwick Place",20071010
078,SARNIA--LAMBTON,24,17,12,7,"Sarnia",409, ,0,0,0,60,125,"Seaway Centre",20071010
078,SARNIA--LAMBTON,48,30,34,8,"Sarnia",410, ,0,3,0,123,156,"Sandpiper Apartments",20071010
078,SARNIA--LAMBTON,550,450,370,84,"Sarnia",Advanced Polls /  ADV001, ,3,3,0,1460,0,"Returning Office / Bureau du directeur du scrutin",20071010
078,SARNIA--LAMBTON,498,403,313,55,"Sarnia",Advanced Polls /  ADV002, ,4,3,2,1278,0,"Clearwater Community Centre",20071010
078,SARNIA--LAMBTON,170,95,96,20,"Corunna",Advanced Polls /  ADV003, ,0,0,0,381,0,"Royal Canadian Legion Branch 447",20071010
078,SARNIA--LAMBTON,53,22,9,1,"Wilkesport",Advanced Polls /  ADV004, ,0,1,0,86,0,"Wilkesport Community Centre",20071010
078,SARNIA--LAMBTON,343,169,60,15,"Petrolia",Advanced Polls /  ADV005, ,2,0,0,589,0,"The Co-operators Plaza",20071010
078,SARNIA--LAMBTON,115,78,53,20,"Camlachie",Advanced Polls /  ADV006, ,5,1,1,273,0,"Camlachie Fire Hall",20071010
TOTALS:, ,16145,12443,11349,2376, , , , , , , , , , 
