ED_CODE,ED_NAME,CRUGNALE,DARTSCH,INNES,MILLER,VIRGIN,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
032,HAMILTON EAST--STONEY CREEK,41,10,1,53,79,"Winona",197, ,1,1,0,186,350,"Winona Seniors Centre",20071010
032,HAMILTON EAST--STONEY CREEK,37,7,1,28,61,"Winona",198, ,1,0,0,135,317,"Winona Seniors Centre",20071010
032,HAMILTON EAST--STONEY CREEK,35,12,3,81,59,"Hamilton",199, ,1,4,0,195,348,"Rosedale Elementary School",20071010
032,HAMILTON EAST--STONEY CREEK,33,7,1,58,94,"Hamilton",200, ,0,3,0,196,376,"St. Luke School",20071010
032,HAMILTON EAST--STONEY CREEK,31,10,4,54,84,"Hamilton",201, ,0,0,0,183,422,"St. Luke School",20071010
032,HAMILTON EAST--STONEY CREEK,33,5,2,47,57,"Hamilton",202, ,3,1,0,148,370,"Sir Wilfrid Laurier Elementary School",20071010
032,HAMILTON EAST--STONEY CREEK,18,4,0,57,32,"Hamilton",203, ,0,0,0,111,272,"Bishop Ryan High School",20071010
032,HAMILTON EAST--STONEY CREEK,83,7,2,44,174,"Hamilton",204, ,3,2,0,315,513,"Bishop Ryan High School",20071010
032,HAMILTON EAST--STONEY CREEK,35,4,3,35,52,"Hamilton",205, ,1,0,0,130,398,"Bishop Ryan High School",20071010
032,HAMILTON EAST--STONEY CREEK,56,11,0,68,57,"Stoney Creek",206, ,5,0,0,197,343,"R.L. Hyslop Elementary School",20071010
032,HAMILTON EAST--STONEY CREEK,42,8,2,58,60,"Stoney Creek",207, ,3,0,0,173,277,"R.L. Hyslop Elementary School",20071010
032,HAMILTON EAST--STONEY CREEK,33,13,0,45,61,"Stoney Creek",208, ,0,0,0,152,342,"St. Martin of Tours School",20071010
032,HAMILTON EAST--STONEY CREEK,41,4,1,59,59,"Stoney Creek",209, ,2,0,0,166,376,"St. Martin of Tours School",20071010
032,HAMILTON EAST--STONEY CREEK,68,9,2,66,132,"Stoney Creek",210, ,4,2,0,283,456,"St. Martin of Tours School",20071010
032,HAMILTON EAST--STONEY CREEK,80,4,0,42,122,"Stoney Creek",211, ,0,1,0,249,440,"Memorial Elementary School",20071010
032,HAMILTON EAST--STONEY CREEK,76,7,3,46,98,"Stoney Creek",212, ,1,0,0,231,433,"Memorial Elementary School",20071010
032,HAMILTON EAST--STONEY CREEK,63,15,4,66,137,"Stoney Creek",213, ,1,1,1,288,519,"St. Clare of Assisi School",20071010
032,HAMILTON EAST--STONEY CREEK,84,7,4,40,129,"Stoney Creek",214, ,3,0,0,267,436,"St. Clare of Assisi School",20071010
032,HAMILTON EAST--STONEY CREEK,68,19,4,46,125,"Stoney Creek",215, ,0,0,0,262,520,"St. Clare of Assisi School",20071010
032,HAMILTON EAST--STONEY CREEK,1,0,1,5,8,"Hamilton",216s, ,0,0,0,15,54,"Stoney Creek Lifecare Centre",20071010
032,HAMILTON EAST--STONEY CREEK,62,21,0,36,68,"Winona",217, ,4,0,0,191,335,"Winona Seniors Centre",20071010
032,HAMILTON EAST--STONEY CREEK,59,10,3,67,69,"Hamilton",218, ,4,2,0,214,427,"St. Luke School",20071010
032,HAMILTON EAST--STONEY CREEK,63,7,0,57,116,"Hamilton",219, ,2,0,0,245,436,"Sir Wilfrid Laurier Elementary School",20071010
032,HAMILTON EAST--STONEY CREEK,47,6,1,76,63,"Hamilton",220, ,1,0,0,194,377,"Sir Wilfrid Laurier Elementary School",20071010
032,HAMILTON EAST--STONEY CREEK,53,6,1,66,100,"Hamilton",221, ,1,1,0,228,416,"Bishop Ryan High School",20071010
032,HAMILTON EAST--STONEY CREEK,13,1,0,40,34,"Hamilton",222, ,0,0,0,88,228,"Bishop Ryan High School",20071010
032,HAMILTON EAST--STONEY CREEK,54,6,1,44,121,"Hamilton",223, ,3,4,2,235,443,"Bishop Ryan High School",20071010
032,HAMILTON EAST--STONEY CREEK,103,18,3,43,149,"Stoney Creek",224, ,1,2,0,319,588,"St. Clare of Assisi School",20071010
032,HAMILTON EAST--STONEY CREEK,65,5,2,28,144,"Stoney Creek",225, ,1,0,0,245,475,"St. Clare of Assisi School",20071010
032,HAMILTON EAST--STONEY CREEK,62,10,3,50,57,"Winona",226, ,2,0,0,184,331,"Winona Seniors Centre",20071010
032,HAMILTON EAST--STONEY CREEK,81,18,0,48,104,"Winona",227, ,0,0,0,251,413,"Winona Seniors Centre",20071010
032,HAMILTON EAST--STONEY CREEK,49,6,3,30,73,"Hamilton",228, ,1,0,0,162,332,"St. Luke School",20071010
032,HAMILTON EAST--STONEY CREEK,79,15,1,82,97,"Hamilton",400, ,2,0,0,276,393,"Shoreliner Condominiums",20071010
032,HAMILTON EAST--STONEY CREEK,14,9,4,65,24,"Hamilton",401, ,0,0,0,116,237,"221 Melvin Avenue",20071010
032,HAMILTON EAST--STONEY CREEK,18,9,1,72,32,"Hamilton",402, ,2,0,0,134,241,"Argyle Apartments",20071010
032,HAMILTON EAST--STONEY CREEK,6,6,0,36,12,"Hamilton",403, ,0,1,0,61,138,"355 Melvin Avenue",20071010
032,HAMILTON EAST--STONEY CREEK,43,11,2,74,67,"Hamilton",404, ,0,1,0,198,252,"Bayliner Condominium",20071010
032,HAMILTON EAST--STONEY CREEK,..........................NO POLL HELD........................,,,,,"Hamilton",405, ,0,0,0,0,0,"",20071010
032,HAMILTON EAST--STONEY CREEK,8,8,6,63,34,"Hamilton",406, ,1,1,0,121,406,"Riverdale Recreation Centre",20071010
032,HAMILTON EAST--STONEY CREEK,14,3,2,39,49,"Hamilton",407, ,0,0,0,107,217,"45 Barlake Avenue",20071010
032,HAMILTON EAST--STONEY CREEK,9,3,1,40,60,"Hamilton",408, ,1,0,0,114,200,"2520 Barton Street East",20071010
032,HAMILTON EAST--STONEY CREEK,28,16,0,118,70,"Hamilton",409, ,0,2,0,234,410,"75 Barlake Avenue",20071010
032,HAMILTON EAST--STONEY CREEK,7,2,2,39,28,"Hamilton",410, ,0,3,0,81,175,"85 Barlake Avenue",20071010
032,HAMILTON EAST--STONEY CREEK,23,11,1,73,44,"Hamilton",411, ,0,2,0,154,371,"95 Barlake Avenue",20071010
032,HAMILTON EAST--STONEY CREEK,21,4,3,34,7,"Hamilton",412, ,0,0,0,69,140,"2772 Barton Street East",20071010
032,HAMILTON EAST--STONEY CREEK,25,4,3,94,56,"Hamilton",413, ,0,0,0,182,410,"Pioneer Memorial Church",20071010
032,HAMILTON EAST--STONEY CREEK,..........................NO POLL HELD........................,,,,,"Hamilton",414, ,0,0,0,0,0,"",20071010
032,HAMILTON EAST--STONEY CREEK,18,2,4,91,37,"Hamilton",415, ,5,0,1,158,254,"Greenvale Apartments",20071010
032,HAMILTON EAST--STONEY CREEK,19,6,1,113,71,"Hamilton",416, ,1,1,0,212,300,"Concordia Apartments",20071010
032,HAMILTON EAST--STONEY CREEK,25,5,5,69,61,"Hamilton",417, ,4,1,0,170,264,"Tiara Apartments",20071010
032,HAMILTON EAST--STONEY CREEK,5,9,2,36,25,"Stoney Creek",418, ,0,1,0,78,203,"831 Queenston Road",20071010
032,HAMILTON EAST--STONEY CREEK,..........................NO POLL HELD........................,,,,,"Hamilton",419, ,0,0,0,0,0,"",20071010
032,HAMILTON EAST--STONEY CREEK,9,1,0,39,58,"Hamilton",420, ,2,0,0,109,330,"Riverdale Recreation Centre",20071010
032,HAMILTON EAST--STONEY CREEK,2,1,1,9,15,"Hamilton",421, ,0,0,0,28,137,"Lake Avenue Elementary School",20071010
032,HAMILTON EAST--STONEY CREEK,19,4,1,31,19,"Hamilton",422, ,2,0,0,76,150,"75 Glenburn Court",20071010
032,HAMILTON EAST--STONEY CREEK,33,12,1,52,44,"Hamilton",423, ,0,0,1,143,271,"50 Jerome Crescent",20071010
032,HAMILTON EAST--STONEY CREEK,20,5,2,78,25,"Hamilton",424, ,0,0,0,130,288,"70 Jerome Crescent",20071010
032,HAMILTON EAST--STONEY CREEK,13,8,2,53,36,"Hamilton",425, ,0,0,0,112,294,"Doric Apartments",20071010
032,HAMILTON EAST--STONEY CREEK,25,3,0,34,30,"Hamilton",426, ,0,0,0,92,221,"St. Luke School",20071010
032,HAMILTON EAST--STONEY CREEK,5,4,6,52,46,"Hamilton",427, ,1,1,0,115,278,"30 Congress Crescent",20071010
032,HAMILTON EAST--STONEY CREEK,36,1,0,29,33,"Stoney Creek",428, ,1,0,0,100,151,"8 Village Green",20071010
032,HAMILTON EAST--STONEY CREEK,14,4,0,37,27,"Hamilton",429, ,1,0,0,83,175,"28 King Street West",20071010
032,HAMILTON EAST--STONEY CREEK,11,11,1,45,15,"Hamilton",430, ,0,1,0,84,182,"12 Mountain Avenue North",20071010
032,HAMILTON EAST--STONEY CREEK,17,3,1,27,25,"Hamilton",431, ,0,0,0,73,124,"100 King Street East",20071010
032,HAMILTON EAST--STONEY CREEK,21,2,1,38,23,"Hamilton",432, ,0,0,0,85,183,"St. Luke School",20071010
032,HAMILTON EAST--STONEY CREEK,54,5,1,52,54,"Hamilton",433, ,1,1,0,168,284,"St. Luke School",20071010
032,HAMILTON EAST--STONEY CREEK,..........................NO POLL HELD........................,,,,,"Hamilton",434, ,0,0,0,0,0,"",20071010
032,HAMILTON EAST--STONEY CREEK,30,9,1,74,61,"Hamilton",435, ,1,0,0,176,422,"Sir Wilfrid Laurier Elementary School",20071010
032,HAMILTON EAST--STONEY CREEK,..........................NO POLL HELD........................,,,,,"Hamilton",436, ,0,0,0,0,0,"",20071010
032,HAMILTON EAST--STONEY CREEK,12,6,4,34,46,"Hamilton",437, ,2,0,0,104,352,"Bishop Ryan High School",20071010
032,HAMILTON EAST--STONEY CREEK,15,4,1,32,24,"Hamilton",438, ,0,0,0,76,110,"2 Cherrywood Drive",20071010
032,HAMILTON EAST--STONEY CREEK,14,2,1,54,19,"Hamilton",439, ,0,0,0,90,385,"Bishop Ryan High School",20071010
032,HAMILTON EAST--STONEY CREEK,235,67,13,698,366,"Hamilton",Advanced Polls /  ADV001, ,5,2,0,1386,0,"Returning Office / Bureau du directeur du scrutin",20071010
032,HAMILTON EAST--STONEY CREEK,472,46,14,592,359,"Stoney Creek",Advanced Polls /  ADV002, ,18,0,0,1501,0,"Stoney Creek United Church",20071010
032,HAMILTON EAST--STONEY CREEK,147,14,5,87,164,"Winona",Advanced Polls /  ADV003, ,1,0,0,418,0,"Winona Seniors Centre",20071010
TOTALS:, ,9310,2122,452,16272,15062, , , , , , , , , , 
