ED_CODE,ED_NAME,BRYDEN,DWYER,KUHLMANN,RUNCIMAN,WARNOCK,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
042,LEEDS--GRENVILLE,39,5,17,121,17,"Lansdowne",211, ,0,0,0,199,416,"Landsdowne Council Chambers",20071010
042,LEEDS--GRENVILLE,40,0,9,80,8,"Lansdowne",212, ,0,0,0,137,242,"Landsdowne Council Chambers",20071010
042,LEEDS--GRENVILLE,79,2,17,102,20,"Rockport",213, ,0,1,0,221,446,"Rockport Recreation Hall",20071010
042,LEEDS--GRENVILLE,54,0,19,78,7,"Gananoque",214, ,1,0,0,159,376,"Calvary Pentecostal Church Hall",20071010
042,LEEDS--GRENVILLE,56,3,13,119,7,"Lansdowne",215, ,0,0,0,198,475,"Thousand Islands Elementary School",20071010
042,LEEDS--GRENVILLE,58,1,11,114,11,"Lansdowne",216, ,4,2,0,201,394,"Thousand Islands Elementary School",20071010
042,LEEDS--GRENVILLE,54,0,19,83,12,"Rockport",217, ,1,1,0,170,318,"Rockport Recreation Hall",20071010
042,LEEDS--GRENVILLE,64,2,12,104,6,"Gananoque",218, ,0,0,0,188,367,"Calvary Pentecostal Church Hall",20071010
042,LEEDS--GRENVILLE,60,2,9,70,17,"Gananoque",219, ,0,2,0,160,407,"Calvary Pentecostal Church Hall",20071010
042,LEEDS--GRENVILLE,45,0,6,41,14,"Lansdowne",220, ,0,0,0,106,229,"Thousand Islands Elementary School",20071010
042,LEEDS--GRENVILLE,39,2,6,85,11,"Rockport",221, ,0,0,0,143,276,"Rockport Recreation Hall",20071010
042,LEEDS--GRENVILLE,63,2,16,80,11,"Gananoque",222, ,1,0,0,173,366,"Calvary Pentecostal Church Hall",20071010
042,LEEDS--GRENVILLE,55,3,10,47,6,"Gananoque",223, ,0,1,0,122,305,"Linklater Public School",20071010
042,LEEDS--GRENVILLE,31,1,8,53,8,"Gananoque",224, ,0,0,0,101,212,"Linklater Public School",20071010
042,LEEDS--GRENVILLE,51,5,23,36,9,"Gananoque",225, ,0,0,1,125,362,"Linklater Public School",20071010
042,LEEDS--GRENVILLE,30,4,14,44,6,"Gananoque",226, ,0,1,0,99,281,"Gananoque Secondary School",20071010
042,LEEDS--GRENVILLE,20,2,8,22,7,"Gananoque",227, ,0,0,0,59,219,"Linklater Public School",20071010
042,LEEDS--GRENVILLE,36,0,8,39,5,"Gananoque",228, ,0,0,0,88,193,"Gananoque Secondary School",20071010
042,LEEDS--GRENVILLE,24,1,4,33,17,"Gananoque",229, ,0,0,0,79,169,"Christ Anglican Church Parish Hall",20071010
042,LEEDS--GRENVILLE,51,1,11,76,11,"Gananoque",230, ,1,2,0,153,368,"Gananoque Secondary School",20071010
042,LEEDS--GRENVILLE,51,0,13,49,12,"Gananoque",232, ,0,0,0,125,344,"Gananoque Secondary School",20071010
042,LEEDS--GRENVILLE,15,1,6,56,1,"Gananoque",233s, ,0,0,0,79,128,"Carveth Care Centre",20071010
042,LEEDS--GRENVILLE,44,2,15,57,10,"Gananoque",234, ,0,1,0,129,208,"Riverview Seniors Citizens Apartments",20071010
042,LEEDS--GRENVILLE,50,1,17,49,14,"Gananoque",235, ,0,2,0,133,325,"Christ Anglican Church Parish Hall",20071010
042,LEEDS--GRENVILLE,40,3,17,62,5,"Gananoque",236, ,0,0,0,127,232,"Riverview Seniors Citizens Apartments",20071010
042,LEEDS--GRENVILLE,68,1,13,96,10,"Gananoque",237, ,1,0,0,189,433,"Christ Anglican Church Parish Hall",20071010
042,LEEDS--GRENVILLE,53,1,10,77,3,"Gananoque",238, ,0,1,0,145,239,"Calvary Pentecostal Church Hall",20071010
042,LEEDS--GRENVILLE,56,2,20,55,19,"Gananoque",239, ,0,0,0,152,305,"Christ Anglican Church Parish Hall",20071010
042,LEEDS--GRENVILLE,269,9,61,792,78,"Brockville",Advanced Polls /  ADV001, ,5,2,0,1216,0,"Returning Office / Bureau du directeur du scrutin",20071010
042,LEEDS--GRENVILLE,194,8,42,388,52,"Gananoque",Advanced Polls /  ADV002, ,1,1,0,686,0,"Canadian Tire Corporation",20071010
042,LEEDS--GRENVILLE,107,2,26,193,21,"Elgin",Advanced Polls /  ADV003, ,1,0,0,350,0,"Lions Club Hall",20071010
042,LEEDS--GRENVILLE,65,0,7,211,14,"Athens",Advanced Polls /  ADV004, ,1,0,0,298,0,"Athens Fire Hall",20071010
042,LEEDS--GRENVILLE,161,6,36,392,37,"Brockville",Advanced Polls /  ADV005, ,4,1,0,637,0,"First Presbyterian Church Hall",20071010
042,LEEDS--GRENVILLE,67,1,26,242,7,"Newbliss",Advanced Polls /  ADV006, ,3,1,0,347,0,"St. Paul's Anglican Church Hall",20071010
042,LEEDS--GRENVILLE,35,1,14,156,6,"Algonquin",Advanced Polls /  ADV007, ,0,0,0,212,0,"Algonquin United Church Hall",20071010
042,LEEDS--GRENVILLE,160,4,34,458,26,"Prescott",Advanced Polls /  ADV008, ,3,1,0,686,0,"O'Reilly's Your Independent Grocer",20071010
042,LEEDS--GRENVILLE,52,1,14,114,18,"Spencerville",Advanced Polls /  ADV009, ,1,0,0,200,0,"Drummond Building",20071010
042,LEEDS--GRENVILLE,215,1,37,552,52,"Kemptville",Advanced Polls /  ADV010, ,0,0,0,857,0,"W.B. George Centre Kemptville College",20071010
TOTALS:, ,11602,377,2821,22755,2907, , , , , , , , , , 
