ED_CODE,ED_NAME,BARTOLUCCI,BATTAINO,DELONGCHAMP,MURPHY-MARKETOS,POPESCU,SYLVESTRE,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
088,SUDBURY,42,38,8,0,0,7,"Sudbury",411, ,0,0,0,95,147,"Commodore Apartments",20071010
088,SUDBURY,39,47,4,0,2,4,"Sudbury",412, ,2,0,0,98,168,"Benvenuto Apartments",20071010
088,SUDBURY,69,41,11,1,1,5,"Sudbury",413, ,0,0,0,128,173,"The Summit Apartments",20071010
088,SUDBURY,103,56,20,1,1,12,"Sudbury",414, ,1,1,0,195,249,"Rockview Towers",20071010
088,SUDBURY,65,38,7,1,3,10,"Sudbury",415, ,0,0,0,124,202,"South End Apartments",20071010
088,SUDBURY,29,31,3,0,0,5,"Sudbury",416, ,0,1,0,69,126,"Regent Court Apartments",20071010
088,SUDBURY,88,65,8,1,1,2,"Sudbury",417, ,0,2,0,167,239,"Lockerby Towers",20071010
088,SUDBURY,63,34,11,0,0,2,"Sudbury",418, ,1,0,0,111,183,"Birch Glen Apartments",20071010
088,SUDBURY,42,23,5,0,0,2,"Sudbury",419, ,1,0,0,73,112,"The Banyon Apartments",20071010
088,SUDBURY,42,46,3,0,1,6,"Sudbury",420, ,1,0,0,99,349,"Rumball Terrace Community Centre",20071010
088,SUDBURY,74,19,18,0,0,4,"Sudbury",421, ,1,0,0,116,141,"Stop 2200",20071010
088,SUDBURY,54,61,10,0,1,4,"Sudbury",422, ,1,0,0,131,457,"The Waterview Apartments",20071010
088,SUDBURY,585,242,72,15,3,47,"Sudbury",Advanced Polls /  ADV001, ,2,0,0,966,0,"Returning Office / Bureau du directeur du scrutin",20071010
088,SUDBURY,281,156,27,2,3,13,"Sudbury",Advanced Polls /  ADV002, ,0,0,0,482,0,"United Steelworkers Hall",20071010
088,SUDBURY,572,131,92,8,1,24,"Sudbury",Advanced Polls /  ADV003, ,2,1,0,831,0,"Church of the Ascension",20071010
088,SUDBURY,312,130,38,7,2,19,"Sudbury",Advanced Polls /  ADV004, ,2,1,1,512,0,"Carmichael Community Centre",20071010
088,SUDBURY,378,110,64,2,1,44,"Sudbury",Advanced Polls /  ADV005, ,1,4,0,604,0,"Canadian Hearing Society",20071010
088,SUDBURY,197,55,19,2,0,8,"Sudbury",Advanced Polls /  ADV006, ,2,0,0,283,0,"Delchi Dozzi Community Centre",20071010
TOTALS:, ,19307,8914,2605,293,124,1608, , , , , , , , , , 
