ED_CODE,ED_NAME,BOSCH,BRADLEY,GOTS,HAMMOND,SMITH,TIMMS,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
076,ST. CATHARINES,17,18,0,0,14,19,"St. Catharines",220, ,0,0,0,68,167,"St. Catharines Boys' Optimist Club",20071010
076,ST. CATHARINES,15,37,0,2,11,14,"St. Catharines",221, ,0,0,0,79,207,"St. George's Anglican Church",20071010
076,ST. CATHARINES,19,28,1,0,11,7,"St. Catharines",222, ,0,0,0,66,186,"St. Catharines Boys' Optimist Club",20071010
076,ST. CATHARINES,18,18,1,1,14,5,"St. Catharines",223, ,0,0,0,57,209,"St. George's Anglican Church",20071010
076,ST. CATHARINES,3,22,1,0,0,8,"St. Catharines",224s, ,0,0,0,34,59,"The Loyalist",20071010
076,ST. CATHARINES,16,48,0,2,3,19,"St. Catharines",225s, ,8,0,0,96,135,"14 Centre Street Seniors' Apartments",20071010
076,ST. CATHARINES,17,32,1,1,11,12,"St. Catharines",226, ,1,0,0,75,291,"Jack Gatecliff Arena",20071010
076,ST. CATHARINES,..........................NO POLL HELD........................,,,,,,"St. Catharines",227, ,0,0,0,0,0,"",20071010
076,ST. CATHARINES,25,34,1,0,9,22,"St. Catharines",228, ,0,0,0,91,238,"Jack Gatecliff Arena",20071010
076,ST. CATHARINES,24,32,5,1,6,4,"St. Catharines",229, ,0,0,0,72,184,"Jack Gatecliff Arena",20071010
076,ST. CATHARINES,15,61,0,1,4,42,"St. Catharines",230, ,1,0,0,124,275,"St. Thomas Aquinas Church",20071010
076,ST. CATHARINES,25,35,1,0,6,23,"St. Catharines",231, ,0,0,0,90,229,"St. Thomas Aquinas Church",20071010
076,ST. CATHARINES,2,21,1,1,0,9,"St. Catharines",232s, ,0,4,2,40,112,"Tufford Nursing Home and Tufford Manor",20071010
076,ST. CATHARINES,31,53,0,1,9,39,"St. Catharines",233, ,0,0,0,133,254,"St. Thomas Aquinas Church",20071010
076,ST. CATHARINES,25,72,0,0,10,43,"St. Catharines",234, ,0,0,0,150,301,"Kernahan Park Secondary School",20071010
076,ST. CATHARINES,25,33,0,0,1,22,"St. Catharines",235, ,0,0,0,81,193,"Kernahan Park Secondary School",20071010
076,ST. CATHARINES,26,41,0,1,8,36,"St. Catharines",236, ,0,0,0,112,227,"Kernahan Park Secondary School",20071010
076,ST. CATHARINES,27,51,0,0,9,53,"St. Catharines",237, ,0,0,0,140,337,"St. Christopher Catholic School",20071010
076,ST. CATHARINES,16,15,1,0,5,6,"St. Catharines",238s, ,0,0,0,43,82,"Ridley Terrace Apartments",20071010
076,ST. CATHARINES,20,27,0,1,2,3,"St. Catharines",239, ,0,0,0,53,174,"Seymour-Hannah Sports & Entertainment Complex",20071010
076,ST. CATHARINES,21,112,1,0,10,57,"St. Catharines",240, ,1,0,0,202,437,"Seymour-Hannah Sports & Entertainment Complex",20071010
076,ST. CATHARINES,4,22,0,0,0,10,"St. Catharines",241s, ,1,0,0,37,51,"Mount Carmel Nursing Home",20071010
076,ST. CATHARINES,..........................NO POLL HELD........................,,,,,,"St. Catharines",242, ,0,0,0,0,0,"",20071010
076,ST. CATHARINES,14,55,0,0,16,25,"St. Catharines",244, ,0,1,0,111,223,"St. George's Anglican Church",20071010
076,ST. CATHARINES,8,94,1,0,14,34,"St. Catharines",245, ,1,0,0,152,262,"Glen Ridge Public School",20071010
076,ST. CATHARINES,12,86,0,0,11,56,"St. Catharines",246, ,0,0,0,165,282,"Glen Ridge Public School",20071010
076,ST. CATHARINES,21,25,0,0,13,25,"St. Catharines",247, ,0,0,0,84,250,"St. Thomas Aquinas Church",20071010
076,ST. CATHARINES,30,38,2,0,9,30,"St. Catharines",248, ,0,0,0,109,274,"Ferndale Elementary School",20071010
076,ST. CATHARINES,37,46,0,0,11,33,"St. Catharines",249, ,1,1,0,129,298,"St. Christopher Catholic School",20071010
076,ST. CATHARINES,43,70,2,0,20,26,"St. Catharines",250, ,1,0,0,162,355,"St. Christopher Catholic School",20071010
076,ST. CATHARINES,37,74,0,0,14,42,"St. Catharines",251, ,1,1,0,169,348,"St. Christopher Catholic School",20071010
076,ST. CATHARINES,10,18,0,0,5,15,"St. Catharines",252, ,0,0,0,48,144,"Applewood Public School",20071010
076,ST. CATHARINES,17,56,0,0,9,30,"St. Catharines",253, ,0,0,0,112,328,"St. Christopher Catholic School",20071010
076,ST. CATHARINES,32,37,0,1,6,21,"St. Catharines",254, ,1,0,0,98,244,"Applewood Public School",20071010
076,ST. CATHARINES,21,65,4,3,8,88,"St. Catharines",255, ,0,0,0,189,378,"Seymour-Hannah Sports & Entertainment Complex",20071010
076,ST. CATHARINES,22,52,0,0,12,40,"St. Catharines",256, ,0,0,0,126,288,"Seymour-Hannah Sports & Entertainment Complex",20071010
076,ST. CATHARINES,18,53,0,2,17,33,"St. Catharines",257, ,0,0,0,123,284,"Seymour-Hannah Sports & Entertainment Complex",20071010
076,ST. CATHARINES,12,106,0,0,13,43,"St. Catharines",258, ,0,0,0,174,298,"Glen Ridge Public School",20071010
076,ST. CATHARINES,24,110,3,1,16,55,"St. Catharines",259, ,0,0,0,209,352,"Glen Ridge Public School",20071010
076,ST. CATHARINES,25,32,0,0,15,29,"St. Catharines",260, ,0,0,0,101,279,"Merritton Community Centre",20071010
076,ST. CATHARINES,27,68,2,0,13,45,"St. Catharines",261, ,0,1,0,156,393,"Ferndale Elementary School",20071010
076,ST. CATHARINES,49,73,1,1,26,61,"St. Catharines",262, ,0,0,0,211,402,"Ferndale Elementary School",20071010
076,ST. CATHARINES,36,53,0,1,11,40,"St. Catharines",263, ,0,0,0,141,328,"Merritton Community Centre",20071010
076,ST. CATHARINES,45,59,2,0,10,44,"St. Catharines",264, ,0,2,0,162,390,"Ferndale Elementary School",20071010
076,ST. CATHARINES,22,25,1,0,5,24,"St. Catharines",265, ,1,0,0,78,262,"Ferndale Elementary School",20071010
076,ST. CATHARINES,33,90,2,1,12,49,"St. Catharines",266, ,1,0,0,188,380,"Applewood Public School",20071010
076,ST. CATHARINES,35,49,2,0,18,34,"St. Catharines",267, ,0,0,0,138,301,"Applewood Public School",20071010
076,ST. CATHARINES,20,49,0,0,14,33,"St. Catharines",268, ,0,0,0,116,254,"Southridge Community Church",20071010
076,ST. CATHARINES,19,76,1,1,11,64,"St. Catharines",269, ,0,1,1,174,304,"Southridge Community Church",20071010
076,ST. CATHARINES,28,32,0,0,7,24,"St. Catharines",270, ,0,0,0,91,254,"Merritton Community Centre",20071010
076,ST. CATHARINES,25,23,0,0,8,22,"St. Catharines",271, ,0,0,0,78,200,"Merritton Community Centre",20071010
076,ST. CATHARINES,50,67,6,0,8,42,"St. Catharines",272, ,0,0,0,173,384,"Merritton Community Centre",20071010
076,ST. CATHARINES,27,48,0,1,8,25,"St. Catharines",273A, ,0,1,0,110,262,"Applewood Public School",20071010
076,ST. CATHARINES,30,48,1,1,3,30,"St. Catharines",273B, ,1,0,0,114,249,"Applewood Public School",20071010
076,ST. CATHARINES,20,65,0,0,14,44,"St. Catharines",274, ,0,3,0,146,330,"Southridge Community Church",20071010
076,ST. CATHARINES,22,79,1,0,14,50,"St. Catharines",275, ,0,0,0,166,316,"Denis Morris Catholic High School",20071010
076,ST. CATHARINES,30,82,1,0,11,39,"St. Catharines",276, ,1,1,0,165,330,"Denis Morris Catholic High School",20071010
076,ST. CATHARINES,25,72,0,0,6,37,"St. Catharines",277, ,1,1,0,142,279,"Denis Morris Catholic High School",20071010
076,ST. CATHARINES,28,67,1,0,12,28,"St. Catharines",278, ,1,0,0,137,326,"Denis Morris Catholic High School",20071010
076,ST. CATHARINES,......................COMBINED WITH POLL 401 ....................,,,,,,"St. Catharines",400, ,,,,,,"Lockview Public School",20071010
076,ST. CATHARINES,38,69,1,0,10,45,"St. Catharines",401, ,0,0,0,163,334,"Parkwood Towers",20071010
076,ST. CATHARINES,..........................NO POLL HELD........................,,,,,,"St. Catharines",402, ,0,0,0,0,0,"",20071010
076,ST. CATHARINES,22,36,0,1,5,24,"St. Catharines",403, ,0,1,0,89,151,"Briarwood Apartments",20071010
076,ST. CATHARINES,21,48,0,1,6,31,"St. Catharines",404, ,0,0,0,107,176,"Vine Street Village",20071010
076,ST. CATHARINES,14,40,1,0,3,17,"St. Catharines",405, ,0,1,0,76,223,"Lincoln Centennial Public School",20071010
076,ST. CATHARINES,14,39,0,2,1,16,"St. Catharines",406, ,2,1,0,75,126,"Scottview Gardens",20071010
076,ST. CATHARINES,17,40,0,1,3,36,"St. Catharines",407, ,0,0,0,97,126,"The Parkland",20071010
076,ST. CATHARINES,10,44,1,0,3,28,"St. Catharines",408, ,0,0,0,86,122,"Geneva Court",20071010
076,ST. CATHARINES,20,30,2,1,3,22,"St. Catharines",409, ,0,0,0,78,120,"Geneva On The Park",20071010
076,ST. CATHARINES,14,24,0,0,2,24,"St. Catharines",410, ,0,0,0,64,142,"Lincoln Centennial Public School",20071010
076,ST. CATHARINES,30,23,1,1,5,20,"St. Catharines",411, ,1,0,0,81,137,"Ivanhoe Towers",20071010
076,ST. CATHARINES,15,25,1,1,4,8,"St. Catharines",412, ,0,0,0,54,112,"El Camino Apartments",20071010
076,ST. CATHARINES,17,36,0,1,9,29,"St. Catharines",413, ,1,0,0,93,124,"Yorkshire Apartments",20071010
076,ST. CATHARINES,16,20,1,0,0,3,"St. Catharines",414, ,0,0,0,40,123,"St. Alfred Catholic School",20071010
076,ST. CATHARINES,12,25,0,1,2,14,"St. Catharines",415, ,1,1,0,56,102,"The Chelsea",20071010
076,ST. CATHARINES,19,33,0,2,2,24,"St. Catharines",416, ,0,0,0,80,161,"Roehampton Place",20071010
076,ST. CATHARINES,22,53,0,1,9,37,"St. Catharines",417, ,2,0,0,124,153,"Meadowvale Condominiums",20071010
076,ST. CATHARINES,24,72,3,0,4,28,"St. Catharines",418, ,1,1,0,133,197,"Brockton Apartments",20071010
076,ST. CATHARINES,11,12,0,0,4,10,"St. Catharines",419, ,0,0,0,37,91,"Garden Terrace Apartments",20071010
076,ST. CATHARINES,8,21,0,0,4,8,"St. Catharines",420, ,3,0,0,44,102,"Valleyview",20071010
076,ST. CATHARINES,24,69,0,0,5,60,"St. Catharines",421, ,0,0,0,158,237,"Millrun Condominiums",20071010
076,ST. CATHARINES,19,58,0,1,6,17,"St. Catharines",422, ,1,2,0,104,162,"Gale Street Seniors' Complex",20071010
076,ST. CATHARINES,17,16,0,0,2,12,"St. Catharines",423, ,0,0,0,47,71,"Emerald Towers",20071010
076,ST. CATHARINES,19,36,1,0,1,30,"St. Catharines",424, ,2,0,0,89,134,"Glencourt Apartments",20071010
076,ST. CATHARINES,21,59,1,1,7,48,"St. Catharines",425, ,1,0,0,138,185,"Crown Towers",20071010
076,ST. CATHARINES,7,52,0,0,3,37,"St. Catharines",426, ,0,0,0,99,125,"South Gate Towers",20071010
076,ST. CATHARINES,11,46,0,0,8,39,"St. Catharines",427, ,0,1,0,105,159,"Canadian Towers",20071010
076,ST. CATHARINES,23,43,1,0,9,10,"St. Catharines",428, ,0,0,0,86,122,"Eden Gardens",20071010
076,ST. CATHARINES,14,41,1,0,6,26,"St. Catharines",429, ,0,0,0,88,118,"Centennial Towers",20071010
076,ST. CATHARINES,323,1376,16,6,138,767,"St. Catharines",Advanced Polls /  ADV001, ,6,3,0,2635,0,"Returning Office / Bureau du directeur du scrutin",20071010
076,ST. CATHARINES,67,346,1,3,28,236,"St. Catharines",Advanced Polls /  ADV002, ,0,0,0,681,0,"Armenian Community Centre",20071010
076,ST. CATHARINES,62,202,5,1,22,122,"St. Catharines",Advanced Polls /  ADV003, ,0,0,0,414,0,"Jack Gatecliff Arena",20071010
TOTALS:, ,7069,21029,267,139,3152,12864, , , , , , , , , , 
