ED_CODE,ED_NAME,BRISSON,D'ANDREA,FORD,MACDONALD,MCGUINTY,RAYMOND,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
064,OTTAWA SOUTH,2,18,13,1,56,60,"Ottawa",193A, ,2,0,0,152,377,"École Gabrielle-Roy",20071010
064,OTTAWA SOUTH,..........................NO POLL HELD........................,,,,,,"Ottawa",193B, ,0,0,0,0,0,"",20071010
064,OTTAWA SOUTH,1,11,17,4,82,70,"Ottawa",194A, ,1,0,0,186,349,"Tudor Hall",20071010
064,OTTAWA SOUTH,0,11,15,5,92,54,"Ottawa",194B, ,1,0,0,178,333,"Tudor Hall",20071010
064,OTTAWA SOUTH,0,15,14,6,106,92,"Ottawa",195, ,2,0,0,235,438,"Tudor Hall",20071010
064,OTTAWA SOUTH,0,8,5,5,89,65,"Ottawa",196A, ,0,1,0,173,341,"Tudor Hall",20071010
064,OTTAWA SOUTH,0,5,18,1,102,74,"Ottawa",196B, ,1,0,0,201,345,"Tudor Hall",20071010
064,OTTAWA SOUTH,1,18,12,2,119,69,"Ottawa",198, ,1,3,0,225,440,"Days Inn Ottawa Airport",20071010
064,OTTAWA SOUTH,..........................NO POLL HELD........................,,,,,,"Ottawa",199A, ,0,0,0,0,0,"",20071010
064,OTTAWA SOUTH,0,18,13,6,92,64,"Ottawa",199B, ,0,0,0,193,366,"École Gabrielle-Roy",20071010
064,OTTAWA SOUTH,1,4,8,3,28,51,"Ottawa",200, ,1,0,0,96,236,"Elizabeth Park Public School",20071010
064,OTTAWA SOUTH,1,9,13,0,34,35,"Ottawa",201, ,0,0,0,92,254,"Elizabeth Park Public School",20071010
064,OTTAWA SOUTH,2,3,3,3,19,29,"Ottawa",202, ,0,0,0,59,135,"Elizabeth Park Public School",20071010
064,OTTAWA SOUTH,0,8,3,0,95,82,"Ottawa",400, ,1,1,0,190,272,"Riviera Club Recreation Centre",20071010
064,OTTAWA SOUTH,1,6,9,4,119,76,"Ottawa",401, ,1,0,0,216,298,"Riviera Club Recreation Centre",20071010
064,OTTAWA SOUTH,3,27,9,1,67,27,"Ottawa",402, ,2,1,0,137,277,"Riverside Manor Apartments",20071010
064,OTTAWA SOUTH,6,37,15,3,100,32,"Ottawa",403, ,1,0,1,195,383,"Riverbreeze Apartments",20071010
064,OTTAWA SOUTH,1,25,22,2,88,41,"Ottawa",404, ,0,0,0,179,321,"Riverwood Apartments",20071010
064,OTTAWA SOUTH,1,6,2,1,113,80,"Ottawa",405, ,0,0,0,203,312,"Riviera Club Recreation Centre",20071010
064,OTTAWA SOUTH,2,27,10,4,62,12,"Ottawa",406, ,3,1,0,121,207,"Alta Vista Towers Apartments",20071010
064,OTTAWA SOUTH,4,14,3,2,35,18,"Ottawa",407, ,0,0,0,76,192,"Alta Vista Towers Apartments",20071010
064,OTTAWA SOUTH,3,10,2,2,33,14,"Ottawa",408, ,2,0,0,66,193,"Alta Vista Towers Apartments",20071010
064,OTTAWA SOUTH,0,18,15,2,88,24,"Ottawa",409, ,0,0,0,147,280,"Castleview Apartments",20071010
064,OTTAWA SOUTH,1,10,6,2,39,12,"Ottawa",410, ,0,0,0,70,135,"Riverside Towers",20071010
064,OTTAWA SOUTH,2,11,9,2,35,18,"Ottawa",411, ,2,1,0,80,147,"Riverside Towers",20071010
064,OTTAWA SOUTH,2,4,8,3,20,15,"Ottawa",412, ,0,0,0,52,103,"Russell Smyth Heights",20071010
064,OTTAWA SOUTH,4,6,4,4,69,23,"Ottawa",414, ,3,3,0,116,185,"Russell Manor Apartments",20071010
064,OTTAWA SOUTH,5,13,3,3,40,23,"Ottawa",415, ,0,0,0,87,208,"Russell Gate A Apartments",20071010
064,OTTAWA SOUTH,1,11,9,6,50,19,"Ottawa",416, ,0,1,1,98,272,"Russell Gate B Apartments",20071010
064,OTTAWA SOUTH,1,9,2,3,27,18,"Ottawa",417, ,0,0,0,60,108,"Jardins Russell Gardens Apartments",20071010
064,OTTAWA SOUTH,2,7,2,5,46,24,"Ottawa",418, ,1,0,0,87,208,"Jardins Russell Gardens Apartments",20071010
064,OTTAWA SOUTH,2,17,13,3,42,28,"Ottawa",419, ,0,0,0,105,160,"Avalon Park 2450",20071010
064,OTTAWA SOUTH,0,9,13,7,63,21,"Ottawa",420, ,2,0,0,115,171,"Avalon Park 2460",20071010
064,OTTAWA SOUTH,1,10,6,2,52,27,"Ottawa",421, ,0,0,0,98,182,"Avalon Park 2470",20071010
064,OTTAWA SOUTH,1,29,16,6,81,37,"Ottawa",422, ,3,3,0,176,288,"Faircrest Apartments",20071010
064,OTTAWA SOUTH,4,20,7,3,50,26,"Ottawa",423, ,0,0,0,110,169,"Rideau Park Towers",20071010
064,OTTAWA SOUTH,3,17,11,6,86,51,"Ottawa",424, ,0,1,0,175,265,"Frobisher Place Apartments",20071010
064,OTTAWA SOUTH,3,12,4,4,47,23,"Ottawa",425, ,0,1,0,94,200,"Pleasant Park Place Apartments",20071010
064,OTTAWA SOUTH,2,14,16,8,46,28,"Ottawa",426, ,0,0,0,114,189,"Pleasant Park Place South Apartments",20071010
064,OTTAWA SOUTH,..........................NO POLL HELD........................,,,,,,"Ottawa",427, ,0,0,0,0,0,"",20071010
064,OTTAWA SOUTH,..........................NO POLL HELD........................,,,,,,"Ottawa",428, ,0,0,0,0,0,"",20071010
064,OTTAWA SOUTH,..........................NO POLL HELD........................,,,,,,"Ottawa",429, ,0,0,0,0,0,"",20071010
064,OTTAWA SOUTH,1,11,7,1,67,30,"Ottawa",430, ,0,0,0,117,206,"Canterbury Square Apartments 830",20071010
064,OTTAWA SOUTH,2,4,10,2,54,42,"Ottawa",431, ,1,1,0,116,201,"Canterbury Square Apartments 850",20071010
064,OTTAWA SOUTH,..........................NO POLL HELD........................,,,,,,"Ottawa",432, ,0,0,0,0,0,"",20071010
064,OTTAWA SOUTH,3,13,10,1,72,51,"Ottawa",433, ,1,1,0,152,249,"Lord Halifax Tower B",20071010
064,OTTAWA SOUTH,1,39,14,2,80,22,"Ottawa",434, ,1,0,0,159,359,"Riverbank Apartments",20071010
064,OTTAWA SOUTH,2,16,5,12,62,13,"Ottawa",435, ,0,0,0,110,298,"Ville d'Ottawa/City of Ottawa",20071010
064,OTTAWA SOUTH,2,18,8,5,54,50,"Ottawa",436, ,0,0,0,137,249,"Playfair Tower Apartments",20071010
064,OTTAWA SOUTH,0,9,7,4,99,77,"Ottawa",437, ,0,0,0,196,248,"Vista on the Park",20071010
064,OTTAWA SOUTH,1,9,6,5,96,52,"Ottawa",438, ,0,1,1,171,251,"Playfair Apartments",20071010
064,OTTAWA SOUTH,5,26,11,8,74,52,"Ottawa",439, ,1,0,0,177,274,"Clementine Towers",20071010
064,OTTAWA SOUTH,0,16,16,0,43,21,"Ottawa",440, ,1,0,0,97,160,"The Waterford",20071010
064,OTTAWA SOUTH,..........................NO POLL HELD........................,,,,,,"Ottawa",441, ,0,0,0,0,0,"",20071010
064,OTTAWA SOUTH,..........................NO POLL HELD........................,,,,,,"Ottawa",443, ,0,0,0,0,0,"",20071010
064,OTTAWA SOUTH,5,7,7,2,46,32,"Ottawa",444, ,1,1,0,101,140,"Renaissance Apartments",20071010
064,OTTAWA SOUTH,1,10,4,0,38,23,"Ottawa",445, ,1,0,0,77,148,"Heron Road Multi-Service Centre",20071010
064,OTTAWA SOUTH,1,12,4,7,49,20,"Ottawa",446, ,2,0,0,95,233,"Delaware Apartments",20071010
064,OTTAWA SOUTH,2,12,4,1,58,15,"Ottawa",447, ,2,1,0,95,253,"Delaware Apartments",20071010
064,OTTAWA SOUTH,1,4,1,0,11,4,"Ottawa",448, ,0,0,0,21,112,"Cardinal Apartments",20071010
064,OTTAWA SOUTH,0,7,4,1,33,6,"Ottawa",449, ,0,0,0,51,156,"Cardinal Apartments",20071010
064,OTTAWA SOUTH,2,8,3,7,58,12,"Ottawa",450, ,2,2,0,94,213,"Cardinal Apartments",20071010
064,OTTAWA SOUTH,3,28,14,1,77,43,"Ottawa",451, ,0,0,0,166,304,"The Richlin",20071010
064,OTTAWA SOUTH,1,7,15,3,35,20,"Ottawa",453, ,0,0,0,81,134,"Fairlea Apartments",20071010
064,OTTAWA SOUTH,2,10,9,4,39,20,"Ottawa",454, ,0,0,0,84,180,"Villa Vista Apartments",20071010
064,OTTAWA SOUTH,0,12,2,2,40,26,"Ottawa",455, ,3,0,0,85,170,"Walkley Square Apartments",20071010
064,OTTAWA SOUTH,4,9,4,7,54,22,"Ottawa",456, ,1,0,0,101,225,"The Oaks Apartments",20071010
064,OTTAWA SOUTH,1,10,6,6,74,11,"Ottawa",457, ,0,0,3,111,221,"Heather Manor Apartments",20071010
064,OTTAWA SOUTH,1,9,3,1,90,52,"Ottawa",458, ,1,3,0,160,222,"Denbury Apartments",20071010
064,OTTAWA SOUTH,2,21,10,1,26,14,"Ottawa",459, ,0,0,0,74,169,"Viscount Apartments",20071010
064,OTTAWA SOUTH,0,27,12,4,52,16,"Ottawa",460, ,0,0,0,111,193,"Baron Apartments",20071010
064,OTTAWA SOUTH,1,18,11,1,36,16,"Ottawa",461, ,0,3,0,86,170,"Viceroy Apartments",20071010
064,OTTAWA SOUTH,1,28,10,3,60,38,"Ottawa",462, ,1,0,0,141,286,"Chancellor Apartments",20071010
064,OTTAWA SOUTH,3,7,7,3,56,78,"Ottawa",466, ,0,1,0,155,216,"Strathmore Towers B",20071010
064,OTTAWA SOUTH,2,12,3,4,58,68,"Ottawa",467, ,0,0,0,147,199,"Strathmore Towers A",20071010
064,OTTAWA SOUTH,1,7,6,3,62,30,"Ottawa",468, ,0,0,0,109,182,"Saratoga Apartments",20071010
064,OTTAWA SOUTH,0,21,5,3,35,44,"Ottawa",469, ,1,0,0,109,199,"Ascot Apartments",20071010
064,OTTAWA SOUTH,1,19,10,2,54,31,"Ottawa",470, ,2,1,0,120,224,"Woodbine Apartments",20071010
064,OTTAWA SOUTH,0,15,11,0,86,68,"Ottawa",471, ,0,0,0,180,264,"Atrium II",20071010
064,OTTAWA SOUTH,2,18,10,1,74,57,"Ottawa",472, ,0,0,0,162,277,"Atrium I",20071010
064,OTTAWA SOUTH,4,20,8,2,61,19,"Ottawa",473, ,0,0,0,114,170,"Royalton Place",20071010
064,OTTAWA SOUTH,0,9,5,2,23,11,"Ottawa",474, ,0,1,0,51,179,"Hunt Club Riverside Community Centre",20071010
064,OTTAWA SOUTH,..........................NO POLL HELD........................,,,,,,"Ottawa",476, ,0,0,0,0,0,"",20071010
064,OTTAWA SOUTH,1,6,4,2,117,97,"Ottawa",477, ,1,2,0,230,307,"Riverside Gate Apartments",20071010
064,OTTAWA SOUTH,0,11,4,2,80,59,"Ottawa",478, ,0,1,0,157,233,"Lord Halifax Tower A",20071010
064,OTTAWA SOUTH,0,18,7,3,44,17,"Ottawa",479, ,0,2,0,91,251,"The Oaks Apartments",20071010
064,OTTAWA SOUTH,11,118,127,19,1038,628,"Ottawa",Advanced Polls /  ADV001, ,5,1,0,1947,0,"Returning Office / Bureau du directeur du scrutin",20071010
064,OTTAWA SOUTH,5,60,65,9,536,331,"Ottawa",Advanced Polls /  ADV002, ,0,2,0,1008,0,"Greenboro Community Centre Communautaire",20071010
064,OTTAWA SOUTH,3,41,46,12,395,331,"Ottawa",Advanced Polls /  ADV003, ,0,1,0,829,0,"Hunt Club Riverside Community Centre",20071010
064,OTTAWA SOUTH,5,74,65,17,560,412,"Ottawa",Advanced Polls /  ADV004, ,4,1,0,1138,0,"Canterbury Recreational Complex",20071010
TOTALS:, ,384,4467,3902,927,24015,14206, , , , , , , , , , 
