ED_CODE,ED_NAME,BLAIND,GALT,RINALDI,SMITH TORRIE,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
058,NORTHUMBERLAND--QUINTE WEST,21,82,105,29,"Cobourg",205, ,0,0,0,237,461,"St. Mary's Secondary Cobourg",20071010
058,NORTHUMBERLAND--QUINTE WEST,36,36,53,17,"Cobourg",206, ,1,0,1,144,331,"St. Michael's Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,2,26,18,0,"Cobourg",207s, ,2,2,0,50,104,"Extendicare Landmark",20071010
058,NORTHUMBERLAND--QUINTE WEST,3,9,10,0,"Cobourg",208s, ,0,0,2,24,29,"Victoria Retirement Living",20071010
058,NORTHUMBERLAND--QUINTE WEST,21,31,68,21,"Cobourg",209, ,0,0,0,141,310,"St. Michael's Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,30,30,47,19,"Cobourg",210, ,0,0,0,126,296,"St. Michael's Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,4,8,13,3,"Cobourg",211s, ,0,0,0,28,61,"Streamway Villa",20071010
058,NORTHUMBERLAND--QUINTE WEST,26,23,54,23,"Cobourg",212, ,1,0,0,127,317,"St. Michael's Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,4,7,16,1,"Cobourg",213s, ,0,0,0,28,44,"Cobourg Retirement Residence",20071010
058,NORTHUMBERLAND--QUINTE WEST,25,17,21,8,"Cobourg",214, ,0,0,0,71,232,"Grant Sine Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,28,43,80,15,"Cobourg",215, ,0,2,0,168,316,"Columbus Community Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,35,40,64,36,"Cobourg",216, ,0,0,0,175,331,"C.R. Gummow Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,54,24,43,9,"Cobourg",217, ,0,0,0,130,314,"Grant Sine Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,19,35,51,17,"Cobourg",218, ,0,0,0,122,234,"C.R. Gummow Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,21,37,59,32,"Cobourg",219, ,0,1,0,150,284,"C.R. Gummow Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,37,26,65,17,"Cobourg",220, ,1,0,0,146,294,"C.R. Gummow Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,21,67,86,28,"Cobourg",221, ,2,0,0,204,425,"St. Mary's Secondary Cobourg",20071010
058,NORTHUMBERLAND--QUINTE WEST,27,59,96,25,"Cobourg",222, ,1,0,1,209,388,"Merwin Greer Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,26,71,108,21,"Cobourg",223, ,1,0,0,227,399,"Merwin Greer Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,8,22,16,12,"Cobourg",224, ,0,0,0,58,128,"Merwin Greer Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,26,66,76,18,"Port Hope",225, ,0,0,0,186,425,"Town Park Recreation Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,35,50,143,10,"Port Hope",226, ,0,0,0,238,448,"Port Hope High School",20071010
058,NORTHUMBERLAND--QUINTE WEST,21,35,89,8,"Port Hope",227, ,0,0,2,155,306,"Port Hope High School",20071010
058,NORTHUMBERLAND--QUINTE WEST,21,54,118,20,"Port Hope",228, ,2,2,0,217,404,"Port Hope High School",20071010
058,NORTHUMBERLAND--QUINTE WEST,40,54,91,14,"Port Hope",229, ,0,0,0,199,390,"Port Hope High School",20071010
058,NORTHUMBERLAND--QUINTE WEST,21,59,119,11,"Port Hope",230, ,2,0,0,212,364,"Port Hope High School",20071010
058,NORTHUMBERLAND--QUINTE WEST,36,54,113,8,"Port Hope",231, ,0,0,0,211,424,"Calvary Pentecostal Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,54,40,75,27,"Port Hope",232, ,0,0,1,197,407,"St. Mary's Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,32,28,90,34,"Port Hope",233, ,1,3,0,188,358,"St. Mary's Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,34,32,63,35,"Port Hope",234, ,0,0,0,164,299,"St. Mary's Elementary School",20071010
058,NORTHUMBERLAND--QUINTE WEST,26,45,94,19,"Port Hope",235, ,0,0,1,185,389,"Calvary Pentecostal Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,39,37,95,34,"Port Hope",236, ,2,0,0,207,416,"Port Hope United Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,20,32,65,25,"Port Hope",237, ,0,0,0,142,319,"Port Hope United Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,16,23,24,21,"Port Hope",238, ,0,2,0,86,212,"Port Hope United Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,22,53,63,9,"Port Hope",239, ,1,0,0,148,339,"Calvary Pentecostal Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,35,34,75,13,"Port Hope",240, ,1,0,0,158,350,"Town Park Recreation Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,27,21,37,15,"Port Hope",241, ,1,0,0,101,239,"Town Park Recreation Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,10,17,52,13,"Port Hope",242, ,0,0,0,92,292,"Calvary Pentecostal Church",20071010
058,NORTHUMBERLAND--QUINTE WEST,31,24,58,7,"Port Hope",243, ,1,0,0,121,348,"Town Park Recreation Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,1,10,10,4,"Port Hope",244s, ,0,1,1,27,92,"Community Nursing Home",20071010
058,NORTHUMBERLAND--QUINTE WEST,8,27,23,6,"Port Hope",245s, ,0,1,0,65,89,"Roseglen Village for Seniors",20071010
058,NORTHUMBERLAND--QUINTE WEST,29,28,62,31,"Port Hope",246, ,0,0,0,150,346,"Town Park Recreation Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,2,8,16,0,"Port Hope",247s, ,0,0,0,26,73,"Regency Manor",20071010
058,NORTHUMBERLAND--QUINTE WEST,4,20,22,5,"Port Hope",248s, ,3,7,0,61,124,"Extendicare Port Hope",20071010
058,NORTHUMBERLAND--QUINTE WEST,11,25,46,24,"Port Hope",249, ,1,0,0,107,282,"Town Park Recreation Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,29,33,61,19,"Port Hope",250, ,1,1,0,144,369,"Town Park Recreation Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,4,9,13,0,"Port Hope",251s, ,0,0,0,26,37,"The Tower of Port Hope",20071010
058,NORTHUMBERLAND--QUINTE WEST,53,33,113,20,"Port Hope",252, ,0,0,0,219,495,"Beatrice Strong Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,61,47,112,26,"Port Hope",253, ,0,0,0,246,542,"Beatrice Strong Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,26,71,94,19,"Cobourg",254, ,0,0,0,210,494,"Burnham School",20071010
058,NORTHUMBERLAND--QUINTE WEST,23,62,101,15,"Cobourg",255, ,0,2,0,203,406,"Burnham School",20071010
058,NORTHUMBERLAND--QUINTE WEST,41,34,48,17,"Cobourg",256, ,0,0,0,140,336,"Burnham School",20071010
058,NORTHUMBERLAND--QUINTE WEST,18,33,72,25,"Cobourg",257, ,2,0,0,150,363,"Burnham School",20071010
058,NORTHUMBERLAND--QUINTE WEST,18,47,81,13,"Cobourg",258, ,1,0,0,160,362,"Cobourg District Collegiate Institute West",20071010
058,NORTHUMBERLAND--QUINTE WEST,34,32,61,32,"Cobourg",259, ,1,0,0,160,366,"Cobourg District Collegiate Institute West",20071010
058,NORTHUMBERLAND--QUINTE WEST,17,35,74,30,"Cobourg",260, ,0,0,0,156,291,"Cobourg District Collegiate Institute West",20071010
058,NORTHUMBERLAND--QUINTE WEST,14,16,19,7,"Cobourg",261, ,0,1,0,57,189,"Cobourg District Collegiate Institute West",20071010
058,NORTHUMBERLAND--QUINTE WEST,15,47,97,29,"Cobourg",262, ,0,0,0,188,410,"Cobourg District Collegiate Institute West",20071010
058,NORTHUMBERLAND--QUINTE WEST,34,24,71,27,"Cobourg",263, ,1,0,0,157,338,"Cobourg Collegiate East",20071010
058,NORTHUMBERLAND--QUINTE WEST,27,53,78,25,"Cobourg",264, ,1,1,0,185,349,"Cobourg Collegiate East",20071010
058,NORTHUMBERLAND--QUINTE WEST,37,47,114,48,"Cobourg",265, ,0,1,0,247,418,"Cobourg Collegiate East",20071010
058,NORTHUMBERLAND--QUINTE WEST,22,66,139,18,"Cobourg",266, ,0,1,0,246,436,"Merwin Greer Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,28,52,84,17,"Port Hope",267, ,1,0,0,182,394,"George Hamilton Public School",20071010
058,NORTHUMBERLAND--QUINTE WEST,14,19,28,4,"Trenton",400, ,0,0,0,65,157,"50 Tripp Boulevard",20071010
058,NORTHUMBERLAND--QUINTE WEST,24,38,72,9,"Cobourg",401, ,0,1,0,144,212,"Legion Village",20071010
058,NORTHUMBERLAND--QUINTE WEST,270,868,1297,273,"Cobourg",Advanced Polls /  ADV001, ,7,0,0,2715,0,"Returning Office / Bureau du directeur du scrutin",20071010
058,NORTHUMBERLAND--QUINTE WEST,89,359,570,76,"Brighton",Advanced Polls /  ADV002, ,1,0,0,1095,0,"Brighton Health Services Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,134,632,862,83,"Trenton",Advanced Polls /  ADV003, ,5,4,0,1720,0,"City of Quinte West Municipal Office",20071010
058,NORTHUMBERLAND--QUINTE WEST,99,389,328,73,"Campbellford",Advanced Polls /  ADV004, ,1,0,0,890,0,"Campbellford Community Resource Centre",20071010
058,NORTHUMBERLAND--QUINTE WEST,93,257,407,68,"Port Hope",Advanced Polls /  ADV005, ,4,0,0,829,0,"Town Park Recreation Centre",20071010
TOTALS:, ,6492,15330,22287,5012, , , , , , , , , , 
