ED_CODE,ED_NAME,CRAITOR,MAVES,MULLEN,PICHÉ,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
054,NIAGARA FALLS,91,37,19,10,"Niagara Falls",225, ,3,1,0,161,361,"MacBain Community Centre",20071010
054,NIAGARA FALLS,42,25,18,15,"Niagara Falls",226, ,0,0,0,100,287,"MacBain Community Centre",20071010
054,NIAGARA FALLS,66,30,19,6,"Niagara Falls",227, ,0,2,0,123,312,"MacBain Community Centre",20071010
054,NIAGARA FALLS,99,45,27,28,"Niagara Falls",228, ,0,0,0,199,500,"Sacred Heart Catholic School",20071010
054,NIAGARA FALLS,68,46,13,6,"Niagara Falls",229, ,0,0,0,133,292,"Sacred Heart Catholic School",20071010
054,NIAGARA FALLS,12,9,1,1,"Niagara Falls",230s, ,0,0,0,23,30,"Willoughby Manor Retirement Home",20071010
054,NIAGARA FALLS,64,43,18,27,"Niagara Falls",231, ,0,0,0,152,347,"Sacred Heart Catholic School",20071010
054,NIAGARA FALLS,69,33,21,15,"Niagara Falls",232, ,0,0,0,138,385,"River View Elementary School",20071010
054,NIAGARA FALLS,106,92,23,26,"Niagara Falls",233, ,1,1,0,249,437,"River View Elementary School",20071010
054,NIAGARA FALLS,112,82,32,12,"Niagara Falls",234, ,0,1,0,239,399,"River View Elementary School",20071010
054,NIAGARA FALLS,4,6,0,1,"Niagara Falls",235s, ,0,1,0,12,17,"Chippawa Place",20071010
054,NIAGARA FALLS,99,52,28,28,"Niagara Falls",236, ,0,0,0,207,353,"Sacred Heart Catholic School",20071010
054,NIAGARA FALLS,100,43,13,10,"Niagara Falls",237, ,0,0,0,166,362,"F.J. Rutland Senior School",20071010
054,NIAGARA FALLS,70,30,19,18,"Niagara Falls",238, ,0,0,0,137,317,"Sacred Heart Catholic School",20071010
054,NIAGARA FALLS,23,14,3,3,"Niagara Falls",239s, ,0,1,0,44,154,"Bella Senior Care",20071010
054,NIAGARA FALLS,25,18,8,19,"Niagara Falls",240, ,0,0,0,70,208,"River View Elementary School",20071010
054,NIAGARA FALLS,75,77,32,14,"Niagara Falls",241, ,2,0,0,200,414,"F.J. Rutland Senior School",20071010
054,NIAGARA FALLS,68,65,27,20,"Niagara Falls",242, ,2,1,0,183,345,"Willoughby Fire Hall",20071010
054,NIAGARA FALLS,73,60,16,12,"Niagara Falls",243, ,7,0,0,168,356,"Arpad Park Community Centre",20071010
054,NIAGARA FALLS,60,42,15,4,"Niagara Falls",244, ,0,0,0,121,232,"Willoughby Fire Hall",20071010
054,NIAGARA FALLS,69,47,16,34,"Stevensville",245, ,0,0,0,166,346,"St. Joseph Separate School",20071010
054,NIAGARA FALLS,64,95,29,24,"Stevensville",246, ,2,0,0,214,414,"St. Joseph Separate School",20071010
054,NIAGARA FALLS,69,69,27,11,"Fort Erie",247, ,0,0,0,176,404,"Faith Reformed Church",20071010
054,NIAGARA FALLS,56,52,20,15,"Fort Erie",248, ,0,0,0,143,211,"Faith Reformed Church",20071010
054,NIAGARA FALLS,117,120,17,39,"Stevensville",249, ,1,1,0,295,466,"Black Creek Leisure Homes",20071010
054,NIAGARA FALLS,56,91,21,20,"Fort Erie",250, ,1,0,0,189,360,"Fraternal Order of Eagles #3155",20071010
054,NIAGARA FALLS,68,90,15,16,"Stevensville",251, ,0,2,0,191,388,"Stevensville Memorial Hall",20071010
054,NIAGARA FALLS,69,69,19,11,"Fort Erie",252, ,1,0,0,169,333,"Rose Seaton Elementary School",20071010
054,NIAGARA FALLS,44,76,25,25,"Stevensville",253, ,0,0,0,170,320,"Stevensville Memorial Hall",20071010
054,NIAGARA FALLS,33,80,16,27,"Stevensville",254, ,0,0,0,156,301,"Stevensville Memorial Hall",20071010
054,NIAGARA FALLS,46,47,3,23,"Fort Erie",255, ,0,0,0,119,308,"Rose Seaton Elementary School",20071010
054,NIAGARA FALLS,59,38,28,22,"Fort Erie",256, ,3,1,0,151,328,"Rose Seaton Elementary School",20071010
054,NIAGARA FALLS,46,33,11,16,"Fort Erie",257, ,0,1,0,107,273,"Rose Seaton Elementary School",20071010
054,NIAGARA FALLS,24,30,14,14,"Fort Erie",258, ,0,0,0,82,248,"Rose Seaton Elementary School",20071010
054,NIAGARA FALLS,46,37,11,14,"Fort Erie",259, ,0,0,0,108,298,"Rose Seaton Elementary School",20071010
054,NIAGARA FALLS,32,38,24,14,"Ridgeway",260, ,0,0,0,108,234,"St. John's Anglican Church",20071010
054,NIAGARA FALLS,21,22,5,19,"Fort Erie",261, ,1,0,0,68,246,"Fraternal Order of Eagles #3155",20071010
054,NIAGARA FALLS,73,35,21,18,"Fort Erie",262, ,3,0,0,150,322,"General Vanier Public School",20071010
054,NIAGARA FALLS,33,21,13,12,"Fort Erie",263, ,0,0,0,79,273,"Fort Erie Secondary School",20071010
054,NIAGARA FALLS,32,31,10,12,"Fort Erie",264, ,1,0,0,86,237,"General Vanier Public School",20071010
054,NIAGARA FALLS,44,24,16,20,"Fort Erie",265, ,1,0,0,105,281,"General Vanier Public School",20071010
054,NIAGARA FALLS,8,9,3,1,"Fort Erie",266s, ,1,0,0,22,78,"Gilmore Lodge",20071010
054,NIAGARA FALLS,43,31,8,15,"Fort Erie",267, ,0,1,0,98,240,"Fort Erie Secondary School",20071010
054,NIAGARA FALLS,0,2,1,0,"Fort Erie",268s, ,1,0,0,4,10,"Redstacks Limited",20071010
054,NIAGARA FALLS,28,30,9,14,"Fort Erie",269, ,1,0,0,82,279,"Fort Erie Secondary School",20071010
054,NIAGARA FALLS,51,79,26,29,"Stevensville",270, ,0,0,0,185,409,"Stevensville Memorial Hall",20071010
054,NIAGARA FALLS,49,50,12,14,"Fort Erie",271, ,0,0,0,125,252,"Garrison Road Public School",20071010
054,NIAGARA FALLS,46,40,12,14,"Fort Erie",272, ,0,0,0,112,311,"General Vanier Public School",20071010
054,NIAGARA FALLS,9,6,2,4,"Fort Erie",273s, ,0,0,1,22,34,"Niagara Health System-Douglas Memorial Hospital",20071010
054,NIAGARA FALLS,41,46,25,17,"Fort Erie",274, ,0,0,0,129,322,"Lions Douglas Heights Senior Centre",20071010
054,NIAGARA FALLS,15,9,1,3,"Fort Erie",275s, ,1,0,1,30,68,"Crescent Park Lodge",20071010
054,NIAGARA FALLS,60,39,13,22,"Fort Erie",276, ,1,0,1,136,277,"General Vanier Public School",20071010
054,NIAGARA FALLS,6,7,2,4,"Fort Erie",277s, ,0,0,0,19,93,"Maple Park Lodge",20071010
054,NIAGARA FALLS,32,45,15,21,"Fort Erie",278, ,0,0,0,113,232,"Lions Douglas Heights Senior Centre",20071010
054,NIAGARA FALLS,37,22,7,9,"Fort Erie",279, ,0,0,0,75,236,"General Vanier Public School",20071010
054,NIAGARA FALLS,22,20,9,17,"Fort Erie",280, ,0,1,0,69,206,"Lions Douglas Heights Senior Centre",20071010
054,NIAGARA FALLS,36,43,22,17,"Ridgeway",281, ,0,0,0,118,273,"All Nations Fellowship",20071010
054,NIAGARA FALLS,42,46,26,21,"Fort Erie",282, ,0,1,0,136,350,"Leisureplex",20071010
054,NIAGARA FALLS,60,55,10,25,"Fort Erie",283, ,0,1,0,151,372,"Garrison Road Public School",20071010
054,NIAGARA FALLS,75,47,23,14,"Fort Erie",284, ,0,0,0,159,348,"St. Philomena Catholic School",20071010
054,NIAGARA FALLS,54,45,10,23,"Fort Erie",285, ,0,0,0,132,361,"Royal Canadian Legion Branch 71",20071010
054,NIAGARA FALLS,10,10,1,3,"Fort Erie",286s, ,0,0,1,25,51,"Garrison Place Retirement Residence",20071010
054,NIAGARA FALLS,55,23,15,13,"Fort Erie",287, ,2,2,0,110,234,"Royal Canadian Legion Branch 71",20071010
054,NIAGARA FALLS,48,43,10,7,"Fort Erie",288, ,0,0,0,108,271,"Royal Canadian Legion Branch 71",20071010
054,NIAGARA FALLS,47,47,21,15,"Ridgeway",289, ,0,0,0,130,337,"All Nations Fellowship",20071010
054,NIAGARA FALLS,58,36,21,20,"Fort Erie",290, ,1,1,0,137,270,"St. Philomena Catholic School",20071010
054,NIAGARA FALLS,52,52,11,20,"Fort Erie",291, ,0,0,0,135,337,"St. Philomena Catholic School",20071010
054,NIAGARA FALLS,58,58,24,17,"Fort Erie",292, ,0,0,0,157,345,"St. Philomena Catholic School",20071010
054,NIAGARA FALLS,47,52,17,17,"Fort Erie",293, ,0,1,0,134,327,"St. Philomena Catholic School",20071010
054,NIAGARA FALLS,73,54,12,13,"Fort Erie",294, ,0,0,0,152,367,"Royal Canadian Legion Branch 71",20071010
054,NIAGARA FALLS,20,30,7,6,"Fort Erie",295, ,0,0,0,63,201,"Royal Canadian Legion Branch 71",20071010
054,NIAGARA FALLS,32,32,9,11,"Fort Erie",296, ,0,0,0,84,238,"Royal Canadian Legion Branch 71",20071010
054,NIAGARA FALLS,28,43,15,5,"Fort Erie",297, ,0,0,0,91,231,"Bertie Public School",20071010
054,NIAGARA FALLS,71,54,27,27,"Fort Erie",298, ,0,0,0,179,400,"Ridgeway Public School",20071010
054,NIAGARA FALLS,71,70,29,13,"Fort Erie",299, ,0,0,0,183,337,"Bertie Public School",20071010
054,NIAGARA FALLS,47,27,15,12,"Fort Erie",300, ,0,0,0,101,276,"Ridgeway Public School",20071010
054,NIAGARA FALLS,51,41,12,16,"Fort Erie",301, ,0,0,0,120,305,"Ridgeway Crystal Beach High School",20071010
054,NIAGARA FALLS,53,38,26,25,"Fort Erie",302, ,2,0,0,144,447,"Ridgeway Crystal Beach High School",20071010
054,NIAGARA FALLS,33,33,12,15,"Fort Erie",303, ,0,0,0,93,189,"Leisureplex",20071010
054,NIAGARA FALLS,50,49,16,10,"Fort Erie",304, ,0,0,0,125,289,"St. Philomena Catholic School",20071010
054,NIAGARA FALLS,35,41,18,15,"Fort Erie",305, ,2,0,0,111,319,"St. Philomena Catholic School",20071010
054,NIAGARA FALLS,32,40,15,16,"Fort Erie",306, ,0,0,1,104,262,"Royal Canadian Legion Branch 71",20071010
054,NIAGARA FALLS,34,29,5,8,"Fort Erie",307, ,0,0,0,76,215,"Royal Canadian Legion Branch 71",20071010
054,NIAGARA FALLS,43,50,19,9,"Fort Erie",308, ,0,2,0,123,312,"Ridgeway Public School",20071010
054,NIAGARA FALLS,62,46,16,12,"Crystal Beach",309, ,4,0,0,140,273,"Crystal Ridge Community Centre",20071010
054,NIAGARA FALLS,45,38,18,11,"Fort Erie",310, ,0,0,0,112,332,"Ridgeway Crystal Beach High School",20071010
054,NIAGARA FALLS,42,37,22,11,"Crystal Beach",311, ,0,0,0,112,311,"Crystal Ridge Community Centre",20071010
054,NIAGARA FALLS,29,36,17,24,"Crystal Beach",312, ,0,0,0,106,283,"Crystal Ridge Community Centre",20071010
054,NIAGARA FALLS,34,36,16,6,"Fort Erie",313, ,0,0,0,92,203,"Crystal Beach Public School",20071010
054,NIAGARA FALLS,23,30,17,10,"Fort Erie",314, ,0,0,0,80,174,"Crystal Beach Public School",20071010
054,NIAGARA FALLS,4,0,0,2,"Fort Erie",315s, ,0,0,1,7,16,"Eastwood Manor",20071010
054,NIAGARA FALLS,24,14,18,11,"Fort Erie",316, ,0,0,0,67,214,"Crystal Beach Public School",20071010
054,NIAGARA FALLS,45,32,14,20,"Fort Erie",317, ,0,0,0,111,244,"Crystal Beach Public School",20071010
054,NIAGARA FALLS,20,22,10,10,"Fort Erie",318, ,0,0,0,62,194,"Crystal Beach Public School",20071010
054,NIAGARA FALLS,26,12,12,10,"Crystal Beach",319, ,0,0,0,60,192,"St. George Catholic Elementary School",20071010
054,NIAGARA FALLS,41,24,12,15,"Crystal Beach",320, ,0,0,0,92,197,"St. George Catholic Elementary School",20071010
054,NIAGARA FALLS,34,25,11,23,"Crystal Beach",321, ,0,0,0,93,213,"Crystal Ridge Community Centre",20071010
054,NIAGARA FALLS,31,28,14,1,"Crystal Beach",322, ,0,0,0,74,133,"Crystal Ridge Community Centre",20071010
054,NIAGARA FALLS,..........................NO POLL HELD........................,,,,"Fort Erie",323, ,0,0,0,0,0,"",20071010
054,NIAGARA FALLS,11,18,8,15,"Crystal Beach",324, ,0,0,0,52,189,"Crystal Ridge Community Centre",20071010
054,NIAGARA FALLS,55,19,4,13,"Niagara Falls",400, ,2,0,0,93,125,"Stamford Court Apartments",20071010
054,NIAGARA FALLS,59,30,7,28,"Niagara Falls",401, ,0,3,0,127,186,"Buckley Towers",20071010
054,NIAGARA FALLS,27,29,5,9,"Fort Erie",402, ,0,1,0,71,109,"1 Albany Street",20071010
054,NIAGARA FALLS,874,517,155,122,"Niagara Falls",Advanced Polls /  ADV001, ,3,0,0,1671,0,"Returning Office / Bureau du directeur du scrutin",20071010
054,NIAGARA FALLS,306,147,32,23,"Niagara Falls",Advanced Polls /  ADV002, ,1,2,1,512,0,"Fairhaven Apartments",20071010
054,NIAGARA FALLS,44,63,9,8,"Stevensville",Advanced Polls /  ADV003, ,0,0,0,124,0,"Black Creek Community Center",20071010
054,NIAGARA FALLS,270,188,37,50,"Fort Erie",Advanced Polls /  ADV004, ,0,3,2,550,0,"Leisureplex",20071010
054,NIAGARA FALLS,299,294,60,34,"Niagara-On-The-Lake",Advanced Polls /  ADV005, ,7,0,0,694,0,"Courthouse Market Room",20071010
054,NIAGARA FALLS,149,120,24,49,"Crystal Beach",Advanced Polls /  ADV006, ,2,0,0,344,0,"Crystal Ridge Community Centre",20071010
054,NIAGARA FALLS,386,218,47,50,"Niagara Falls",Advanced Polls /  ADV007, ,2,1,1,705,0,"St. John's Evangelist Anglican Church",20071010
TOTALS:, ,22210,14540,5373,4605, , , , , , , , , , 
