ED_CODE,ED_NAME,CHLOBOWSKI,CHUDLEIGH,HEROUX,LAZARSKI,ZEMLAK,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
030,HALTON,13,58,23,0,70,"Burlington",245, ,0,0,0,164,367,"Appleby Ice Centre",20071010
030,HALTON,25,104,9,2,64,"Milton",246, ,1,0,0,205,357,"Mount Nemo Lodge",20071010
030,HALTON,12,54,16,0,40,"Milton",247, ,2,0,0,124,377,"Mount Nemo Lodge",20071010
030,HALTON,4,31,16,0,33,"Milton",248, ,1,0,0,85,286,"Mount Nemo Lodge",20071010
030,HALTON,16,69,26,4,108,"Burlington",249, ,3,1,0,227,451,"Notre Dame Secondary School",20071010
030,HALTON,23,99,15,2,114,"Burlington",250, ,0,0,0,253,491,"Notre Dame Secondary School",20071010
030,HALTON,20,99,15,1,95,"Burlington",251, ,0,1,0,231,436,"Notre Dame Secondary School",20071010
030,HALTON,23,75,7,1,87,"Burlington",252, ,0,1,0,194,437,"Notre Dame Secondary School",20071010
030,HALTON,24,98,21,1,110,"Burlington",253, ,0,0,0,254,459,"St. Paul the Apostle Catholic Parish",20071010
030,HALTON,13,75,15,0,82,"Burlington",254, ,0,2,2,189,408,"C.H. Norton Public School",20071010
030,HALTON,15,79,23,3,81,"Burlington",255, ,0,0,0,201,416,"Tansley United Church",20071010
030,HALTON,14,95,21,1,122,"Burlington",256, ,2,0,0,255,533,"Tansley United Church",20071010
030,HALTON,15,46,16,0,40,"Burlington",257, ,0,0,0,117,245,"C.H. Norton Public School",20071010
030,HALTON,18,93,12,1,60,"Burlington",258, ,0,0,1,185,351,"Tansley United Church",20071010
030,HALTON,26,91,16,0,91,"Burlington",259, ,0,0,0,224,417,"C.H. Norton Public School",20071010
030,HALTON,12,32,6,1,36,"Burlington",260, ,0,0,0,87,209,"C.H. Norton Public School",20071010
030,HALTON,8,50,8,2,42,"Burlington",261, ,6,0,1,117,235,"C.H. Norton Public School",20071010
030,HALTON,7,24,12,0,26,"Burlington",262, ,0,0,0,69,206,"Tansley United Church",20071010
030,HALTON,11,67,15,1,57,"Burlington",263, ,0,0,0,151,287,"Tansley United Church",20071010
030,HALTON,3,32,8,0,40,"Burlington",264, ,0,0,0,83,207,"North Burlington Baptist Church",20071010
030,HALTON,12,42,15,2,63,"Burlington",265, ,1,0,0,135,278,"North Burlington Baptist Church",20071010
030,HALTON,3,51,13,2,37,"Burlington",266s, ,1,1,0,108,150,"Heritage Place",20071010
030,HALTON,9,37,9,0,31,"Burlington",267, ,2,0,0,88,202,"North Burlington Baptist Church",20071010
030,HALTON,19,112,8,0,113,"Burlington",268, ,0,0,0,252,430,"Tansley Woods Community Centre",20071010
030,HALTON,2,16,4,1,2,"Burlington",269s, ,0,1,0,26,145,"Village of Tansley Woods",20071010
030,HALTON,16,48,14,0,56,"Burlington",270, ,0,0,0,134,305,"North Burlington Baptist Church",20071010
030,HALTON,13,53,16,1,52,"Burlington",271, ,1,0,0,136,344,"North Burlington Baptist Church",20071010
030,HALTON,14,141,10,1,106,"Burlington",272, ,0,0,0,272,496,"Tansley Woods Community Centre",20071010
030,HALTON,15,71,13,1,82,"Burlington",273, ,0,0,0,182,343,"North Burlington Baptist Church",20071010
030,HALTON,8,38,12,0,34,"Burlington",274, ,3,0,0,95,238,"Mainway Recreation Centre",20071010
030,HALTON,22,75,25,3,83,"Burlington",275, ,10,0,0,218,520,"Appleby Ice Centre",20071010
030,HALTON,16,106,25,7,100,"Burlington",276, ,0,1,2,257,477,"Notre Dame Secondary School",20071010
030,HALTON,12,90,17,0,88,"Burlington",277, ,0,1,1,209,426,"Notre Dame Secondary School",20071010
030,HALTON,24,88,29,1,96,"Burlington",278, ,0,0,0,238,480,"Notre Dame Secondary School",20071010
030,HALTON,16,97,23,4,103,"Burlington",279, ,1,1,0,245,492,"Notre Dame Secondary School",20071010
030,HALTON,15,83,24,2,85,"Burlington",280, ,1,1,0,211,463,"Notre Dame Secondary School",20071010
030,HALTON,23,87,21,0,53,"Burlington",281, ,0,0,0,184,382,"Notre Dame Secondary School",20071010
030,HALTON,16,89,17,1,125,"Burlington",282, ,1,0,0,249,537,"C.H. Norton Public School",20071010
030,HALTON,18,73,11,1,96,"Burlington",283, ,1,0,0,200,450,"C.H. Norton Public School",20071010
030,HALTON,11,41,18,0,41,"Burlington",284, ,2,0,0,113,268,"Mainway Recreation Centre",20071010
030,HALTON,7,72,14,2,62,"Milton",400, ,3,0,0,160,226,"100 Millside Drive - Village Park",20071010
030,HALTON,8,18,8,0,22,"Milton",401, ,0,0,0,56,176,"J.M. Denyes Public School",20071010
030,HALTON,3,30,13,3,31,"Milton",402, ,1,0,0,81,173,"80 Ontario Street North - Millgate Place",20071010
030,HALTON,8,25,8,0,26,"Milton",403, ,0,0,0,67,186,"St. Paul's United Church",20071010
030,HALTON,68,479,59,5,429,"Burlington",Advanced Polls /  ADV001, ,3,0,3,1046,0,"Returning Office / Bureau du directeur du scrutin",20071010
030,HALTON,26,151,32,1,116,"Campbellville",Advanced Polls /  ADV002, ,0,0,0,326,0,"Campbellville Lions Club Hall",20071010
030,HALTON,85,641,129,21,602,"Milton",Advanced Polls /  ADV003, ,2,1,2,1483,0,"Milton Sports Centre",20071010
030,HALTON,56,337,53,9,304,"Burlington",Advanced Polls /  ADV004, ,0,2,1,762,0,"Mainway Recreation Centre",20071010
030,HALTON,75,469,78,8,513,"Oakville",Advanced Polls /  ADV005, ,4,3,1,1151,0,"River Oaks Community Centre",20071010
TOTALS:, ,4376,22677,4160,487,22501, , , , , , , , , , 
