ED_CODE,ED_NAME,BENETEAU,DOHERTY,DOWNES,FOURNIER,GERRETSEN,RAPIN,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
036,KINGSTON AND THE ISLANDS,2,18,49,1,70,23,"Kingston",197, ,0,0,0,163,493,"Centennial Public School",20071010
036,KINGSTON AND THE ISLANDS,2,15,33,0,69,18,"Kingston",198, ,0,0,0,137,304,"Seniors Association Kingston Region",20071010
036,KINGSTON AND THE ISLANDS,6,14,33,0,68,28,"Kingston",199, ,1,1,0,151,301,"Centennial Public School",20071010
036,KINGSTON AND THE ISLANDS,0,16,26,1,73,39,"Kingston",200, ,1,0,0,156,256,"Kingston Alliance Church",20071010
036,KINGSTON AND THE ISLANDS,..........................NO POLL HELD........................,,,,,,"Kingston",201s, ,0,0,0,0,0,"",20071010
036,KINGSTON AND THE ISLANDS,0,28,27,0,50,23,"Kingston",202, ,1,0,0,129,254,"Kingston Alliance Church",20071010
036,KINGSTON AND THE ISLANDS,1,28,28,0,59,22,"Kingston",203, ,0,0,0,138,246,"Rideau Public School",20071010
036,KINGSTON AND THE ISLANDS,1,14,41,0,62,30,"Kingston",204, ,13,1,0,162,379,"Kingston Alliance Church",20071010
036,KINGSTON AND THE ISLANDS,1,47,40,0,102,38,"Kingston",205, ,0,1,0,229,364,"Winston Churchill Public School",20071010
036,KINGSTON AND THE ISLANDS,0,17,49,2,68,23,"Kingston",206, ,1,0,0,160,295,"Rideau Public School",20071010
036,KINGSTON AND THE ISLANDS,0,17,32,0,41,17,"Kingston",207, ,0,0,0,107,272,"Rideau Public School",20071010
036,KINGSTON AND THE ISLANDS,2,29,45,1,75,14,"Kingston",208, ,0,0,0,166,308,"Rideau Public School",20071010
036,KINGSTON AND THE ISLANDS,0,34,37,0,96,43,"Kingston",209, ,1,0,0,211,387,"Winston Churchill Public School",20071010
036,KINGSTON AND THE ISLANDS,3,16,38,0,59,15,"Kingston",210, ,0,1,0,132,257,"Rideau Public School",20071010
036,KINGSTON AND THE ISLANDS,0,31,53,1,50,23,"Kingston",211, ,0,0,0,158,290,"Rideau Public School",20071010
036,KINGSTON AND THE ISLANDS,0,29,36,0,65,32,"Kingston",212, ,0,0,0,162,422,"Winston Churchill Public School",20071010
036,KINGSTON AND THE ISLANDS,1,21,26,0,39,33,"Kingston",213, ,1,0,0,121,296,"Winston Churchill Public School",20071010
036,KINGSTON AND THE ISLANDS,3,26,44,0,46,18,"Kingston",214, ,0,1,0,138,271,"Princess Street United Church",20071010
036,KINGSTON AND THE ISLANDS,0,31,48,1,76,37,"Kingston",215, ,0,0,0,193,361,"St. Mark's Lutheran Church",20071010
036,KINGSTON AND THE ISLANDS,0,37,37,1,66,31,"Kingston",216, ,0,0,0,172,329,"Princess Street United Church",20071010
036,KINGSTON AND THE ISLANDS,0,26,38,0,38,20,"Kingston",217, ,1,0,1,124,308,"Kingston Memorial Centre",20071010
036,KINGSTON AND THE ISLANDS,0,38,35,0,52,21,"Kingston",218, ,3,0,0,149,313,"St. Mark's Lutheran Church",20071010
036,KINGSTON AND THE ISLANDS,0,21,31,0,27,6,"Kingston",219, ,0,1,0,86,239,"Kingston Memorial Centre",20071010
036,KINGSTON AND THE ISLANDS,0,33,19,0,51,20,"Kingston",220, ,4,0,0,127,402,"Princess Street United Church",20071010
036,KINGSTON AND THE ISLANDS,4,43,41,4,60,44,"Kingston",221, ,1,1,1,199,504,"Chalmers United Church",20071010
036,KINGSTON AND THE ISLANDS,0,18,49,0,52,14,"Kingston",222, ,0,0,0,133,378,"Kingston Memorial Centre",20071010
036,KINGSTON AND THE ISLANDS,0,20,24,1,48,20,"Kingston",223, ,2,0,1,116,262,"Princess Street United Church",20071010
036,KINGSTON AND THE ISLANDS,0,24,16,1,51,14,"Kingston",224, ,0,0,1,107,261,"Princess Street United Church",20071010
036,KINGSTON AND THE ISLANDS,0,27,37,0,71,33,"Kingston",225, ,2,1,0,171,418,"Chalmers United Church",20071010
036,KINGSTON AND THE ISLANDS,0,31,37,1,47,18,"Kingston",226, ,0,0,0,134,332,"St. Mary's Parish Centre",20071010
036,KINGSTON AND THE ISLANDS,0,16,34,1,29,10,"Kingston",227, ,0,2,2,94,236,"St. Mary's Parish Centre",20071010
036,KINGSTON AND THE ISLANDS,1,38,45,2,62,27,"Kingston",228, ,0,3,0,178,309,"Chalmers United Church",20071010
036,KINGSTON AND THE ISLANDS,0,25,42,2,34,12,"Kingston",229, ,0,0,0,115,221,"St. Mary's Parish Centre",20071010
036,KINGSTON AND THE ISLANDS,..........................NO POLL HELD........................,,,,,,"Kingston",230, ,0,0,0,0,0,"",20071010
036,KINGSTON AND THE ISLANDS,0,31,33,0,68,21,"Kingston",231, ,1,1,0,155,312,"St. Paul's Anglican Church",20071010
036,KINGSTON AND THE ISLANDS,0,32,62,1,37,16,"Kingston",232, ,0,0,0,148,257,"St. Mary's Parish Centre",20071010
036,KINGSTON AND THE ISLANDS,1,56,55,1,66,41,"Kingston",233, ,1,1,0,222,424,"Chalmers United Church",20071010
036,KINGSTON AND THE ISLANDS,..........................NO POLL HELD........................,,,,,,"Kingston",234, ,0,0,0,0,0,"",20071010
036,KINGSTON AND THE ISLANDS,6,4,21,1,66,20,"Kingston",235s, ,2,0,0,120,196,"Providence Manor",20071010
036,KINGSTON AND THE ISLANDS,0,20,35,2,50,22,"Kingston",236, ,0,1,0,130,245,"St. James Church Hall",20071010
036,KINGSTON AND THE ISLANDS,0,18,34,0,29,20,"Kingston",237, ,1,1,0,103,204,"St. Paul's Anglican Church",20071010
036,KINGSTON AND THE ISLANDS,..........................NO POLL HELD........................,,,,,,"Kingston",238s, ,0,0,0,0,0,"",20071010
036,KINGSTON AND THE ISLANDS,..........................NO POLL HELD........................,,,,,,"Kingston",239, ,0,0,0,0,0,"",20071010
036,KINGSTON AND THE ISLANDS,0,24,22,0,38,13,"Kingston",240, ,0,0,0,97,210,"St. James Church Hall",20071010
036,KINGSTON AND THE ISLANDS,1,26,43,0,44,15,"Kingston",241, ,0,0,0,129,310,"St. Paul's Anglican Church",20071010
036,KINGSTON AND THE ISLANDS,1,13,43,0,58,29,"Kingston",243, ,0,0,0,144,293,"City Hall",20071010
036,KINGSTON AND THE ISLANDS,1,32,44,0,61,23,"Kingston",244, ,0,0,0,161,397,"City Hall",20071010
036,KINGSTON AND THE ISLANDS,0,14,14,0,31,49,"Kingston",245, ,0,2,0,110,288,"Royal Military College",20071010
036,KINGSTON AND THE ISLANDS,0,12,24,0,35,37,"Kingston",246A, ,0,0,0,108,265,"École Lundy's Lane School",20071010
036,KINGSTON AND THE ISLANDS,0,21,23,0,65,38,"Kingston",246B, ,0,0,0,147,306,"École Lundy's Lane School",20071010
036,KINGSTON AND THE ISLANDS,2,9,19,0,74,37,"Kingston",247, ,0,0,0,141,280,"Frontenac Secondary School",20071010
036,KINGSTON AND THE ISLANDS,1,7,25,0,80,39,"Kingston",248, ,0,0,0,152,327,"J.R. Henderson Public School",20071010
036,KINGSTON AND THE ISLANDS,0,15,21,1,120,57,"Kingston",249, ,0,0,0,214,410,"J.R. Henderson Public School",20071010
036,KINGSTON AND THE ISLANDS,0,11,37,0,128,61,"Kingston",250, ,2,0,1,240,460,"J.R. Henderson Public School",20071010
036,KINGSTON AND THE ISLANDS,3,15,34,0,127,54,"Kingston",251, ,0,0,0,233,422,"Welborne Avenue Public School",20071010
036,KINGSTON AND THE ISLANDS,3,8,56,0,135,32,"Kingston",252, ,1,0,0,235,424,"J.R. Henderson Public School",20071010
036,KINGSTON AND THE ISLANDS,3,15,41,0,94,52,"Kingston",253, ,0,1,0,206,367,"Welborne Avenue Public School",20071010
036,KINGSTON AND THE ISLANDS,2,6,38,0,116,56,"Kingston",254, ,0,0,0,218,421,"Welborne Avenue Public School",20071010
036,KINGSTON AND THE ISLANDS,3,18,37,0,119,27,"Kingston",255, ,0,1,0,205,390,"J.R. Henderson Public School",20071010
036,KINGSTON AND THE ISLANDS,3,10,34,0,93,32,"Kingston",256, ,0,0,0,172,332,"Our Lady of Lourdes Church",20071010
036,KINGSTON AND THE ISLANDS,..........................NO POLL HELD........................,,,,,,"Kingston",257, ,0,0,0,0,0,"",20071010
036,KINGSTON AND THE ISLANDS,1,18,23,0,103,56,"Kingston",258, ,0,0,2,203,392,"Seniors Association Kingston Region",20071010
036,KINGSTON AND THE ISLANDS,2,9,21,0,20,11,"Kingston",259, ,0,0,0,63,230,"Seniors Association Kingston Region",20071010
036,KINGSTON AND THE ISLANDS,0,7,15,0,41,12,"Kingston",260, ,1,0,0,76,232,"Seniors Association Kingston Region",20071010
036,KINGSTON AND THE ISLANDS,3,24,37,2,50,25,"Kingston",261, ,0,0,0,141,363,"Seniors Association Kingston Region",20071010
036,KINGSTON AND THE ISLANDS,2,21,39,1,74,23,"Kingston",262, ,0,0,0,160,312,"Seniors Association Kingston Region",20071010
036,KINGSTON AND THE ISLANDS,0,15,24,0,39,19,"Kingston",263, ,0,0,0,97,262,"Portsmouth Olympic Harbour",20071010
036,KINGSTON AND THE ISLANDS,0,13,49,0,48,17,"Kingston",264, ,0,0,0,127,305,"Portsmouth Olympic Harbour",20071010
036,KINGSTON AND THE ISLANDS,1,24,27,1,33,26,"Kingston",265, ,1,0,1,114,333,"Jean Royce Hall",20071010
036,KINGSTON AND THE ISLANDS,0,34,35,0,121,44,"Kingston",266, ,1,0,0,235,386,"Winston Churchill Public School",20071010
036,KINGSTON AND THE ISLANDS,1,32,37,1,77,46,"Kingston",267A, ,0,1,1,196,285,"Victoria Hall",20071010
036,KINGSTON AND THE ISLANDS,1,39,34,0,80,42,"Kingston",267B, ,12,1,0,209,279,"Victoria Hall",20071010
036,KINGSTON AND THE ISLANDS,1,46,36,1,76,47,"Kingston",267C, ,0,0,0,207,283,"Victoria Hall",20071010
036,KINGSTON AND THE ISLANDS,0,31,31,1,65,32,"Kingston",268, ,1,0,0,161,409,"St. James Church Hall",20071010
036,KINGSTON AND THE ISLANDS,1,26,36,0,73,51,"Kingston",269A, ,0,0,2,189,377,"City Hall",20071010
036,KINGSTON AND THE ISLANDS,1,22,43,0,82,39,"Kingston",269B, ,3,2,0,192,403,"City Hall",20071010
036,KINGSTON AND THE ISLANDS,4,24,46,0,113,70,"Wolfe Island",271, ,1,1,1,260,389,"Wolfe Island Municipal Building",20071010
036,KINGSTON AND THE ISLANDS,1,9,38,0,111,52,"Kingston",272, ,0,0,0,211,417,"Welborne Avenue Public School",20071010
036,KINGSTON AND THE ISLANDS,4,14,29,1,125,78,"Kingston",273, ,1,0,0,252,411,"St. Andrew's By-The-Lake United Church",20071010
036,KINGSTON AND THE ISLANDS,1,14,45,0,120,47,"Kingston",274, ,1,0,1,229,396,"Welborne Avenue Public School",20071010
036,KINGSTON AND THE ISLANDS,0,9,32,1,70,21,"Kingston",275, ,0,0,0,133,283,"St. Andrew's By-The-Lake United Church",20071010
036,KINGSTON AND THE ISLANDS,1,15,14,0,69,44,"Kingston",276, ,0,0,0,143,275,"Portsmouth Olympic Harbour",20071010
036,KINGSTON AND THE ISLANDS,3,4,8,0,24,11,"Kingston",277s, ,0,0,2,52,84,"Providence Centre",20071010
036,KINGSTON AND THE ISLANDS,1,12,31,2,49,35,"Kingston",278, ,0,0,0,130,269,"Portsmouth Olympic Harbour",20071010
036,KINGSTON AND THE ISLANDS,3,53,44,0,85,30,"Kingston",279, ,0,0,1,216,383,"Portsmouth Olympic Harbour",20071010
036,KINGSTON AND THE ISLANDS,1,4,9,0,17,16,"Kingston",279-1s, ,0,0,0,47,64,"Providence Centre, St. Mary's Site",20071010
036,KINGSTON AND THE ISLANDS,1,35,43,1,95,53,"Kingston",280, ,1,2,0,231,449,"Portsmouth Olympic Harbour",20071010
036,KINGSTON AND THE ISLANDS,1,29,33,2,103,57,"Kingston",281, ,1,0,0,226,375,"St. Andrew's By-The-Lake United Church",20071010
036,KINGSTON AND THE ISLANDS,1,8,28,0,86,42,"Kingston",282, ,0,0,0,165,350,"St. Andrew's By-The-Lake United Church",20071010
036,KINGSTON AND THE ISLANDS,1,16,34,0,118,21,"Wolfe Island",283, ,0,0,0,190,314,"Sacred Heart School",20071010
036,KINGSTON AND THE ISLANDS,0,10,19,0,50,19,"Wolfe Island",284, ,0,2,0,100,183,"Sacred Heart School",20071010
036,KINGSTON AND THE ISLANDS,..........................NO POLL HELD........................,,,,,,"Kingston",285, ,0,0,0,0,0,"",20071010
036,KINGSTON AND THE ISLANDS,1,4,13,1,44,19,"Kingston",400, ,0,0,0,82,115,"L'Hermitage West",20071010
036,KINGSTON AND THE ISLANDS,0,8,22,0,59,33,"Kingston",401, ,0,0,0,122,148,"L'Hermitage East",20071010
036,KINGSTON AND THE ISLANDS,0,2,5,0,16,4,"Kingston",402, ,0,0,0,27,124,"The Kingstonian",20071010
036,KINGSTON AND THE ISLANDS,0,8,50,0,53,24,"Kingston",403, ,0,0,0,135,259,"John Counter Place",20071010
036,KINGSTON AND THE ISLANDS,1,6,24,0,47,9,"Kingston",404, ,0,0,0,87,144,"Village on the River",20071010
036,KINGSTON AND THE ISLANDS,3,4,30,0,47,12,"Kingston",405, ,0,0,0,96,137,"Village on the River",20071010
036,KINGSTON AND THE ISLANDS,0,7,13,0,28,13,"Kingston",406, ,0,0,0,61,167,"Bayridge Court",20071010
036,KINGSTON AND THE ISLANDS,1,6,16,0,22,12,"Kingston",407, ,9,0,0,66,126,"Pembridge Square",20071010
036,KINGSTON AND THE ISLANDS,..........................NO POLL HELD........................,,,,,,"Kingston",408, ,0,0,0,0,0,"",20071010
036,KINGSTON AND THE ISLANDS,0,4,6,0,31,12,"Kingston",409, ,0,0,0,53,98,"Frontenac Apartments",20071010
036,KINGSTON AND THE ISLANDS,2,2,24,0,40,18,"Kingston",410, ,0,0,0,86,153,"The Overlook Apartments",20071010
036,KINGSTON AND THE ISLANDS,3,5,27,0,46,12,"Kingston",411, ,0,0,0,93,132,"Glengarry Apartments",20071010
036,KINGSTON AND THE ISLANDS,1,9,16,0,54,12,"Kingston",412, ,0,0,0,92,131,"Macdonald Apartments",20071010
036,KINGSTON AND THE ISLANDS,0,6,18,0,46,18,"Kingston",413, ,0,0,0,88,158,"Forsythe Apartments",20071010
036,KINGSTON AND THE ISLANDS,2,8,18,0,50,13,"Kingston",414, ,1,0,1,93,161,"Selkirk Apartments",20071010
036,KINGSTON AND THE ISLANDS,1,4,27,0,44,22,"Kingston",415, ,0,0,0,98,136,"Country Club Towers",20071010
036,KINGSTON AND THE ISLANDS,2,13,31,0,34,14,"Kingston",416, ,0,1,0,95,201,"Green Park II",20071010
036,KINGSTON AND THE ISLANDS,0,4,15,1,23,12,"Kingston",417, ,0,0,0,55,103,"Green Park I",20071010
036,KINGSTON AND THE ISLANDS,0,3,19,1,40,13,"Kingston",418, ,0,0,0,76,125,"Parkview Apartments",20071010
036,KINGSTON AND THE ISLANDS,1,4,18,2,38,22,"Kingston",419, ,0,0,0,85,149,"Portsmouth Place West",20071010
036,KINGSTON AND THE ISLANDS,0,8,20,0,41,26,"Kingston",420, ,0,0,0,95,151,"Portsmouth Place East",20071010
036,KINGSTON AND THE ISLANDS,3,4,24,0,33,11,"Kingston",421, ,0,0,1,76,144,"Park Regency Apartments",20071010
036,KINGSTON AND THE ISLANDS,2,11,24,0,55,14,"Kingston",422, ,0,0,0,106,192,"Victoria Apartments",20071010
036,KINGSTON AND THE ISLANDS,0,4,17,0,36,8,"Kingston",424, ,2,1,0,68,110,"Skyline Apartments",20071010
036,KINGSTON AND THE ISLANDS,2,1,10,0,25,4,"Kingston",425, ,2,1,0,45,92,"John J. French Tower",20071010
036,KINGSTON AND THE ISLANDS,1,3,13,0,56,37,"Kingston",426, ,0,0,0,110,158,"Locomotive Works",20071010
036,KINGSTON AND THE ISLANDS,0,1,10,1,36,26,"Kingston",427, ,0,0,0,74,116,"Richardson Wharf",20071010
036,KINGSTON AND THE ISLANDS,0,10,17,1,58,25,"Kingston",428, ,0,0,0,111,163,"The Waterside",20071010
036,KINGSTON AND THE ISLANDS,1,7,23,0,16,9,"Kingston",429, ,0,0,0,56,119,"Bradstreet Apartments",20071010
036,KINGSTON AND THE ISLANDS,1,7,18,0,53,17,"Kingston",430, ,0,0,0,96,173,"Shipyards",20071010
036,KINGSTON AND THE ISLANDS,0,5,8,0,31,19,"Kingston",431s, ,2,1,0,66,74,"St. Lawrence Place",20071010
036,KINGSTON AND THE ISLANDS,1,9,15,1,54,44,"Kingston",432, ,1,0,0,125,181,"Harbour Place",20071010
036,KINGSTON AND THE ISLANDS,0,6,26,1,37,19,"Kingston",433, ,0,1,0,90,149,"Portsmouth Place Centre",20071010
036,KINGSTON AND THE ISLANDS,15,104,297,7,773,326,"Kingston",Advanced Polls /  ADV001, ,4,1,0,1527,0,"Returning Office / Bureau du directeur du scrutin",20071010
036,KINGSTON AND THE ISLANDS,5,78,190,1,301,111,"Kingston",Advanced Polls /  ADV002, ,0,0,0,686,0,"Artillery Park Aquatic Centre",20071010
036,KINGSTON AND THE ISLANDS,1,28,67,2,201,118,"Kingston",Advanced Polls /  ADV003, ,0,0,1,418,0,"Cataraqui Community Centre",20071010
036,KINGSTON AND THE ISLANDS,2,63,100,0,350,171,"Kingston",Advanced Polls /  ADV004, ,0,0,0,686,0,"Portsmouth Olympic Harbour",20071010
036,KINGSTON AND THE ISLANDS,11,62,199,4,843,388,"Kingston",Advanced Polls /  ADV005, ,0,3,0,1510,0,"Our Lady of Lourdes Church",20071010
036,KINGSTON AND THE ISLANDS,11,50,161,0,494,238,"Kingston",Advanced Polls /  ADV006, ,2,0,0,956,0,"St. Margaret's United Church",20071010
036,KINGSTON AND THE ISLANDS,2,24,46,0,152,147,"Kingston",Advanced Polls /  ADV007, ,0,1,0,372,0,"St. Martha Catholic School",20071010
TOTALS:, ,419,4321,10129,137,23277,11001, , , , , , , , , , 
