ED_CODE,ED_NAME,CHAPMAN,MAYNARD,O'NEAIL,RAMAL,SINAN,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
043,LONDON--FANSHAWE,7,14,8,11,0,"London",402, ,0,0,0,40,58,"Fanshawe College",20071010
043,LONDON--FANSHAWE,13,35,3,29,1,"London",403, ,0,2,0,83,139,"London Middlesex Housing Corporation",20071010
043,LONDON--FANSHAWE,6,21,2,19,0,"London",404, ,0,0,0,48,122,"Victory Heights Baptist Church",20071010
043,LONDON--FANSHAWE,37,35,12,54,0,"London",405, ,0,1,0,139,237,"Rivers Edge Condominiums",20071010
043,LONDON--FANSHAWE,18,15,8,30,1,"London",406, ,0,0,0,72,219,"C. C. Carrothers Public School",20071010
043,LONDON--FANSHAWE,11,8,1,11,0,"London",407, ,0,0,0,31,136,"C. C. Carrothers Public School",20071010
043,LONDON--FANSHAWE,8,15,5,25,0,"London",408, ,0,0,0,53,143,"Faith Lutheran Church",20071010
043,LONDON--FANSHAWE,17,16,3,22,0,"London",409, ,0,0,0,58,129,"Faith Lutheran Church",20071010
043,LONDON--FANSHAWE,16,8,6,20,0,"London",410, ,1,0,0,51,139,"Faith Lutheran Church",20071010
043,LONDON--FANSHAWE,19,27,7,31,0,"London",411, ,0,1,0,85,211,"Cleardale Public School",20071010
043,LONDON--FANSHAWE,22,12,3,25,0,"London",412, ,0,0,0,62,128,"Cleardale Public School",20071010
043,LONDON--FANSHAWE,17,14,6,24,0,"London",413, ,1,0,0,62,186,"Cleardale Public School",20071010
043,LONDON--FANSHAWE,10,16,4,18,1,"London",414, ,0,0,0,49,177,"Cleardale Public School",20071010
043,LONDON--FANSHAWE,8,9,3,13,1,"London",415, ,0,0,0,34,115,"White Oaks United Church",20071010
043,LONDON--FANSHAWE,8,14,7,18,1,"London",416, ,0,0,0,48,141,"White Oaks United Church",20071010
043,LONDON--FANSHAWE,498,393,68,524,3,"London",Advanced Polls /  ADV001, ,5,3,4,1498,0,"Returning Office / Bureau du directeur du scrutin",20071010
043,LONDON--FANSHAWE,412,233,66,518,4,"London",Advanced Polls /  ADV002, ,2,0,1,1236,0,"Best Western Lamplighter Inn",20071010
043,LONDON--FANSHAWE,44,63,30,50,0,"London",Advanced Polls /  ADV003, ,1,0,0,188,0,"Fanshawe College",20071010
TOTALS:, ,9760,9350,2548,13742,129, , , , , , , , , , 
