ED_CODE,ED_NAME,HILLIER,MONTPELLIER,POSTMA,SUTHERLAND,WILSON,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
041,LANARK--FRONTENAC--LENNOX AND ,31,17,0,18,91,"Inverary",191, ,0,1,0,158,373,"Inverary United Church Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,54,16,2,37,123,"Inverary",192, ,0,0,0,232,519,"Inverary United Church Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,42,12,1,16,33,"Battersea",193, ,0,0,0,104,284,"Storrington Township Office",20071010
041,LANARK--FRONTENAC--LENNOX AND ,51,3,0,20,53,"Roblin",194, ,0,0,0,127,286,"Roblin Wesleyan Church",20071010
041,LANARK--FRONTENAC--LENNOX AND ,45,8,2,16,38,"Roblin",195, ,1,0,0,110,363,"Roblin Wesleyan Church",20071010
041,LANARK--FRONTENAC--LENNOX AND ,36,8,0,60,85,"Newburgh",196, ,0,0,0,189,368,"Newburgh Community Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,35,17,4,25,81,"Newburgh",197, ,0,0,1,163,352,"Newburgh Community Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,53,11,0,36,73,"Odessa",198, ,0,1,0,174,416,"Odessa Fairgrounds Palace",20071010
041,LANARK--FRONTENAC--LENNOX AND ,59,14,3,27,93,"Odessa",199, ,0,0,0,196,461,"Odessa Fairgrounds Palace",20071010
041,LANARK--FRONTENAC--LENNOX AND ,59,5,2,13,67,"Greater Napanee",200, ,0,0,0,146,341,"Strathcona Paper Centre",20071010
041,LANARK--FRONTENAC--LENNOX AND ,8,0,0,2,17,"Selby",201s, ,0,3,0,30,76,"Village Green Nursing Home",20071010
041,LANARK--FRONTENAC--LENNOX AND ,30,4,2,17,41,"Napanee",202, ,0,0,0,94,285,"Jubilee Seniors Apartments",20071010
041,LANARK--FRONTENAC--LENNOX AND ,32,11,1,21,51,"Greater Napanee",203, ,1,0,0,117,284,"Strathcona Paper Centre",20071010
041,LANARK--FRONTENAC--LENNOX AND ,22,6,0,7,29,"Greater Napanee",204, ,0,0,1,65,242,"Strathcona Paper Centre",20071010
041,LANARK--FRONTENAC--LENNOX AND ,49,8,2,21,80,"Greater Napanee",205, ,0,0,0,160,387,"Strathcona Paper Centre",20071010
041,LANARK--FRONTENAC--LENNOX AND ,72,14,2,35,102,"Greater Napanee",206, ,2,4,0,231,555,"Strathcona Paper Centre",20071010
041,LANARK--FRONTENAC--LENNOX AND ,49,4,1,16,50,"Napanee",207, ,0,0,0,120,308,"Napanee Lions Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,48,11,3,16,80,"Greater Napanee",208, ,0,0,0,158,384,"Strathcona Paper Centre",20071010
041,LANARK--FRONTENAC--LENNOX AND ,51,11,1,19,84,"Greater Napanee",209, ,0,0,0,166,478,"Strathcona Paper Centre",20071010
041,LANARK--FRONTENAC--LENNOX AND ,29,9,3,29,68,"Odessa",210, ,0,0,1,139,355,"Odessa Fairgrounds Palace",20071010
041,LANARK--FRONTENAC--LENNOX AND ,38,11,9,26,79,"Odessa",211, ,0,1,0,164,421,"Odessa Fairgrounds Palace",20071010
041,LANARK--FRONTENAC--LENNOX AND ,39,4,2,24,67,"Odessa",212, ,1,0,0,137,366,"Odessa Fairgrounds Palace",20071010
041,LANARK--FRONTENAC--LENNOX AND ,14,2,3,24,46,"Amherstview",213, ,0,1,0,90,275,"Amherstview Lions Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,58,9,2,15,47,"Greater Napanee",214, ,0,3,0,134,334,"Strathcona Paper Centre",20071010
041,LANARK--FRONTENAC--LENNOX AND ,41,9,1,22,56,"Napanee",215, ,0,0,0,129,290,"The Riverine",20071010
041,LANARK--FRONTENAC--LENNOX AND ,68,12,3,29,114,"Napanee",216, ,1,1,0,228,508,"Masonic Hall Napanee",20071010
041,LANARK--FRONTENAC--LENNOX AND ,17,1,1,0,12,"Napanee",217s, ,1,0,0,32,165,"The John M. Parrott Centre",20071010
041,LANARK--FRONTENAC--LENNOX AND ,50,10,2,16,85,"Napanee",218, ,3,0,0,166,375,"The Riverine",20071010
041,LANARK--FRONTENAC--LENNOX AND ,..........................NO POLL HELD........................,,,,,"Napanee",219s, ,0,0,0,0,0,"",20071010
041,LANARK--FRONTENAC--LENNOX AND ,30,15,0,15,86,"Greater Napanee",220, ,0,0,0,146,377,"Strathcona Paper Centre",20071010
041,LANARK--FRONTENAC--LENNOX AND ,17,3,1,3,39,"Napanee",221s, ,1,3,0,67,96,"The Riverine",20071010
041,LANARK--FRONTENAC--LENNOX AND ,37,5,1,14,31,"Greater Napanee",222, ,0,0,0,88,304,"Strathcona Paper Centre",20071010
041,LANARK--FRONTENAC--LENNOX AND ,..........................NO POLL HELD........................,,,,,"Napanee",223s, ,0,0,0,0,0,"",20071010
041,LANARK--FRONTENAC--LENNOX AND ,41,15,2,27,69,"Napanee",224, ,0,0,0,154,374,"Masonic Hall Napanee",20071010
041,LANARK--FRONTENAC--LENNOX AND ,47,9,1,14,87,"Napanee",225, ,0,0,0,158,339,"Masonic Hall Napanee",20071010
041,LANARK--FRONTENAC--LENNOX AND ,24,8,2,19,45,"Greater Napanee",226, ,1,0,0,99,291,"Strathcona Paper Centre",20071010
041,LANARK--FRONTENAC--LENNOX AND ,..........................NO POLL HELD........................,,,,,"Napanee",227s, ,0,0,0,0,0,"",20071010
041,LANARK--FRONTENAC--LENNOX AND ,24,5,0,17,54,"Greater Napanee",228, ,0,0,0,100,292,"Strathcona Paper Centre",20071010
041,LANARK--FRONTENAC--LENNOX AND ,18,3,1,8,23,"Napanee",229, ,0,0,0,53,192,"Napanee Lions Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,13,12,0,8,30,"Napanee",230, ,0,0,0,63,247,"Napanee Lions Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,73,10,4,19,70,"Napanee",231, ,0,0,0,176,453,"Napanee Lions Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,66,12,0,17,115,"Napanee",232, ,2,0,0,212,436,"Napanee Lions Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,52,5,2,34,105,"Napanee",233, ,0,1,0,199,362,"Napanee Lions Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,50,8,1,28,63,"Napanee",234, ,0,0,0,150,354,"Napanee Lions Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,44,4,0,9,57,"Napanee",235, ,0,0,1,115,298,"Napanee Lions Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,56,14,2,25,88,"Odessa",236, ,0,0,0,185,413,"Odessa Fairgrounds Palace",20071010
041,LANARK--FRONTENAC--LENNOX AND ,45,7,1,35,84,"Bath",237, ,1,0,0,173,396,"St. John's Memorial Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,65,8,1,27,125,"Bath",238, ,1,1,0,228,543,"Royal Canadian Legion - Branch 623",20071010
041,LANARK--FRONTENAC--LENNOX AND ,45,9,1,19,107,"Bath",239, ,1,0,0,182,356,"Royal Canadian Legion - Branch 623",20071010
041,LANARK--FRONTENAC--LENNOX AND ,42,12,2,24,95,"Amherstview",240, ,0,0,0,175,380,"Amherstview Lions Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,7,0,1,4,28,"Amherstview",241s, ,0,1,0,41,193,"Helen Henderson Care Centre",20071010
041,LANARK--FRONTENAC--LENNOX AND ,39,9,3,23,137,"Amherstview",242, ,0,0,0,211,437,"Amherstview Community Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,32,5,2,12,108,"Amherstview",243, ,0,0,0,159,316,"Amherstview Community Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,41,10,0,28,131,"Amherstview",244, ,0,0,0,210,367,"Amherstview Community Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,7,3,0,1,12,"Amherstview",245s, ,0,1,0,24,113,"Briargate Retirement Living Centre",20071010
041,LANARK--FRONTENAC--LENNOX AND ,39,7,5,24,91,"Amherstview",246, ,0,0,0,166,458,"Amherstview Community Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,33,6,0,17,89,"Amherstview",247, ,0,1,0,146,268,"Amherstview Community Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,27,1,2,17,68,"Amherstview",248, ,0,0,0,115,269,"Amherstview Community Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,16,3,2,11,63,"Amherstview",249, ,0,0,1,96,244,"Amherstview Community Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,22,6,2,14,104,"Amherstview",250, ,0,0,0,148,306,"Amherstview Community Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,21,3,1,12,77,"Amherstview",251, ,0,0,0,114,259,"Amherstview Community Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,31,8,0,25,83,"Amherstview",252, ,0,1,0,148,310,"Amherstview Community Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,28,9,3,21,109,"Amherstview",253, ,0,1,0,171,398,"Amherstview Community Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,41,12,1,27,96,"Amherstview",254, ,0,0,0,177,467,"Amherstview Community Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,9,1,2,1,10,"Napanee",255s, ,0,0,0,23,57,"Friendly Manor Nursing Home",20071010
041,LANARK--FRONTENAC--LENNOX AND ,64,10,3,14,84,"Napanee",256, ,0,0,0,175,322,"Napanee Lions Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,40,7,0,14,62,"Napanee",257, ,0,0,0,123,243,"Napanee Lions Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,60,7,0,25,71,"Napanee",258, ,0,0,0,163,343,"South Fredericksburgh Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,101,19,2,22,150,"Bath",259, ,0,0,0,294,472,"St. John's Memorial Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,79,7,1,18,95,"Bath",260, ,0,1,0,201,368,"St. John's Memorial Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,42,12,3,25,92,"Bath",261, ,1,0,0,175,381,"St. John's Memorial Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,80,6,2,22,112,"Napanee",262, ,0,0,0,222,435,"Hay Bay Evangelical Alliance Church",20071010
041,LANARK--FRONTENAC--LENNOX AND ,33,8,0,22,71,"Napanee",263, ,0,0,0,134,267,"South Fredericksburgh Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,24,9,0,14,66,"Napanee",264, ,1,0,0,114,212,"South Fredericksburgh Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,43,13,3,43,137,"Amherst Island",265, ,0,2,0,241,370,"Amherst Island Ferry Office",20071010
041,LANARK--FRONTENAC--LENNOX AND ,73,12,2,26,107,"Bath",266, ,0,1,0,221,406,"Adolphustown United Empire Loyalists Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,357,59,8,122,526,"Napanee",Advanced Polls /  ADV001, ,1,1,0,1074,0,"Returning Office / Bureau du directeur du scrutin",20071010
041,LANARK--FRONTENAC--LENNOX AND ,387,25,6,57,190,"Smiths Falls",Advanced Polls /  ADV002, ,0,3,0,668,0,"Smiths Falls Satellite Office / Bureau satellite",20071010
041,LANARK--FRONTENAC--LENNOX AND ,357,32,10,69,170,"Carleton Place",Advanced Polls /  ADV003, ,1,5,0,644,0,"Carleton Place Community Centre",20071010
041,LANARK--FRONTENAC--LENNOX AND ,265,31,1,18,95,"Beckwith Township",Advanced Polls /  ADV004, ,0,0,0,410,0,"Beckwith Township Community Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,73,11,2,31,67,"Centreville",Advanced Polls /  ADV005, ,1,0,0,185,0,"Stone Mills Municipal Office",20071010
041,LANARK--FRONTENAC--LENNOX AND ,61,7,0,12,15,"Denbigh",Advanced Polls /  ADV006, ,0,0,0,95,0,"Denbigh Township Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,102,9,2,25,83,"Flinton",Advanced Polls /  ADV007, ,1,0,0,222,0,"Flinton Recreation Centre",20071010
041,LANARK--FRONTENAC--LENNOX AND ,108,18,1,54,173,"Inverary",Advanced Polls /  ADV008, ,0,1,0,355,0,"Inverary United Church Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,262,35,6,40,106,"Lanark",Advanced Polls /  ADV009, ,1,0,1,451,0,"Foy Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,115,27,1,62,246,"Odessa",Advanced Polls /  ADV010, ,0,1,0,452,0,"Odessa Fairgrounds Palace",20071010
041,LANARK--FRONTENAC--LENNOX AND ,480,65,3,109,402,"Perth",Advanced Polls /  ADV011, ,3,5,0,1067,0,"Perth Town Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,126,21,3,26,128,"Sharbot Lake",Advanced Polls /  ADV012, ,1,0,0,305,0,"St. James Major Church Hall",20071010
041,LANARK--FRONTENAC--LENNOX AND ,110,17,0,39,178,"Sydenham",Advanced Polls /  ADV013, ,1,1,0,346,0,"Royal Canadian Legion - Branch 496",20071010
041,LANARK--FRONTENAC--LENNOX AND ,89,9,2,32,111,"Verona",Advanced Polls /  ADV014, ,0,1,0,244,0,"Verona Lions Hall",20071010
TOTALS:, ,18213,3186,462,5623,17393, , , , , , , , , , 
