ED_CODE,ED_NAME,CAIRNS,DRIVER,HARRIS,JONES,PENDERGAST,SOLOMON,STEVENS,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
038,KITCHENER--CONESTOGA,7,0,57,8,55,3,2,"Kitchener",202, ,1,0,1,134,363,"St. Timothy Separate School",20071010
038,KITCHENER--CONESTOGA,17,0,91,8,62,0,2,"Kitchener",203, ,0,3,0,183,459,"St. Timothy Separate School",20071010
038,KITCHENER--CONESTOGA,6,0,62,8,60,3,0,"Kitchener",204, ,1,1,0,141,343,"St. Timothy Separate School",20071010
038,KITCHENER--CONESTOGA,5,0,35,9,28,0,0,"Kitchener",205, ,0,0,0,77,252,"Doon Public School",20071010
038,KITCHENER--CONESTOGA,17,1,81,15,82,1,1,"Kitchener",206, ,0,0,0,198,395,"Doon Public School",20071010
038,KITCHENER--CONESTOGA,8,0,33,5,49,0,0,"Kitchener",207, ,2,0,0,97,223,"Doon Public School",20071010
038,KITCHENER--CONESTOGA,10,0,46,10,62,0,1,"Kitchener",208, ,1,0,0,130,244,"Doon Public School",20071010
038,KITCHENER--CONESTOGA,7,0,109,17,134,1,0,"Kitchener",209, ,0,0,0,268,471,"Doon Public School",20071010
038,KITCHENER--CONESTOGA,12,2,109,12,97,0,1,"Kitchener",210, ,0,0,0,233,440,"Doon Public School",20071010
038,KITCHENER--CONESTOGA,15,0,95,7,62,0,1,"New Hamburg",211, ,0,0,0,180,359,"Hillcrest Mennonite Church",20071010
038,KITCHENER--CONESTOGA,15,0,77,19,91,4,3,"New Hamburg",212, ,1,0,0,210,410,"Grandview Public School",20071010
038,KITCHENER--CONESTOGA,17,0,58,8,49,2,1,"New Hamburg",213, ,0,0,0,135,296,"Grandview Public School",20071010
038,KITCHENER--CONESTOGA,28,1,57,21,79,0,0,"New Hamburg",214, ,0,1,0,187,382,"New Hamburg Arena and Community Centre",20071010
038,KITCHENER--CONESTOGA,26,1,49,22,64,0,3,"New Hamburg",215, ,1,1,0,167,416,"New Hamburg Arena and Community Centre",20071010
038,KITCHENER--CONESTOGA,9,1,44,4,34,3,1,"New Hamburg",216s, ,0,0,0,96,243,"Nithview Home",20071010
038,KITCHENER--CONESTOGA,10,0,74,7,108,1,1,"New Hamburg",217, ,0,0,0,201,286,"Morningside Retirement Village",20071010
038,KITCHENER--CONESTOGA,14,0,70,3,79,4,0,"New Hamburg",218, ,2,0,0,172,236,"Morningside Retirement Village",20071010
038,KITCHENER--CONESTOGA,25,0,95,11,90,8,2,"New Hamburg",219, ,2,2,0,235,431,"New Hamburg Arena and Community Centre",20071010
038,KITCHENER--CONESTOGA,19,0,135,11,78,1,0,"New Dundee",220, ,2,1,0,247,395,"New Dundee Community Centre",20071010
038,KITCHENER--CONESTOGA,7,0,25,9,28,1,0,"Kitchener",221, ,0,0,0,70,154,"Brigadoon Public School",20071010
038,KITCHENER--CONESTOGA,7,0,84,10,91,1,1,"New Hamburg",222, ,3,0,0,197,231,"Stonecroft Recreation Centre",20071010
038,KITCHENER--CONESTOGA,23,2,62,21,109,0,0,"New Dundee",223, ,0,0,1,218,350,"New Dundee Community Centre",20071010
038,KITCHENER--CONESTOGA,18,1,116,19,124,8,0,"New Hamburg",224, ,4,0,1,291,551,"Haysville Community Centre",20071010
038,KITCHENER--CONESTOGA,18,1,95,21,87,5,0,"New Dundee",225, ,2,0,0,229,386,"New Dundee Community Centre",20071010
038,KITCHENER--CONESTOGA,15,0,11,2,27,0,1,"Kitchener",400, ,0,0,0,56,155,"The Boniface Apartment",20071010
038,KITCHENER--CONESTOGA,20,0,16,4,40,0,2,"Kitchener",401, ,0,1,0,83,139,"Somerset Apartments",20071010
038,KITCHENER--CONESTOGA,7,1,13,6,31,0,1,"Kitchener",402, ,2,0,0,61,139,"Ridgeway Apartments",20071010
038,KITCHENER--CONESTOGA,27,1,14,7,24,2,0,"Kitchener",403, ,2,0,0,77,154,"Laurentian Park Towers Apartments",20071010
038,KITCHENER--CONESTOGA,9,0,7,5,10,1,0,"Kitchener",404, ,1,0,0,33,64,"Alpine Public School",20071010
038,KITCHENER--CONESTOGA,10,0,9,3,22,2,0,"Kitchener",405, ,2,2,0,50,135,"Cypriot Homes Phase II",20071010
038,KITCHENER--CONESTOGA,12,0,16,6,24,1,0,"Kitchener",406, ,0,0,0,59,127,"The Boniface Apartment",20071010
038,KITCHENER--CONESTOGA,27,0,23,2,45,0,1,"Kitchener",407, ,1,1,0,100,162,"Courtland Terrace",20071010
038,KITCHENER--CONESTOGA,29,3,63,11,64,3,2,"Kitchener",408, ,0,0,1,176,382,"Wilson Park Place",20071010
038,KITCHENER--CONESTOGA,17,0,33,7,50,1,0,"Kitchener",409, ,1,0,0,109,259,"Wilson Park Place",20071010
038,KITCHENER--CONESTOGA,17,1,17,2,21,0,1,"Kitchener",410, ,0,0,0,59,116,"Parkway Towers Apartments",20071010
038,KITCHENER--CONESTOGA,30,0,46,14,55,0,2,"Kitchener",411, ,3,0,0,150,303,"Gresham Place II",20071010
038,KITCHENER--CONESTOGA,29,1,22,18,39,1,2,"Kitchener",412, ,2,1,0,115,316,"Gresham Place I",20071010
038,KITCHENER--CONESTOGA,24,0,21,11,45,2,1,"Kitchener",413, ,1,0,0,105,187,"Cedarwoods Tower",20071010
038,KITCHENER--CONESTOGA,34,1,22,13,58,3,1,"Kitchener",414, ,5,1,0,138,298,"Highpoint Apartments",20071010
038,KITCHENER--CONESTOGA,13,0,29,4,35,1,2,"Kitchener",415, ,0,1,0,85,109,"Country Hill Place",20071010
038,KITCHENER--CONESTOGA,30,0,50,6,86,1,3,"Kitchener",416, ,1,0,0,177,266,"The Centrum/Country Hills Estates",20071010
038,KITCHENER--CONESTOGA,32,0,47,13,53,1,1,"Kitchener",417, ,0,0,0,147,278,"Green Valley Place",20071010
038,KITCHENER--CONESTOGA,28,1,43,15,80,3,2,"Kitchener",418, ,2,0,0,174,293,"The Westview",20071010
038,KITCHENER--CONESTOGA,8,1,19,8,30,0,1,"Kitchener",419, ,2,0,0,69,111,"Green Valley Tower",20071010
038,KITCHENER--CONESTOGA,15,0,14,8,13,0,0,"Kitchener",420, ,0,0,0,50,124,"Doon Pioneer Park Community Centre",20071010
038,KITCHENER--CONESTOGA,91,3,338,47,365,9,2,"Kitchener",Advanced Polls /  ADV001, ,2,3,0,860,0,"Returning Office / Bureau du directeur du scrutin",20071010
038,KITCHENER--CONESTOGA,19,1,146,19,161,4,1,"Elmira",Advanced Polls /  ADV002, ,0,0,0,351,0,"Satellite Office / Bureau satellite",20071010
038,KITCHENER--CONESTOGA,31,2,104,16,89,5,2,"Kitchener",Advanced Polls /  ADV003, ,0,1,0,250,0,"St. Philip's Lutheran Church",20071010
038,KITCHENER--CONESTOGA,21,1,87,20,89,1,0,"Kitchener",Advanced Polls /  ADV004, ,0,1,1,221,0,"Conestoga College Residence",20071010
038,KITCHENER--CONESTOGA,6,2,85,10,56,2,1,"Baden",Advanced Polls /  ADV005, ,0,0,0,162,0,"Centennial Building (Recreation Centre)",20071010
038,KITCHENER--CONESTOGA,32,1,147,15,117,3,2,"New Hamburg",Advanced Polls /  ADV006, ,0,0,0,317,0,"New Hamburg Arena and Community Centre",20071010
038,KITCHENER--CONESTOGA,5,0,42,7,66,3,1,"Wellesley",Advanced Polls /  ADV007, ,0,0,0,124,0,"Fellowship Hall",20071010
038,KITCHENER--CONESTOGA,6,1,41,3,49,1,0,"St. Clements",Advanced Polls /  ADV008, ,0,1,0,102,0,"St. Clements Community Centre",20071010
038,KITCHENER--CONESTOGA,8,0,44,2,34,0,1,"Breslau",Advanced Polls /  ADV009, ,0,0,0,89,0,"Breslau Mennonite Church",20071010
TOTALS:, ,4545,145,14450,2805,16315,510,246, , , , , , , , , , 
