ED_CODE,ED_NAME,AHMED,BOYDEN,FERNANDEZ,GONZÁLEZ,GREEN,LEROUX,MCLEAN,SMITHERMAN,TAYLOR,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
094,TORONTO CENTRE,1,1,0,29,6,0,5,129,61,"Toronto",447B, ,0,0,0,232,452,"44 Charles Street - Manulife Centre",20071010
094,TORONTO CENTRE,2,1,0,21,3,0,9,47,22,"Toronto",448, ,0,1,0,106,450,"1101 Bay Street - Residences On Bay",20071010
094,TORONTO CENTRE,......................COMBINED WITH POLL 060 ....................,,,,,,,,,"Toronto",449, ,,,,,,"University of Toronto - 35 Charles Street West",20071010
094,TORONTO CENTRE,0,0,0,58,4,0,9,48,19,"Toronto",450, ,0,0,0,138,465,"University of Toronto - 30 Charles Street West",20071010
094,TORONTO CENTRE,2,0,0,35,6,0,22,73,20,"Toronto",451, ,0,0,0,158,325,"33 Isabella Street - Isabella Court",20071010
094,TORONTO CENTRE,0,1,0,34,5,0,15,68,15,"Toronto",452, ,0,0,0,138,235,"66 Isabella Street - Town Square",20071010
094,TORONTO CENTRE,0,0,0,17,0,1,6,34,12,"Toronto",453, ,0,0,1,71,147,"Church Street Community Centre (519 Church Street)",20071010
094,TORONTO CENTRE,0,0,0,11,0,0,8,40,13,"Toronto",454, ,1,0,0,73,145,"École élémentaire catholique Sacré-Coeur",20071010
094,TORONTO CENTRE,0,2,0,10,4,1,7,60,19,"Toronto",455, ,0,0,0,103,142,"86 Gloucester Street",20071010
094,TORONTO CENTRE,0,0,0,45,0,1,18,81,22,"Toronto",456, ,2,0,0,169,282,"550 Jarvis Street - Massey House Apartments",20071010
094,TORONTO CENTRE,0,1,0,27,2,0,16,80,14,"Toronto",457, ,0,0,1,141,329,"105 Isabella Street",20071010
094,TORONTO CENTRE,2,0,0,21,0,0,14,58,15,"Toronto",458, ,1,0,0,111,207,"100 Gloucester Street - Cawthra Apartments",20071010
094,TORONTO CENTRE,0,1,0,10,0,0,11,20,7,"Toronto",459, ,0,0,0,49,115,"École élémentaire catholique Sacré-Coeur",20071010
094,TORONTO CENTRE,3,2,5,98,7,0,22,145,22,"Toronto",460, ,2,3,0,309,848,"Wellesley Community Centre",20071010
094,TORONTO CENTRE,0,1,0,38,1,0,21,115,49,"Toronto",461, ,2,1,0,228,464,"44 St. Joseph Street - Polo Club II",20071010
094,TORONTO CENTRE,0,1,0,29,2,0,10,69,41,"Toronto",462, ,3,0,0,155,173,"25 St. Mary Street - La Place Marie",20071010
094,TORONTO CENTRE,0,0,0,27,5,3,25,99,19,"Toronto",463, ,1,1,0,180,289,"30 Gloucester Street - Gloucester Village Gate",20071010
094,TORONTO CENTRE,0,0,0,14,0,0,8,30,6,"Toronto",464, ,0,0,0,58,181,"Church Street Community Centre (519 Church Street)",20071010
094,TORONTO CENTRE,0,0,0,23,0,0,3,18,4,"Toronto",465, ,0,1,0,49,97,"Church Street Community Centre (519 Church Street)",20071010
094,TORONTO CENTRE,1,1,1,66,7,1,27,150,29,"Toronto",466, ,0,0,0,283,529,"100 Wellesley Street East - Plaza One Hundred",20071010
094,TORONTO CENTRE,2,4,3,24,11,1,3,43,13,"Toronto",467, ,1,2,0,107,212,"460 Jarvis Street",20071010
094,TORONTO CENTRE,3,0,0,52,3,1,42,200,35,"Toronto",468, ,0,0,0,336,603,"15 Maitland Place - L'Esprit",20071010
094,TORONTO CENTRE,0,0,1,9,0,0,2,16,2,"Toronto",469, ,0,0,0,30,119,"Wellesley Community Centre",20071010
094,TORONTO CENTRE,2,1,0,40,1,0,20,86,11,"Toronto",470, ,1,1,0,163,266,"550 Ontario Street- Hugh Garner Co-operative",20071010
094,TORONTO CENTRE,1,0,0,83,4,0,10,86,11,"Toronto",471, ,2,0,0,197,349,"Bleecker Street Co-operative",20071010
094,TORONTO CENTRE,0,1,0,8,1,0,3,43,22,"Toronto",472, ,0,0,0,78,180,"St. Joseph's College School",20071010
094,TORONTO CENTRE,0,0,0,17,1,0,12,81,47,"Toronto",473A, ,0,0,0,158,367,"1001 Bay Street",20071010
094,TORONTO CENTRE,0,1,0,17,5,1,11,60,32,"Toronto",473B, ,2,0,0,129,318,"1001 Bay Street",20071010
094,TORONTO CENTRE,1,0,0,31,0,0,27,103,47,"Toronto",474, ,0,0,0,209,436,"24 Wellesley Street West - Century Plaza",20071010
094,TORONTO CENTRE,0,0,0,7,2,0,11,29,19,"Toronto",475, ,1,0,0,69,142,"555 Yonge Street",20071010
094,TORONTO CENTRE,0,0,0,11,2,1,17,84,19,"Toronto",476, ,1,0,0,135,232,"25 Maitland Street - The Cosmopolitan",20071010
094,TORONTO CENTRE,0,0,0,42,2,0,22,128,27,"Toronto",477A, ,1,0,0,222,416,"50 Alexander Street - Village Green",20071010
094,TORONTO CENTRE,1,1,1,50,1,1,17,108,28,"Toronto",477B, ,0,0,1,209,380,"50 Alexander Street - Village Green",20071010
094,TORONTO CENTRE,0,0,0,44,1,7,16,114,16,"Toronto",478, ,2,0,0,200,281,"484 Church Street - City Park Co-operative",20071010
094,TORONTO CENTRE,0,0,0,16,0,0,8,34,9,"Toronto",479, ,0,0,0,67,115,"Church Street Junior Public School",20071010
094,TORONTO CENTRE,1,0,1,99,4,1,24,171,36,"Toronto",480, ,2,0,0,339,607,"77 Maitland Place - Celebrity Place",20071010
094,TORONTO CENTRE,0,0,1,48,2,0,18,80,37,"Toronto",481, ,1,0,0,187,451,"Our Lady of Lourdes Catholic School",20071010
094,TORONTO CENTRE,2,2,3,85,5,2,47,188,49,"Toronto",482, ,2,2,0,387,608,"40 Homewood Avenue",20071010
094,TORONTO CENTRE,0,0,0,31,4,0,14,80,17,"Toronto",483, ,0,0,0,146,487,"Our Lady of Lourdes Catholic School",20071010
094,TORONTO CENTRE,0,0,0,7,0,0,5,20,4,"Toronto",484, ,0,0,0,36,140,"Our Lady of Lourdes Catholic School",20071010
094,TORONTO CENTRE,3,1,1,16,6,1,7,67,24,"Toronto",485, ,1,2,0,129,278,"55 Bleecker Street - Winchester Square Apartments",20071010
094,TORONTO CENTRE,1,0,0,19,7,0,1,34,10,"Toronto",486, ,0,1,0,73,299,"220 Oak Street",20071010
094,TORONTO CENTRE,8,2,2,49,3,0,7,84,8,"Toronto",487, ,2,2,0,167,405,"220 Oak Street",20071010
094,TORONTO CENTRE,2,2,0,39,3,1,4,47,11,"Toronto",488, ,0,1,0,110,352,"220 Oak Street",20071010
094,TORONTO CENTRE,..........................NO POLL HELD........................,,,,,,,,,"Toronto",489, ,0,0,0,0,0,"",20071010
094,TORONTO CENTRE,1,2,1,33,5,1,20,86,36,"Toronto",490, ,2,0,0,187,397,"887-889 Bay Street - Opera Place",20071010
094,TORONTO CENTRE,0,0,0,18,0,0,12,59,28,"Toronto",491, ,0,1,0,118,280,"25 Grenville Street - The Gallery",20071010
094,TORONTO CENTRE,1,2,1,45,2,13,11,97,14,"Toronto",492, ,0,0,0,186,294,"484 Church Street - City Park Co-operative",20071010
094,TORONTO CENTRE,0,0,0,56,1,0,21,79,23,"Toronto",493, ,1,1,0,182,498,"Le Collège français",20071010
094,TORONTO CENTRE,2,0,2,38,2,2,17,87,13,"Toronto",494, ,2,0,0,165,280,"484 Church Street - City Park Co-operative",20071010
094,TORONTO CENTRE,0,0,0,14,1,0,5,33,14,"Toronto",495, ,0,0,0,67,224,"Church Street Junior Public School",20071010
094,TORONTO CENTRE,0,2,3,38,7,1,25,172,51,"Toronto",496, ,0,0,0,299,587,"45 Carlton Street - The Lexington",20071010
094,TORONTO CENTRE,1,2,0,22,9,1,8,50,18,"Toronto",497, ,1,0,0,112,197,"84 Carlton Street - Tobias House",20071010
094,TORONTO CENTRE,1,0,0,24,2,0,7,82,20,"Toronto",498, ,0,0,0,136,231,"77 Carlton Street",20071010
094,TORONTO CENTRE,1,0,0,26,1,0,5,56,12,"Toronto",500, ,0,1,2,104,182,"298 Jarvis Street",20071010
094,TORONTO CENTRE,0,0,0,6,1,0,3,49,33,"Toronto",501, ,0,0,0,92,187,"Our Lady of Lourdes Catholic School",20071010
094,TORONTO CENTRE,0,0,0,9,1,0,4,25,16,"Toronto",502, ,0,2,0,57,171,"St. Joseph's College School",20071010
094,TORONTO CENTRE,6,6,3,20,16,2,5,99,20,"Toronto",503, ,4,2,0,183,332,"423 Yonge Street - Collegeview Apartments",20071010
094,TORONTO CENTRE,0,0,0,49,3,0,12,76,20,"Toronto",504, ,0,0,0,160,443,"40 Gerrard Street East - Maple Leaf Apartments",20071010
094,TORONTO CENTRE,0,1,0,57,2,0,25,47,20,"Toronto",505, ,0,0,0,152,351,"96 Gerrard Street East - Neil Wycik Co-operative",20071010
094,TORONTO CENTRE,1,1,0,20,2,0,5,20,6,"Toronto",506, ,0,1,0,56,215,"Le Collège français",20071010
094,TORONTO CENTRE,0,0,0,26,3,0,16,57,12,"Toronto",507, ,1,0,0,115,202,"117 Gerrard Street East",20071010
094,TORONTO CENTRE,3,1,0,18,1,0,17,43,9,"Toronto",508, ,0,0,0,92,182,"Le Collège français",20071010
094,TORONTO CENTRE,0,0,0,4,0,0,3,7,3,"Toronto",509, ,0,0,0,17,92,"John Innes Community Centre",20071010
094,TORONTO CENTRE,4,2,1,36,4,1,2,65,8,"Toronto",510, ,2,1,1,127,323,"251 Sherbourne - Dan Harrison Apartments",20071010
094,TORONTO CENTRE,2,1,0,26,1,1,21,81,29,"Toronto",511A, ,0,1,0,163,298,"155 Dalhousie Street - The Merchandise Building",20071010
094,TORONTO CENTRE,0,0,0,26,0,0,18,72,36,"Toronto",511B, ,1,0,0,153,272,"155 Dalhousie Street - The Merchandise Building",20071010
094,TORONTO CENTRE,1,1,0,22,3,8,0,29,9,"Toronto",512, ,0,0,0,73,166,"261 Jarvis Street",20071010
094,TORONTO CENTRE,0,0,2,6,0,0,0,9,2,"Toronto",513, ,1,0,0,20,93,"John Innes Community Centre",20071010
094,TORONTO CENTRE,1,0,1,1,3,0,1,8,6,"Toronto",514, ,0,0,0,21,124,"John Innes Community Centre",20071010
094,TORONTO CENTRE,2,0,0,13,3,0,3,31,4,"Toronto",515, ,0,0,2,58,168,"John Innes Community Centre",20071010
094,TORONTO CENTRE,4,1,0,14,14,2,4,24,6,"Toronto",516, ,7,1,0,77,160,"310 Dundas Street East - William Dennison",20071010
094,TORONTO CENTRE,1,0,0,25,3,0,17,55,10,"Toronto",517A, ,0,1,0,112,346,"201 Sherbourne Street - Centre Point Apartments",20071010
094,TORONTO CENTRE,2,3,0,31,4,0,12,36,15,"Toronto",517B, ,0,0,0,103,316,"201 Sherbourne Street - Centre Point Apartments",20071010
094,TORONTO CENTRE,0,0,0,7,0,0,17,42,28,"Toronto",518, ,0,1,0,95,158,"90 Sumach Street",20071010
094,TORONTO CENTRE,2,0,2,21,0,2,0,33,6,"Toronto",519, ,1,0,0,67,143,"Metta Housing Co-operative",20071010
094,TORONTO CENTRE,0,0,0,23,1,0,5,46,4,"Toronto",520, ,0,0,0,79,182,"Ryerson University International Learning Centre",20071010
094,TORONTO CENTRE,0,0,1,33,1,0,16,41,21,"Toronto",521, ,0,2,0,115,199,"75 Dalhousie Street - The Boot",20071010
094,TORONTO CENTRE,1,0,0,21,2,0,3,37,4,"Toronto",522, ,0,0,0,68,140,"88 Mutual Street",20071010
094,TORONTO CENTRE,2,2,1,30,3,1,2,35,12,"Toronto",523, ,0,0,0,88,285,"275 Shuter Street",20071010
094,TORONTO CENTRE,4,1,0,52,5,0,3,75,15,"Toronto",524, ,0,0,0,155,337,"275 Shuter Street",20071010
094,TORONTO CENTRE,1,0,1,37,3,1,6,55,9,"Toronto",525, ,1,0,0,114,330,"275 Shuter Street",20071010
094,TORONTO CENTRE,4,1,1,29,5,0,3,48,8,"Toronto",526, ,1,1,0,101,356,"275 Shuter Street",20071010
094,TORONTO CENTRE,0,0,1,49,2,1,17,100,63,"Toronto",527, ,2,2,0,237,500,"210 Victoria Street - Pantages Tower",20071010
094,TORONTO CENTRE,0,0,0,0,0,0,0,4,0,"Toronto",528, ,0,0,0,4,15,"210 Victoria Street - Pantages Tower",20071010
094,TORONTO CENTRE,1,2,0,29,2,0,15,64,18,"Toronto",529, ,0,1,0,132,255,"255 Richmond Street East - Space Condo",20071010
094,TORONTO CENTRE,1,0,0,28,0,0,26,77,37,"Toronto",530, ,1,1,0,171,310,"323 Richmond Street East - The Richmond",20071010
094,TORONTO CENTRE,1,1,1,34,0,0,21,79,31,"Toronto",531, ,1,0,0,169,307,"323 Richmond Street East - The Richmond",20071010
094,TORONTO CENTRE,0,0,1,6,1,0,6,15,9,"Toronto",532, ,1,0,0,39,99,"210 Victoria Street - Pantages Tower",20071010
094,TORONTO CENTRE,0,0,0,10,2,0,7,39,17,"Toronto",533, ,0,0,0,75,127,"50 Lombard Street - The Indigo",20071010
094,TORONTO CENTRE,1,0,0,25,3,0,8,28,22,"Toronto",534, ,0,0,0,87,160,"Muriel Collins Housing Co-operative",20071010
094,TORONTO CENTRE,0,0,0,8,0,0,13,60,35,"Toronto",535, ,0,0,0,116,211,"168 King Street East - King George Square",20071010
094,TORONTO CENTRE,0,1,0,11,2,0,21,84,30,"Toronto",536, ,1,0,6,156,309,"333 Adelaide Street East - Mozo",20071010
094,TORONTO CENTRE,0,0,0,34,3,0,12,62,18,"Toronto",537, ,0,0,0,129,185,"80 Mill Street",20071010
094,TORONTO CENTRE,0,0,0,6,0,0,3,46,25,"Toronto",538, ,1,1,0,82,147,"39 Jarvis Street - The St. James",20071010
094,TORONTO CENTRE,1,0,0,14,1,1,4,30,3,"Toronto",539, ,2,0,0,56,137,"110 George Street South - Marketview Co-operative",20071010
094,TORONTO CENTRE,0,1,2,64,2,0,9,45,10,"Toronto",540, ,0,0,1,134,259,"St. Michael Catholic School",20071010
094,TORONTO CENTRE,1,1,0,46,0,1,9,61,14,"Toronto",541, ,0,1,0,134,386,"St. Michael Catholic School",20071010
094,TORONTO CENTRE,0,1,0,43,3,0,19,94,33,"Toronto",542, ,0,1,0,194,323,"St. Lawrence on the Park",20071010
094,TORONTO CENTRE,0,1,3,59,2,0,18,62,7,"Toronto",543, ,0,0,0,152,298,"St. Lawrence Community Centre",20071010
094,TORONTO CENTRE,0,0,1,19,0,1,8,48,6,"Toronto",544, ,3,0,0,86,152,"33 Hahn Place - La Place St Laurent",20071010
094,TORONTO CENTRE,3,2,0,55,2,0,20,68,6,"Toronto",545, ,0,1,0,157,245,"39 Parliament Street - Parliament Square",20071010
094,TORONTO CENTRE,1,0,1,22,2,0,5,43,13,"Toronto",546, ,0,1,0,88,174,"85 The Esplanade - Old York Tower",20071010
094,TORONTO CENTRE,1,0,0,42,0,0,7,63,24,"Toronto",547, ,0,0,0,137,225,"110 Esplanade - Performing Arts Lodge",20071010
094,TORONTO CENTRE,1,1,3,39,9,2,4,71,20,"Toronto",548, ,1,2,0,153,319,"85 The Esplanade - Old York Tower",20071010
094,TORONTO CENTRE,1,0,1,18,2,1,3,43,5,"Toronto",549, ,2,2,0,78,206,"85 The Esplanade - Old York Tower",20071010
094,TORONTO CENTRE,1,0,0,12,1,0,2,30,4,"Toronto",550, ,1,0,0,51,146,"St. Michael Catholic School",20071010
094,TORONTO CENTRE,1,1,0,16,3,0,13,25,8,"Toronto",551, ,1,0,0,68,174,"St. Michael Catholic School",20071010
094,TORONTO CENTRE,2,0,0,40,0,1,11,46,12,"Toronto",552, ,0,0,0,112,203,"St. Michael Catholic School",20071010
094,TORONTO CENTRE,4,0,0,37,4,0,11,62,13,"Toronto",553, ,1,1,0,133,321,"St. Lawrence Community Centre",20071010
094,TORONTO CENTRE,0,0,0,32,2,0,21,98,44,"Toronto",554A, ,1,1,1,200,335,"25 The Esplanade",20071010
094,TORONTO CENTRE,0,0,0,28,1,0,32,77,55,"Toronto",554B, ,2,0,0,195,366,"25 The Esplanade",20071010
094,TORONTO CENTRE,0,0,0,29,0,0,20,85,11,"Toronto",555, ,0,0,0,145,258,"285 Mutual Street - Radio City",20071010
094,TORONTO CENTRE,1,0,0,21,1,0,14,71,19,"Toronto",556, ,0,0,0,127,189,"285 Mutual Street - Radio City",20071010
094,TORONTO CENTRE,0,0,1,10,2,1,6,37,23,"Toronto",557, ,2,2,0,84,128,"111 Avenue Road",20071010
094,TORONTO CENTRE,0,0,0,12,1,0,11,50,42,"Toronto",558, ,0,0,0,116,262,"18 Yorkville Avenue",20071010
094,TORONTO CENTRE,0,0,0,1,0,0,1,13,47,"Toronto",559, ,0,0,0,62,158,"10 Bellair Street",20071010
094,TORONTO CENTRE,2,0,3,20,0,0,19,77,23,"Toronto",560, ,0,0,0,144,327,"7 Carlton Street - The Ellington",20071010
094,TORONTO CENTRE,0,0,0,32,1,0,17,89,35,"Toronto",561, ,0,2,0,176,181,"33 Lombard Street - The Spire",20071010
094,TORONTO CENTRE,0,0,0,8,0,0,4,29,18,"Toronto",562, ,0,0,0,59,117,"77 Lombard Street - Absolute Lofts",20071010
094,TORONTO CENTRE,0,2,1,59,4,3,33,122,50,"Toronto",563, ,0,0,0,274,496,"Yorktown on the Park",20071010
094,TORONTO CENTRE,......................COMBINED WITH POLL 125A ....................,,,,,,,,,"Toronto",564, ,,,,,,"250 King Street East - King's Court",20071010
094,TORONTO CENTRE,0,1,0,35,6,0,22,145,49,"Toronto",565, ,1,0,0,259,428,"109 Front Street",20071010
094,TORONTO CENTRE,......................COMBINED WITH POLL 565 ....................,,,,,,,,,"Toronto",566, ,,,,,,"109 Front Street",20071010
094,TORONTO CENTRE,......................COMBINED WITH POLL 130A ....................,,,,,,,,,"Toronto",567, ,,,,,,"7 King Street East - The Metropole",20071010
094,TORONTO CENTRE,1,0,0,24,4,0,18,90,38,"Toronto",568, ,2,1,2,180,470,"1055 Bay Street - Polo Club I",20071010
094,TORONTO CENTRE,1,0,0,15,0,1,9,63,38,"Toronto",569, ,0,0,0,127,219,"925 Bay Street - Bay Club",20071010
094,TORONTO CENTRE,0,1,0,13,2,0,9,72,39,"Toronto",570, ,1,5,0,142,302,"909 Bay Street - The Allegro",20071010
094,TORONTO CENTRE,4,3,3,196,10,2,115,751,291,"Toronto",Advanced Polls /  ADV001, ,3,5,10,1393,0,"Returning Office / Bureau du directeur du scrutin",20071010
094,TORONTO CENTRE,4,5,3,131,7,1,68,351,110,"Toronto",Advanced Polls /  ADV002, ,2,2,1,685,0,"Parliament Street Public Library",20071010
094,TORONTO CENTRE,9,5,6,168,12,5,67,610,213,"Toronto",Advanced Polls /  ADV003, ,5,7,0,1107,0,"Wellesley Community Centre",20071010
094,TORONTO CENTRE,5,2,0,149,8,0,87,391,33,"Toronto",Advanced Polls /  ADV004, ,1,1,0,677,0,"St. Lawrence Market South",20071010
TOTALS:, ,259,196,191,8464,686,167,4412,21522,9084, , , , , , , , , , 
