ED_CODE,ED_NAME,ALDER,HOLMES,MATTHEWS,MCKENZIE,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
044,LONDON NORTH CENTRE,13,45,29,11,"London",237, ,0,0,0,98,260,"St. Patrick's Parish Hall",20071010
044,LONDON NORTH CENTRE,18,24,28,7,"London",238, ,0,0,0,77,257,"St. Patrick's Parish Hall",20071010
044,LONDON NORTH CENTRE,16,16,26,7,"London",239, ,0,0,0,65,201,"Junior Achievement Centre",20071010
044,LONDON NORTH CENTRE,16,20,39,38,"London",240, ,1,1,0,115,265,"Junior Achievement Centre",20071010
044,LONDON NORTH CENTRE,23,13,33,11,"London",241, ,0,1,0,81,174,"First Christian Reformed Church",20071010
044,LONDON NORTH CENTRE,21,15,31,19,"London",242, ,0,0,0,86,217,"First Baptist Church",20071010
044,LONDON NORTH CENTRE,..........................NO POLL HELD........................,,,,"London",243, ,0,0,0,0,0,"",20071010
044,LONDON NORTH CENTRE,7,13,13,12,"London",244, ,1,0,0,46,193,"Catholic Central High School",20071010
044,LONDON NORTH CENTRE,7,20,43,13,"London",245, ,9,1,1,94,319,"Dundas Street United Church",20071010
044,LONDON NORTH CENTRE,18,25,26,15,"London",246, ,4,2,0,90,262,"New Life Centre",20071010
044,LONDON NORTH CENTRE,27,30,54,15,"London",247, ,1,0,0,127,397,"All Saints Anglican Church",20071010
044,LONDON NORTH CENTRE,16,19,34,5,"London",248, ,0,0,0,74,222,"Crouch Library",20071010
044,LONDON NORTH CENTRE,24,42,41,12,"London",249, ,0,0,0,119,293,"Crouch Library",20071010
044,LONDON NORTH CENTRE,19,27,36,11,"London",250, ,0,0,0,93,259,"Crouch Library",20071010
044,LONDON NORTH CENTRE,20,44,46,16,"London",251, ,3,0,0,129,323,"Hamilton Road Seniors Centre",20071010
044,LONDON NORTH CENTRE,23,44,45,13,"London",252, ,6,0,0,131,333,"Ealing Public School",20071010
044,LONDON NORTH CENTRE,11,12,32,7,"London",253, ,0,0,0,62,217,"Boys & Girls Club of London",20071010
044,LONDON NORTH CENTRE,3,12,8,13,"London",254, ,0,0,0,36,172,"Boys & Girls Club of London",20071010
044,LONDON NORTH CENTRE,4,4,15,0,"London",255s, ,0,1,0,24,53,"Central Park Lodge",20071010
044,LONDON NORTH CENTRE,16,26,38,18,"London",256, ,0,0,1,99,376,"New Life Centre",20071010
044,LONDON NORTH CENTRE,..........................NO POLL HELD........................,,,,"London",257, ,0,0,0,0,0,"",20071010
044,LONDON NORTH CENTRE,9,22,31,15,"London",258, ,0,0,0,77,221,"New Life Centre",20071010
044,LONDON NORTH CENTRE,13,7,16,13,"London",259, ,0,0,0,49,219,"New Life Centre",20071010
044,LONDON NORTH CENTRE,..........................NO POLL HELD........................,,,,"London",260, ,0,0,0,0,0,"",20071010
044,LONDON NORTH CENTRE,13,19,31,17,"London",261, ,1,0,0,81,237,"All Saints Anglican Church",20071010
044,LONDON NORTH CENTRE,13,19,27,6,"London",262, ,0,1,0,66,239,"Thames Secondary School",20071010
044,LONDON NORTH CENTRE,16,23,44,14,"London",263, ,0,0,2,99,260,"Crouch Library",20071010
044,LONDON NORTH CENTRE,12,20,14,11,"London",264, ,0,0,0,57,230,"Thames Secondary School",20071010
044,LONDON NORTH CENTRE,22,22,32,11,"London",265, ,1,0,0,88,284,"Hamilton Road Seniors Centre",20071010
044,LONDON NORTH CENTRE,16,25,34,14,"London",266, ,0,0,2,91,294,"Ealing Public School",20071010
044,LONDON NORTH CENTRE,2,2,8,0,"London",267s, ,0,0,1,13,23,"Maple Village Retirement Home",20071010
044,LONDON NORTH CENTRE,9,28,36,12,"London",268, ,0,0,0,85,276,"Thames Secondary School",20071010
044,LONDON NORTH CENTRE,24,26,35,15,"London",269, ,3,1,0,104,281,"Ealing Public School",20071010
044,LONDON NORTH CENTRE,16,50,37,21,"London",270, ,4,0,0,128,326,"Ealing Public School",20071010
044,LONDON NORTH CENTRE,8,12,22,8,"London",271, ,0,0,0,50,185,"Boys & Girls Club of London",20071010
044,LONDON NORTH CENTRE,15,42,42,20,"London",272, ,1,0,0,120,343,"Wellington Street United Church",20071010
044,LONDON NORTH CENTRE,..........................NO POLL HELD........................,,,,"London",273, ,0,0,0,0,0,"",20071010
044,LONDON NORTH CENTRE,6,20,26,10,"London",274, ,0,0,0,62,217,"Wellington Street United Church",20071010
044,LONDON NORTH CENTRE,8,12,24,20,"London",275, ,0,0,0,64,196,"Wellington Street United Church",20071010
044,LONDON NORTH CENTRE,9,16,33,10,"London",276, ,2,0,0,70,203,"Wellington Street United Church",20071010
044,LONDON NORTH CENTRE,13,52,25,16,"London",277, ,0,2,0,108,330,"All Saints Anglican Church",20071010
044,LONDON NORTH CENTRE,15,28,31,13,"London",278, ,0,0,0,87,285,"Thames Secondary School",20071010
044,LONDON NORTH CENTRE,21,32,45,18,"London",279, ,2,0,2,120,295,"Thames Secondary School",20071010
044,LONDON NORTH CENTRE,17,30,41,15,"London",280, ,0,0,1,104,355,"Thames Secondary School",20071010
044,LONDON NORTH CENTRE,21,45,51,21,"London",281, ,1,2,0,141,359,"Ealing Public School",20071010
044,LONDON NORTH CENTRE,41,26,32,9,"London",282, ,1,0,0,109,278,"Ealing Public School",20071010
044,LONDON NORTH CENTRE,14,20,38,11,"London",400, ,0,0,0,83,122,"1600 Adelaide Street North",20071010
044,LONDON NORTH CENTRE,16,2,40,4,"London",401, ,0,0,0,62,122,"600 Grenfell Drive",20071010
044,LONDON NORTH CENTRE,12,12,28,9,"London",402, ,0,2,0,63,106,"1570 Adelaide Street North",20071010
044,LONDON NORTH CENTRE,12,20,43,10,"London",403, ,0,0,0,85,157,"1580 Adelaide Street North",20071010
044,LONDON NORTH CENTRE,14,22,20,3,"London",404, ,0,0,0,59,162,"724 Fanshawe Park Road",20071010
044,LONDON NORTH CENTRE,6,28,26,10,"London",405, ,1,0,0,71,156,"744 Fanshawe Park Road",20071010
044,LONDON NORTH CENTRE,27,10,39,4,"London",406, ,2,0,0,82,147,"300 North Centre Road",20071010
044,LONDON NORTH CENTRE,7,13,21,7,"London",407, ,0,0,0,48,151,"112 Arbour Glen Crescent",20071010
044,LONDON NORTH CENTRE,7,24,23,12,"London",408, ,0,0,0,66,142,"114 Arbour Glen Crescent",20071010
044,LONDON NORTH CENTRE,22,6,35,6,"London",409, ,0,0,0,69,126,"1510 Richmond Street",20071010
044,LONDON NORTH CENTRE,19,15,45,12,"London",410, ,0,0,0,91,168,"655 Windermere Road",20071010
044,LONDON NORTH CENTRE,26,12,53,6,"London",411, ,0,0,0,97,153,"665 Windermere Road",20071010
044,LONDON NORTH CENTRE,31,4,61,13,"London",412, ,1,0,0,110,190,"675 Windermere Road",20071010
044,LONDON NORTH CENTRE,8,20,33,10,"London",413, ,2,0,0,73,133,"756 Kipps Lane",20071010
044,LONDON NORTH CENTRE,17,24,24,6,"London",414, ,0,0,0,71,122,"750 Kipps Lane",20071010
044,LONDON NORTH CENTRE,6,25,31,9,"London",415, ,0,0,0,71,145,"758 Kipps Lane",20071010
044,LONDON NORTH CENTRE,9,10,12,3,"London",416, ,0,0,1,35,102,"754 Kipps Lane",20071010
044,LONDON NORTH CENTRE,6,14,23,12,"London",417, ,1,0,0,56,151,"1255 Huron Street",20071010
044,LONDON NORTH CENTRE,8,7,25,7,"London",418, ,0,0,0,47,150,"1299 Huron Street Apartments",20071010
044,LONDON NORTH CENTRE,9,11,33,10,"London",419, ,1,0,0,64,112,"629 Kipps Lane",20071010
044,LONDON NORTH CENTRE,7,17,22,4,"London",420, ,1,0,0,51,135,"1134 Adelaide Street North",20071010
044,LONDON NORTH CENTRE,8,20,27,12,"London",421, ,6,2,0,75,177,"1132 Adelaide Street North",20071010
044,LONDON NORTH CENTRE,13,45,70,7,"London",422, ,3,0,0,138,237,"202 McNay Street Apartments",20071010
044,LONDON NORTH CENTRE,14,11,14,4,"London",423, ,1,1,0,45,109,"1235 Huron Street",20071010
044,LONDON NORTH CENTRE,11,9,33,7,"London",424, ,0,1,1,62,88,"1265 Richmond Street",20071010
044,LONDON NORTH CENTRE,13,12,30,14,"London",425, ,0,0,0,69,137,"1231 Richmond Street",20071010
044,LONDON NORTH CENTRE,24,16,62,19,"London",426, ,0,0,1,122,171,"1209 Richmond Street",20071010
044,LONDON NORTH CENTRE,14,11,52,11,"London",427, ,1,1,1,91,150,"Parkdale Place Apartments",20071010
044,LONDON NORTH CENTRE,15,26,23,10,"London",428, ,1,0,0,75,149,"520 Mornington Avenue",20071010
044,LONDON NORTH CENTRE,9,16,21,17,"London",429, ,0,0,0,63,122,"563 Mornington Avenue",20071010
044,LONDON NORTH CENTRE,2,20,21,4,"London",430, ,6,0,1,54,115,"583 Mornington Avenue",20071010
044,LONDON NORTH CENTRE,6,19,23,8,"London",431, ,4,0,0,60,120,"573 Mornington Avenue",20071010
044,LONDON NORTH CENTRE,67,31,126,21,"London",432, ,0,0,0,245,342,"1 Grosvenor Street",20071010
044,LONDON NORTH CENTRE,23,34,58,8,"London",433, ,0,2,0,125,246,"160 Cherryhill Place",20071010
044,LONDON NORTH CENTRE,15,11,43,5,"London",435, ,1,0,0,75,119,"251 Platt's Lane",20071010
044,LONDON NORTH CENTRE,5,18,22,5,"London",436, ,1,0,0,51,129,"Wharncliffe Apartments",20071010
044,LONDON NORTH CENTRE,19,6,30,9,"London",437, ,2,0,0,66,115,"699 Talbot Street",20071010
044,LONDON NORTH CENTRE,45,15,35,12,"London",438, ,0,3,0,110,145,"205 Oxford Street East",20071010
044,LONDON NORTH CENTRE,60,10,25,13,"London",439, ,0,1,0,109,236,"695 Richmond Street",20071010
044,LONDON NORTH CENTRE,38,7,32,12,"London",440, ,0,0,0,89,229,"675 Richmond Street",20071010
044,LONDON NORTH CENTRE,5,13,12,13,"London",441, ,0,0,0,43,77,"420 Central Avenue",20071010
044,LONDON NORTH CENTRE,44,22,87,13,"London",442, ,0,2,0,168,262,"695 Proudfoot Lane",20071010
044,LONDON NORTH CENTRE,45,22,80,10,"London",443, ,1,0,0,158,257,"744 Proudfoot Lane",20071010
044,LONDON NORTH CENTRE,44,30,80,16,"London",444, ,1,0,0,171,258,"740 Proudfoot Lane",20071010
044,LONDON NORTH CENTRE,31,28,62,12,"London",445, ,3,0,0,136,223,"200 Westfield Drive",20071010
044,LONDON NORTH CENTRE,39,21,60,8,"London",446, ,1,0,0,129,186,"201 Westfield Drive",20071010
044,LONDON NORTH CENTRE,28,30,51,8,"London",447, ,0,1,0,118,220,"115 Cherryhill Boulevard",20071010
044,LONDON NORTH CENTRE,28,17,71,7,"London",448, ,2,0,0,125,208,"180 Cherryhill Circle",20071010
044,LONDON NORTH CENTRE,26,18,70,7,"London",449, ,1,0,0,122,213,"105 Cherryhill Boulevard",20071010
044,LONDON NORTH CENTRE,47,20,51,12,"London",450, ,0,1,0,131,228,"190 Cherryhill Circle",20071010
044,LONDON NORTH CENTRE,39,12,37,3,"London",452, ,2,1,0,94,174,"110 Cherryhill Circle",20071010
044,LONDON NORTH CENTRE,42,21,74,14,"London",453, ,0,2,0,153,224,"170 Cherryhill Circle",20071010
044,LONDON NORTH CENTRE,41,18,63,15,"London",454, ,0,0,0,137,251,"120 Cherryhill Place",20071010
044,LONDON NORTH CENTRE,30,20,52,18,"London",455, ,10,0,0,130,235,"75 Ann Street",20071010
044,LONDON NORTH CENTRE,7,12,28,11,"London",456, ,0,0,0,58,78,"695 Talbot Street",20071010
044,LONDON NORTH CENTRE,30,7,51,8,"London",457, ,0,1,0,97,122,"600 Talbot Street",20071010
044,LONDON NORTH CENTRE,25,20,55,8,"London",458, ,0,0,0,108,198,"170 Kent Street",20071010
044,LONDON NORTH CENTRE,18,15,38,12,"London",459, ,0,0,2,85,141,"155 Kent Street",20071010
044,LONDON NORTH CENTRE,23,18,62,6,"London",460, ,0,2,0,111,242,"700 Horizon Drive",20071010
044,LONDON NORTH CENTRE,32,12,73,14,"London",461, ,1,0,0,132,215,"520 Talbot Street",20071010
044,LONDON NORTH CENTRE,37,19,46,17,"London",462, ,0,2,0,121,170,"22 Picton Street",20071010
044,LONDON NORTH CENTRE,22,19,65,20,"London",463, ,0,0,0,126,220,"310 Dundas Street East",20071010
044,LONDON NORTH CENTRE,15,11,38,12,"London",464, ,0,2,0,78,154,"405 Waterloo Street",20071010
044,LONDON NORTH CENTRE,19,11,54,14,"London",465, ,0,2,0,100,166,"389 Dundas Street",20071010
044,LONDON NORTH CENTRE,20,9,39,15,"London",466, ,1,0,0,84,143,"380 King Street",20071010
044,LONDON NORTH CENTRE,19,20,35,18,"London",467, ,0,0,0,92,171,"323 Colborne Street",20071010
044,LONDON NORTH CENTRE,19,17,41,8,"London",468, ,0,0,0,85,167,"323 Colborne Street",20071010
044,LONDON NORTH CENTRE,17,14,45,16,"London",469, ,0,0,0,92,154,"340 Colborne Street",20071010
044,LONDON NORTH CENTRE,18,18,34,15,"London",470, ,1,0,0,86,155,"433 King Street",20071010
044,LONDON NORTH CENTRE,10,13,27,22,"London",471, ,1,0,0,73,149,"21 King Street",20071010
044,LONDON NORTH CENTRE,149,94,331,60,"London",Advanced Polls /  ADV001, ,2,2,2,640,0,"Returning Office / Bureau du directeur du scrutin",20071010
044,LONDON NORTH CENTRE,400,164,740,134,"London",Advanced Polls /  ADV002, ,3,1,0,1442,0,"Cherryhill Village Mall",20071010
044,LONDON NORTH CENTRE,392,82,588,78,"London",Advanced Polls /  ADV003, ,3,4,0,1147,0,"St. Jude's Anglican Church",20071010
044,LONDON NORTH CENTRE,199,182,416,85,"London",Advanced Polls /  ADV004, ,1,3,1,887,0,"Northland Mall",20071010
TOTALS:, ,10897,7649,21669,5720, , , , , , , , , , 
