ED_CODE,ED_NAME,AUSTIN,BENDER,ELLIS,FERGUSON,FISHMAN,TAYLOR,WILSON,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
085,SIMCOE--GREY,15,3,21,1,32,4,76,"Angus",210, ,1,1,0,154,407,"Essa Recreation Centre",20071010
085,SIMCOE--GREY,3,1,19,4,24,1,84,"Angus",211, ,1,0,0,137,342,"Essa Recreation Centre",20071010
085,SIMCOE--GREY,18,6,24,2,51,0,77,"Thornton",212, ,0,1,0,179,274,"Thornton Library",20071010
085,SIMCOE--GREY,22,3,14,2,55,1,106,"Thornton",213, ,1,0,0,204,388,"Thornton Library",20071010
085,SIMCOE--GREY,37,3,21,5,30,0,87,"Lisle",214, ,0,0,0,183,388,"Lisle Community Hall Centre",20071010
085,SIMCOE--GREY,16,0,27,2,30,0,52,"Angus",215, ,0,0,0,127,284,"Essa Recreation Centre",20071010
085,SIMCOE--GREY,14,2,21,2,57,3,120,"Egbert",216, ,1,1,1,222,388,"Baxter Central Public School",20071010
085,SIMCOE--GREY,18,6,19,1,65,2,88,"Thornton",217, ,3,0,0,202,372,"Thornton Library",20071010
085,SIMCOE--GREY,11,2,16,0,32,6,92,"Lisle",218, ,2,0,0,161,258,"Lisle Community Hall Centre",20071010
085,SIMCOE--GREY,20,3,16,3,47,6,85,"Egbert",219, ,0,0,0,180,313,"Baxter Central Public School",20071010
085,SIMCOE--GREY,12,3,27,0,62,2,96,"Egbert",220, ,2,0,0,204,410,"Baxter Central Public School",20071010
085,SIMCOE--GREY,18,2,27,1,64,3,118,"Everett",221, ,0,0,0,233,459,"Tosorontio Central Public School",20071010
085,SIMCOE--GREY,13,4,20,1,24,2,91,"Egbert",222, ,0,0,0,155,271,"Baxter Central Public School",20071010
085,SIMCOE--GREY,10,2,14,0,18,2,65,"Egbert",223, ,0,1,0,112,233,"Baxter Central Public School",20071010
085,SIMCOE--GREY,17,1,26,0,31,1,73,"Everett",224, ,2,0,0,151,296,"Everett Legion",20071010
085,SIMCOE--GREY,15,9,18,1,35,0,107,"Everett",225, ,0,0,0,185,375,"Everett Legion",20071010
085,SIMCOE--GREY,20,4,10,0,39,1,101,"Everett",226, ,0,0,0,175,357,"Everett Legion",20071010
085,SIMCOE--GREY,15,2,14,1,49,1,70,"Everett",227, ,0,0,0,152,340,"Everett Legion",20071010
085,SIMCOE--GREY,16,3,12,2,59,2,117,"Everett",228, ,1,1,0,213,423,"Everett Legion",20071010
085,SIMCOE--GREY,8,1,19,0,27,1,60,"New Tecumseth",229, ,0,0,0,116,221,"Banting Memorial High School",20071010
085,SIMCOE--GREY,20,0,19,1,36,3,94,"Alliston",230, ,0,0,0,173,414,"Alliston Memorial Arena & Community Centre",20071010
085,SIMCOE--GREY,16,1,16,0,44,2,98,"Alliston",231, ,1,0,1,179,394,"Alliston Memorial Arena & Community Centre",20071010
085,SIMCOE--GREY,5,1,10,1,26,1,66,"Alliston",232, ,0,0,0,110,268,"Alliston Memorial Arena & Community Centre",20071010
085,SIMCOE--GREY,11,2,6,1,26,1,94,"Alliston",233, ,0,1,0,142,319,"Alliston Memorial Arena & Community Centre",20071010
085,SIMCOE--GREY,17,0,10,0,23,0,54,"Alliston",234, ,1,0,0,105,300,"Millpond Centre",20071010
085,SIMCOE--GREY,1,1,0,1,0,0,6,"Alliston",235s, ,0,1,0,10,17,"Stevenson Memorial Hospital",20071010
085,SIMCOE--GREY,10,3,22,2,34,0,46,"Alliston",236, ,0,0,0,117,312,"Millpond Centre",20071010
085,SIMCOE--GREY,8,4,23,1,35,3,89,"Alliston",237, ,0,0,0,163,339,"Alliston Memorial Arena & Community Centre",20071010
085,SIMCOE--GREY,11,0,8,0,47,3,83,"Alliston",238, ,0,0,0,152,369,"St. Paul's Elementary School",20071010
085,SIMCOE--GREY,5,1,3,1,14,1,22,"Alliston",239s, ,1,1,1,50,92,"Riverwood Retirement Home",20071010
085,SIMCOE--GREY,23,2,25,3,46,1,110,"Alliston",240, ,0,1,0,211,408,"Alliston Memorial Arena & Community Centre",20071010
085,SIMCOE--GREY,15,0,13,0,24,0,66,"Alliston",241, ,0,0,0,118,306,"St. Paul's Elementary School",20071010
085,SIMCOE--GREY,7,1,13,1,21,1,57,"Alliston",242, ,0,1,0,102,299,"St. Paul's Elementary School",20071010
085,SIMCOE--GREY,10,1,13,1,26,0,75,"New Tecumseth",243, ,0,0,0,126,319,"Banting Memorial High School",20071010
085,SIMCOE--GREY,10,3,13,3,24,0,70,"New Tecumseth",244, ,1,0,0,124,335,"Banting Memorial High School",20071010
085,SIMCOE--GREY,9,1,14,0,14,2,46,"New Tecumseth",245, ,1,0,0,87,252,"Banting Memorial High School",20071010
085,SIMCOE--GREY,14,2,14,0,31,1,42,"New Tecumseth",246, ,1,0,0,105,251,"Banting Memorial High School",20071010
085,SIMCOE--GREY,1,3,0,1,8,0,23,"Alliston",247s, ,1,4,3,44,89,"Good Samaritan Nursing Home Limited",20071010
085,SIMCOE--GREY,10,2,13,0,27,0,105,"New Tecumseth",248, ,1,0,0,158,334,"Banting Memorial High School",20071010
085,SIMCOE--GREY,18,10,30,2,115,0,215,"Alliston",250, ,0,0,2,392,598,"Nottawasaga Inn Banquet Room",20071010
085,SIMCOE--GREY,8,3,19,0,66,0,109,"Alliston",252, ,2,0,0,207,330,"Nottawasaga Inn Banquet Room",20071010
085,SIMCOE--GREY,10,3,9,0,40,0,95,"Alliston",254, ,0,0,0,157,231,"Nottawasaga Inn Banquet Room",20071010
085,SIMCOE--GREY,15,3,13,2,55,1,97,"Alliston",257, ,0,0,0,186,320,"Nottawasaga Inn Banquet Room",20071010
085,SIMCOE--GREY,1,1,12,0,19,1,58,"Alliston",259, ,0,0,0,92,137,"Nottawasaga Inn Banquet Room",20071010
085,SIMCOE--GREY,12,2,36,1,75,0,169,"Alliston",264, ,1,0,0,296,457,"Nottawasaga Inn Banquet Room",20071010
085,SIMCOE--GREY,12,4,30,2,27,0,130,"Cookstown",265, ,2,0,0,207,354,"Tecumseth North Elementary School",20071010
085,SIMCOE--GREY,7,3,12,0,23,4,65,"Alliston",266, ,0,0,0,114,261,"Millpond Centre",20071010
085,SIMCOE--GREY,5,2,14,0,26,1,72,"Alliston",267, ,4,0,0,124,304,"Ernest Cumberland Elementary School",20071010
085,SIMCOE--GREY,19,4,13,1,27,3,59,"Alliston",268, ,0,0,0,126,246,"Ernest Cumberland Elementary School",20071010
085,SIMCOE--GREY,18,1,22,2,31,2,103,"Alliston",269, ,0,1,0,180,392,"Holy Family School",20071010
085,SIMCOE--GREY,21,3,22,4,46,2,95,"Alliston",270, ,0,1,0,194,382,"Holy Family School",20071010
085,SIMCOE--GREY,17,1,17,0,43,2,91,"Alliston",271, ,0,1,0,172,392,"Holy Family School",20071010
085,SIMCOE--GREY,24,2,21,1,41,5,97,"Alliston",272, ,0,1,0,192,468,"Holy Family School",20071010
085,SIMCOE--GREY,4,0,18,1,16,0,45,"Alliston",273, ,1,1,0,86,271,"Ernest Cumberland Elementary School",20071010
085,SIMCOE--GREY,8,1,16,0,16,2,60,"Alliston",274, ,4,2,0,109,288,"Ernest Cumberland Elementary School",20071010
085,SIMCOE--GREY,9,1,24,1,33,1,78,"Cookstown",275, ,2,1,0,150,261,"Tecumseth North Elementary School",20071010
085,SIMCOE--GREY,13,1,22,0,33,5,101,"Loretto",276, ,0,1,0,176,348,"Adjala Central Public School",20071010
085,SIMCOE--GREY,14,0,17,3,26,1,85,"Beeton",277, ,0,0,0,146,245,"Monsignor Ronan Elementary School",20071010
085,SIMCOE--GREY,19,3,15,1,35,2,101,"Beeton",278, ,1,0,0,177,336,"Monsignor Ronan Elementary School",20071010
085,SIMCOE--GREY,28,1,23,3,29,2,79,"Beeton",279, ,0,0,0,165,317,"Monsignor Ronan Elementary School",20071010
085,SIMCOE--GREY,19,2,21,0,22,1,60,"Beeton",280, ,2,0,0,127,247,"Tecumseth Beeton Public School",20071010
085,SIMCOE--GREY,22,2,28,2,28,0,106,"Beeton",281, ,0,0,0,188,362,"Monsignor Ronan Elementary School",20071010
085,SIMCOE--GREY,32,6,26,0,29,1,123,"Beeton",282, ,1,0,0,218,400,"Monsignor Ronan Elementary School",20071010
085,SIMCOE--GREY,18,0,19,2,22,2,79,"Beeton",283, ,0,0,0,142,265,"Tecumseth Beeton Public School",20071010
085,SIMCOE--GREY,18,0,30,0,40,0,116,"Beeton",284, ,1,0,0,205,409,"Tecumseth Beeton Public School",20071010
085,SIMCOE--GREY,4,1,2,0,17,2,43,"Beeton",285s, ,0,2,0,71,150,"Simcoe Manor Nursing Home",20071010
085,SIMCOE--GREY,21,1,23,0,37,1,119,"Beeton",286, ,1,0,0,203,372,"Tecumseth Beeton Public School",20071010
085,SIMCOE--GREY,23,3,35,0,37,3,88,"Loretto",287, ,0,1,0,190,330,"Adjala Central Public School",20071010
085,SIMCOE--GREY,15,0,19,2,27,1,46,"Beeton",288, ,0,0,0,110,204,"Tecumseth Beeton Public School",20071010
085,SIMCOE--GREY,8,2,18,0,31,1,87,"Tottenham",289, ,0,1,0,148,307,"St. Thomas Aquinas Catholic Secondary School",20071010
085,SIMCOE--GREY,13,3,29,1,46,1,80,"Tottenham",290, ,0,1,0,174,312,"Tecumseth South Public School",20071010
085,SIMCOE--GREY,23,3,30,1,45,0,91,"Tottenham",291, ,1,1,0,195,377,"Tecumseth South Public School",20071010
085,SIMCOE--GREY,13,1,15,1,31,3,59,"Loretto",292, ,0,0,0,123,302,"Adjala Central Public School",20071010
085,SIMCOE--GREY,22,1,24,0,39,2,99,"Adjala-Tosorontio",293, ,1,0,0,188,366,"St. James Elementary School",20071010
085,SIMCOE--GREY,19,1,18,1,24,2,78,"Tottenham",294, ,0,0,0,143,221,"St. Thomas Aquinas Catholic Secondary School",20071010
085,SIMCOE--GREY,18,2,21,0,32,0,64,"Tottenham",295, ,0,0,0,137,323,"St. Thomas Aquinas Catholic Secondary School",20071010
085,SIMCOE--GREY,24,5,28,3,25,0,91,"Tottenham",296, ,0,1,0,177,371,"Tottenham Community Centre",20071010
085,SIMCOE--GREY,18,1,25,0,32,2,66,"Tottenham",297, ,0,0,0,144,372,"Tottenham Community Centre",20071010
085,SIMCOE--GREY,19,5,26,1,40,0,100,"Tottenham",298, ,0,0,1,192,412,"St. Thomas Aquinas Catholic Secondary School",20071010
085,SIMCOE--GREY,13,4,15,0,34,0,65,"Tottenham",299, ,0,0,0,131,314,"Tottenham Community Centre",20071010
085,SIMCOE--GREY,23,1,28,0,30,0,89,"Tottenham",300, ,0,0,0,171,375,"Tottenham Public School",20071010
085,SIMCOE--GREY,9,6,18,0,43,1,68,"Tottenham",301, ,0,0,0,145,236,"Tecumseth South Public School",20071010
085,SIMCOE--GREY,12,5,27,0,46,0,66,"Loretto",302, ,1,1,0,158,312,"Adjala Central Public School",20071010
085,SIMCOE--GREY,12,2,31,2,54,7,88,"Adjala-Tosorontio",303, ,3,1,0,200,370,"St. James Elementary School",20071010
085,SIMCOE--GREY,18,2,24,1,35,1,87,"Tottenham",304, ,1,1,0,170,334,"Tottenham Public School",20071010
085,SIMCOE--GREY,11,1,18,0,35,3,75,"Tottenham",305, ,0,0,0,143,341,"Tottenham Public School",20071010
085,SIMCOE--GREY,32,3,25,1,51,3,88,"Tottenham",306, ,1,1,1,206,408,"Tottenham Public School",20071010
085,SIMCOE--GREY,17,5,20,0,36,3,49,"Tottenham",307, ,0,1,0,131,248,"Tottenham Public School",20071010
085,SIMCOE--GREY,7,1,19,0,33,0,67,"Tottenham",308, ,0,1,0,128,263,"Tecumseth South Public School",20071010
085,SIMCOE--GREY,22,5,19,1,54,2,97,"Loretto",309, ,0,0,0,200,444,"Adjala Central Public School",20071010
085,SIMCOE--GREY,29,5,31,2,53,5,94,"Adjala-Tosorontio",310, ,0,1,0,220,493,"St. James Elementary School",20071010
085,SIMCOE--GREY,11,2,5,0,25,0,57,"Tottenham",311, ,0,0,0,100,245,"Tottenham Public School",20071010
085,SIMCOE--GREY,......................COMBINED WITH POLL 088 ....................,,,,,,,"Collingwood",400, ,,,,,,"",20071010
085,SIMCOE--GREY,82,25,143,8,326,14,762,"Tottenham",Advanced Polls /  ADV001, ,5,1,1,1367,0,"Returning Office / Bureau du directeur du scrutin",20071010
085,SIMCOE--GREY,131,24,135,7,509,5,1078,"Collingwood",Advanced Polls /  ADV002, ,9,7,0,1905,0,"Satellite Office / Bureau satellite",20071010
085,SIMCOE--GREY,59,6,52,4,150,2,468,"Alliston",Advanced Polls /  ADV003, ,5,1,0,747,0,"Adjala Tosorontio Municipal Office",20071010
085,SIMCOE--GREY,42,7,44,5,130,3,228,"Angus",Advanced Polls /  ADV004, ,4,0,0,463,0,"Essa Recreation Centre",20071010
085,SIMCOE--GREY,48,11,77,6,258,5,369,"Midhurst",Advanced Polls /  ADV005, ,0,3,0,777,0,"Midhurst Public Library",20071010
TOTALS:, ,4417,724,5428,273,12447,361,24270, , , , , , , , , , 
