ED_CODE,ED_NAME,FOULDS,GRAVELLE,HOBBS,KANNEGIESSER,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
091,THUNDER BAY--SUPERIOR NORTH,31,62,5,5,"Thunder Bay",400, ,1,1,0,105,161,"Red River Towers",20071010
091,THUNDER BAY--SUPERIOR NORTH,28,45,6,1,"Thunder Bay",401, ,2,0,0,82,121,"Elizabeth Court",20071010
091,THUNDER BAY--SUPERIOR NORTH,48,56,9,7,"Thunder Bay",402, ,0,0,0,120,238,"Harbour Heights Apartments",20071010
091,THUNDER BAY--SUPERIOR NORTH,27,51,6,10,"Thunder Bay",403, ,1,0,0,95,169,"Academy Towers",20071010
091,THUNDER BAY--SUPERIOR NORTH,18,34,6,5,"Thunder Bay",404, ,1,0,0,64,96,"Matthews Court",20071010
091,THUNDER BAY--SUPERIOR NORTH,19,95,14,4,"Thunder Bay",405, ,0,1,0,133,181,"Waverley Park Towers",20071010
091,THUNDER BAY--SUPERIOR NORTH,20,52,10,1,"Thunder Bay",406, ,1,0,0,84,112,"Regency Towers",20071010
091,THUNDER BAY--SUPERIOR NORTH,50,62,6,5,"Thunder Bay",407, ,0,0,1,124,195,"Andras Court",20071010
091,THUNDER BAY--SUPERIOR NORTH,201,432,107,46,"Thunder Bay",Advanced Polls /  ADV001, ,2,1,0,789,0,"Returning Office / Bureau du directeur du scrutin",20071010
091,THUNDER BAY--SUPERIOR NORTH,177,276,71,29,"Thunder Bay",Advanced Polls /  ADV002, ,2,2,0,557,0,"Prosvita Hall",20071010
091,THUNDER BAY--SUPERIOR NORTH,341,580,131,40,"Thunder Bay",Advanced Polls /  ADV003, ,4,3,0,1099,0,"County Fair Mall",20071010
091,THUNDER BAY--SUPERIOR NORTH,164,233,51,19,"Thunder Bay",Advanced Polls /  ADV004, ,1,0,0,468,0,"Current River Community Centre",20071010
091,THUNDER BAY--SUPERIOR NORTH,83,51,10,3,"Red Rock",Advanced Polls /  ADV005, ,0,0,0,147,0,"Red Rock Recreation Centre",20071010
091,THUNDER BAY--SUPERIOR NORTH,165,94,21,0,"Nipigon",Advanced Polls /  ADV006, ,1,0,0,281,0,"Zechner Office Building",20071010
091,THUNDER BAY--SUPERIOR NORTH,45,134,13,1,"Schreiber",Advanced Polls /  ADV007, ,0,0,0,193,0,"Schreiber Seniors' Chimo Club",20071010
091,THUNDER BAY--SUPERIOR NORTH,58,94,7,4,"Terrace Bay",Advanced Polls /  ADV008, ,0,1,0,164,0,"Terrace Bay Curling Club",20071010
091,THUNDER BAY--SUPERIOR NORTH,95,115,17,7,"Marathon",Advanced Polls /  ADV009, ,1,0,0,235,0,"Peninsula Square North Block Suite 111",20071010
091,THUNDER BAY--SUPERIOR NORTH,72,86,11,5,"Geraldton",Advanced Polls /  ADV010, ,1,0,0,175,0,"Cloutier Building",20071010
091,THUNDER BAY--SUPERIOR NORTH,58,38,4,2,"Longlac",Advanced Polls /  ADV011, ,0,1,0,103,0,"Longlac Sportsplex",20071010
TOTALS:, ,10938,13373,2688,1586, , , , , , , , , , 
