ED_CODE,ED_NAME,ADAMCZYK,AGGELONITIS,CHARTERS,MAAN,MILETIC,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
033,HAMILTON MOUNTAIN,77,55,35,5,12,"Hamilton",212, ,0,0,0,184,380,"Blessed Kateri Tekawitha School",20071010
033,HAMILTON MOUNTAIN,60,143,48,1,11,"Hamilton",213, ,0,0,0,263,501,"Lisgar Elementary School",20071010
033,HAMILTON MOUNTAIN,55,93,55,2,11,"Hamilton",214, ,1,2,0,219,390,"Corpus Christi School",20071010
033,HAMILTON MOUNTAIN,75,85,67,4,18,"Hamilton",215, ,0,1,0,250,480,"Harmony Baptist Church",20071010
033,HAMILTON MOUNTAIN,30,72,53,3,4,"Hamilton",216, ,1,0,0,163,326,"École élémentaire Ste-Marguerite-d'Youville",20071010
033,HAMILTON MOUNTAIN,23,41,18,0,1,"Hamilton",217, ,0,0,0,83,246,"École élémentaire Ste-Marguerite-d'Youville",20071010
033,HAMILTON MOUNTAIN,6,12,7,0,1,"Hamilton",218s, ,0,1,0,27,118,"The Village of Wentworth Heights",20071010
033,HAMILTON MOUNTAIN,33,39,33,2,9,"Hamilton",219, ,1,0,0,117,294,"Ray Lewis Elementary School",20071010
033,HAMILTON MOUNTAIN,32,91,49,2,8,"Hamilton",220, ,2,0,0,184,386,"Stoneridge Bible Church",20071010
033,HAMILTON MOUNTAIN,46,18,22,2,7,"Hamilton",221, ,0,0,0,95,293,"Stoneridge Bible Church",20071010
033,HAMILTON MOUNTAIN,49,117,48,3,3,"Hamilton",222, ,0,0,1,221,467,"Salvation Army Mountain Citadel",20071010
033,HAMILTON MOUNTAIN,50,76,53,5,5,"Hamilton",223, ,2,0,0,191,417,"Salvation Army Mountain Citadel",20071010
033,HAMILTON MOUNTAIN,59,86,51,3,5,"Hamilton",224, ,2,0,0,206,405,"Salvation Army Mountain Citadel",20071010
033,HAMILTON MOUNTAIN,87,68,45,1,5,"Hamilton",225, ,9,0,0,215,426,"Templemead Public School",20071010
033,HAMILTON MOUNTAIN,49,79,45,4,9,"Hamilton",226, ,0,0,0,186,415,"Templemead Public School",20071010
033,HAMILTON MOUNTAIN,49,80,45,6,11,"Hamilton",227, ,7,1,0,199,432,"Templemead Public School",20071010
033,HAMILTON MOUNTAIN,55,70,64,1,15,"Hamilton",228, ,0,0,0,205,432,"Harmony Baptist Church",20071010
033,HAMILTON MOUNTAIN,35,28,33,2,8,"Hamilton",229, ,0,0,0,106,355,"Ray Lewis Elementary School",20071010
033,HAMILTON MOUNTAIN,50,65,50,1,4,"Hamilton",230, ,1,0,0,171,379,"Ray Lewis Elementary School",20071010
033,HAMILTON MOUNTAIN,50,44,38,2,14,"Hamilton",231, ,2,1,0,151,366,"Ray Lewis Elementary School",20071010
033,HAMILTON MOUNTAIN,57,60,27,8,9,"Hamilton",232, ,0,0,0,161,376,"Salvation Army Mountain Citadel",20071010
033,HAMILTON MOUNTAIN,49,108,58,3,7,"Hamilton",233, ,4,0,1,230,450,"Templemead Public School",20071010
033,HAMILTON MOUNTAIN,43,43,27,1,9,"Hamilton",234, ,2,0,0,125,331,"Templemead Public School",20071010
033,HAMILTON MOUNTAIN,34,52,39,2,4,"Hamilton",235, ,0,0,0,131,362,"Templemead Public School",20071010
033,HAMILTON MOUNTAIN,43,46,36,1,6,"Hamilton",236, ,0,0,0,132,336,"Salvation Army Mountain Citadel",20071010
033,HAMILTON MOUNTAIN,48,41,38,2,8,"Hamilton",237, ,0,0,0,137,357,"Salvation Army Mountain Citadel",20071010
033,HAMILTON MOUNTAIN,51,49,53,0,10,"Hamilton",238, ,0,0,0,163,387,"Templemead Public School",20071010
033,HAMILTON MOUNTAIN,52,27,20,0,6,"Hamilton",400, ,0,0,0,105,195,"Delmonico Apartments",20071010
033,HAMILTON MOUNTAIN,54,29,27,0,10,"Hamilton",401, ,1,1,0,122,200,"Plaza 21 Apartments",20071010
033,HAMILTON MOUNTAIN,..........................NO POLL HELD........................,,,,,"Hamilton",402, ,0,0,0,0,0,"",20071010
033,HAMILTON MOUNTAIN,70,70,41,2,11,"Hamilton",403, ,0,0,0,194,264,"El Mirador",20071010
033,HAMILTON MOUNTAIN,..........................NO POLL HELD........................,,,,,"Hamilton",404, ,0,0,0,0,0,"",20071010
033,HAMILTON MOUNTAIN,65,48,31,0,11,"Hamilton",405, ,2,3,0,160,275,"Wellington Square Apartment",20071010
033,HAMILTON MOUNTAIN,54,18,19,1,0,"Hamilton",406, ,0,1,0,93,165,"Granada Apartments",20071010
033,HAMILTON MOUNTAIN,44,33,25,3,8,"Hamilton",407, ,2,1,0,116,187,"Cardinal Plaza",20071010
033,HAMILTON MOUNTAIN,..........................NO POLL HELD........................,,,,,"Hamilton",408, ,0,0,0,0,0,"",20071010
033,HAMILTON MOUNTAIN,61,26,27,2,7,"Hamilton",409, ,0,0,0,123,179,"Mohawk Gardens Apartments",20071010
033,HAMILTON MOUNTAIN,..........................NO POLL HELD........................,,,,,"Hamilton",410, ,0,0,0,0,0,"",20071010
033,HAMILTON MOUNTAIN,73,33,21,1,6,"Hamilton",411, ,0,2,0,136,319,"St. Michael's Anglican Church",20071010
033,HAMILTON MOUNTAIN,48,36,23,0,2,"Hamilton",412, ,0,1,0,110,139,"Confederation I",20071010
033,HAMILTON MOUNTAIN,43,29,13,1,4,"Hamilton",413, ,0,0,0,90,135,"Confederation II",20071010
033,HAMILTON MOUNTAIN,51,41,34,3,7,"Hamilton",414, ,3,2,0,141,180,"Villa Kiev Senior Citizens Apartments",20071010
033,HAMILTON MOUNTAIN,63,58,33,2,2,"Hamilton",415, ,0,1,0,159,212,"Eden Roc Apartment Building",20071010
033,HAMILTON MOUNTAIN,27,31,15,3,4,"Hamilton",416, ,0,0,0,80,132,"Blue Fountain",20071010
033,HAMILTON MOUNTAIN,77,75,44,2,9,"Hamilton",417, ,2,0,0,209,300,"Arbour Apartments",20071010
033,HAMILTON MOUNTAIN,71,46,24,6,4,"Hamilton",418, ,0,2,0,153,240,"Swansea Apartments",20071010
033,HAMILTON MOUNTAIN,338,462,297,14,38,"Hamilton",Advanced Polls /  ADV001, ,1,3,4,1157,0,"Returning Office / Bureau du directeur du scrutin",20071010
033,HAMILTON MOUNTAIN,209,262,230,10,20,"Hamilton",Advanced Polls /  ADV002, ,1,0,0,732,0,"Fire Station #2",20071010
033,HAMILTON MOUNTAIN,339,369,317,9,21,"Hamilton",Advanced Polls /  ADV003, ,0,3,1,1059,0,"Huntington Park Recreation Centre",20071010
033,HAMILTON MOUNTAIN,403,373,249,12,47,"Hamilton",Advanced Polls /  ADV004, ,6,2,0,1092,0,"Sackville Hill Seniors Centre",20071010
TOTALS:, ,15653,17387,10982,493,2172, , , , , , , , , , 
