ED_CODE,ED_NAME,FEHR,JAMES,KELLY,MONTEITH,PETERS,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
021,ELGIN--MIDDLESEX--LONDON,48,20,16,0,77,"St. Thomas",200, ,0,0,1,162,336,"Sunridge Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,48,11,23,4,97,"St. Thomas",201, ,1,1,0,185,323,"Sunridge Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,53,11,10,1,33,"Vienna",202, ,1,0,0,109,411,"Vienna Lions Community Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,63,22,14,0,53,"Vienna",203, ,0,2,0,154,343,"Vienna Lions Community Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,37,39,16,0,86,"Dutton",204, ,2,0,0,180,387,"Dutton-Dunwich Community Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,37,13,24,3,79,"Port Stanley",205, ,0,0,0,156,301,"Port Stanley Arena",20071010
021,ELGIN--MIDDLESEX--LONDON,26,13,10,0,76,"Port Stanley",206, ,0,1,0,126,262,"Port Stanley Arena",20071010
021,ELGIN--MIDDLESEX--LONDON,33,18,22,0,75,"Port Stanley",207, ,0,0,0,148,303,"Port Stanley Arena",20071010
021,ELGIN--MIDDLESEX--LONDON,2,0,3,1,14,"Port Stanley",208s, ,5,0,0,25,59,"Extendicare - Port Stanley",20071010
021,ELGIN--MIDDLESEX--LONDON,37,18,31,2,80,"Port Stanley",209, ,0,0,0,168,334,"Port Stanley Arena",20071010
021,ELGIN--MIDDLESEX--LONDON,61,12,21,0,88,"Port Stanley",210, ,0,0,0,182,345,"Port Stanley Arena",20071010
021,ELGIN--MIDDLESEX--LONDON,37,20,19,2,67,"Sparta",211, ,0,1,0,146,236,"Sparta Forge & Anvil",20071010
021,ELGIN--MIDDLESEX--LONDON,37,18,12,1,73,"Aylmer",212, ,0,0,0,141,296,"Jaffa Environmental Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,78,20,4,0,50,"Aylmer",213, ,0,0,0,152,294,"Malahide Fire Hall #1",20071010
021,ELGIN--MIDDLESEX--LONDON,27,16,1,0,64,"Dutton",214, ,0,0,0,108,233,"Dutton-Dunwich Community Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,8,3,0,1,8,"Dutton",214-1s, ,1,1,0,22,56,"Bobier Villa",20071010
021,ELGIN--MIDDLESEX--LONDON,60,30,13,3,101,"Dutton",216, ,2,0,0,209,442,"Dutton-Dunwich Community Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,31,14,9,0,41,"Fingal",217, ,0,0,0,95,209,"Warren Masonic Hall",20071010
021,ELGIN--MIDDLESEX--LONDON,32,7,24,0,90,"Port Stanley",218, ,0,0,0,153,260,"Port Stanley Royal Canadian Legion",20071010
021,ELGIN--MIDDLESEX--LONDON,32,5,20,3,61,"Port Stanley",219, ,2,0,1,124,241,"Port Stanley Royal Canadian Legion",20071010
021,ELGIN--MIDDLESEX--LONDON,31,12,13,0,32,"Port Stanley",220, ,3,0,0,91,210,"Port Stanley Royal Canadian Legion",20071010
021,ELGIN--MIDDLESEX--LONDON,30,9,18,0,89,"Port Stanley",221, ,4,0,1,151,283,"Port Stanley Royal Canadian Legion",20071010
021,ELGIN--MIDDLESEX--LONDON,21,9,17,0,76,"Port Burwell",222, ,0,0,0,123,289,"Port Burwell Public School",20071010
021,ELGIN--MIDDLESEX--LONDON,44,38,17,0,76,"Port Burwell",223, ,0,0,0,175,315,"Port Burwell Public School",20071010
021,ELGIN--MIDDLESEX--LONDON,48,19,10,1,44,"Port Burwell",224, ,0,0,1,123,259,"Port Burwell Public School",20071010
021,ELGIN--MIDDLESEX--LONDON,37,14,7,1,49,"West Lorne",226, ,0,0,0,108,245,"West Elgin Legion Branch #221",20071010
021,ELGIN--MIDDLESEX--LONDON,68,19,18,0,88,"Dutton",227, ,0,1,0,194,396,"Dutton-Dunwich Community Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,75,18,18,5,96,"Wardsville",228, ,0,0,0,212,369,"Beattie Haven Retirement Community",20071010
021,ELGIN--MIDDLESEX--LONDON,24,12,10,5,64,"West Lorne",229, ,0,0,0,115,232,"West Elgin Legion Branch #221",20071010
021,ELGIN--MIDDLESEX--LONDON,15,13,12,0,69,"West Lorne",230, ,1,0,0,110,227,"West Elgin Legion Branch #221",20071010
021,ELGIN--MIDDLESEX--LONDON,47,25,11,0,86,"West Lorne",231, ,0,0,0,169,360,"West Elgin Legion Branch #221",20071010
021,ELGIN--MIDDLESEX--LONDON,18,8,5,0,51,"West Lorne",232, ,0,0,0,82,212,"West Elgin Secondary School",20071010
021,ELGIN--MIDDLESEX--LONDON,53,19,11,0,92,"Dutton",233, ,0,0,0,175,348,"Dutton-Dunwich Community Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,36,22,12,2,67,"West Lorne",234, ,1,0,1,141,284,"West Elgin Secondary School",20071010
021,ELGIN--MIDDLESEX--LONDON,25,10,5,0,53,"Rodney",235, ,0,0,0,93,228,"West Elgin Recreation Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,38,23,18,1,57,"Rodney",236, ,0,1,0,138,298,"West Elgin Recreation Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,38,25,14,1,63,"Rodney",237, ,6,0,0,147,313,"West Elgin Recreation Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,48,25,15,0,121,"West Lorne",238, ,1,0,0,210,426,"West Elgin Secondary School",20071010
021,ELGIN--MIDDLESEX--LONDON,48,18,14,3,77,"Rodney",239, ,0,0,0,160,335,"West Elgin Recreation Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,49,22,17,1,78,"Rodney",240, ,0,0,0,167,335,"West Elgin Recreation Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,36,12,13,1,55,"London",400, ,0,1,0,118,188,"Westmount Estates I",20071010
021,ELGIN--MIDDLESEX--LONDON,32,14,9,2,45,"London",401, ,0,1,2,105,137,"Westmount Estates II",20071010
021,ELGIN--MIDDLESEX--LONDON,10,13,6,3,48,"St. Thomas",402, ,3,0,0,83,158,"Emerson Place",20071010
021,ELGIN--MIDDLESEX--LONDON,13,15,5,1,33,"St. Thomas",403, ,0,1,0,68,138,"Grand Central Place Tower 2",20071010
021,ELGIN--MIDDLESEX--LONDON,10,9,4,0,30,"St. Thomas",404, ,1,1,0,55,106,"Grand Central Place Tower 1",20071010
021,ELGIN--MIDDLESEX--LONDON,26,8,8,0,49,"St. Thomas",405, ,2,0,0,93,129,"Sunset Towers",20071010
021,ELGIN--MIDDLESEX--LONDON,16,11,5,1,28,"St. Thomas",406, ,2,0,0,63,98,"200 Chestnut Street",20071010
021,ELGIN--MIDDLESEX--LONDON,7,8,4,0,35,"London",407, ,1,0,0,55,218,"South London Community Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,7,18,3,0,35,"London",408, ,1,0,0,64,220,"South London Community Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,315,77,54,8,555,"St. Thomas",Advanced Polls /  ADV001, ,3,1,1,1014,0,"Returning Office / Bureau du directeur du scrutin",20071010
021,ELGIN--MIDDLESEX--LONDON,61,22,10,0,103,"Dutton",Advanced Polls /  ADV002, ,0,0,0,196,0,"Dutton-Dunwich Community Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,68,13,25,0,131,"Port Stanley",Advanced Polls /  ADV003, ,0,1,0,238,0,"Port Stanley Royal Canadian Legion",20071010
021,ELGIN--MIDDLESEX--LONDON,277,39,25,3,307,"St. Thomas",Advanced Polls /  ADV004, ,2,0,0,653,0,"Faith Baptist Church",20071010
021,ELGIN--MIDDLESEX--LONDON,262,20,22,2,176,"Aylmer",Advanced Polls /  ADV005, ,2,1,0,485,0,"East Elgin Community Complex",20071010
021,ELGIN--MIDDLESEX--LONDON,52,10,10,1,97,"Belmont",Advanced Polls /  ADV006, ,0,0,0,170,0,"Belmont Arena & Community Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,146,19,37,2,138,"Dorchester",Advanced Polls /  ADV007, ,0,0,0,342,0,"Dorchester Community Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,58,17,7,0,40,"Thorndale",Advanced Polls /  ADV008, ,0,0,0,122,0,"Thorndale Community Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,68,21,4,0,60,"Straffordville",Advanced Polls /  ADV009, ,0,0,0,153,0,"Bayham Community Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,69,24,38,1,161,"London",Advanced Polls /  ADV010, ,1,0,0,294,0,"South London Community Centre",20071010
021,ELGIN--MIDDLESEX--LONDON,41,21,6,1,92,"Rodney",Advanced Polls /  ADV011, ,1,0,0,162,0,"West Elgin Recreation Centre",20071010
TOTALS:, ,12460,4643,3363,353,20085, , , , , , , , , , 
