ED_CODE,ED_NAME,CORRIGAN,DENBY,JOHNSON,POTHAAR,SCOTT,SMITH,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
029,HALIBURTON--KAWARTHA LAKES--BR,29,1,68,1,129,7,"Lindsay",180, ,0,0,0,235,462,"Ops Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,32,3,89,1,109,17,"Omemee",181, ,1,0,0,252,550,"Scott Young Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,34,0,37,0,58,9,"Downeyville",182A, ,0,0,0,138,290,"St. Luke's Catholic School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,24,1,41,2,53,8,"Downeyville",182B, ,0,0,0,129,272,"St. Luke's Catholic School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,35,1,57,1,93,8,"Omemee",183, ,0,1,0,196,442,"Bethel United Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,16,0,98,0,113,18,"Omemee",184, ,0,0,0,245,570,"Bethel United Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,10,0,26,0,62,10,"Wilfrid",185, ,0,2,0,110,244,"Wilfrid Community Hall",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,11,1,36,3,78,12,"Sunderland",186, ,0,0,0,141,239,"Sunderland United Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,28,6,47,2,80,18,"Cannington",187, ,0,0,0,181,328,"Cannington Baptist Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,17,1,40,1,59,13,"Cannington",188, ,0,0,0,131,298,"Cannington Baptist Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,1,2,4,0,17,1,"Cannington",189s, ,0,0,1,26,60,"Bon Air Nursing Home",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,33,2,48,2,77,20,"Cannington",190, ,2,1,0,185,385,"McCaskill's Mills Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,19,0,40,1,112,14,"Manilla",191, ,0,1,0,187,257,"Manilla Community Hall",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,27,11,60,0,130,12,"Manilla",192, ,0,1,0,241,497,"Manilla Community Hall",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,33,3,54,1,130,16,"Oakwood",193, ,0,1,0,238,437,"Mariposa Community Hall",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,38,1,82,0,148,12,"Oakwood",194, ,1,0,0,282,546,"Mariposa Community Hall",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,26,0,42,0,71,3,"Little Britain",195, ,0,2,0,144,285,"Little Britain Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,18,0,39,2,87,3,"Lindsay",196, ,0,0,0,149,323,"Ops Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,22,0,76,1,105,9,"Lindsay",197, ,0,0,1,214,406,"St. Dominic Catholic School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,6,1,17,1,27,5,"Lindsay",198s, ,0,0,1,58,164,"Victoria Manor",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,25,1,72,0,134,3,"Lindsay",199, ,0,0,0,235,483,"Ops Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,12,1,44,1,91,17,"Lindsay",200A, ,1,0,0,167,297,"Ops Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,10,2,46,6,93,12,"Lindsay",200B, ,1,0,0,170,322,"Ops Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,23,0,32,0,73,10,"Omemee",201, ,1,0,0,139,320,"Scott Young Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,26,3,49,1,76,10,"Omemee",202, ,0,0,0,165,343,"Scott Young Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,26,0,26,0,52,6,"Omemee",203, ,0,1,0,111,246,"Scott Young Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,29,2,63,2,117,14,"Omemee",204, ,0,0,0,227,482,"Scott Young Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,29,5,76,0,94,22,"Orange Corners",205, ,0,0,0,226,496,"Fowlers Corners and District Lions' Club",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,29,1,41,1,73,16,"Orange Corners",206A, ,0,0,0,161,301,"Fowlers Corners and District Lions' Club",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,21,1,39,4,66,14,"Orange Corners",206B, ,1,1,0,147,287,"Fowlers Corners and District Lions' Club",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,17,0,55,0,81,7,"Peterborough",207A, ,0,0,0,160,305,"Peterborough Curling Club",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,15,1,56,0,73,8,"Peterborough",207B, ,0,0,0,153,293,"Peterborough Curling Club",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,17,1,59,0,85,22,"Sunderland",208, ,0,0,0,184,298,"Sunderland United Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,30,4,36,0,69,17,"Sunderland",209, ,0,1,0,157,270,"Maple Glen Apartments",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,11,0,14,0,19,0,"Sunderland",210s, ,0,0,0,44,54,"Maple Glen Apartments",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,19,1,44,1,96,18,"Sunderland",211, ,0,0,0,179,282,"Sunderland Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,23,6,75,1,143,27,"Sunderland",212, ,1,1,0,277,402,"Sunderland Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,19,13,45,1,121,19,"Little Britain",213, ,1,0,0,219,435,"Little Britain Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,28,13,80,4,137,20,"Little Britain",214, ,0,0,0,282,537,"Little Britain Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,21,2,45,3,67,7,"Valentia",215A, ,0,0,0,145,276,"Valentia United Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,13,1,38,1,72,14,"Valentia",215B, ,0,0,0,139,304,"Valentia United Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,31,2,72,0,98,12,"Lindsay",216, ,0,0,1,216,460,"Ops Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,30,1,49,0,81,15,"Janetville",217, ,0,0,0,176,386,"Janetville United Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,28,4,58,3,88,22,"Janetville",218, ,2,0,0,205,470,"Janetville United Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,28,2,63,1,150,26,"Bethany",219, ,0,0,0,270,456,"Manvers Arena and Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,19,1,57,3,66,20,"Mount Pleasant",220, ,0,0,0,166,356,"Mount Pleasant Women's Institute Hall",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,30,2,46,2,82,13,"Mount Pleasant",221, ,0,0,0,175,375,"Mount Pleasant Women's Institute Hall",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,23,0,69,0,101,15,"Mount Pleasant",222, ,0,0,0,208,351,"Mount Pleasant Women's Institute Hall",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,17,2,53,0,79,22,"Cavan",223, ,0,0,0,173,176,"St. John's Anglican Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,2,2,9,0,15,0,"Peterborough",224s, ,4,0,0,32,65,"Springdale Country Manor",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,26,1,109,7,98,15,"Peterborough",225, ,1,1,0,258,517,"Peterborough Curling Club",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,31,3,94,0,123,37,"Sunderland",226, ,4,1,0,293,486,"Sunderland Public School",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,24,2,54,0,72,19,"Little Britain",227A, ,0,0,0,171,304,"Little Britain Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,18,1,49,0,71,4,"Little Britain",227B, ,0,0,0,143,278,"Little Britain Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,18,3,41,1,48,19,"Little Britain",228, ,0,0,0,130,271,"Little Britain Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,31,1,61,1,101,19,"Valentia",229, ,0,0,0,214,457,"Valentia United Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,21,2,50,3,80,13,"Valentia",230, ,0,0,0,169,387,"Valentia United Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,37,0,77,3,113,25,"Janetville",231, ,0,0,0,255,525,"Janetville United Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,28,0,113,1,112,19,"Bethany",232, ,1,0,0,274,479,"Bethany United Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,41,0,79,3,128,17,"Cavan",233, ,1,2,0,271,433,"St. John's Anglican Church",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,35,0,92,5,152,31,"Fraserville",234, ,0,1,0,316,590,"Millbrook Lions Club Hall",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,31,0,43,2,70,15,"Millbrook",235, ,0,0,0,161,366,"Centennial Place",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,3,0,11,0,26,0,"Millbrook",236s, ,1,0,0,41,54,"Millbrook Manor",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,14,1,18,0,26,0,"Millbrook",237s, ,0,0,0,59,127,"Centennial Place",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,40,0,39,0,71,14,"Millbrook",238, ,0,0,0,164,350,"Centennial Place",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,32,2,50,2,118,20,"Fraserville",239, ,0,0,0,224,426,"Millbrook Lions Club Hall",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,24,0,66,1,82,15,"Pontypool",240, ,0,0,0,188,340,"Pontypool Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,34,3,69,0,133,14,"Bethany",241, ,0,0,0,253,447,"Manvers Arena and Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,38,3,77,0,79,13,"Pontypool",242, ,0,0,0,210,402,"Pontypool Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,50,0,59,1,81,16,"Pontypool",243, ,0,0,0,207,410,"Pontypool Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,25,1,66,0,78,20,"Millbrook",244, ,1,0,0,191,368,"Millbrook Christian Assembly",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,27,2,57,1,86,19,"Millbrook",245, ,0,0,0,192,347,"Millbrook Christian Assembly",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,31,2,48,1,122,19,"Millbrook",246, ,1,0,0,224,409,"Millbrook Christian Assembly",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,34,1,99,0,85,12,"Pontypool",247, ,0,0,0,231,440,"Pontypool Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,20,0,27,0,38,6,"Lindsay",400, ,0,0,0,91,137,"Maple Place Apartments",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,8,1,31,0,47,1,"Lindsay",401, ,0,0,0,88,121,"Walnut Grove Apartments",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,122,8,341,17,733,58,"Lindsay",Advanced Polls /  ADV001, ,1,1,0,1281,0,"Returning Office / Bureau du directeur du scrutin",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,56,3,184,5,354,44,"Haliburton",Advanced Polls /  ADV002, ,2,0,0,648,0,"Royal Canadian Legion Branch 129",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,37,0,147,7,308,19,"Minden",Advanced Polls /  ADV003, ,0,0,0,518,0,"Minden Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,27,0,76,0,215,18,"Coboconk",Advanced Polls /  ADV004, ,0,0,0,336,0,"Royal Canadian Legion Branch 519",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,48,5,137,2,291,33,"Beaverton",Advanced Polls /  ADV005, ,1,0,0,517,0,"Royal Canadian Legion Branch 135",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,45,3,110,3,219,17,"Fraserville",Advanced Polls /  ADV006, ,2,0,0,399,0,"Millbrook Lions Club Hall",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,22,0,67,2,69,18,"Woodview",Advanced Polls /  ADV007, ,0,0,0,178,0,"Wilson Park Community Centre",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,33,4,140,1,208,20,"Fenelon Falls",Advanced Polls /  ADV008, ,1,1,0,408,0,"Mr. Flooring Incorporated",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,120,4,319,6,620,50,"Lindsay",Advanced Polls /  ADV009, ,3,2,2,1126,0,"Victoria Park Armoury",20071010
029,HALIBURTON--KAWARTHA LAKES--BR,94,1,206,1,408,43,"Bobcaygeon",Advanced Polls /  ADV010, ,2,0,0,755,0,"Bobcaygeon Senior Citizens Club",20071010
TOTALS:, ,5785,391,14327,301,24273,3475, , , , , , , , , , 
