ED_CODE,ED_NAME,GARVIE,GOTS,MANN-BOWERS,POLLEY,SANDALS,SENECHAL,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
027,GUELPH,0,0,18,25,65,73,"Guelph",237, ,0,0,0,181,341,"St. Paul Catholic Elementary School",20071010
027,GUELPH,1,2,20,34,100,62,"Guelph",238, ,4,0,0,223,407,"Kortright Hills Public School",20071010
027,GUELPH,0,0,17,27,100,68,"Guelph",239, ,2,0,1,215,360,"Kortright Hills Public School",20071010
027,GUELPH,0,2,24,32,128,74,"Guelph",240, ,1,0,0,261,458,"Kortright Hills Public School",20071010
027,GUELPH,2,1,13,31,99,53,"Guelph",241, ,0,1,0,200,474,"Kortright Hills Public School",20071010
027,GUELPH,0,0,18,21,80,60,"Guelph",242, ,0,0,0,179,336,"Bishop Macdonell Catholic High School",20071010
027,GUELPH,2,2,18,19,107,59,"Guelph",243, ,0,0,0,207,375,"Bishop Macdonell Catholic High School",20071010
027,GUELPH,3,3,14,32,127,77,"Guelph",244, ,1,0,0,257,489,"Kortright Hills Public School",20071010
027,GUELPH,0,1,2,2,8,5,"Guelph",245s, ,1,0,0,19,35,"Heritage House",20071010
027,GUELPH,1,1,16,19,58,36,"Guelph",246, ,2,0,0,133,307,"Bishop Macdonell Catholic High School",20071010
027,GUELPH,0,1,13,9,50,17,"Guelph",400, ,0,0,0,90,120,"Woodlawn Towers 1",20071010
027,GUELPH,0,1,16,13,51,44,"Guelph",401, ,0,0,0,125,200,"Woodlawn Towers 1",20071010
027,GUELPH,0,0,4,7,62,28,"Guelph",402, ,1,2,0,104,152,"Woodlawn Towers 1",20071010
027,GUELPH,0,0,9,5,34,11,"Guelph",403, ,0,0,0,59,108,"Marlborough Courts Apartments",20071010
027,GUELPH,1,2,10,15,34,18,"Guelph",404, ,0,0,0,80,131,"Twin Towers Apartments",20071010
027,GUELPH,0,0,10,19,42,29,"Guelph",405, ,0,0,0,100,143,"Twin Towers Apartments",20071010
027,GUELPH,0,1,13,9,26,13,"Guelph",406, ,0,0,0,62,153,"Regency Court Apartments",20071010
027,GUELPH,1,0,16,10,24,5,"Guelph",407, ,0,0,0,56,98,"Woolwich Court Apartments",20071010
027,GUELPH,0,0,16,25,17,11,"Guelph",408, ,0,0,0,69,153,"First Baptist Church",20071010
027,GUELPH,0,3,9,22,31,8,"Guelph",409, ,0,0,0,73,119,"Park Mall Apartments",20071010
027,GUELPH,0,0,12,26,26,2,"Guelph",410, ,0,0,0,66,128,"First Baptist Church",20071010
027,GUELPH,0,0,10,8,14,11,"Guelph",411, ,0,0,0,43,144,"Willow Road Public School",20071010
027,GUELPH,0,3,21,28,20,9,"Guelph",412, ,0,0,0,81,162,"Our Lady of Lourdes Catholic High School",20071010
027,GUELPH,0,0,15,14,28,31,"Guelph",413, ,0,0,0,88,104,"60 Wyndham Street South",20071010
027,GUELPH,2,0,16,13,19,14,"Guelph",414, ,1,0,0,65,135,"Victor Davis Memorial Court Apartments",20071010
027,GUELPH,0,0,12,4,12,4,"Guelph",415, ,0,0,0,32,112,"St. Paul's Evangelical Lutheran Church",20071010
027,GUELPH,0,0,4,7,8,12,"Guelph",416, ,0,0,0,31,125,"St. Paul's Evangelical Lutheran Church",20071010
027,GUELPH,1,0,10,9,14,11,"Guelph",417, ,0,0,0,45,163,"St. Paul's Evangelical Lutheran Church",20071010
027,GUELPH,0,0,4,6,11,8,"Guelph",418, ,2,0,0,31,93,"John McCrae Public School",20071010
027,GUELPH,0,0,13,9,19,3,"Guelph",419, ,0,1,0,45,141,"Sprucedale Apartments",20071010
027,GUELPH,0,1,14,14,29,12,"Guelph",420, ,1,0,0,71,152,"Sprucedale Apartments",20071010
027,GUELPH,0,0,11,12,41,35,"Guelph",421, ,1,0,0,100,194,"Royal Towne Apartments",20071010
027,GUELPH,0,1,8,8,36,15,"Guelph",422, ,0,3,0,71,135,"Royal Towne Apartments",20071010
027,GUELPH,0,3,16,6,29,20,"Guelph",423, ,0,1,0,75,111,"Waterloo Court Senior Apartments",20071010
027,GUELPH,0,0,18,13,23,8,"Guelph",424, ,0,1,0,63,141,"Brydon Apartments",20071010
027,GUELPH,0,0,5,16,23,21,"Guelph",425, ,0,0,0,65,157,"Brydon Apartments",20071010
027,GUELPH,2,0,13,6,17,4,"Guelph",426, ,0,0,0,42,122,"College Avenue Public School",20071010
027,GUELPH,1,1,27,45,48,14,"Guelph",427, ,0,0,0,136,316,"302 College Avenue West",20071010
027,GUELPH,0,1,4,21,41,17,"Guelph",428, ,0,0,0,84,126,"Talisman Square Apartments",20071010
027,GUELPH,0,0,15,34,42,23,"Guelph",429, ,1,1,0,116,237,"University of Guelph Campus",20071010
027,GUELPH,1,1,17,5,17,6,"Guelph",430, ,0,1,0,48,119,"7 Christopher Court",20071010
027,GUELPH,3,12,98,138,492,279,"Guelph",Advanced Polls /  ADV001, ,3,0,0,1025,0,"Returning Office / Bureau du directeur du scrutin",20071010
027,GUELPH,2,4,145,160,608,366,"Guelph",Advanced Polls /  ADV002, ,26,2,1,1314,0,"Evergreen Seniors Centre",20071010
027,GUELPH,3,6,175,278,351,173,"Guelph",Advanced Polls /  ADV003, ,2,3,0,991,0,"Old Quebec Street Mall",20071010
027,GUELPH,0,9,98,103,305,285,"Guelph",Advanced Polls /  ADV004, ,0,3,1,804,0,"Victoria Road Recreation Centre",20071010
027,GUELPH,0,3,43,60,266,174,"Guelph",Advanced Polls /  ADV005, ,0,1,0,547,0,"Sir Isaac Brock Public School",20071010
027,GUELPH,4,11,113,126,414,283,"Guelph",Advanced Polls /  ADV006, ,0,1,0,952,0,"West End Recreation Centre",20071010
TOTALS:, ,166,405,6880,9750,20346,12180, , , , , , , , , , 
