ED_CODE,ED_NAME,AGGARWAL,FORTIN,KUBANEK,MAACK,MACLEOD,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
052,NEPEAN--CARLETON,47,1,25,12,111,"Nepean",219, ,2,0,0,198,435,"St. Joseph Catholic High School",20071010
052,NEPEAN--CARLETON,69,4,31,12,115,"Manotick",220, ,0,0,0,231,436,"Rideau Arena and Community Hall",20071010
052,NEPEAN--CARLETON,79,1,36,12,118,"Manotick",221, ,1,0,0,247,420,"St. Leonard's Parish Hall",20071010
052,NEPEAN--CARLETON,50,2,32,6,124,"Manotick",222, ,1,0,0,215,389,"Rideau Arena and Community Hall",20071010
052,NEPEAN--CARLETON,56,2,27,9,75,"Manotick",223, ,0,0,0,169,365,"St. Leonard's Parish Hall",20071010
052,NEPEAN--CARLETON,37,0,21,12,93,"Manotick",224, ,1,3,1,168,322,"Rideau Arena and Community Hall",20071010
052,NEPEAN--CARLETON,38,0,22,15,73,"Manotick",225, ,0,1,0,149,344,"St. Leonard's Parish Hall",20071010
052,NEPEAN--CARLETON,60,1,22,4,82,"Manotick",226, ,0,2,0,171,412,"St. Mark Catholic High School",20071010
052,NEPEAN--CARLETON,35,3,10,12,117,"Greely",227, ,0,0,0,177,389,"Orchard View Reception & Conference Centre",20071010
052,NEPEAN--CARLETON,65,0,17,11,159,"Metcalfe",228, ,1,0,0,253,512,"Metcalfe and District Community Centre",20071010
052,NEPEAN--CARLETON,5,0,1,0,3,"Marionville",229s, ,0,0,0,9,17,"Pavillon Marionville",20071010
052,NEPEAN--CARLETON,72,2,23,14,145,"Manotick",230, ,1,0,0,257,498,"Rideau Arena and Community Hall",20071010
052,NEPEAN--CARLETON,54,3,28,15,116,"Manotick",231, ,1,0,0,217,414,"Rideau Arena and Community Hall",20071010
052,NEPEAN--CARLETON,53,0,13,7,89,"Manotick",232, ,1,0,0,163,355,"St. Mark Catholic High School",20071010
052,NEPEAN--CARLETON,45,4,10,8,121,"Vernon",233, ,0,2,0,190,382,"Vernon Recreation Centre",20071010
052,NEPEAN--CARLETON,35,1,15,7,110,"Osgoode",234, ,2,0,0,170,345,"Osgoode Arena and Community Centre",20071010
052,NEPEAN--CARLETON,52,2,30,8,183,"Carsonby",235, ,1,3,0,279,561,"Harry Craig Community Centre",20071010
052,NEPEAN--CARLETON,66,2,34,11,102,"Kars",236, ,0,0,1,216,373,"Kars Recreation Association",20071010
052,NEPEAN--CARLETON,38,1,21,8,126,"Manotick",237, ,1,0,0,195,378,"Carleton Golf & Yacht Club",20071010
052,NEPEAN--CARLETON,54,0,18,14,105,"Manotick",238, ,0,0,0,191,323,"Carleton Golf & Yacht Club",20071010
052,NEPEAN--CARLETON,55,1,28,13,110,"Manotick",239, ,0,0,0,207,462,"Carleton Golf & Yacht Club",20071010
052,NEPEAN--CARLETON,20,2,14,11,132,"Vernon",240, ,2,1,0,182,307,"Vernon Recreation Centre",20071010
052,NEPEAN--CARLETON,59,2,24,18,120,"North Gower",241, ,0,0,0,223,464,"Alfred Taylor Recreation Facility",20071010
052,NEPEAN--CARLETON,38,0,32,17,85,"Kars",242, ,1,0,0,173,309,"Kars Recreation Association",20071010
052,NEPEAN--CARLETON,33,2,18,19,154,"Osgoode",243, ,1,0,0,227,379,"Osgoode Arena and Community Centre",20071010
052,NEPEAN--CARLETON,40,0,11,11,68,"Osgoode",244, ,0,0,0,130,289,"Osgoode Arena and Community Centre",20071010
052,NEPEAN--CARLETON,4,0,2,0,30,"Osgoode",245, ,0,0,0,36,44,"Dr. Robert A. Dowd Place",20071010
052,NEPEAN--CARLETON,45,0,19,19,100,"Osgoode",246, ,0,2,0,185,367,"Osgoode Arena and Community Centre",20071010
052,NEPEAN--CARLETON,57,1,18,20,123,"Osgoode",247, ,0,1,0,220,384,"Osgoode Arena and Community Centre",20071010
052,NEPEAN--CARLETON,59,3,24,14,158,"Osgoode",248, ,0,0,0,258,436,"Osgoode Arena and Community Centre",20071010
052,NEPEAN--CARLETON,51,1,12,12,168,"Vernon",249, ,0,0,0,244,516,"Vernon Recreation Centre",20071010
052,NEPEAN--CARLETON,21,3,10,11,138,"Carsonby",250, ,0,0,0,183,376,"Harry Craig Community Centre",20071010
052,NEPEAN--CARLETON,42,3,18,23,140,"North Gower",251, ,0,0,0,226,412,"Alfred Taylor Recreation Facility",20071010
052,NEPEAN--CARLETON,38,0,19,7,126,"North Gower",252, ,1,0,0,191,354,"Alfred Taylor Recreation Facility",20071010
052,NEPEAN--CARLETON,43,1,32,28,132,"North Gower",253, ,0,1,0,237,432,"Alfred Taylor Recreation Facility",20071010
052,NEPEAN--CARLETON,20,1,13,7,72,"Kars",254, ,0,0,0,113,202,"Kars Recreation Association",20071010
052,NEPEAN--CARLETON,40,3,21,12,133,"Osgoode",255, ,0,0,0,209,383,"Osgoode Arena and Community Centre",20071010
052,NEPEAN--CARLETON,17,6,18,17,95,"North Gower",256, ,2,0,0,155,320,"Marlborough Community Centre",20071010
052,NEPEAN--CARLETON,35,2,35,17,106,"North Gower",257, ,0,1,0,196,373,"Marlborough Community Centre",20071010
052,NEPEAN--CARLETON,29,0,31,17,112,"North Gower",258, ,1,0,0,190,356,"Marlborough Community Centre",20071010
052,NEPEAN--CARLETON,2,0,4,3,32,"North Gower",259, ,0,0,0,41,98,"Marlborough Community Centre",20071010
052,NEPEAN--CARLETON,29,0,17,11,97,"North Gower",260, ,0,2,0,156,313,"Alfred Taylor Recreation Facility",20071010
052,NEPEAN--CARLETON,16,0,10,6,81,"North Gower",261, ,0,0,0,113,199,"Marlborough Community Centre",20071010
052,NEPEAN--CARLETON,49,1,14,20,65,"Nepean",400, ,0,0,0,149,295,"Arlington Apartments",20071010
052,NEPEAN--CARLETON,35,1,11,17,38,"Nepean",401, ,0,0,1,103,184,"Cambridge Apartments",20071010
052,NEPEAN--CARLETON,25,1,12,8,40,"Nepean",402, ,0,0,0,86,172,"Medhurst Apartments",20071010
052,NEPEAN--CARLETON,273,6,48,46,526,"Nepean",Advanced Polls /  ADV001, ,0,3,0,902,0,"Returning Office / Bureau du directeur du scrutin",20071010
052,NEPEAN--CARLETON,65,4,25,11,234,"Metcalfe",Advanced Polls /  ADV002, ,1,0,0,340,0,"Metcalfe Client Service Centre",20071010
052,NEPEAN--CARLETON,256,4,88,51,502,"Manotick",Advanced Polls /  ADV003, ,2,4,0,907,0,"Manotick Branch Library",20071010
052,NEPEAN--CARLETON,18,1,4,2,40,"Vernon",Advanced Polls /  ADV004, ,0,0,0,65,0,"Vernon Recreation Centre",20071010
052,NEPEAN--CARLETON,225,3,51,38,375,"Gloucester",Advanced Polls /  ADV005, ,0,0,0,692,0,"Moncion's Independent Grocer",20071010
052,NEPEAN--CARLETON,468,12,67,77,730,"Nepean",Advanced Polls /  ADV006, ,3,0,0,1357,0,"Walter Baker Sports Centre",20071010
052,NEPEAN--CARLETON,279,9,80,61,485,"Ottawa",Advanced Polls /  ADV007, ,0,0,3,917,0,"Nepean Sportsplex",20071010
052,NEPEAN--CARLETON,59,4,23,16,241,"North Gower",Advanced Polls /  ADV008, ,0,0,0,343,0,"Alfred Taylor Recreation Facility",20071010
TOTALS:, ,17731,533,4500,4000,27070, , , , , , , , , , 
