ED_CODE,ED_NAME,BERARDINETTI,BORKOWSKI,CRAWFORD,DANCE,DIXON,SARKAR,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
084,SCARBOROUGH SOUTHWEST,63,1,15,2,2,36,"Toronto",437, ,1,1,0,121,294,"30 Teesdale Place",20071010
084,SCARBOROUGH SOUTHWEST,90,0,18,3,6,49,"Toronto",438, ,1,1,0,168,319,"20 Teesdale Place",20071010
084,SCARBOROUGH SOUTHWEST,65,0,18,5,3,49,"Toronto",439, ,0,1,0,141,265,"40 Teesdale Place",20071010
084,SCARBOROUGH SOUTHWEST,84,2,13,0,2,35,"Toronto",440, ,1,0,0,137,252,"10 Teesdale Place",20071010
084,SCARBOROUGH SOUTHWEST,61,2,65,2,17,54,"Toronto",441, ,0,0,0,201,268,"757 Victoria Park Avenue",20071010
084,SCARBOROUGH SOUTHWEST,159,7,44,5,6,73,"Toronto",442, ,0,0,0,294,510,"30 Denton Avenue",20071010
084,SCARBOROUGH SOUTHWEST,51,0,12,1,2,17,"Toronto",443, ,0,0,0,83,169,"Macey Apartments",20071010
084,SCARBOROUGH SOUTHWEST,51,3,19,3,5,21,"Toronto",444, ,1,2,0,105,196,"Byng Towers Seniors Apartments",20071010
084,SCARBOROUGH SOUTHWEST,19,1,13,2,7,22,"Toronto",445, ,0,1,0,65,156,"Royal Canadian Legion Branch 13",20071010
084,SCARBOROUGH SOUTHWEST,39,1,43,0,18,38,"Toronto",446, ,0,0,0,139,233,"1080 Kingston Road",20071010
084,SCARBOROUGH SOUTHWEST,91,0,53,2,17,26,"Toronto",447, ,0,0,0,189,291,"Henley Gardens",20071010
084,SCARBOROUGH SOUTHWEST,12,0,13,0,10,17,"Toronto",448, ,0,0,0,52,110,"Courcelette Public School",20071010
084,SCARBOROUGH SOUTHWEST,368,4,226,6,51,121,"Toronto",Advanced Polls /  ADV001, ,1,4,0,781,0,"Returning Office / Bureau du directeur du scrutin",20071010
084,SCARBOROUGH SOUTHWEST,166,4,140,1,42,84,"Toronto",Advanced Polls /  ADV002, ,1,2,0,440,0,"Royal Canadian Legion Branch 13",20071010
084,SCARBOROUGH SOUTHWEST,105,8,87,0,17,32,"Toronto",Advanced Polls /  ADV003, ,2,0,0,251,0,"Scarboro Missions",20071010
084,SCARBOROUGH SOUTHWEST,221,3,122,5,24,76,"Toronto",Advanced Polls /  ADV004, ,1,3,0,455,0,"West Scarborough Community Centre",20071010
TOTALS:, ,15114,399,8359,296,2649,5930, , , , , , , , , , 
