ED_CODE,ED_NAME,ALLMAN,BANNON,HANSEN,PAYNE,RUTHERFORD,SMINK,WILKINSON,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
070,PERTH--WELLINGTON,0,2,0,1,17,0,28,"Stratford",199s, ,1,1,0,50,54,"Anne Hathaway Residence",20071010
070,PERTH--WELLINGTON,0,1,16,19,20,0,46,"Stratford",200, ,1,0,0,103,237,"Romeo Public School",20071010
070,PERTH--WELLINGTON,2,1,16,18,13,1,49,"Stratford",201, ,0,0,0,100,226,"Romeo Public School",20071010
070,PERTH--WELLINGTON,0,1,30,7,22,0,65,"Stratford",202, ,1,0,0,126,332,"Shakespeare Public School",20071010
070,PERTH--WELLINGTON,0,1,20,13,28,1,55,"Stratford",203, ,0,0,0,118,273,"Anne Hathaway Public School",20071010
070,PERTH--WELLINGTON,1,3,20,8,15,0,36,"Stratford",204, ,0,0,0,83,245,"Romeo Public School",20071010
070,PERTH--WELLINGTON,2,1,23,11,23,0,49,"Stratford",205, ,1,0,0,110,293,"Anne Hathaway Public School",20071010
070,PERTH--WELLINGTON,2,4,35,5,29,0,75,"Stratford",206, ,0,0,0,150,302,"Anne Hathaway Public School",20071010
070,PERTH--WELLINGTON,1,5,39,7,26,0,76,"Stratford",207, ,1,0,0,155,310,"Romeo Public School",20071010
070,PERTH--WELLINGTON,2,0,25,11,29,0,49,"Stratford",208, ,1,0,0,117,295,"Anne Hathaway Public School",20071010
070,PERTH--WELLINGTON,2,2,12,4,14,0,42,"Stratford",209, ,0,0,0,76,251,"Anne Hathaway Public School",20071010
070,PERTH--WELLINGTON,0,3,26,6,25,2,28,"Stratford",210, ,0,0,0,90,245,"Anne Hathaway Public School",20071010
070,PERTH--WELLINGTON,0,1,18,4,15,1,46,"Stratford",211, ,0,0,0,85,240,"Anne Hathaway Public School",20071010
070,PERTH--WELLINGTON,0,4,18,3,12,0,44,"Stratford",212, ,1,0,0,82,250,"Anne Hathaway Public School",20071010
070,PERTH--WELLINGTON,2,0,19,11,89,2,79,"Shakespeare",213, ,0,0,0,202,357,"Shakespeare & District Optimist Hall",20071010
070,PERTH--WELLINGTON,1,6,7,14,56,0,80,"Shakespeare",214, ,0,0,0,164,323,"Shakespeare & District Optimist Hall",20071010
070,PERTH--WELLINGTON,1,6,36,36,94,4,95,"St. Marys",215, ,0,0,0,272,507,"South Perth Centennial Public School",20071010
070,PERTH--WELLINGTON,4,7,19,6,82,1,110,"St. Pauls",216, ,0,0,1,230,374,"Downie Optimist Hall",20071010
070,PERTH--WELLINGTON,1,3,14,11,46,0,86,"St. Pauls",217, ,0,4,0,165,333,"Downie Optimist Hall",20071010
070,PERTH--WELLINGTON,2,2,12,9,63,0,88,"St. Marys",218, ,0,0,0,176,336,"Community Centre St. Marys",20071010
070,PERTH--WELLINGTON,0,1,2,0,13,0,16,"St. Marys",219s, ,0,0,0,32,81,"Wildwood Care Centre",20071010
070,PERTH--WELLINGTON,..........................NO POLL HELD........................,,,,,,,"St. Marys",220s, ,0,0,0,0,0,"",20071010
070,PERTH--WELLINGTON,1,2,6,11,30,0,57,"St. Marys",221, ,0,0,0,107,203,"Community Centre St. Marys",20071010
070,PERTH--WELLINGTON,1,0,24,12,32,0,70,"St. Marys",222, ,1,0,0,140,255,"Community Centre St. Marys",20071010
070,PERTH--WELLINGTON,1,6,18,20,35,0,61,"St. Marys",223, ,0,0,0,141,279,"Community Centre St. Marys",20071010
070,PERTH--WELLINGTON,0,2,6,16,22,3,65,"St. Marys",224, ,0,0,0,114,248,"Community Centre St. Marys",20071010
070,PERTH--WELLINGTON,0,1,3,2,25,1,37,"St. Marys",225s, ,1,0,0,70,147,"Kingsway Lodge",20071010
070,PERTH--WELLINGTON,1,1,9,13,50,1,89,"St. Marys",226, ,0,0,0,164,310,"Community Centre St. Marys",20071010
070,PERTH--WELLINGTON,1,5,23,31,73,2,99,"St. Marys",227, ,1,2,0,237,433,"Community Centre St. Marys",20071010
070,PERTH--WELLINGTON,3,4,30,19,70,1,77,"St. Marys",228, ,1,1,0,206,377,"South Perth Centennial Public School",20071010
070,PERTH--WELLINGTON,1,1,26,16,57,3,69,"St. Marys",229, ,1,0,0,174,317,"Community Centre St. Marys",20071010
070,PERTH--WELLINGTON,2,1,16,15,30,0,51,"St. Marys",230, ,1,0,0,116,254,"Community Centre St. Marys",20071010
070,PERTH--WELLINGTON,0,0,10,25,48,1,88,"St. Marys",231, ,0,0,0,172,304,"Community Centre St. Marys",20071010
070,PERTH--WELLINGTON,0,1,13,9,31,2,49,"St. Marys",232, ,1,0,0,106,263,"Community Centre St. Marys",20071010
070,PERTH--WELLINGTON,0,1,17,18,22,2,59,"St. Marys",233, ,3,0,0,122,292,"Community Centre St. Marys",20071010
070,PERTH--WELLINGTON,1,1,13,13,53,4,119,"St. Marys",234, ,1,1,0,206,361,"Community Centre St. Marys",20071010
070,PERTH--WELLINGTON,1,0,16,11,35,0,78,"St. Marys",235, ,0,0,0,141,319,"Community Centre St. Marys",20071010
070,PERTH--WELLINGTON,0,0,17,13,56,5,112,"St. Marys",236, ,0,0,0,203,413,"Community Centre St. Marys",20071010
070,PERTH--WELLINGTON,0,4,20,11,56,5,71,"St. Marys",237, ,0,0,0,167,308,"Community Centre St. Marys",20071010
070,PERTH--WELLINGTON,..........................NO POLL HELD........................,,,,,,,"Stratford",400, ,0,0,0,0,0,"",20071010
070,PERTH--WELLINGTON,0,0,23,2,5,0,23,"Stratford",401, ,0,0,0,53,96,"45 Buckingham Drive",20071010
070,PERTH--WELLINGTON,1,0,12,4,13,0,47,"Stratford",402, ,0,0,0,77,136,"25 Kappele Circle",20071010
070,PERTH--WELLINGTON,2,9,74,49,244,0,624,"Stratford",Advanced Polls /  ADV001, ,1,2,0,1005,0,"Returning Office / Bureau du directeur du scrutin",20071010
070,PERTH--WELLINGTON,0,1,8,11,62,1,76,"Milverton",Advanced Polls /  ADV002, ,0,0,0,159,0,"Perth East Recreation Complex-Milverton",20071010
070,PERTH--WELLINGTON,2,5,34,17,164,1,184,"Listowel",Advanced Polls /  ADV003, ,1,1,0,409,0,"Avon Lighting",20071010
070,PERTH--WELLINGTON,0,5,36,24,141,1,245,"St. Marys",Advanced Polls /  ADV004, ,3,0,0,455,0,"Lind Sportsplex and Curling Club",20071010
070,PERTH--WELLINGTON,0,3,19,20,116,1,75,"Arthur",Advanced Polls /  ADV005, ,0,0,0,234,0,"St. John Parish Centre",20071010
070,PERTH--WELLINGTON,0,4,19,18,107,0,115,"Palmerston",Advanced Polls /  ADV006, ,0,0,0,263,0,"St. Paul's Anglican Church",20071010
070,PERTH--WELLINGTON,2,3,20,19,128,0,106,"Drayton",Advanced Polls /  ADV007, ,0,1,0,279,0,"Peel Maryborough Drayton Arena Complex",20071010
070,PERTH--WELLINGTON,1,14,98,82,246,2,626,"Stratford",Advanced Polls /  ADV008, ,2,8,0,1079,0,"Festival Marketplace",20071010
070,PERTH--WELLINGTON,1,4,37,34,222,0,153,"Mount Forest",Advanced Polls /  ADV009, ,0,0,0,451,0,"Mount Forest United Church",20071010
070,PERTH--WELLINGTON,1,8,21,19,119,0,217,"Mitchell",Advanced Polls /  ADV010, ,1,1,0,387,0,"Smyth Shoe Store",20071010
TOTALS:, ,217,776,3912,3051,12338,399,18096, , , , , , , , , , 
