ED_CODE,ED_NAME,APELBAUM,BEST,CARVALHO,GRANT,KITCHEN,SHAN,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
082,SCARBOROUGH--GUILDWOOD,0,19,1,7,0,34,"Toronto",465, ,0,0,0,61,181,"St. Boniface Catholic School",20071010
082,SCARBOROUGH--GUILDWOOD,6,83,1,14,5,135,"Toronto",466, ,6,2,0,252,463,"3380 Eglinton Avenue East",20071010
082,SCARBOROUGH--GUILDWOOD,5,23,0,3,0,40,"Toronto",467, ,0,0,0,71,189,"Cedar Drive Junior Public School",20071010
082,SCARBOROUGH--GUILDWOOD,0,35,0,6,1,20,"Toronto",468, ,0,0,0,62,232,"Cedar Drive Junior Public School",20071010
082,SCARBOROUGH--GUILDWOOD,2,50,0,33,12,17,"Toronto",469, ,2,0,0,116,202,"Sir Wilfrid Laurier Collegiate Institute",20071010
082,SCARBOROUGH--GUILDWOOD,0,20,0,5,0,61,"Toronto",470, ,0,0,0,86,177,"Mason Road Junior Public School",20071010
082,SCARBOROUGH--GUILDWOOD,9,76,5,28,5,130,"Toronto",471, ,1,1,0,255,408,"Markham Glen Apartments",20071010
082,SCARBOROUGH--GUILDWOOD,2,44,0,8,4,36,"Toronto",472, ,2,0,0,96,321,"Mason Road Junior Public School",20071010
082,SCARBOROUGH--GUILDWOOD,0,15,0,1,1,38,"Toronto",473, ,16,0,0,71,239,"St. Boniface Catholic School",20071010
082,SCARBOROUGH--GUILDWOOD,4,53,4,40,10,57,"Toronto",474, ,0,0,0,168,305,"The Village at Guildwood",20071010
082,SCARBOROUGH--GUILDWOOD,1,48,1,30,10,11,"Toronto",475, ,1,0,0,102,177,"Guildwood Terrace",20071010
082,SCARBOROUGH--GUILDWOOD,3,90,2,52,6,39,"Toronto",476, ,3,1,0,196,325,"Guildwood Terrace",20071010
082,SCARBOROUGH--GUILDWOOD,1,71,1,71,15,13,"Toronto",477, ,1,0,0,173,224,"Bournemouth Apartments",20071010
082,SCARBOROUGH--GUILDWOOD,6,54,2,24,7,29,"Toronto",478, ,2,1,0,125,254,"Adanac Apartments",20071010
082,SCARBOROUGH--GUILDWOOD,..........................NO POLL HELD........................,,,,,,"Toronto",479, ,0,0,0,0,0,"",20071010
082,SCARBOROUGH--GUILDWOOD,1,33,3,20,2,11,"Toronto",480, ,2,0,0,72,200,"George P. Mackie Junior Public School",20071010
082,SCARBOROUGH--GUILDWOOD,7,36,3,27,8,22,"Toronto",481, ,0,1,0,104,343,"George P. Mackie Junior Public School",20071010
082,SCARBOROUGH--GUILDWOOD,17,329,11,202,26,345,"Scarborough",Advanced Polls /  ADV001, ,3,4,1,938,0,"Returning Office / Bureau du directeur du scrutin",20071010
082,SCARBOROUGH--GUILDWOOD,4,273,4,281,43,92,"Toronto",Advanced Polls /  ADV002, ,2,1,0,700,0,"Heron Park Community Recreation Centre",20071010
082,SCARBOROUGH--GUILDWOOD,1,142,4,129,14,64,"Toronto",Advanced Polls /  ADV003, ,1,0,0,355,0,"Scarborough Centennial Recreation Centre",20071010
082,SCARBOROUGH--GUILDWOOD,12,486,9,313,60,324,"Toronto",Advanced Polls /  ADV004, ,6,2,0,1212,0,"Cedarbrae Library",20071010
TOTALS:, ,484,14430,267,9503,1811,7441, , , , , , , , , , 
