ED_CODE,ED_NAME,ALBANESE,DIAS,FERREIRA,GRATL,McMILLAN,SANABRIA,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
106,YORK SOUTH--WESTON,17,1,32,0,1,0,"Toronto",447, ,6,1,0,58,120,"Plaut Manor",20071010
106,YORK SOUTH--WESTON,57,1,99,4,6,1,"Toronto",448, ,0,1,0,169,345,"Villa Gaspar",20071010
106,YORK SOUTH--WESTON,71,3,106,2,10,1,"Toronto",449, ,0,0,0,193,458,"Villa Gaspar",20071010
106,YORK SOUTH--WESTON,35,4,34,4,8,0,"Toronto",450, ,0,1,0,86,142,"Our Lady of Victory Seniors Residence",20071010
106,YORK SOUTH--WESTON,54,1,47,1,4,1,"Toronto",451, ,0,0,2,110,281,"Trimbee Court",20071010
106,YORK SOUTH--WESTON,10,4,26,2,3,0,"Toronto",452, ,0,0,0,45,208,"Mount Dennis Community Hall",20071010
106,YORK SOUTH--WESTON,25,1,44,2,3,1,"Toronto",453, ,0,0,0,76,205,"Kane Middle School",20071010
106,YORK SOUTH--WESTON,80,3,109,11,37,2,"Toronto",454, ,3,1,1,247,467,"Emmett House",20071010
106,YORK SOUTH--WESTON,134,5,153,9,37,2,"Toronto",455, ,2,4,0,346,702,"Winston House Apartments",20071010
106,YORK SOUTH--WESTON,22,0,33,1,4,1,"Toronto",456A, ,5,1,0,67,621,"York Humber High School",20071010
106,YORK SOUTH--WESTON,16,2,21,1,6,0,"Toronto",456B, ,0,0,11,57,477,"York Humber High School",20071010
106,YORK SOUTH--WESTON,28,1,55,1,7,2,"Toronto",457, ,0,0,0,94,428,"York Humber High School",20071010
106,YORK SOUTH--WESTON,9,0,19,1,4,0,"Toronto",458, ,8,1,0,42,174,"York Humber High School",20071010
106,YORK SOUTH--WESTON,20,2,37,2,3,0,"Toronto",459, ,0,0,0,64,202,"Our Lady of Victory Catholic School",20071010
106,YORK SOUTH--WESTON,34,2,64,3,9,0,"Toronto",460, ,1,0,0,113,279,"Our Lady of Victory Catholic School",20071010
106,YORK SOUTH--WESTON,88,3,57,2,11,2,"Toronto",461, ,0,3,0,166,250,"Silverthorn Place Apartment Buildings",20071010
106,YORK SOUTH--WESTON,14,2,32,2,2,1,"Toronto",462, ,3,0,0,56,174,"St. Matthew Catholic School",20071010
106,YORK SOUTH--WESTON,34,3,60,4,8,1,"Toronto",463, ,0,0,1,111,191,"Mount Dennis Apartment Buildings",20071010
106,YORK SOUTH--WESTON,27,2,50,1,4,3,"Toronto",464, ,1,1,0,89,161,"St. Matthew Catholic School",20071010
106,YORK SOUTH--WESTON,102,1,44,11,53,2,"Toronto",465, ,1,1,0,215,346,"Lambton Square - C",20071010
106,YORK SOUTH--WESTON,90,2,86,12,44,5,"Toronto",466, ,0,1,0,240,345,"Lambton Square - D",20071010
106,YORK SOUTH--WESTON,76,4,59,2,11,1,"Toronto",467, ,0,0,0,153,255,"Outlook Manor Apartment Buildings",20071010
106,YORK SOUTH--WESTON,7,0,31,1,5,0,"Toronto",468, ,0,0,0,44,150,"Frank Oke Secondary School",20071010
106,YORK SOUTH--WESTON,80,4,71,11,52,6,"Toronto",469, ,3,3,0,230,373,"Lambton Square - A",20071010
106,YORK SOUTH--WESTON,102,3,67,9,53,1,"Toronto",470, ,2,0,0,237,335,"Lambton Square - B",20071010
106,YORK SOUTH--WESTON,22,2,22,0,2,0,"Toronto",471, ,1,0,0,49,115,"Rockcliffe Middle School",20071010
106,YORK SOUTH--WESTON,19,3,16,0,4,0,"Toronto",472, ,1,3,0,46,115,"Rockcliffe Middle School",20071010
106,YORK SOUTH--WESTON,10,0,8,0,1,0,"Toronto",473, ,1,1,0,21,104,"Rockcliffe Middle School",20071010
106,YORK SOUTH--WESTON,19,1,20,1,0,0,"Toronto",474, ,1,0,0,42,141,"Rockcliffe Middle School",20071010
106,YORK SOUTH--WESTON,20,0,29,2,4,0,"Toronto",475, ,0,0,0,55,192,"Rockcliffe Middle School",20071010
106,YORK SOUTH--WESTON,47,4,24,4,13,1,"Toronto",476, ,1,1,0,95,324,"Rockcliffe Middle School",20071010
106,YORK SOUTH--WESTON,68,3,51,3,1,0,"Toronto",477, ,0,0,0,126,354,"Rockcliffe Middle School",20071010
106,YORK SOUTH--WESTON,18,0,36,0,0,0,"Toronto",478, ,0,0,0,54,106,"Hickory Tree Co-operative",20071010
106,YORK SOUTH--WESTON,289,11,240,24,78,0,"Toronto",Advanced Polls /  ADV001, ,1,1,0,644,0,"Returning Office / Bureau du directeur du scrutin",20071010
106,YORK SOUTH--WESTON,132,2,186,12,47,0,"Toronto",Advanced Polls /  ADV002, ,0,2,0,381,0,"Falstaff Community Centre",20071010
106,YORK SOUTH--WESTON,86,6,128,6,30,1,"Toronto",Advanced Polls /  ADV003, ,0,0,0,257,0,"Centennial Recreation Centre",20071010
106,YORK SOUTH--WESTON,93,3,125,13,31,1,"Toronto",Advanced Polls /  ADV004, ,1,0,1,268,0,"George Bell Arena",20071010
TOTALS:, ,13846,385,13394,1226,3173,218, , , , , , , , , , 
