ED_CODE,ED_NAME,EVELEIGH,LAXTON,MORAN,MORISSETTE,MURRAY,NAQVI,RYAN,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
062,OTTAWA CENTRE,2,16,0,26,58,45,0,"Ottawa",211, ,1,0,0,148,264,"Churchill Alternative School",20071010
062,OTTAWA CENTRE,2,32,4,45,56,74,0,"Ottawa",212, ,0,0,0,213,388,"Hilson Avenue Public School",20071010
062,OTTAWA CENTRE,0,16,2,29,52,71,0,"Ottawa",213, ,1,0,0,171,277,"Elmdale Public School (via Java Street)",20071010
062,OTTAWA CENTRE,0,28,1,29,56,59,0,"Ottawa",214, ,0,0,0,173,305,"Elmdale Public School (via Java Street)",20071010
062,OTTAWA CENTRE,0,20,3,36,52,84,2,"Ottawa",215, ,1,0,0,198,385,"St. Matthias Anglican Church",20071010
062,OTTAWA CENTRE,0,50,0,33,92,63,3,"Ottawa",216, ,0,1,0,242,409,"Trinity Anglican Church (via Cameron Street)",20071010
062,OTTAWA CENTRE,0,33,0,59,39,66,0,"Ottawa",217, ,0,1,0,198,341,"Broadview Avenue Public School",20071010
062,OTTAWA CENTRE,0,22,3,43,31,84,0,"Ottawa",218, ,1,0,0,184,340,"Churchill Alternative School",20071010
062,OTTAWA CENTRE,2,31,0,37,46,57,0,"Ottawa",219, ,0,2,0,175,295,"Churchill Alternative School",20071010
062,OTTAWA CENTRE,0,29,0,53,64,49,2,"Ottawa",220, ,1,0,0,198,338,"Churchill Alternative School",20071010
062,OTTAWA CENTRE,0,35,0,60,47,60,0,"Ottawa",221, ,1,0,0,203,373,"Hilson Avenue Public School",20071010
062,OTTAWA CENTRE,1,17,4,33,40,36,2,"Ottawa",222, ,0,0,0,133,259,"Hilson Avenue Public School",20071010
062,OTTAWA CENTRE,0,13,0,20,19,36,0,"Ottawa",223, ,0,1,0,89,178,"Hilson Avenue Public School",20071010
062,OTTAWA CENTRE,3,28,1,51,63,96,0,"Ottawa",224, ,1,0,0,243,335,"St. Matthias Anglican Church",20071010
062,OTTAWA CENTRE,......................COMBINED WITH POLL 224 ....................,,,,,,,"Ottawa",225s, ,,,,,,"Royal Ottawa Place Long Term Care",20071010
062,OTTAWA CENTRE,......................COMBINED WITH POLL 224 ....................,,,,,,,"Ottawa",226s, ,,,,,,"Royal Ottawa Hospital",20071010
062,OTTAWA CENTRE,2,22,2,50,41,57,0,"Ottawa",227, ,0,2,0,176,325,"St. Nicholas Adult School",20071010
062,OTTAWA CENTRE,4,70,0,60,188,152,5,"Ottawa",228, ,0,0,0,479,1031,"Carleton University (Fenn Lounge)",20071010
062,OTTAWA CENTRE,1,49,2,24,86,89,2,"Ottawa",229, ,1,0,0,254,387,"Brewer Park Centennial Pool",20071010
062,OTTAWA CENTRE,1,36,0,73,60,69,0,"Ottawa",230, ,0,0,0,239,400,"Dovercourt Community Centre",20071010
062,OTTAWA CENTRE,0,34,4,46,84,80,0,"Ottawa",231, ,0,0,0,248,402,"Dovercourt Community Centre",20071010
062,OTTAWA CENTRE,2,36,1,60,60,82,0,"Ottawa",233, ,1,0,0,242,372,"Dovercourt Community Centre",20071010
062,OTTAWA CENTRE,0,17,0,38,40,46,0,"Ottawa",234, ,0,0,0,141,269,"Our Saviour Lutheran (via Melbourne)",20071010
062,OTTAWA CENTRE,0,19,2,39,57,37,0,"Ottawa",235, ,0,1,0,155,359,"Our Saviour Lutheran (via Melbourne)",20071010
062,OTTAWA CENTRE,0,21,4,45,52,38,0,"Ottawa",236, ,0,0,0,160,320,"Hilson Avenue Public School",20071010
062,OTTAWA CENTRE,2,30,3,51,65,82,0,"Ottawa",237, ,0,0,0,233,360,"St. Nicholas Adult School",20071010
062,OTTAWA CENTRE,1,19,3,52,52,68,0,"Ottawa",238, ,1,1,0,197,333,"St. Nicholas Adult School",20071010
062,OTTAWA CENTRE,2,11,6,49,42,86,1,"Ottawa",239, ,0,0,0,197,411,"McGregor Easson Public School",20071010
062,OTTAWA CENTRE,0,25,1,57,46,91,0,"Ottawa",240, ,1,0,0,221,367,"Broadview Avenue Public School",20071010
062,OTTAWA CENTRE,1,24,2,68,45,104,0,"Ottawa",241, ,0,0,0,244,380,"Broadview Avenue Public School",20071010
062,OTTAWA CENTRE,3,26,1,53,20,64,0,"Ottawa",242, ,1,1,0,169,373,"Notre Dame High School",20071010
062,OTTAWA CENTRE,0,24,2,40,37,48,0,"Ottawa",243, ,0,0,0,151,321,"Dovercourt Community Centre",20071010
062,OTTAWA CENTRE,0,14,0,35,41,46,0,"Ottawa",244, ,0,1,0,137,312,"Our Saviour Lutheran (via Melbourne)",20071010
062,OTTAWA CENTRE,1,17,1,19,18,27,0,"Ottawa",246, ,0,0,0,83,286,"Our Saviour Lutheran (via Melbourne)",20071010
062,OTTAWA CENTRE,3,7,2,19,37,37,0,"Ottawa",247, ,0,0,0,105,232,"Alexander Community Centre",20071010
062,OTTAWA CENTRE,3,7,6,35,25,40,0,"Ottawa",248, ,0,1,0,117,281,"Alexander Community Centre",20071010
062,OTTAWA CENTRE,..........................NO POLL HELD........................,,,,,,,"Ottawa",249, ,0,0,0,0,0,"",20071010
062,OTTAWA CENTRE,1,32,3,44,48,66,1,"Ottawa",250, ,3,1,0,199,559,"St. Nicholas Adult School",20071010
062,OTTAWA CENTRE,0,20,2,40,31,60,0,"Ottawa",251, ,0,0,0,153,356,"St. Nicholas Adult School",20071010
062,OTTAWA CENTRE,0,11,0,39,54,55,2,"Ottawa",252, ,0,0,0,161,321,"Broadview Avenue Public School",20071010
062,OTTAWA CENTRE,0,52,0,61,64,101,0,"Ottawa",253, ,0,0,0,278,488,"Broadview Avenue Public School",20071010
062,OTTAWA CENTRE,1,24,0,65,50,79,2,"Ottawa",254, ,0,0,0,221,373,"Notre Dame High School",20071010
062,OTTAWA CENTRE,1,28,3,50,46,84,1,"Ottawa",255, ,2,0,0,215,363,"Notre Dame High School",20071010
062,OTTAWA CENTRE,0,2,0,19,13,14,0,"Ottawa",256, ,1,0,0,49,145,"Notre Dame High School",20071010
062,OTTAWA CENTRE,1,3,3,16,18,11,0,"Ottawa",257s, ,2,0,0,54,74,"Parklane Residence",20071010
062,OTTAWA CENTRE,2,7,1,19,21,26,0,"Ottawa",258, ,0,0,0,76,224,"Alexander Community Centre",20071010
062,OTTAWA CENTRE,1,11,2,39,23,51,1,"Ottawa",259, ,0,0,0,128,289,"Alexander Community Centre",20071010
062,OTTAWA CENTRE,1,8,3,32,20,33,1,"Ottawa",260, ,2,1,0,101,273,"Alexander Community Centre",20071010
062,OTTAWA CENTRE,0,19,1,48,47,46,0,"Ottawa",261, ,2,0,0,163,314,"Notre Dame High School",20071010
062,OTTAWA CENTRE,0,2,1,11,4,23,1,"Ottawa",262s, ,1,0,0,43,98,"Hillel Lodge",20071010
062,OTTAWA CENTRE,1,20,2,35,42,49,1,"Ottawa",263, ,0,0,0,150,354,"Alexander Community Centre",20071010
062,OTTAWA CENTRE,0,10,4,63,30,70,2,"Ottawa",264, ,0,0,0,179,411,"McGregor Easson Public School",20071010
062,OTTAWA CENTRE,0,12,5,72,34,63,0,"Ottawa",265, ,1,2,0,189,372,"McGregor Easson Public School",20071010
062,OTTAWA CENTRE,1,16,2,26,43,72,0,"Ottawa",266, ,0,0,0,160,320,"McGregor Easson Public School",20071010
062,OTTAWA CENTRE,0,10,0,9,22,47,0,"Ottawa",267, ,0,1,0,89,332,"St. Pius X High School",20071010
062,OTTAWA CENTRE,1,10,3,19,13,45,0,"Ottawa",268, ,0,0,0,91,267,"St. Pius X High School",20071010
062,OTTAWA CENTRE,0,24,0,67,54,78,3,"Ottawa",269, ,3,2,0,231,427,"St. Pius X High School",20071010
062,OTTAWA CENTRE,3,15,3,88,43,95,0,"Ottawa",270, ,5,0,0,252,437,"St. Pius X High School",20071010
062,OTTAWA CENTRE,1,20,5,62,35,73,1,"Ottawa",271, ,2,1,0,200,413,"Carleton Heights Community Centre",20071010
062,OTTAWA CENTRE,4,21,7,65,26,101,1,"Ottawa",272, ,4,1,0,230,403,"Carleton Heights Community Centre",20071010
062,OTTAWA CENTRE,2,18,2,65,40,82,1,"Ottawa",273, ,0,0,0,210,418,"Carleton Heights Community Centre",20071010
062,OTTAWA CENTRE,1,23,1,61,38,67,0,"Ottawa",274, ,1,1,0,193,374,"Carleton Heights Community Centre",20071010
062,OTTAWA CENTRE,0,12,1,16,22,39,0,"Ottawa",400, ,1,0,0,91,122,"Montclair",20071010
062,OTTAWA CENTRE,0,9,3,18,25,48,0,"Ottawa",401, ,0,1,0,104,124,"Waldorf Apartments",20071010
062,OTTAWA CENTRE,0,16,1,18,28,46,0,"Ottawa",402, ,0,0,1,110,156,"Cartier Square Apartments",20071010
062,OTTAWA CENTRE,0,2,0,19,31,33,0,"Ottawa",403, ,0,1,0,86,128,"Ann Manor",20071010
062,OTTAWA CENTRE,0,11,2,8,19,37,1,"Ottawa",404, ,1,0,0,79,99,"Elizabeth Apartments",20071010
062,OTTAWA CENTRE,0,13,1,49,28,87,0,"Ottawa",405, ,0,0,0,178,203,"Ten Driveway Apartments",20071010
062,OTTAWA CENTRE,0,3,0,31,17,39,0,"Ottawa",406, ,0,0,0,90,123,"20 The Driveway",20071010
062,OTTAWA CENTRE,0,11,0,34,30,45,2,"Ottawa",407, ,0,0,0,122,148,"The Lamplighter",20071010
062,OTTAWA CENTRE,0,8,0,14,24,23,1,"Ottawa",408, ,1,1,0,72,98,"Queen Street Towers",20071010
062,OTTAWA CENTRE,0,13,0,27,29,64,0,"Ottawa",409, ,1,0,0,134,185,"Park Square Condominium",20071010
062,OTTAWA CENTRE,2,12,2,35,42,75,0,"Ottawa",410, ,0,3,0,171,267,"Centretown Place Apartment",20071010
062,OTTAWA CENTRE,0,11,1,21,23,38,1,"Ottawa",411, ,0,0,0,95,128,"475 Laurier Avenue West",20071010
062,OTTAWA CENTRE,1,10,5,40,38,56,1,"Ottawa",412, ,2,0,0,153,214,"Bay Laurier Place",20071010
062,OTTAWA CENTRE,1,0,1,14,24,38,0,"Ottawa",413, ,1,0,0,79,121,"McAuley Place",20071010
062,OTTAWA CENTRE,0,8,0,39,36,67,0,"Ottawa",414, ,1,0,0,151,221,"Kent Towers",20071010
062,OTTAWA CENTRE,0,5,3,9,21,28,0,"Ottawa",415, ,0,0,0,66,123,"453 Cooper Street",20071010
062,OTTAWA CENTRE,7,2,5,24,27,72,4,"Ottawa",416, ,1,2,0,144,230,"Somerset Street Manor",20071010
062,OTTAWA CENTRE,3,11,0,21,30,44,1,"Ottawa",417, ,0,0,0,110,156,"Imperial Apartments",20071010
062,OTTAWA CENTRE,1,10,0,22,47,36,0,"Ottawa",418, ,0,0,1,117,174,"Wentworth Plaza North Apartments",20071010
062,OTTAWA CENTRE,0,11,1,8,23,26,0,"Ottawa",419, ,0,0,0,69,120,"The New Yorker",20071010
062,OTTAWA CENTRE,0,7,0,22,29,40,0,"Ottawa",420, ,2,1,0,101,162,"Regency Towers Apartments",20071010
062,OTTAWA CENTRE,0,15,4,31,41,55,1,"Ottawa",421, ,2,0,0,149,194,"St. Moritz Apartments",20071010
062,OTTAWA CENTRE,1,7,1,20,26,39,0,"Ottawa",422, ,0,1,0,95,112,"Coachman Apartments",20071010
062,OTTAWA CENTRE,1,2,2,3,26,21,0,"Ottawa",423, ,0,0,0,55,106,"Brooke Towers Apartments",20071010
062,OTTAWA CENTRE,2,19,0,16,39,84,1,"Ottawa",424, ,1,0,0,162,313,"Bona Vista Apartments",20071010
062,OTTAWA CENTRE,1,23,1,27,38,55,1,"Ottawa",425, ,1,0,0,147,298,"The Citadel",20071010
062,OTTAWA CENTRE,1,28,2,25,65,81,1,"Ottawa",426, ,2,0,0,205,498,"Rideau East Apartments",20071010
062,OTTAWA CENTRE,0,24,0,24,41,91,0,"Ottawa",427, ,0,3,0,183,376,"Riverview Apartments",20071010
062,OTTAWA CENTRE,0,31,4,47,64,109,1,"Ottawa",428, ,0,0,0,256,411,"River Club 11 Apartments",20071010
062,OTTAWA CENTRE,0,10,2,20,29,32,1,"Ottawa",429, ,1,0,0,95,156,"Stonecliffe Apartment",20071010
062,OTTAWA CENTRE,0,9,0,12,8,26,0,"Ottawa",430, ,0,1,0,56,82,"The Laurier",20071010
062,OTTAWA CENTRE,0,20,0,21,34,50,0,"Ottawa",431, ,0,1,1,127,186,"Bronson Place Apartments",20071010
062,OTTAWA CENTRE,1,11,1,20,15,38,0,"Ottawa",432, ,0,0,0,86,120,"Kevlee Towers",20071010
062,OTTAWA CENTRE,1,14,1,24,46,37,0,"Ottawa",433, ,0,1,0,124,199,"Bronson Place Apartments",20071010
062,OTTAWA CENTRE,..........................NO POLL HELD........................,,,,,,,"Ottawa",434, ,0,0,0,0,0,"",20071010
062,OTTAWA CENTRE,2,34,4,86,65,170,1,"Ottawa",435, ,0,1,0,363,524,"Queen Elizabeth Tower A",20071010
062,OTTAWA CENTRE,0,18,1,24,46,66,0,"Ottawa",436, ,1,0,0,156,228,"429 Somerset Street West",20071010
062,OTTAWA CENTRE,4,8,5,14,37,44,1,"Ottawa",437, ,3,3,0,119,231,"MacLaren Towers",20071010
062,OTTAWA CENTRE,1,14,0,17,36,23,2,"Ottawa",438, ,2,0,0,95,137,"Governor Metcalfe Apartments",20071010
062,OTTAWA CENTRE,1,17,0,24,31,41,1,"Ottawa",439, ,0,0,0,115,162,"Elphin Apartments",20071010
062,OTTAWA CENTRE,0,12,0,14,23,25,0,"Ottawa",440, ,1,0,0,75,117,"Croydon Apartments",20071010
062,OTTAWA CENTRE,1,19,3,34,39,49,1,"Ottawa",441, ,2,1,0,149,285,"Elgin Square Apartments",20071010
062,OTTAWA CENTRE,0,11,0,15,41,39,1,"Ottawa",442, ,1,0,0,108,140,"Tiffany Apartments",20071010
062,OTTAWA CENTRE,0,7,1,24,21,29,0,"Ottawa",443, ,0,0,0,82,108,"The Burnside Terrace",20071010
062,OTTAWA CENTRE,3,25,3,23,39,61,0,"Ottawa",444, ,0,0,0,154,230,"Riverton Apartments",20071010
062,OTTAWA CENTRE,2,11,3,18,30,39,0,"Ottawa",445, ,0,1,0,104,233,"Fairview Towers",20071010
062,OTTAWA CENTRE,2,12,1,5,18,18,1,"Ottawa",446, ,0,0,0,57,102,"Fairview Towers",20071010
062,OTTAWA CENTRE,0,7,1,8,23,16,0,"Ottawa",447, ,0,0,0,55,158,"Bell Street United Church",20071010
062,OTTAWA CENTRE,0,4,0,22,21,33,0,"Ottawa",448, ,0,0,0,80,136,"St. Giles Presbyterian Church",20071010
062,OTTAWA CENTRE,0,6,1,37,30,55,0,"Ottawa",449, ,0,0,0,129,175,"Parkdale Terrace",20071010
062,OTTAWA CENTRE,6,11,3,25,30,50,2,"Ottawa",450, ,1,1,0,129,185,"Wellington Manor",20071010
062,OTTAWA CENTRE,1,11,2,19,40,32,1,"Ottawa",451, ,0,0,1,107,193,"Suites of Somerset",20071010
062,OTTAWA CENTRE,2,1,4,10,17,41,0,"Ottawa",452, ,4,0,0,79,140,"Gladstone Terrace",20071010
062,OTTAWA CENTRE,2,4,0,33,27,85,3,"Ottawa",453, ,4,5,0,163,253,"Rochester Towers",20071010
062,OTTAWA CENTRE,1,10,0,9,27,34,2,"Ottawa",454, ,0,2,0,85,167,"Ridgeview Apartments",20071010
062,OTTAWA CENTRE,0,7,0,17,37,28,0,"Ottawa",455, ,7,0,0,96,163,"Dow's Lake Towers Apartment",20071010
062,OTTAWA CENTRE,1,27,2,69,60,92,1,"Ottawa",456, ,1,0,0,253,432,"Island Park Towers",20071010
062,OTTAWA CENTRE,1,18,0,64,32,67,0,"Ottawa",457, ,0,1,0,183,294,"Island Park Towers",20071010
062,OTTAWA CENTRE,2,2,0,19,13,28,0,"Ottawa",458, ,1,1,0,66,98,"Island Park Towers",20071010
062,OTTAWA CENTRE,1,4,5,18,13,31,2,"Ottawa",459, ,1,0,0,75,118,"Emerald Apartments",20071010
062,OTTAWA CENTRE,1,13,1,22,52,34,0,"Ottawa",460, ,0,1,0,124,144,"Colonel By Tower Apartments",20071010
062,OTTAWA CENTRE,0,4,0,63,16,57,0,"Ottawa",461, ,0,0,0,140,216,"The Metropole",20071010
062,OTTAWA CENTRE,0,4,2,14,24,18,0,"Ottawa",462, ,1,0,0,63,127,"Taiga Apartments",20071010
062,OTTAWA CENTRE,1,25,2,34,29,55,1,"Ottawa",463, ,0,0,0,147,219,"Plaza Towers Apartment",20071010
062,OTTAWA CENTRE,0,2,1,52,21,22,0,"Ottawa",464, ,0,1,0,99,140,"The Barclay",20071010
062,OTTAWA CENTRE,5,3,3,44,39,64,0,"Ottawa",465, ,5,2,0,165,237,"Golden Manor Seniors",20071010
062,OTTAWA CENTRE,0,10,5,62,40,68,1,"Ottawa",466, ,2,0,0,188,265,"Hampton Court",20071010
062,OTTAWA CENTRE,1,6,2,33,35,19,1,"Ottawa",467, ,0,2,0,99,159,"Unitarian House Apartments",20071010
062,OTTAWA CENTRE,1,15,1,41,24,46,1,"Ottawa",468, ,0,0,0,129,258,"The Windfields I",20071010
062,OTTAWA CENTRE,1,8,2,41,26,60,1,"Ottawa",469, ,1,0,0,140,217,"The Windfields II",20071010
062,OTTAWA CENTRE,1,15,2,57,38,72,0,"Ottawa",470, ,2,2,0,189,386,"Fisher Heights Estate",20071010
062,OTTAWA CENTRE,1,15,1,27,36,65,2,"Ottawa",471, ,0,0,0,147,306,"Lord Mounbatten Apartments",20071010
062,OTTAWA CENTRE,0,13,1,24,20,22,0,"Ottawa",472, ,2,0,0,82,164,"The Prince of Wales",20071010
062,OTTAWA CENTRE,0,9,0,19,28,24,1,"Ottawa",473, ,1,0,0,82,184,"The Prince of Wales",20071010
062,OTTAWA CENTRE,1,25,0,55,42,65,2,"Ottawa",474, ,1,1,0,192,320,"Chateau Royal Tower A Apartments",20071010
062,OTTAWA CENTRE,1,21,1,60,37,70,0,"Ottawa",475, ,0,0,0,190,274,"Chateau Royale Apartments",20071010
062,OTTAWA CENTRE,2,19,1,28,40,52,2,"Ottawa",476, ,0,0,0,144,320,"The Prince of Wales",20071010
062,OTTAWA CENTRE,2,151,9,240,400,474,5,"Ottawa",Advanced Polls /  ADV001, ,3,0,0,1284,0,"Returning Office / Bureau du directeur du scrutin",20071010
062,OTTAWA CENTRE,6,137,7,349,385,551,2,"Ottawa",Advanced Polls /  ADV002, ,6,4,2,1449,0,"Dovercourt Community Centre",20071010
062,OTTAWA CENTRE,4,149,7,225,454,509,6,"Ottawa",Advanced Polls /  ADV003, ,2,0,0,1356,0,"Glebe Community Centre",20071010
062,OTTAWA CENTRE,2,29,4,144,88,158,0,"Ottawa",Advanced Polls /  ADV004, ,0,0,0,425,0,"Hellenic Community/Banquet Centre",20071010
TOTALS:, ,283,6458,516,10416,16161,18255,204, , , , , , , , , , 
