ED_CODE,ED_NAME,ERVIN,FIFE,GREENWOOD-SPEERS,REITZEL,WITMER,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
039,KITCHENER--WATERLOO,68,45,20,3,51,"Kitchener",213, ,1,0,0,188,376,"Calvary Memorial United Church",20071010
039,KITCHENER--WATERLOO,32,32,27,1,29,"Kitchener",214, ,2,0,0,123,326,"Calvary Memorial United Church",20071010
039,KITCHENER--WATERLOO,39,54,22,2,31,"Kitchener",215, ,2,0,0,150,333,"Calvary Memorial United Church",20071010
039,KITCHENER--WATERLOO,24,20,15,1,31,"Kitchener",216, ,3,0,2,96,299,"Calvary Memorial United Church",20071010
039,KITCHENER--WATERLOO,57,30,7,2,57,"Waterloo",217, ,0,0,0,153,316,"Kitchener Waterloo Bilingual School",20071010
039,KITCHENER--WATERLOO,49,11,5,3,55,"Waterloo",218, ,2,0,0,125,287,"Kitchener Waterloo Bilingual School",20071010
039,KITCHENER--WATERLOO,32,34,10,0,47,"Waterloo",219, ,0,0,0,123,290,"Kitchener Waterloo Bilingual School",20071010
039,KITCHENER--WATERLOO,41,26,14,1,42,"Waterloo",220, ,1,0,1,126,389,"Kitchener Waterloo Bilingual School",20071010
039,KITCHENER--WATERLOO,36,25,13,1,39,"Waterloo",221, ,0,0,0,114,296,"Kitchener Waterloo Bilingual School",20071010
039,KITCHENER--WATERLOO,70,12,16,1,108,"Waterloo",222, ,2,1,0,210,400,"Westminster United Church",20071010
039,KITCHENER--WATERLOO,54,14,11,1,63,"Waterloo",223, ,1,0,1,145,294,"Westminster United Church",20071010
039,KITCHENER--WATERLOO,58,21,12,0,53,"Waterloo",224, ,0,0,0,144,284,"Chinese Alliance Church of Kitchener-Waterloo",20071010
039,KITCHENER--WATERLOO,49,26,14,3,73,"Waterloo",225, ,1,0,0,166,353,"Holy Rosary Separate School",20071010
039,KITCHENER--WATERLOO,50,27,16,3,92,"Waterloo",226, ,0,0,0,188,369,"Chinese Alliance Church of Kitchener-Waterloo",20071010
039,KITCHENER--WATERLOO,46,37,7,0,114,"Waterloo",227, ,0,0,0,204,349,"Chinese Alliance Church of Kitchener-Waterloo",20071010
039,KITCHENER--WATERLOO,34,15,5,4,56,"Waterloo",228, ,0,0,0,114,270,"Chinese Alliance Church of Kitchener-Waterloo",20071010
039,KITCHENER--WATERLOO,42,34,14,1,70,"Waterloo",229, ,0,0,0,161,295,"Mount Zion Lutheran Church",20071010
039,KITCHENER--WATERLOO,78,35,16,1,121,"Waterloo",230, ,1,1,0,253,411,"Empire Public School",20071010
039,KITCHENER--WATERLOO,77,41,14,3,109,"Waterloo",231, ,0,0,0,244,449,"Empire Public School",20071010
039,KITCHENER--WATERLOO,23,15,5,0,25,"Waterloo",232, ,0,0,0,68,189,"Empire Public School",20071010
039,KITCHENER--WATERLOO,51,38,16,5,60,"Kitchener",233, ,1,0,0,171,384,"Westmount Public School",20071010
039,KITCHENER--WATERLOO,70,36,22,2,124,"Waterloo",234, ,0,0,0,254,475,"Westvale Public School",20071010
039,KITCHENER--WATERLOO,80,35,14,2,70,"Waterloo",235, ,1,0,0,202,418,"Westvale Public School",20071010
039,KITCHENER--WATERLOO,96,15,16,0,115,"Waterloo",236, ,0,0,0,242,452,"Westvale Public School",20071010
039,KITCHENER--WATERLOO,87,17,17,3,66,"Waterloo",237, ,0,2,0,192,347,"Holy Rosary Separate School",20071010
039,KITCHENER--WATERLOO,73,29,26,1,105,"Waterloo",238, ,1,0,0,235,474,"Holy Rosary Separate School",20071010
039,KITCHENER--WATERLOO,72,58,22,6,104,"Waterloo",239, ,0,0,0,262,469,"Holy Rosary Separate School",20071010
039,KITCHENER--WATERLOO,52,28,17,1,88,"Waterloo",240, ,0,1,0,187,372,"Holy Rosary Separate School",20071010
039,KITCHENER--WATERLOO,44,18,9,0,93,"Kitchener",241, ,0,0,0,164,305,"Resurrection Catholic Secondary School",20071010
039,KITCHENER--WATERLOO,58,39,15,7,83,"Kitchener",242, ,1,1,0,204,414,"Resurrection Catholic Secondary School",20071010
039,KITCHENER--WATERLOO,12,7,4,0,19,"Kitchener",243, ,0,0,1,43,193,"Resurrection Catholic Secondary School",20071010
039,KITCHENER--WATERLOO,20,16,6,1,21,"Kitchener",244, ,0,0,0,64,219,"Resurrection Catholic Secondary School",20071010
039,KITCHENER--WATERLOO,57,22,11,2,79,"Kitchener",245, ,0,0,0,171,299,"Resurrection Catholic Secondary School",20071010
039,KITCHENER--WATERLOO,52,29,13,1,105,"Waterloo",246, ,3,0,0,203,376,"Westvale Public School",20071010
039,KITCHENER--WATERLOO,68,30,19,3,65,"Waterloo",247, ,1,0,0,186,406,"Westvale Public School",20071010
039,KITCHENER--WATERLOO,64,34,10,0,68,"Kitchener",248, ,0,0,0,176,389,"Resurrection Catholic Secondary School",20071010
039,KITCHENER--WATERLOO,91,13,10,2,112,"Kitchener",249, ,0,0,0,228,457,"St. Dominic Savio Separate School",20071010
039,KITCHENER--WATERLOO,101,19,21,3,111,"Kitchener",250, ,0,0,0,255,417,"St. Dominic Savio Separate School",20071010
039,KITCHENER--WATERLOO,38,11,4,7,62,"Kitchener",251, ,0,0,0,122,321,"Sandhills Public School",20071010
039,KITCHENER--WATERLOO,71,15,18,3,84,"Kitchener",252, ,1,1,0,193,469,"Sandhills Public School",20071010
039,KITCHENER--WATERLOO,97,22,15,3,133,"Kitchener",253, ,2,1,1,274,556,"Sandhills Public School",20071010
039,KITCHENER--WATERLOO,74,25,3,2,54,"Kitchener",254, ,0,0,0,158,385,"Sandhills Public School",20071010
039,KITCHENER--WATERLOO,51,33,15,3,65,"Kitchener",255, ,3,0,0,170,449,"St. Dominic Savio Separate School",20071010
039,KITCHENER--WATERLOO,14,8,2,1,10,"Kitchener",256, ,1,0,0,36,198,"St. Dominic Savio Separate School",20071010
039,KITCHENER--WATERLOO,49,18,7,3,37,"Kitchener",257, ,0,1,0,115,402,"St. Dominic Savio Separate School",20071010
039,KITCHENER--WATERLOO,61,35,16,6,46,"Kitchener",258, ,2,0,0,166,434,"St. Dominic Savio Separate School",20071010
039,KITCHENER--WATERLOO,17,6,3,0,16,"Kitchener",259s, ,2,0,0,44,65,"Bankside Terrace",20071010
039,KITCHENER--WATERLOO,48,19,14,1,39,"Kitchener",260, ,0,0,0,121,373,"Fellowship Christian School",20071010
039,KITCHENER--WATERLOO,69,29,11,1,60,"Kitchener",261, ,1,0,1,172,428,"Sandhills Public School",20071010
039,KITCHENER--WATERLOO,31,18,11,0,52,"Kitchener",262, ,0,1,0,113,362,"Sandhills Public School",20071010
039,KITCHENER--WATERLOO,44,23,11,1,50,"Kitchener",263, ,5,1,0,135,424,"Fellowship Christian School",20071010
039,KITCHENER--WATERLOO,22,15,8,1,12,"Waterloo",400, ,0,0,0,58,120,"The Davenports",20071010
039,KITCHENER--WATERLOO,27,14,3,1,22,"Waterloo",401, ,1,2,0,70,119,"The Davenports",20071010
039,KITCHENER--WATERLOO,21,6,8,0,9,"Waterloo",402, ,0,0,0,44,180,"Pablo Neruda Non-Profit Housing",20071010
039,KITCHENER--WATERLOO,30,12,7,1,10,"Waterloo",403, ,0,2,0,62,84,"736 Old Albert Street",20071010
039,KITCHENER--WATERLOO,33,6,8,1,57,"Waterloo",404, ,1,0,0,106,155,"Club Willowells",20071010
039,KITCHENER--WATERLOO,28,18,4,3,48,"Waterloo",405, ,0,0,1,102,175,"Club Willowells",20071010
039,KITCHENER--WATERLOO,22,13,6,0,21,"Waterloo",406, ,0,0,2,64,95,"400 Parkside Drive",20071010
039,KITCHENER--WATERLOO,57,21,8,4,47,"Waterloo",407, ,0,1,0,138,194,"375 King Street North",20071010
039,KITCHENER--WATERLOO,24,19,8,0,22,"Waterloo",408, ,0,1,0,74,127,"Hillside Apartments",20071010
039,KITCHENER--WATERLOO,56,16,10,3,66,"Waterloo",409, ,0,0,0,151,205,"Bluevale Towers",20071010
039,KITCHENER--WATERLOO,26,15,13,0,13,"Waterloo",410, ,0,0,0,67,92,"383 Albert Street",20071010
039,KITCHENER--WATERLOO,45,30,29,5,29,"Waterloo",411, ,0,0,0,138,409,"Richmond Square Apartment Building",20071010
039,KITCHENER--WATERLOO,14,8,4,0,10,"Waterloo",412, ,0,0,0,36,82,"137 University Avenue West",20071010
039,KITCHENER--WATERLOO,65,55,13,1,47,"Waterloo",413, ,1,0,0,182,307,"Lincoln Towers Apartments",20071010
039,KITCHENER--WATERLOO,20,23,8,0,22,"Waterloo",414, ,0,0,1,74,127,"Victorian Apartments",20071010
039,KITCHENER--WATERLOO,18,15,6,0,30,"Waterloo",415, ,1,0,1,71,111,"Silverlake Manor",20071010
039,KITCHENER--WATERLOO,..........................NO POLL HELD........................,,,,,"Waterloo",416, ,0,0,0,0,0,"",20071010
039,KITCHENER--WATERLOO,31,21,10,7,44,"Waterloo",417, ,0,0,1,114,164,"Black Willow Condominium",20071010
039,KITCHENER--WATERLOO,45,2,3,0,78,"Waterloo",418, ,0,0,0,128,155,"Waterpark Place",20071010
039,KITCHENER--WATERLOO,56,14,4,1,98,"Waterloo",419, ,1,1,1,176,242,"Waterpark Place",20071010
039,KITCHENER--WATERLOO,13,12,6,1,33,"Waterloo",420, ,0,0,0,65,90,"Luther Manor",20071010
039,KITCHENER--WATERLOO,121,50,21,10,150,"Kitchener",421, ,0,1,0,353,520,"Margaret Place Apartments",20071010
039,KITCHENER--WATERLOO,33,16,3,1,52,"Waterloo",422, ,0,0,0,105,158,"The Beechmount",20071010
039,KITCHENER--WATERLOO,37,9,6,1,51,"Waterloo",423, ,0,0,0,104,128,"Westmount Towers II",20071010
039,KITCHENER--WATERLOO,21,4,3,1,29,"Waterloo",424, ,0,0,0,58,97,"Beacon Tower Apartment Building",20071010
039,KITCHENER--WATERLOO,61,42,9,2,198,"Waterloo",425, ,20,0,0,332,433,"Luther Village on the Park",20071010
039,KITCHENER--WATERLOO,35,16,6,4,43,"Waterloo",426, ,1,0,0,105,122,"Waterloo Heights",20071010
039,KITCHENER--WATERLOO,30,25,8,0,17,"Waterloo",427, ,1,0,0,81,124,"St. John's Lutheran Church",20071010
039,KITCHENER--WATERLOO,44,25,4,2,39,"Kitchener",428, ,0,0,0,114,165,"Estates Apartments",20071010
039,KITCHENER--WATERLOO,21,20,5,0,21,"Waterloo",429, ,0,0,0,67,106,"Greenbriar Apartments",20071010
039,KITCHENER--WATERLOO,61,26,12,3,74,"Kitchener",430, ,2,0,0,178,267,"Park Place Apartments",20071010
039,KITCHENER--WATERLOO,56,33,12,2,29,"Kitchener",431, ,2,2,0,136,289,"Kings Towers",20071010
039,KITCHENER--WATERLOO,38,28,18,2,21,"Kitchener",432, ,0,0,0,107,181,"Belmont Heights",20071010
039,KITCHENER--WATERLOO,638,306,216,26,863,"Waterloo",Advanced Polls /  ADV001, ,2,1,1,2053,0,"Returning Office / Bureau du directeur du scrutin",20071010
039,KITCHENER--WATERLOO,229,67,42,0,337,"Waterloo",Advanced Polls /  ADV002, ,1,0,0,676,0,"Kitchener Waterloo Bilingual School",20071010
039,KITCHENER--WATERLOO,60,21,9,4,91,"Kitchener",Advanced Polls /  ADV003, ,0,0,0,185,0,"Bridgeport Community Centre",20071010
039,KITCHENER--WATERLOO,42,8,8,3,81,"Kitchener",Advanced Polls /  ADV004, ,0,0,0,142,0,"Fellowship Christian School",20071010
039,KITCHENER--WATERLOO,204,66,37,2,324,"Waterloo",Advanced Polls /  ADV005, ,1,0,0,634,0,"Rim Park Recreation Centre",20071010
TOTALS:, ,15848,8902,4707,598,20748, , , , , , , , , , 
