ED_CODE,ED_NAME,COLE,JOHNSTON,PETERSON,SOUSA,TOTEDA,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
050,MISSISSAUGA SOUTH,21,6,15,37,3,"Mississauga",423, ,1,0,0,83,221,"Byngmount Beach Public School",20071010
050,MISSISSAUGA SOUTH,17,9,15,17,1,"Mississauga",424, ,0,0,0,59,224,"Byngmount Beach Public School",20071010
050,MISSISSAUGA SOUTH,23,16,69,53,1,"Mississauga",425, ,0,1,0,163,407,"Port Credit Arena",20071010
050,MISSISSAUGA SOUTH,..........................NO POLL HELD........................,,,,,"Mississauga",426, ,0,0,0,0,0,"",20071010
050,MISSISSAUGA SOUTH,17,15,33,42,0,"Mississauga",427, ,0,0,0,107,264,"Riverside Public School",20071010
050,MISSISSAUGA SOUTH,21,14,42,53,5,"Mississauga",428, ,0,0,0,135,316,"Port Credit Arena",20071010
050,MISSISSAUGA SOUTH,..........................NO POLL HELD........................,,,,,"Mississauga",429, ,0,0,0,0,0,"",20071010
050,MISSISSAUGA SOUTH,18,18,42,50,0,"Mississauga",430, ,1,2,0,131,212,"35 Front Street South",20071010
050,MISSISSAUGA SOUTH,12,5,17,75,0,"Mississauga",431, ,1,0,0,110,332,"Isna Islamic Secondary School",20071010
050,MISSISSAUGA SOUTH,4,3,15,74,0,"Mississauga",432, ,0,0,0,96,343,"Isna Islamic Secondary School",20071010
050,MISSISSAUGA SOUTH,..........................NO POLL HELD........................,,,,,"Mississauga",433, ,0,0,0,0,0,"",20071010
050,MISSISSAUGA SOUTH,9,4,16,67,0,"Mississauga",434, ,1,0,0,97,336,"Isna Islamic Secondary School",20071010
050,MISSISSAUGA SOUTH,26,11,39,48,3,"Mississauga",435, ,0,0,0,127,356,"Olive Grove School",20071010
050,MISSISSAUGA SOUTH,..........................NO POLL HELD........................,,,,,"Mississauga",436, ,0,0,0,0,0,"",20071010
050,MISSISSAUGA SOUTH,5,3,3,35,0,"Mississauga",437, ,0,0,0,46,143,"Hillside Senior Public School",20071010
050,MISSISSAUGA SOUTH,12,3,23,32,0,"Mississauga",438, ,0,0,0,70,231,"Hillside Senior Public School",20071010
050,MISSISSAUGA SOUTH,10,7,25,25,0,"Mississauga",439, ,0,0,0,67,218,"Hillside Senior Public School",20071010
050,MISSISSAUGA SOUTH,..........................NO POLL HELD........................,,,,,"Mississauga",440, ,0,0,0,0,0,"",20071010
050,MISSISSAUGA SOUTH,15,19,58,82,0,"Mississauga",441, ,4,0,1,179,361,"Walden Club",20071010
050,MISSISSAUGA SOUTH,..........................NO POLL HELD........................,,,,,"Mississauga",442, ,0,0,0,0,0,"",20071010
050,MISSISSAUGA SOUTH,4,5,48,57,0,"Mississauga",443, ,1,0,0,115,160,"1271 Walden Circle",20071010
050,MISSISSAUGA SOUTH,26,5,59,68,2,"Mississauga",444, ,0,0,0,160,280,"966 Inverhouse Drive",20071010
050,MISSISSAUGA SOUTH,7,7,53,48,1,"Mississauga",445, ,0,0,0,116,175,"965 Inverhouse Drive",20071010
050,MISSISSAUGA SOUTH,68,66,439,582,3,"Mississauga",Advanced Polls /  ADV001, ,5,3,5,1171,0,"Returning Office / Bureau du directeur du scrutin",20071010
050,MISSISSAUGA SOUTH,86,72,335,535,4,"Mississauga",Advanced Polls /  ADV002, ,3,2,0,1037,0,"Mississauga Seniors Centre",20071010
050,MISSISSAUGA SOUTH,60,65,317,395,3,"Mississauga",Advanced Polls /  ADV003, ,5,0,0,845,0,"Port Credit Arena",20071010
050,MISSISSAUGA SOUTH,86,105,426,634,7,"Mississauga",Advanced Polls /  ADV004, ,1,3,0,1262,0,"Clarkson Community Centre",20071010
TOTALS:, ,3745,3629,14187,19195,365, , , , , , , , , , 
