ED_CODE,ED_NAME,HORWATH,MANN,ORMOND,ROBERTSON,RUDDICK,SCIME,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
031,HAMILTON CENTRE,94,0,81,37,78,1,"Hamilton",215, ,1,0,0,292,434,"St. Joseph Elementary School",20071010
031,HAMILTON CENTRE,55,0,21,55,55,0,"Hamilton",216, ,1,0,0,187,369,"Central Presbyterian Church",20071010
031,HAMILTON CENTRE,35,0,24,43,49,1,"Hamilton",217, ,0,0,1,153,257,"Central Presbyterian Church",20071010
031,HAMILTON CENTRE,44,2,20,8,18,0,"Hamilton",218, ,0,0,0,92,200,"Church of the Ascension",20071010
031,HAMILTON CENTRE,41,1,12,11,15,0,"Hamilton",219, ,1,1,0,82,181,"Church of the Ascension",20071010
031,HAMILTON CENTRE,53,1,10,1,13,0,"Hamilton",220, ,0,0,0,78,216,"Good Shepherd Centre",20071010
031,HAMILTON CENTRE,56,0,8,10,27,0,"Hamilton",221, ,0,0,0,101,244,"Good Shepherd Centre",20071010
031,HAMILTON CENTRE,48,0,13,13,20,1,"Hamilton",222, ,0,0,0,95,258,"Good Shepherd Centre",20071010
031,HAMILTON CENTRE,84,0,10,12,24,2,"Hamilton",223, ,0,0,0,132,284,"St. Giles United Church",20071010
031,HAMILTON CENTRE,62,1,18,15,42,0,"Hamilton",224, ,0,0,0,138,305,"Adelaide Hoodless Elementary School",20071010
031,HAMILTON CENTRE,46,0,19,11,30,1,"Hamilton",225, ,0,0,0,107,257,"Adelaide Hoodless Elementary School",20071010
031,HAMILTON CENTRE,80,1,14,17,17,0,"Hamilton",226, ,0,0,0,129,280,"Adelaide Hoodless Elementary School",20071010
031,HAMILTON CENTRE,23,0,2,6,15,2,"Hamilton",227s, ,2,0,0,50,115,"St. Peter's Hospital",20071010
031,HAMILTON CENTRE,46,1,11,9,25,0,"Hamilton",228, ,1,0,0,93,272,"Taras Shevchenko",20071010
031,HAMILTON CENTRE,76,1,13,19,15,0,"Hamilton",229, ,0,1,0,125,279,"Taras Shevchenko",20071010
031,HAMILTON CENTRE,64,0,5,17,10,1,"Hamilton",230, ,1,2,0,100,253,"Taras Shevchenko",20071010
031,HAMILTON CENTRE,71,2,9,32,54,2,"Hamilton",231, ,3,0,0,173,281,"Taras Shevchenko",20071010
031,HAMILTON CENTRE,25,0,5,9,19,2,"Hamilton",232, ,0,0,1,61,188,"Parkview Secondary School",20071010
031,HAMILTON CENTRE,12,0,0,5,7,0,"Hamilton",233s, ,0,1,0,25,38,"The Rosslyn - Hamilton",20071010
031,HAMILTON CENTRE,73,1,19,9,25,1,"Hamilton",234, ,2,2,0,132,298,"Memorial Elementary School",20071010
031,HAMILTON CENTRE,66,0,28,39,78,1,"Hamilton",235, ,0,0,0,212,374,"Chedoke Twin Pad Arena",20071010
031,HAMILTON CENTRE,29,0,13,55,77,1,"Hamilton",236, ,0,0,0,175,291,"Chedoke Elementary School",20071010
031,HAMILTON CENTRE,29,4,11,16,18,5,"Hamilton",237s, ,1,1,0,85,97,"St. Joseph's Centre for Mountain Health Services",20071010
031,HAMILTON CENTRE,76,0,7,15,25,2,"Hamilton",238, ,0,0,0,125,350,"Taras Shevchenko",20071010
031,HAMILTON CENTRE,78,1,36,22,34,0,"Hamilton",239, ,0,0,0,171,346,"Taras Shevchenko",20071010
031,HAMILTON CENTRE,76,1,16,18,53,2,"Hamilton",240, ,2,0,0,168,371,"Memorial Elementary School",20071010
031,HAMILTON CENTRE,58,0,4,11,22,0,"Hamilton",241, ,0,0,0,95,232,"Memorial Elementary School",20071010
031,HAMILTON CENTRE,66,1,24,41,80,2,"Hamilton",242, ,0,2,0,216,354,"St. Teresa of Avila Elementary School",20071010
031,HAMILTON CENTRE,69,0,24,44,88,4,"Hamilton",243, ,0,0,1,230,411,"St. Teresa of Avila Elementary School",20071010
031,HAMILTON CENTRE,21,1,3,8,17,3,"Hamilton",244s, ,2,2,1,58,207,"St. Peter's at Chedoke",20071010
031,HAMILTON CENTRE,45,1,17,49,111,6,"Hamilton",245, ,0,0,1,230,367,"Chedoke Twin Pad Arena",20071010
031,HAMILTON CENTRE,73,0,22,49,72,3,"Hamilton",246, ,0,2,0,221,367,"Chedoke Twin Pad Arena",20071010
031,HAMILTON CENTRE,110,2,9,52,61,5,"Hamilton",247, ,1,0,0,240,357,"Chedoke Elementary School",20071010
031,HAMILTON CENTRE,..........................NO POLL HELD........................,,,,,,"Hamilton",248, ,0,0,0,0,0,"",20071010
031,HAMILTON CENTRE,75,0,13,47,58,4,"Hamilton",249, ,0,0,0,197,353,"Chedoke Elementary School",20071010
031,HAMILTON CENTRE,71,2,17,49,68,6,"Hamilton",250, ,0,0,0,213,389,"Chedoke Elementary School",20071010
031,HAMILTON CENTRE,90,1,19,37,76,2,"Hamilton",251, ,0,2,1,228,374,"Buchanan Park Elementary School",20071010
031,HAMILTON CENTRE,8,0,1,2,6,1,"Hamilton",252, ,0,0,0,18,59,"Buchanan Park Elementary School",20071010
031,HAMILTON CENTRE,74,0,12,26,29,0,"Hamilton",253, ,1,1,0,143,260,"Memorial Elementary School",20071010
031,HAMILTON CENTRE,55,1,10,49,78,4,"Hamilton",254, ,0,0,0,197,373,"St. Teresa of Avila Elementary School",20071010
031,HAMILTON CENTRE,5,1,0,13,17,0,"Hamilton",255s, ,0,0,0,36,114,"Extendicare Hamilton",20071010
031,HAMILTON CENTRE,44,0,19,42,63,3,"Hamilton",256, ,0,0,0,171,340,"Sir Allan MacNab Secondary School",20071010
031,HAMILTON CENTRE,13,1,5,14,20,1,"Hamilton",257s, ,1,0,0,55,190,"Idlewyld Manor",20071010
031,HAMILTON CENTRE,79,2,14,49,78,5,"Hamilton",258, ,2,0,0,229,403,"Chedoke Twin Pad Arena",20071010
031,HAMILTON CENTRE,85,2,10,32,48,4,"Hamilton",259, ,0,0,0,181,296,"Chedoke Elementary School",20071010
031,HAMILTON CENTRE,87,2,13,57,56,5,"Hamilton",260, ,2,0,0,222,397,"Chedoke Elementary School",20071010
031,HAMILTON CENTRE,76,3,23,53,82,5,"Hamilton",261, ,0,0,1,243,396,"Buchanan Park Elementary School",20071010
031,HAMILTON CENTRE,79,0,6,21,34,2,"Hamilton",262, ,0,1,0,143,319,"Taras Shevchenko",20071010
031,HAMILTON CENTRE,54,1,9,26,64,0,"Hamilton",263, ,0,0,0,154,313,"Sir Allan MacNab Secondary School",20071010
031,HAMILTON CENTRE,62,0,14,42,75,2,"Hamilton",264, ,2,2,0,199,420,"Sir Allan MacNab Secondary School",20071010
031,HAMILTON CENTRE,30,0,9,18,22,2,"Hamilton",265, ,0,0,0,81,183,"St. Andrew's Church",20071010
031,HAMILTON CENTRE,58,1,7,26,73,6,"Hamilton",266, ,1,0,0,172,354,"Church of the Resurrection",20071010
031,HAMILTON CENTRE,89,1,13,36,80,8,"Hamilton",267, ,0,3,0,230,373,"Buchanan Park Elementary School",20071010
031,HAMILTON CENTRE,69,0,9,38,85,3,"Hamilton",268, ,1,1,0,206,384,"Buchanan Park Elementary School",20071010
031,HAMILTON CENTRE,92,0,14,44,87,2,"Hamilton",269, ,0,3,0,242,470,"Sir Allan MacNab Secondary School",20071010
031,HAMILTON CENTRE,70,0,11,30,91,2,"Hamilton",270, ,1,0,0,205,425,"Sir Allan MacNab Secondary School",20071010
031,HAMILTON CENTRE,64,5,14,25,82,1,"Hamilton",271, ,1,1,0,193,345,"Sir Allan MacNab Secondary School",20071010
031,HAMILTON CENTRE,94,0,5,38,58,4,"Hamilton",272, ,0,0,0,199,411,"Sir Allan MacNab Secondary School",20071010
031,HAMILTON CENTRE,14,7,5,9,32,5,"Hamilton",273s, ,1,0,0,73,112,"Villa Italia",20071010
031,HAMILTON CENTRE,6,1,0,8,20,0,"Hamilton",274s, ,0,0,0,35,127,"Regina Gardens Long Term Care Residence",20071010
031,HAMILTON CENTRE,43,2,6,14,51,3,"Hamilton",275, ,0,0,0,119,339,"St. Andrew's Church",20071010
031,HAMILTON CENTRE,56,1,9,33,59,4,"Hamilton",276, ,0,0,0,162,323,"St. Andrew's Church",20071010
031,HAMILTON CENTRE,70,1,11,33,77,6,"Hamilton",277, ,2,0,0,200,370,"St. Andrew's Church",20071010
031,HAMILTON CENTRE,73,0,14,36,75,2,"Hamilton",278, ,1,0,0,201,411,"Church of the Resurrection",20071010
031,HAMILTON CENTRE,70,1,10,34,54,5,"Hamilton",279, ,0,0,0,174,327,"Church of the Resurrection",20071010
031,HAMILTON CENTRE,98,0,13,37,91,2,"Hamilton",280, ,3,0,0,244,417,"Church of the Resurrection",20071010
031,HAMILTON CENTRE,97,0,11,34,54,5,"Hamilton",281, ,0,1,0,202,405,"Sir Allan MacNab Secondary School",20071010
031,HAMILTON CENTRE,55,3,12,45,130,3,"Hamilton",282, ,6,2,0,256,497,"St. Andrew's Church",20071010
031,HAMILTON CENTRE,38,1,8,28,30,3,"Hamilton",283, ,0,0,0,108,318,"St. Andrew's Church",20071010
031,HAMILTON CENTRE,42,0,13,30,50,0,"Hamilton",284, ,0,0,0,135,351,"St. Andrew's Church",20071010
031,HAMILTON CENTRE,90,2,15,34,104,2,"Hamilton",285, ,0,0,0,247,469,"Westmount High School",20071010
031,HAMILTON CENTRE,83,1,17,39,72,4,"Hamilton",286, ,2,0,1,219,424,"Westmount High School",20071010
031,HAMILTON CENTRE,12,0,3,8,17,1,"Hamilton",287, ,1,0,0,42,181,"Westmount High School",20071010
031,HAMILTON CENTRE,53,0,13,29,40,2,"Hamilton",288, ,0,0,0,137,350,"Westmount High School",20071010
031,HAMILTON CENTRE,11,1,0,1,8,1,"Hamilton",289, ,0,0,0,22,66,"Westmount High School",20071010
031,HAMILTON CENTRE,54,1,5,8,32,4,"Hamilton",290, ,0,1,0,105,306,"Westmount High School",20071010
031,HAMILTON CENTRE,75,0,11,32,74,5,"Hamilton",291, ,1,1,0,199,400,"Westmount High School",20071010
031,HAMILTON CENTRE,40,0,10,8,20,1,"Hamilton",400, ,1,0,0,80,144,"35 Brock Street",20071010
031,HAMILTON CENTRE,48,1,10,6,26,0,"Hamilton",401, ,0,0,0,91,173,"Marina Towers Apartments",20071010
031,HAMILTON CENTRE,38,0,7,6,11,1,"Hamilton",402, ,0,0,0,63,131,"500 MacNab Street North",20071010
031,HAMILTON CENTRE,94,2,5,16,34,1,"Hamilton",403, ,4,1,0,157,246,"Strathcona Gardens",20071010
031,HAMILTON CENTRE,69,0,11,36,52,2,"Hamilton",404, ,0,3,1,174,245,"75 Queen Street North",20071010
031,HAMILTON CENTRE,69,4,8,21,80,4,"Hamilton",405, ,3,4,0,193,460,"151 Queen Street North",20071010
031,HAMILTON CENTRE,58,0,5,11,17,2,"Hamilton",406, ,1,1,0,95,168,"Parliament Tower",20071010
031,HAMILTON CENTRE,37,4,5,6,20,0,"Hamilton",407, ,1,0,0,73,140,"Empire Apartments",20071010
031,HAMILTON CENTRE,36,1,11,18,26,4,"Hamilton",408, ,2,0,0,98,233,"Queen Elizabeth Apartments",20071010
031,HAMILTON CENTRE,29,0,2,7,15,1,"Hamilton",409, ,0,0,1,55,106,"155 Market Street",20071010
031,HAMILTON CENTRE,27,0,6,8,27,0,"Hamilton",410, ,0,0,0,68,114,"160 Market Street",20071010
031,HAMILTON CENTRE,18,0,5,8,21,0,"Hamilton",411, ,1,0,0,53,100,"150 Market Street",20071010
031,HAMILTON CENTRE,30,1,7,12,12,3,"Hamilton",412, ,0,0,0,65,93,"111 Market Street",20071010
031,HAMILTON CENTRE,12,2,4,6,14,0,"Hamilton",413, ,0,0,0,38,139,"Dr. J. Edgar Davey Elementary School",20071010
031,HAMILTON CENTRE,..........................NO POLL HELD........................,,,,,,"Hamilton",414, ,0,0,0,0,0,"",20071010
031,HAMILTON CENTRE,23,0,4,5,13,0,"Hamilton",415, ,0,0,0,45,86,"145 Queen Street South",20071010
031,HAMILTON CENTRE,33,2,8,3,17,0,"Hamilton",416, ,0,0,0,63,146,"205 Hunter Street West",20071010
031,HAMILTON CENTRE,25,1,3,5,13,0,"Hamilton",417, ,0,0,0,47,78,"Jackson Villa Apartments",20071010
031,HAMILTON CENTRE,19,0,6,7,14,0,"Hamilton",418, ,0,0,0,46,82,"Place Suites",20071010
031,HAMILTON CENTRE,53,1,7,8,31,3,"Hamilton",419, ,0,0,0,103,250,"Vanier Towers",20071010
031,HAMILTON CENTRE,45,0,17,10,19,2,"Hamilton",420, ,0,0,0,93,175,"180 Bold Street",20071010
031,HAMILTON CENTRE,85,5,12,25,47,2,"Hamilton",421, ,1,2,0,179,322,"191 Main Street West",20071010
031,HAMILTON CENTRE,69,0,9,5,30,1,"Hamilton",422, ,1,0,0,115,220,"181 Jackson Street West",20071010
031,HAMILTON CENTRE,46,0,10,29,44,1,"Hamilton",423, ,1,0,0,131,226,"121 Hunter Street West",20071010
031,HAMILTON CENTRE,24,0,1,6,23,1,"Hamilton",424, ,0,0,0,55,111,"136 Bay Street South",20071010
031,HAMILTON CENTRE,52,0,11,11,34,3,"Hamilton",425, ,0,1,0,112,178,"100 Bay Street South",20071010
031,HAMILTON CENTRE,16,1,3,3,12,1,"Hamilton",426, ,0,0,0,36,57,"YMCA",20071010
031,HAMILTON CENTRE,35,2,5,11,32,2,"Hamilton",427, ,2,0,0,89,272,"100 Main Street East",20071010
031,HAMILTON CENTRE,..........................NO POLL HELD........................,,,,,,"Hamilton",428, ,0,0,0,0,0,"",20071010
031,HAMILTON CENTRE,63,5,6,7,32,3,"Hamilton",429, ,0,2,0,118,177,"226 Rebecca Street",20071010
031,HAMILTON CENTRE,26,1,1,3,21,1,"Hamilton",430, ,0,0,0,53,109,"235 Rebecca Street",20071010
031,HAMILTON CENTRE,29,0,1,11,17,2,"Hamilton",431, ,0,0,0,60,93,"30 West Avenue North",20071010
031,HAMILTON CENTRE,29,1,11,12,19,2,"Hamilton",432, ,1,0,0,75,123,"165 Queen Street South",20071010
031,HAMILTON CENTRE,47,0,10,9,22,0,"Hamilton",433, ,0,1,0,89,149,"140 Robinson Apartments",20071010
031,HAMILTON CENTRE,..........................NO POLL HELD........................,,,,,,"Hamilton",434, ,0,0,0,0,0,"",20071010
031,HAMILTON CENTRE,73,0,16,24,55,1,"Hamilton",435, ,1,0,0,170,321,"200 Bay Street South",20071010
031,HAMILTON CENTRE,23,0,8,10,28,0,"Hamilton",436, ,1,0,0,70,135,"90 Duke Street",20071010
031,HAMILTON CENTRE,41,0,4,9,18,2,"Hamilton",437, ,0,0,0,74,121,"75 Bold Street",20071010
031,HAMILTON CENTRE,33,1,13,8,28,0,"Hamilton",438, ,0,0,0,83,155,"187 Park Street South",20071010
031,HAMILTON CENTRE,129,5,10,19,57,4,"Hamilton",439, ,4,1,0,229,375,"155 Park Street South",20071010
031,HAMILTON CENTRE,49,1,12,18,28,1,"Hamilton",440, ,0,0,0,109,162,"33 Robinson Street",20071010
031,HAMILTON CENTRE,46,1,4,14,38,3,"Hamilton",441, ,0,0,1,107,138,"17 Robinson Street",20071010
031,HAMILTON CENTRE,21,1,10,19,25,0,"Hamilton",442, ,1,1,0,78,118,"135 James Street South",20071010
031,HAMILTON CENTRE,34,0,7,8,11,1,"Hamilton",443, ,1,0,0,62,110,"50 Young Street",20071010
031,HAMILTON CENTRE,..........................NO POLL HELD........................,,,,,,"Hamilton",444, ,0,0,0,0,0,"",20071010
031,HAMILTON CENTRE,17,3,6,3,12,1,"Hamilton",445, ,0,1,0,43,88,"23 Spring Street",20071010
031,HAMILTON CENTRE,84,1,5,27,59,2,"Hamilton",446A, ,2,0,0,180,267,"First Place Hamilton",20071010
031,HAMILTON CENTRE,81,0,3,20,42,6,"Hamilton",446B, ,0,2,0,154,227,"First Place Hamilton",20071010
031,HAMILTON CENTRE,97,3,6,9,40,3,"Hamilton",447, ,3,0,0,161,248,"St. John Place",20071010
031,HAMILTON CENTRE,27,0,8,13,24,3,"Hamilton",448, ,0,0,0,75,139,"Villa Maria Holdings",20071010
031,HAMILTON CENTRE,29,1,5,8,18,1,"Hamilton",449, ,0,0,0,62,112,"Villa Maria Apartments",20071010
031,HAMILTON CENTRE,53,2,12,21,16,0,"Hamilton",450, ,1,1,0,106,181,"100 Forest Avenue",20071010
031,HAMILTON CENTRE,67,3,18,24,41,2,"Hamilton",451, ,7,0,0,162,282,"Olympia Apartments",20071010
031,HAMILTON CENTRE,46,0,13,11,37,1,"Hamilton",452, ,0,1,0,109,187,"Oakland Square Apartments",20071010
031,HAMILTON CENTRE,22,0,4,1,14,1,"Hamilton",453, ,0,0,1,43,105,"195 Wellington Street South",20071010
031,HAMILTON CENTRE,34,0,8,15,18,1,"Hamilton",454, ,1,0,0,77,146,"The Arkledun",20071010
031,HAMILTON CENTRE,47,0,2,6,21,0,"Hamilton",455, ,1,0,0,77,162,"Cumberland Gage Apartments",20071010
031,HAMILTON CENTRE,47,0,4,6,19,0,"Hamilton",456, ,7,1,0,84,133,"Gage Park Manor",20071010
031,HAMILTON CENTRE,30,1,11,24,49,0,"Hamilton",457, ,1,0,0,116,177,"Supreme Apartments",20071010
031,HAMILTON CENTRE,38,0,9,19,21,5,"Hamilton",458, ,0,0,0,92,134,"55 Wendover Drive",20071010
031,HAMILTON CENTRE,92,2,11,51,99,5,"Hamilton",459, ,0,0,0,260,501,"760 Mohawk Road West",20071010
031,HAMILTON CENTRE,46,21,10,22,38,1,"Hamilton",460, ,4,1,4,147,190,"75 Wendover Drive",20071010
031,HAMILTON CENTRE,29,0,2,20,33,2,"Hamilton",461, ,0,0,0,86,127,"750 Mohawk Road West",20071010
031,HAMILTON CENTRE,25,1,5,4,16,1,"Hamilton",462, ,7,0,0,59,135,"11 Kendale Court",20071010
031,HAMILTON CENTRE,29,1,10,7,24,1,"Hamilton",463, ,1,0,0,73,148,"21 Kendale Court",20071010
031,HAMILTON CENTRE,593,9,120,181,370,15,"Hamilton",Advanced Polls /  ADV001, ,3,3,4,1298,0,"Returning Office / Bureau du directeur du scrutin",20071010
031,HAMILTON CENTRE,318,4,43,234,339,9,"Hamilton",Advanced Polls /  ADV002, ,0,0,3,950,0,"St. Andrew's Church",20071010
031,HAMILTON CENTRE,240,3,37,75,123,12,"Hamilton",Advanced Polls /  ADV003, ,3,1,0,494,0,"St. Giles United Church",20071010
031,HAMILTON CENTRE,94,2,16,41,45,0,"Hamilton",Advanced Polls /  ADV004, ,2,0,0,200,0,"Eva Rothwell Resource Centre",20071010
TOTALS:, ,17176,302,3610,5673,11096,550, , , , , , , , , , 
