ED_CODE,ED_NAME,BARRETT,BERGSTRAND,ELGERSMA,SQUIZZATO,WATSON,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
028,HALDIMAND--NORFOLK,66,18,1,12,23,"Port Dover",213, ,1,0,0,121,234,"St. Paul's Parish Hall",20071010
028,HALDIMAND--NORFOLK,107,42,2,9,16,"Port Dover",214, ,1,1,0,178,372,"Port Dover Community Centre",20071010
028,HALDIMAND--NORFOLK,69,23,1,7,12,"Port Dover",215, ,0,0,0,112,227,"St. Paul's Parish Hall",20071010
028,HALDIMAND--NORFOLK,118,39,3,14,16,"Port Dover",216, ,1,0,0,191,365,"Doverwood Public School",20071010
028,HALDIMAND--NORFOLK,95,53,1,14,20,"Port Dover",217, ,0,0,0,183,319,"Port Dover Community Centre",20071010
028,HALDIMAND--NORFOLK,107,46,1,7,26,"Port Dover",218, ,2,2,0,191,370,"Doverwood Public School",20071010
028,HALDIMAND--NORFOLK,87,19,1,16,5,"Nanticoke",219, ,0,0,0,128,286,"Nanticoke Community Centre",20071010
028,HALDIMAND--NORFOLK,126,28,3,6,13,"Courtland",220, ,1,0,0,177,354,"Courtland Community Centre",20071010
028,HALDIMAND--NORFOLK,121,27,1,12,12,"Langton",221, ,3,0,0,176,363,"Langton Community Centre",20071010
028,HALDIMAND--NORFOLK,84,36,1,5,17,"Langton",222, ,1,0,0,144,335,"Langton Public School",20071010
028,HALDIMAND--NORFOLK,169,50,4,14,30,"Simcoe",223, ,0,0,0,267,501,"Walsh Public School",20071010
028,HALDIMAND--NORFOLK,48,19,0,0,9,"Vittoria",224, ,0,0,0,76,149,"Vittoria & District Community Centre",20071010
028,HALDIMAND--NORFOLK,91,44,1,16,14,"Vittoria",225, ,0,0,0,166,363,"Vittoria & District Community Centre",20071010
028,HALDIMAND--NORFOLK,112,65,5,19,26,"Port Dover",226, ,0,2,0,229,416,"St. Cecilia's School",20071010
028,HALDIMAND--NORFOLK,90,43,0,9,24,"Port Dover",227, ,1,0,0,167,357,"Port Dover Community Centre",20071010
028,HALDIMAND--NORFOLK,138,65,2,19,42,"Port Dover",228, ,0,0,0,266,541,"Doverwood Public School",20071010
028,HALDIMAND--NORFOLK,70,28,0,5,15,"Langton",229, ,1,0,0,119,305,"Langton Community Centre",20071010
028,HALDIMAND--NORFOLK,71,33,1,7,7,"Langton",230, ,0,3,0,122,259,"Langton Community Centre",20071010
028,HALDIMAND--NORFOLK,89,16,0,0,10,"Langton",231, ,0,0,0,115,229,"Langton Public School",20071010
028,HALDIMAND--NORFOLK,89,12,0,6,5,"Langton",232, ,0,0,0,112,204,"Langton Community Centre",20071010
028,HALDIMAND--NORFOLK,106,16,1,15,26,"St. Williams",233, ,0,0,0,164,338,"St. Williams Community Centre",20071010
028,HALDIMAND--NORFOLK,41,26,0,8,3,"Vittoria",234, ,0,0,0,78,177,"Vittoria & District Community Centre",20071010
028,HALDIMAND--NORFOLK,130,57,1,13,25,"Vittoria",235, ,3,1,0,230,420,"Vittoria & District Community Centre",20071010
028,HALDIMAND--NORFOLK,51,15,0,4,10,"Langton",236, ,0,0,0,80,208,"Houghton Public School",20071010
028,HALDIMAND--NORFOLK,126,24,0,5,7,"Langton",237, ,0,0,0,162,368,"Langton Community Centre",20071010
028,HALDIMAND--NORFOLK,76,19,0,3,6,"Port Rowan",238, ,0,0,0,104,287,"Port Rowan Community Centre",20071010
028,HALDIMAND--NORFOLK,170,65,2,23,23,"Turkey Point",239, ,2,2,0,287,630,"Turkey Point Community Policing",20071010
028,HALDIMAND--NORFOLK,100,15,1,9,33,"Langton",240, ,0,0,4,162,343,"Houghton Public School",20071010
028,HALDIMAND--NORFOLK,58,24,0,8,13,"St. Williams",241, ,0,0,0,103,247,"St. Williams Community Centre",20071010
028,HALDIMAND--NORFOLK,125,46,2,8,41,"St. Williams",242, ,0,1,0,223,390,"St. Williams Community Centre",20071010
028,HALDIMAND--NORFOLK,94,25,0,15,14,"Port Rowan",243, ,0,1,0,149,367,"Port Rowan Community Centre",20071010
028,HALDIMAND--NORFOLK,151,85,2,7,29,"Port Rowan",244, ,0,0,1,275,475,"Port Rowan Community Centre",20071010
028,HALDIMAND--NORFOLK,84,67,0,5,21,"Port Rowan",245, ,0,1,0,178,289,"Port Rowan Community Centre",20071010
028,HALDIMAND--NORFOLK,81,32,0,4,20,"Port Rowan",246, ,0,1,1,139,256,"Port Rowan Public School",20071010
028,HALDIMAND--NORFOLK,81,42,0,6,18,"Port Rowan",247, ,0,0,0,147,275,"Port Rowan Public School",20071010
028,HALDIMAND--NORFOLK,73,9,1,7,9,"Langton",248, ,0,1,0,100,184,"Houghton Public School",20071010
028,HALDIMAND--NORFOLK,81,29,0,7,7,"Port Rowan",249, ,0,0,0,124,214,"Port Rowan Public School",20071010
028,HALDIMAND--NORFOLK,83,13,0,8,13,"Langton",250, ,0,0,0,117,340,"Houghton Public School",20071010
028,HALDIMAND--NORFOLK,108,49,0,4,25,"Port Rowan",251, ,0,0,1,187,349,"Port Rowan Community Centre",20071010
028,HALDIMAND--NORFOLK,1346,575,21,103,189,"Simcoe",Advanced Polls /  ADV001, ,5,2,0,2241,0,"Returning Office / Bureau du directeur du scrutin",20071010
028,HALDIMAND--NORFOLK,559,226,11,28,80,"Dunnville",Advanced Polls /  ADV002, ,0,2,1,907,0,"Dunnville Kinsmen Club Hall",20071010
028,HALDIMAND--NORFOLK,376,85,3,22,34,"Langton",Advanced Polls /  ADV003, ,0,0,0,520,0,"Langton Community Centre",20071010
028,HALDIMAND--NORFOLK,561,139,7,32,48,"Caledonia",Advanced Polls /  ADV004, ,3,1,0,791,0,"Haldimand County Leisure Services",20071010
028,HALDIMAND--NORFOLK,325,147,4,18,39,"Delhi",Advanced Polls /  ADV005, ,0,2,1,536,0,"Delrose Retirement Residence",20071010
028,HALDIMAND--NORFOLK,313,67,5,13,26,"Cayuga",Advanced Polls /  ADV006, ,0,0,0,424,0,"Cayuga Lions Community Hall",20071010
TOTALS:, ,26135,9536,457,2230,4546, , , , , , , , , , 
