ED_CODE,ED_NAME,CHARIF,CURTIN,DUNCAN,MCAVOY,ROBINSON,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
102,WINDSOR--TECUMSEH,29,2,43,4,14,"Windsor",218, ,2,1,0,95,302,"Roseville Public School",20071010
102,WINDSOR--TECUMSEH,14,1,25,8,7,"Windsor",219, ,0,0,0,55,241,"Roseville Garden Community Centre",20071010
102,WINDSOR--TECUMSEH,11,2,26,4,10,"Windsor",220, ,3,0,0,56,177,"Roseville Garden Community Centre",20071010
102,WINDSOR--TECUMSEH,15,0,19,3,4,"Windsor",221, ,0,0,0,41,236,"Forest Glade Primary Learning Centre",20071010
102,WINDSOR--TECUMSEH,21,0,24,9,7,"Windsor",222, ,0,0,0,61,249,"Forest Glade Primary Learning Centre",20071010
102,WINDSOR--TECUMSEH,17,0,25,4,5,"Windsor",223, ,0,0,0,51,201,"Forest Glade Primary Learning Centre",20071010
102,WINDSOR--TECUMSEH,20,0,65,4,28,"Windsor",224, ,0,0,0,117,357,"Forest Glade Primary Learning Centre",20071010
102,WINDSOR--TECUMSEH,29,10,13,26,99,"Windsor",225, ,0,0,0,177,422,"H. J. Lassaline Catholic School",20071010
102,WINDSOR--TECUMSEH,24,0,58,17,25,"Windsor",226, ,0,2,0,126,366,"H. J. Lassaline Catholic School",20071010
102,WINDSOR--TECUMSEH,25,2,91,12,29,"Windsor",227, ,4,0,0,163,408,"Forest Glade Public School",20071010
102,WINDSOR--TECUMSEH,26,5,50,12,19,"Windsor",228, ,1,0,0,113,362,"H. J. Lassaline Catholic School",20071010
102,WINDSOR--TECUMSEH,44,5,63,5,27,"Windsor",229, ,1,0,0,145,402,"Parkview Public School",20071010
102,WINDSOR--TECUMSEH,50,6,67,6,13,"Windsor",230, ,0,1,0,143,393,"Forest Glade Arena",20071010
102,WINDSOR--TECUMSEH,37,4,88,11,18,"Windsor",231, ,0,0,0,158,411,"Parkview Public School",20071010
102,WINDSOR--TECUMSEH,26,6,63,10,23,"Windsor",232, ,0,0,1,129,348,"L. A. Desmarais Elementary School",20071010
102,WINDSOR--TECUMSEH,41,2,115,16,29,"Windsor",233, ,0,0,0,203,478,"Forest Glade Arena",20071010
102,WINDSOR--TECUMSEH,28,1,37,13,15,"Windsor",234, ,1,0,0,95,210,"L. A. Desmarais Elementary School",20071010
102,WINDSOR--TECUMSEH,15,2,46,8,20,"Windsor",235, ,0,2,0,93,268,"St. Anne's Church",20071010
102,WINDSOR--TECUMSEH,3,1,13,1,0,"Tecumseh",236s, ,0,0,0,18,60,"Brouillette Manor",20071010
102,WINDSOR--TECUMSEH,46,2,129,14,32,"Tecumseh",237, ,0,0,0,223,439,"Calvary Community Church",20071010
102,WINDSOR--TECUMSEH,33,3,64,7,24,"Windsor",238, ,1,0,0,132,314,"Holy Trinity Church",20071010
102,WINDSOR--TECUMSEH,32,1,46,5,14,"Windsor",239, ,1,0,0,99,240,"Scottish Club of Windsor",20071010
102,WINDSOR--TECUMSEH,27,3,24,16,0,"Windsor",240, ,0,1,0,71,263,"Davis Public School",20071010
102,WINDSOR--TECUMSEH,32,1,89,13,24,"Windsor",241, ,2,2,0,163,326,"Davis Public School",20071010
102,WINDSOR--TECUMSEH,15,1,13,1,2,"Windsor",242, ,0,1,0,33,115,"W. J. Langlois School",20071010
102,WINDSOR--TECUMSEH,48,6,72,4,29,"Windsor",243, ,0,2,1,162,385,"Davis Public School",20071010
102,WINDSOR--TECUMSEH,43,2,55,10,23,"Windsor",244, ,2,0,0,135,363,"Roseville Public School",20071010
102,WINDSOR--TECUMSEH,25,0,45,5,14,"Windsor",245, ,1,1,0,91,399,"Roseville Public School",20071010
102,WINDSOR--TECUMSEH,8,1,23,0,8,"Windsor",246s, ,1,0,0,41,58,"Riverside Place",20071010
102,WINDSOR--TECUMSEH,14,3,48,4,4,"Windsor",247, ,1,1,0,75,269,"H. J. Lassaline Catholic School",20071010
102,WINDSOR--TECUMSEH,24,4,55,8,19,"Windsor",248, ,1,0,0,111,292,"H. J. Lassaline Catholic School",20071010
102,WINDSOR--TECUMSEH,54,1,68,5,13,"Windsor",249, ,2,0,0,143,415,"H. J. Lassaline Catholic School",20071010
102,WINDSOR--TECUMSEH,44,1,105,11,24,"Windsor",250, ,0,3,0,188,496,"Forest Glade Arena",20071010
102,WINDSOR--TECUMSEH,14,3,43,4,18,"Windsor",251, ,0,0,0,82,237,"Forest Glade Arena",20071010
102,WINDSOR--TECUMSEH,29,1,66,9,23,"Windsor",252, ,0,0,0,128,385,"Forest Glade Arena",20071010
102,WINDSOR--TECUMSEH,27,2,81,5,16,"Windsor",253, ,0,0,0,131,400,"L. A. Desmarais Elementary School",20071010
102,WINDSOR--TECUMSEH,27,1,44,7,16,"Windsor",254, ,0,0,0,95,305,"L. A. Desmarais Elementary School",20071010
102,WINDSOR--TECUMSEH,22,2,87,11,30,"Tecumseh",255, ,1,0,0,153,321,"Calvary Community Church",20071010
102,WINDSOR--TECUMSEH,50,4,57,4,33,"Windsor",256, ,0,3,0,151,355,"W. J. Langlois School",20071010
102,WINDSOR--TECUMSEH,53,7,116,13,24,"Windsor",257, ,2,1,0,216,429,"W. J. Langlois School",20071010
102,WINDSOR--TECUMSEH,66,1,63,12,20,"Windsor",258, ,1,0,0,163,433,"W. J. Langlois School",20071010
102,WINDSOR--TECUMSEH,44,2,123,11,42,"Tecumseh",259, ,2,0,0,224,483,"Calvary Community Church",20071010
102,WINDSOR--TECUMSEH,21,1,61,6,21,"Tecumseh",260, ,1,1,0,112,257,"St. Peter School",20071010
102,WINDSOR--TECUMSEH,54,9,104,19,25,"Tecumseh",261, ,0,0,0,211,377,"Calvary Community Church",20071010
102,WINDSOR--TECUMSEH,38,9,137,8,36,"Tecumseh",262, ,1,2,1,232,479,"St. Peter School",20071010
102,WINDSOR--TECUMSEH,37,1,66,11,24,"Tecumseh",263, ,0,2,0,141,317,"St. Peter School",20071010
102,WINDSOR--TECUMSEH,8,2,18,4,4,"Tecumseh",264s, ,2,0,0,38,125,"Extendicare Tecumseh",20071010
102,WINDSOR--TECUMSEH,46,4,79,18,32,"Tecumseh",265, ,0,1,0,180,387,"St. Peter School",20071010
102,WINDSOR--TECUMSEH,47,4,89,9,21,"Windsor",266, ,2,1,0,173,392,"W. J. Langlois School",20071010
102,WINDSOR--TECUMSEH,12,0,46,5,7,"Tecumseh",267, ,0,0,0,70,201,"St. Peter School",20071010
102,WINDSOR--TECUMSEH,34,0,71,11,33,"Windsor",268, ,0,0,0,149,439,"Ciociaro Club",20071010
102,WINDSOR--TECUMSEH,43,6,67,10,34,"Windsor",269, ,0,1,0,161,386,"Ciociaro Club",20071010
102,WINDSOR--TECUMSEH,7,3,34,1,17,"Windsor",270, ,0,0,0,62,184,"Ciociaro Club",20071010
102,WINDSOR--TECUMSEH,14,0,39,13,26,"Tecumseh",271, ,3,0,0,95,256,"St. Mary's Parish Hall",20071010
102,WINDSOR--TECUMSEH,36,3,118,13,38,"Windsor",272, ,0,2,0,210,392,"Ciociaro Club",20071010
102,WINDSOR--TECUMSEH,36,5,125,18,57,"Tecumseh",273, ,0,0,0,241,486,"St. Mary's Parish Hall",20071010
102,WINDSOR--TECUMSEH,52,1,96,15,25,"Windsor",400, ,2,0,0,191,330,"Westchester at the Lake",20071010
102,WINDSOR--TECUMSEH,13,0,39,11,15,"Windsor",401, ,0,0,0,78,126,"Seaway Towers",20071010
102,WINDSOR--TECUMSEH,41,2,36,8,12,"Windsor",402, ,1,0,0,100,180,"Shoreline Towers",20071010
102,WINDSOR--TECUMSEH,19,4,48,10,17,"Windsor",403, ,0,0,0,98,148,"Bayview Towers Apartments",20071010
102,WINDSOR--TECUMSEH,16,3,36,11,10,"Windsor",404, ,1,0,0,77,145,"Riverside Towers",20071010
102,WINDSOR--TECUMSEH,27,2,42,8,11,"Windsor",405, ,0,1,0,91,149,"St. Clair Towers",20071010
102,WINDSOR--TECUMSEH,26,2,24,4,11,"Windsor",406, ,1,0,0,68,136,"Island View Tower Apartments",20071010
102,WINDSOR--TECUMSEH,89,4,153,10,42,"Windsor",407, ,0,0,0,298,419,"Solidarity Towers 1",20071010
102,WINDSOR--TECUMSEH,..........................NO POLL HELD........................,,,,,"Windsor",408, ,0,0,0,0,0,"",20071010
102,WINDSOR--TECUMSEH,14,0,21,6,9,"Windsor",409, ,2,1,0,53,145,"Lions Manor",20071010
102,WINDSOR--TECUMSEH,15,6,42,1,12,"Windsor",410, ,2,0,0,78,152,"Lonsdale Apartments",20071010
102,WINDSOR--TECUMSEH,22,2,41,5,24,"Windsor",411, ,0,0,1,95,161,"Palazzo Apartments",20071010
102,WINDSOR--TECUMSEH,25,1,39,3,24,"Windsor",412, ,0,0,0,92,130,"Harbour Tower Apartments",20071010
102,WINDSOR--TECUMSEH,19,0,36,7,18,"Windsor",413, ,0,0,0,80,129,"Pinnacle Towers",20071010
102,WINDSOR--TECUMSEH,4,0,31,3,13,"Windsor",414, ,0,0,0,51,104,"Glengarda Condominium",20071010
102,WINDSOR--TECUMSEH,37,0,33,8,13,"Windsor",415, ,1,0,0,92,196,"Lauzon Towers Apartments",20071010
102,WINDSOR--TECUMSEH,28,1,38,6,18,"Windsor",416, ,0,1,0,92,147,"Venture Place Housing Co-operative",20071010
102,WINDSOR--TECUMSEH,19,3,35,7,12,"Windsor",417, ,0,0,0,76,160,"Plaza East Apartments",20071010
102,WINDSOR--TECUMSEH,66,4,122,11,35,"Windsor",418, ,2,4,0,244,379,"Fontainebleu Towers",20071010
102,WINDSOR--TECUMSEH,12,3,39,6,9,"Windsor",419, ,1,0,0,70,114,"General Mihailovich Place",20071010
102,WINDSOR--TECUMSEH,8,0,13,1,3,"Windsor",420, ,0,0,0,25,81,"Roseville Garden Community Centre",20071010
102,WINDSOR--TECUMSEH,12,1,29,3,4,"Windsor",421, ,0,0,0,49,122,"Anchorage Apartments",20071010
102,WINDSOR--TECUMSEH,398,30,784,115,313,"Windsor",Advanced Polls /  ADV001, ,7,6,1,1654,0,"Returning Office / Bureau du directeur du scrutin",20071010
102,WINDSOR--TECUMSEH,213,4,402,51,169,"Windsor",Advanced Polls /  ADV002, ,5,1,0,845,0,"Lions Manor",20071010
102,WINDSOR--TECUMSEH,23,2,65,9,22,"Windsor",Advanced Polls /  ADV003, ,2,0,0,123,0,"Ciociaro Club",20071010
102,WINDSOR--TECUMSEH,108,11,366,28,134,"Tecumseh",Advanced Polls /  ADV004, ,1,2,0,650,0,"St. Clair Beach Community Centre",20071010
TOTALS:, ,8836,735,17894,2696,6106, , , , , , , , , , 
