ED_CODE,ED_NAME,GHOSH,MONSTER,SHINER,SUTHERLAND,THOMAS,ZETTERLUND,ZIMMER,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
101,WILLOWDALE,12,1,27,1,3,7,48,"Toronto",440A, ,0,0,0,99,245,"Symphony Square Condominium Building",20071010
101,WILLOWDALE,16,0,30,0,1,6,41,"Toronto",440B, ,0,1,0,95,273,"Symphony Square Condominium Building",20071010
101,WILLOWDALE,..........................NO POLL HELD........................,,,,,,,"Toronto",441, ,0,0,0,0,0,"",20071010
101,WILLOWDALE,14,0,35,0,0,8,68,"Toronto",442, ,0,0,0,125,270,"The Dynasty",20071010
101,WILLOWDALE,..........................NO POLL HELD........................,,,,,,,"Toronto",443, ,0,0,0,0,0,"",20071010
101,WILLOWDALE,..........................NO POLL HELD........................,,,,,,,"Toronto",444, ,0,0,0,0,0,"",20071010
101,WILLOWDALE,19,0,42,0,4,13,89,"Toronto",445, ,14,0,0,181,379,"Princess Place",20071010
101,WILLOWDALE,16,1,34,1,2,10,83,"Toronto",446, ,0,1,0,148,359,"Princess Place",20071010
101,WILLOWDALE,5,0,24,0,3,9,40,"Toronto",447, ,0,0,0,81,147,"Monaco",20071010
101,WILLOWDALE,21,0,46,1,3,9,82,"Toronto",448, ,3,0,0,165,378,"Sommerset Way",20071010
101,WILLOWDALE,21,0,33,0,1,7,63,"Toronto",449, ,1,0,0,126,293,"Monet",20071010
101,WILLOWDALE,14,1,104,0,3,9,144,"Toronto",450, ,0,3,0,278,469,"Skyview Apartments",20071010
101,WILLOWDALE,10,3,46,0,1,5,75,"Toronto",451, ,2,1,0,143,378,"The Royal Arms",20071010
101,WILLOWDALE,10,2,61,1,4,7,72,"Toronto",452, ,7,4,0,168,255,"The Kempford Apartments",20071010
101,WILLOWDALE,9,2,35,1,1,5,69,"Toronto",453, ,1,2,0,125,391,"Triomphe Phase I",20071010
101,WILLOWDALE,12,0,37,0,4,15,73,"Toronto",454, ,0,2,0,143,367,"Grande Triomphe",20071010
101,WILLOWDALE,21,1,30,0,2,10,70,"Toronto",455, ,2,0,0,136,412,"Triomphe Phase I",20071010
101,WILLOWDALE,2,3,18,0,1,6,44,"Toronto",456, ,0,0,0,74,209,"Marquis at Northtown",20071010
101,WILLOWDALE,7,4,21,0,4,4,55,"Toronto",457, ,4,0,0,99,237,"The Parkside Apartments",20071010
101,WILLOWDALE,15,0,25,0,4,9,63,"Toronto",458, ,0,2,0,118,207,"Grandview Tower",20071010
101,WILLOWDALE,7,1,21,1,1,1,26,"Toronto",459, ,0,0,0,58,141,"St. Edward the Confessor Church",20071010
101,WILLOWDALE,31,2,65,0,2,19,84,"Toronto",460, ,1,1,0,205,408,"St. Edward the Confessor Church",20071010
101,WILLOWDALE,10,1,55,1,1,12,86,"Toronto",461, ,1,2,0,169,359,"Majestic II",20071010
101,WILLOWDALE,5,1,27,0,1,6,59,"Toronto",462, ,0,0,0,99,231,"Imperial II",20071010
101,WILLOWDALE,12,2,21,0,2,13,58,"Toronto",463, ,0,1,0,109,258,"Imperial I",20071010
101,WILLOWDALE,19,0,17,4,2,7,64,"Toronto",464, ,1,2,0,116,328,"Kingsdale",20071010
101,WILLOWDALE,10,2,14,0,2,4,54,"Toronto",465A, ,0,0,0,86,225,"Majestic I",20071010
101,WILLOWDALE,8,0,25,1,1,3,29,"Toronto",465B, ,4,0,0,71,216,"Majestic I",20071010
101,WILLOWDALE,6,0,37,0,0,4,36,"Toronto",466, ,0,0,0,83,156,"The Arrendale",20071010
101,WILLOWDALE,5,0,26,0,3,6,36,"Toronto",467, ,0,0,0,76,118,"The Arrendale",20071010
101,WILLOWDALE,10,0,17,0,1,4,35,"Toronto",468, ,0,0,0,67,226,"St. Gabriel's Catholic Church",20071010
101,WILLOWDALE,16,2,69,2,5,28,113,"Toronto",469, ,0,2,0,237,400,"Peninsula Place",20071010
101,WILLOWDALE,8,0,53,0,4,4,84,"Toronto",470, ,3,7,0,163,265,"Beecroft Manor",20071010
101,WILLOWDALE,7,1,66,0,1,7,80,"Toronto",471, ,0,0,1,163,371,"Royal Pinnacle",20071010
101,WILLOWDALE,4,0,35,1,2,9,51,"Toronto",472, ,0,2,0,104,378,"The Pinnacle",20071010
101,WILLOWDALE,13,1,41,0,0,4,73,"Toronto",473, ,0,0,0,132,283,"21 Hillcrest Avenue",20071010
101,WILLOWDALE,8,0,42,0,4,14,58,"Toronto",474, ,0,1,0,127,301,"The Empress Plaza I",20071010
101,WILLOWDALE,12,0,37,1,2,11,58,"Toronto",475, ,0,0,0,121,312,"Empress Plaza II",20071010
101,WILLOWDALE,18,0,57,1,0,6,127,"Toronto",476, ,2,1,0,212,430,"The Boulevard",20071010
101,WILLOWDALE,6,0,31,0,2,7,44,"Toronto",477, ,0,1,0,91,259,"Hollywood Plaza",20071010
101,WILLOWDALE,2,0,23,1,1,5,40,"Toronto",478, ,0,0,0,72,164,"2 Clairtrell Road",20071010
101,WILLOWDALE,7,0,13,0,1,4,48,"Toronto",479, ,0,0,0,73,133,"1 Clairtrell Road",20071010
101,WILLOWDALE,11,0,35,3,2,8,60,"Toronto",480, ,0,0,0,119,234,"The Rockefeller",20071010
101,WILLOWDALE,11,0,28,0,1,11,29,"Toronto",481, ,0,0,0,80,150,"The Chelsea",20071010
101,WILLOWDALE,6,0,82,1,2,6,70,"Toronto",482, ,0,2,0,169,215,"Amica at Bayview",20071010
101,WILLOWDALE,10,0,38,2,1,9,53,"Toronto",483, ,0,0,0,113,308,"Liberty Club",20071010
101,WILLOWDALE,..........................NO POLL HELD........................,,,,,,,"Toronto",484, ,0,0,0,0,0,"",20071010
101,WILLOWDALE,11,0,26,0,1,3,32,"Toronto",485, ,0,0,0,73,133,"The Arrendale",20071010
101,WILLOWDALE,5,1,46,0,0,6,45,"Toronto",486, ,1,0,0,104,258,"Liberty Club",20071010
101,WILLOWDALE,9,1,22,0,0,11,18,"Toronto",487, ,0,1,0,62,158,"North York (Chinese) Baptist Church",20071010
101,WILLOWDALE,16,0,45,1,1,12,83,"Toronto",488, ,0,0,0,158,303,"Broadway One",20071010
101,WILLOWDALE,13,1,86,0,1,7,98,"Toronto",489, ,2,1,2,211,353,"Manhattan Place",20071010
101,WILLOWDALE,11,1,40,0,0,20,61,"Toronto",490, ,0,0,0,133,247,"The Prelude",20071010
101,WILLOWDALE,16,1,42,0,2,19,79,"Toronto",491, ,0,1,1,161,305,"Broadway Two",20071010
101,WILLOWDALE,15,1,37,0,7,8,53,"Toronto",492, ,0,1,0,122,291,"Ultima Towers North",20071010
101,WILLOWDALE,11,0,55,0,8,21,63,"Toronto",493, ,0,1,0,159,307,"Ultima Towers South",20071010
101,WILLOWDALE,19,1,67,1,8,11,88,"Toronto",494, ,1,1,0,197,406,"Residences of Madison Centre",20071010
101,WILLOWDALE,10,3,37,0,0,5,46,"Toronto",495, ,0,0,0,101,234,"Hollywood Plaza",20071010
101,WILLOWDALE,22,3,49,0,5,23,61,"Toronto",496, ,0,0,0,163,406,"Platinum Towers",20071010
101,WILLOWDALE,9,0,26,0,1,6,42,"Toronto",497A, ,1,0,0,85,216,"Rodeo Walk",20071010
101,WILLOWDALE,5,1,34,1,0,10,46,"Toronto",497B, ,0,0,0,97,251,"Rodeo Walk",20071010
101,WILLOWDALE,..........................NO POLL HELD........................,,,,,,,"Toronto",498, ,0,0,0,0,0,"",20071010
101,WILLOWDALE,17,0,43,0,0,17,80,"Toronto",499, ,1,2,0,160,367,"6 Forest Laneway",20071010
101,WILLOWDALE,15,2,117,0,4,10,90,"Toronto",500, ,1,1,0,240,402,"Atrium II",20071010
101,WILLOWDALE,18,0,82,0,1,5,84,"Toronto",501, ,0,1,0,191,319,"The Pavilion",20071010
101,WILLOWDALE,14,0,39,0,0,6,60,"Toronto",502, ,0,1,0,120,208,"Pavilion Del Sol",20071010
101,WILLOWDALE,10,0,57,0,5,8,67,"Toronto",503, ,0,1,0,148,324,"The Empire",20071010
101,WILLOWDALE,15,0,44,0,3,25,77,"Toronto",504, ,2,1,0,167,371,"Liberty Club",20071010
101,WILLOWDALE,15,3,54,0,3,10,90,"Toronto",505, ,0,3,0,178,403,"Liberty Club",20071010
101,WILLOWDALE,13,0,95,0,1,8,101,"Toronto",506, ,2,0,0,220,323,"Atrium I",20071010
101,WILLOWDALE,15,1,33,0,1,13,70,"Toronto",507, ,1,1,0,135,382,"6 Forest Laneway",20071010
101,WILLOWDALE,21,1,25,1,3,15,61,"Toronto",508, ,0,2,0,129,294,"6 Forest Laneway",20071010
101,WILLOWDALE,14,1,30,0,2,10,73,"Toronto",509, ,5,0,0,135,291,"Radiance at Minto Gardens",20071010
101,WILLOWDALE,14,0,26,0,0,3,59,"Toronto",510, ,1,1,1,105,218,"Cosmo",20071010
101,WILLOWDALE,9,0,20,0,3,12,43,"Toronto",511, ,0,0,0,87,190,"Cosmo",20071010
101,WILLOWDALE,1,0,16,0,0,3,16,"Toronto",512, ,3,0,0,39,75,"Avondale Public School",20071010
101,WILLOWDALE,8,2,30,0,3,11,73,"Toronto",513, ,1,0,0,128,239,"Residence of Avondale",20071010
101,WILLOWDALE,22,1,27,0,5,8,72,"Toronto",514, ,0,0,0,135,260,"Residence of Avondale",20071010
101,WILLOWDALE,3,0,4,0,0,1,7,"Toronto",515, ,0,0,0,15,33,"Avondale Public School",20071010
101,WILLOWDALE,7,0,44,0,2,8,63,"Toronto",516, ,1,0,0,125,243,"Spectrum Tower II",20071010
101,WILLOWDALE,12,1,22,0,0,3,40,"Toronto",517, ,1,1,0,80,181,"Mansions of Avondale",20071010
101,WILLOWDALE,28,1,36,0,2,13,49,"Toronto",518, ,0,0,0,129,437,"Cameron Public School",20071010
101,WILLOWDALE,17,0,33,0,2,15,87,"Toronto",519, ,0,1,0,155,312,"Spectrum Tower I",20071010
101,WILLOWDALE,8,0,12,0,1,3,32,"Toronto",520, ,1,0,0,57,151,"Mansions of Avondale",20071010
101,WILLOWDALE,13,1,51,0,0,9,86,"Toronto",521, ,0,0,0,160,400,"Skymark Centre at Avondale",20071010
101,WILLOWDALE,18,0,71,0,1,11,74,"Toronto",522, ,1,1,0,177,422,"Skymark Centre at Avondale",20071010
101,WILLOWDALE,6,1,13,1,1,7,39,"Toronto",523, ,0,0,1,69,127,"Meridian Residences Phase I",20071010
101,WILLOWDALE,36,5,256,1,6,33,298,"Toronto",Advanced Polls /  ADV001, ,2,9,0,646,0,"Returning Office / Bureau du directeur du scrutin",20071010
101,WILLOWDALE,73,6,363,2,6,59,565,"Toronto",Advanced Polls /  ADV002, ,2,2,1,1079,0,"Mitchell Field Community Centre",20071010
101,WILLOWDALE,51,5,440,2,5,42,512,"Toronto",Advanced Polls /  ADV003, ,4,6,0,1067,0,"Cummer Park Community Centre",20071010
101,WILLOWDALE,47,3,200,3,1,50,261,"Toronto",Advanced Polls /  ADV004, ,2,2,1,570,0,"Edithvale Community Centre",20071010
101,WILLOWDALE,32,7,263,0,8,46,286,"Toronto",Advanced Polls /  ADV005, ,4,3,0,649,0,"St. Elizabeth of Hungary",20071010
TOTALS:, ,3699,370,15558,119,477,2960,21166, , , , , , , , , , 
