ED_CODE,ED_NAME,HELFERTY,KIDD,KING,KOJOKARO,PARROTT,RACCO,SHURMAN,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
089,THORNHILL,12,1,4,0,8,64,61,"Vaughan",424, ,0,1,0,151,388,"16 Elgin Street",20071010
089,THORNHILL,6,0,0,0,12,32,39,"Vaughan",425, ,2,0,2,93,178,"7471 Yonge Street",20071010
089,THORNHILL,4,4,3,0,9,34,24,"Markham",426, ,1,1,0,80,149,"190 Dudley Avenue",20071010
089,THORNHILL,10,0,0,0,21,49,21,"Vaughan",427, ,0,0,0,101,177,"170 Dudley Avenue",20071010
089,THORNHILL,4,2,1,0,5,45,28,"Vaughan",428, ,0,0,0,85,157,"Residences of Beauclaire",20071010
089,THORNHILL,3,0,1,1,8,65,95,"Vaughan",429, ,0,0,0,173,251,"120 Promenade Circle",20071010
089,THORNHILL,8,1,0,0,7,47,100,"Vaughan",430, ,1,2,0,166,289,"110 Promenade Circle",20071010
089,THORNHILL,6,0,0,1,7,47,49,"Vaughan",431, ,0,0,0,110,141,"100 Promenade Circle",20071010
089,THORNHILL,1,0,2,0,5,49,112,"Vaughan",432, ,0,0,2,171,267,"7460 Bathurst Street",20071010
089,THORNHILL,1,3,0,0,8,23,86,"Vaughan",433, ,0,0,0,121,219,"Conservatory A, YRCC 632",20071010
089,THORNHILL,4,1,1,0,4,19,111,"Vaughan",434, ,0,1,0,141,217,"Conservatory A, YRCC 632",20071010
089,THORNHILL,2,1,0,1,3,44,115,"Vaughan",435, ,0,1,0,167,321,"The Skyrise A, YRCC 818",20071010
089,THORNHILL,6,0,0,0,7,63,124,"Vaughan",436, ,1,0,0,201,352,"The Skyrise A, YRCC 818",20071010
089,THORNHILL,6,2,1,2,12,84,45,"Vaughan",437, ,0,0,0,152,274,"7250 Yonge Street",20071010
089,THORNHILL,3,2,0,0,9,65,105,"Vaughan",438, ,0,1,0,185,280,"7420 Bathurst Street",20071010
089,THORNHILL,3,2,2,0,7,46,110,"Vaughan",439, ,0,0,0,170,262,"7440 Bathurst Street",20071010
089,THORNHILL,2,3,0,0,6,27,86,"Vaughan",440, ,2,2,0,128,177,"601 Clark Avenue West",20071010
089,THORNHILL,3,1,0,0,8,19,34,"Vaughan",441, ,0,1,0,66,154,"Park Terrace I",20071010
089,THORNHILL,2,0,0,2,7,28,45,"Vaughan",442, ,0,1,0,85,162,"5 Emerald Lane",20071010
089,THORNHILL,4,4,0,0,10,41,56,"Vaughan",443, ,3,1,0,119,203,"Plaza Del Sol Tower",20071010
089,THORNHILL,8,1,0,0,12,69,140,"Vaughan",444, ,0,0,0,230,317,"7 Townsgate Drive",20071010
089,THORNHILL,3,2,1,0,6,70,102,"Vaughan",445, ,2,0,0,186,317,"Eleven Townsgate, YRCC 865",20071010
089,THORNHILL,7,0,2,0,5,44,43,"Vaughan",446, ,0,4,0,105,211,"91 Townsgate Drive",20071010
089,THORNHILL,4,0,0,0,4,35,40,"Vaughan",447, ,0,0,0,83,179,"Eiffel Towers",20071010
089,THORNHILL,2,1,0,0,8,35,17,"Vaughan",448, ,0,0,0,63,80,"Chateau Parc",20071010
089,THORNHILL,7,2,0,1,17,48,44,"Thornhill",449, ,0,0,0,119,193,"Chateau Ridge",20071010
089,THORNHILL,5,0,0,0,3,24,12,"Vaughan",450, ,0,0,0,44,95,"2100 John Street, YRCC 870",20071010
089,THORNHILL,2,1,1,0,5,25,15,"Vaughan",451, ,1,0,0,50,103,"2100 John Street, YRCC 870",20071010
089,THORNHILL,5,0,0,4,6,34,12,"Markham",452, ,0,1,0,62,166,"Liberty Tower 2",20071010
089,THORNHILL,6,3,3,1,4,40,16,"Markham",453, ,0,0,0,73,245,"48 Suncrest Boulevard",20071010
089,THORNHILL,27,2,2,2,33,220,343,"Concord",Advanced Polls /  ADV001, ,1,1,0,631,0,"Returning Office / Bureau du directeur du scrutin",20071010
089,THORNHILL,31,2,2,7,47,450,347,"Thornhill",Advanced Polls /  ADV002, ,5,1,2,894,0,"Dufferin Clark Community Centre",20071010
089,THORNHILL,43,0,1,2,37,353,980,"Vaughan",Advanced Polls /  ADV003, ,6,1,0,1423,0,"Garnet A. Williams Community Centre",20071010
089,THORNHILL,8,1,0,0,11,98,185,"Thornhill",Advanced Polls /  ADV004, ,0,0,0,303,0,"Rosemount Community Centre",20071010
089,THORNHILL,84,9,5,3,87,786,758,"Markham",Advanced Polls /  ADV005, ,6,3,0,1741,0,"Thornhill Community Centre",20071010
TOTALS:, ,2507,214,142,158,2657,20519,22244, , , , , , , , , , 
