ED_CODE,ED_NAME,BROWN,KIBRIA,PIETRO ,TAKHAR,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
049,MISSISSAUGA--ERINDALE,94,23,22,119,"Mississauga",211, ,0,0,0,258,447,"St. Margaret of Scotland School",20071010
049,MISSISSAUGA--ERINDALE,75,16,21,106,"Mississauga",212, ,4,0,0,222,421,"All Saints Elementary School",20071010
049,MISSISSAUGA--ERINDALE,59,17,13,116,"Mississauga",213, ,0,0,0,205,446,"Ashgrove Public School",20071010
049,MISSISSAUGA--ERINDALE,49,18,29,109,"Mississauga",214, ,0,0,1,206,456,"Ashgrove Public School",20071010
049,MISSISSAUGA--ERINDALE,59,25,27,119,"Mississauga",215, ,0,1,0,231,540,"Christ the King Catholic School",20071010
049,MISSISSAUGA--ERINDALE,86,18,16,130,"Mississauga",216, ,2,3,0,255,502,"Christ the King Catholic School",20071010
049,MISSISSAUGA--ERINDALE,49,23,8,65,"Mississauga",217, ,0,0,0,145,432,"Kings Masting Public School",20071010
049,MISSISSAUGA--ERINDALE,55,34,19,98,"Mississauga",218, ,1,0,0,207,549,"Kings Masting Public School",20071010
049,MISSISSAUGA--ERINDALE,24,17,7,81,"Mississauga",219A, ,0,0,0,129,358,"All Saints Elementary School",20071010
049,MISSISSAUGA--ERINDALE,49,24,9,64,"Mississauga",219B, ,1,2,0,149,356,"All Saints Elementary School",20071010
049,MISSISSAUGA--ERINDALE,18,19,4,48,"Mississauga",220, ,1,1,0,91,323,"Christ the King Catholic School",20071010
049,MISSISSAUGA--ERINDALE,60,36,23,100,"Mississauga",221, ,0,1,0,220,514,"Christ the King Catholic School",20071010
049,MISSISSAUGA--ERINDALE,98,36,15,141,"Mississauga",222, ,2,0,0,292,606,"Christ the King Catholic School",20071010
049,MISSISSAUGA--ERINDALE,65,34,13,114,"Mississauga",223, ,0,0,0,226,480,"Garthwood Public School",20071010
049,MISSISSAUGA--ERINDALE,71,41,22,116,"Mississauga",224, ,0,1,0,251,493,"Garthwood Public School",20071010
049,MISSISSAUGA--ERINDALE,36,21,21,55,"Mississauga",225, ,0,1,0,134,260,"Garthwood Public School",20071010
049,MISSISSAUGA--ERINDALE,17,4,6,23,"Mississauga",226s, ,1,0,0,51,70,"Ivan Franko Home for the Aged",20071010
049,MISSISSAUGA--ERINDALE,60,13,9,89,"Mississauga",227, ,0,0,0,171,445,"Garthwood Public School",20071010
049,MISSISSAUGA--ERINDALE,37,24,8,82,"Mississauga",228, ,0,0,0,151,414,"Garthwood Public School",20071010
049,MISSISSAUGA--ERINDALE,5,6,1,41,"Mississauga",400, ,3,0,0,56,118,"Camille's Place",20071010
049,MISSISSAUGA--ERINDALE,19,14,1,45,"Mississauga",401, ,0,0,0,79,278,"Eden Rose Public School",20071010
049,MISSISSAUGA--ERINDALE,25,21,4,44,"Mississauga",402, ,0,0,0,94,305,"5975 Glen Erin Drive",20071010
049,MISSISSAUGA--ERINDALE,17,20,4,44,"Mississauga",403, ,7,1,0,93,238,"Erindale Terrace",20071010
049,MISSISSAUGA--ERINDALE,43,10,8,57,"Mississauga",404, ,1,0,0,119,188,"Ebenezer Reformed Church",20071010
049,MISSISSAUGA--ERINDALE,18,7,10,36,"Mississauga",405, ,0,0,0,71,129,"2585 Erin Centre Boulevard",20071010
049,MISSISSAUGA--ERINDALE,23,7,3,35,"Mississauga",406, ,0,0,0,68,120,"2565 Erin Centre Boulevard",20071010
049,MISSISSAUGA--ERINDALE,21,14,7,34,"Mississauga",407, ,3,0,0,79,156,"2545 Erin Centre Boulevard",20071010
049,MISSISSAUGA--ERINDALE,42,23,16,67,"Mississauga",408, ,1,0,0,149,440,"1180 Forestwood Drive",20071010
049,MISSISSAUGA--ERINDALE,1,4,1,8,"Mississauga",409, ,0,0,0,14,92,"Erindale Presbyterian Church",20071010
049,MISSISSAUGA--ERINDALE,38,6,16,52,"Mississauga",410, ,0,0,0,112,197,"1001 Cedarglen Gate",20071010
049,MISSISSAUGA--ERINDALE,22,4,9,29,"Mississauga",411, ,6,0,0,70,130,"1000 Cedarglen Gate",20071010
049,MISSISSAUGA--ERINDALE,72,29,15,96,"Mississauga",412, ,1,0,0,213,448,"4889 Kimbermount Avenue",20071010
049,MISSISSAUGA--ERINDALE,18,40,4,100,"Mississauga",413, ,3,0,0,165,328,"3025 The Credit Woodlands",20071010
049,MISSISSAUGA--ERINDALE,9,13,7,32,"Mississauga",414, ,0,0,0,61,136,"4680 Kimbermount Avenue",20071010
049,MISSISSAUGA--ERINDALE,59,11,5,85,"Mississauga",415, ,1,0,0,161,283,"2155 Burnhamthorpe Road West",20071010
049,MISSISSAUGA--ERINDALE,49,12,12,50,"Mississauga",416, ,2,0,0,125,237,"2155 Burnhamthorpe Road West",20071010
049,MISSISSAUGA--ERINDALE,40,18,4,59,"Mississauga",417, ,0,0,0,121,170,"2250 South Millway",20071010
049,MISSISSAUGA--ERINDALE,73,8,19,74,"Mississauga",418, ,9,0,0,183,241,"1800 The Collegeway",20071010
049,MISSISSAUGA--ERINDALE,75,12,11,39,"Mississauga",419, ,10,0,0,147,183,"1700 The Collegeway",20071010
049,MISSISSAUGA--ERINDALE,21,13,5,23,"Mississauga",420, ,1,0,0,63,158,"3501 Glen Erin Drive",20071010
049,MISSISSAUGA--ERINDALE,16,12,4,31,"Mississauga",421, ,0,0,0,63,188,"3455 Glen Erin Drive",20071010
049,MISSISSAUGA--ERINDALE,82,4,6,61,"Mississauga",422, ,0,0,0,153,226,"1900 The Collegeway",20071010
049,MISSISSAUGA--ERINDALE,23,7,1,20,"Mississauga",423, ,1,0,0,52,176,"South Common Community Centre",20071010
049,MISSISSAUGA--ERINDALE,29,8,15,27,"Mississauga",424, ,0,0,0,79,225,"All Saints Elementary School",20071010
049,MISSISSAUGA--ERINDALE,13,15,1,31,"Mississauga",425, ,0,1,0,61,141,"3420 The Collegeway - Forest Ridge",20071010
049,MISSISSAUGA--ERINDALE,552,108,98,738,"Mississauga",Advanced Polls /  ADV001, ,0,0,40,1536,0,"Returning Office / Bureau du directeur du scrutin",20071010
049,MISSISSAUGA--ERINDALE,219,67,49,372,"Mississauga",Advanced Polls /  ADV002, ,0,0,0,707,0,"Huron Park Community Centre",20071010
049,MISSISSAUGA--ERINDALE,418,141,77,752,"Mississauga",Advanced Polls /  ADV003, ,4,3,1,1396,0,"Erin Meadows Community Centre",20071010
TOTALS:, ,14913,5056,3521,21551, , , , , , , , , , 
