ED_CODE,ED_NAME,BANNON,HAGAN,JACZEK,NAGY,RANSOM,REDMOND,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
059,OAK RIDGES--MARKHAM,35,5,62,10,1,4,"Richmond Hill",188, ,0,0,0,117,353,"Richmond Green Secondary School",20071010
059,OAK RIDGES--MARKHAM,79,8,77,10,0,0,"Markham",189, ,0,0,0,174,355,"Pierre Elliott Trudeau High School",20071010
059,OAK RIDGES--MARKHAM,32,2,60,1,0,0,"Markham",190A, ,0,1,0,96,333,"Pierre Elliott Trudeau High School",20071010
059,OAK RIDGES--MARKHAM,35,8,41,4,1,2,"Markham",190B, ,0,0,0,91,228,"Pierre Elliott Trudeau High School",20071010
059,OAK RIDGES--MARKHAM,24,13,36,1,0,1,"Markham",191A, ,0,2,0,77,262,"Pierre Elliott Trudeau High School",20071010
059,OAK RIDGES--MARKHAM,28,5,48,5,2,0,"Markham",191B, ,0,0,0,88,260,"Pierre Elliott Trudeau High School",20071010
059,OAK RIDGES--MARKHAM,39,9,59,3,0,1,"Markham",192A, ,1,0,0,112,316,"All Saints Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,30,10,36,3,0,0,"Markham",192B, ,0,0,0,79,243,"All Saints Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,38,5,48,1,2,2,"Markham",193A, ,1,1,0,98,288,"All Saints Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,29,6,41,1,0,0,"Markham",193B, ,2,1,0,80,234,"All Saints Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,60,8,90,1,1,2,"Markham",194, ,1,4,0,167,448,"Pierre Elliott Trudeau High School",20071010
059,OAK RIDGES--MARKHAM,57,14,73,4,2,1,"Markham",195, ,2,2,0,155,477,"All Saints Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,38,12,100,7,7,0,"Markham",196, ,0,0,0,164,414,"Castlemore Public School",20071010
059,OAK RIDGES--MARKHAM,74,16,118,7,0,3,"Markham",197, ,1,1,0,220,468,"Castlemore Public School",20071010
059,OAK RIDGES--MARKHAM,38,16,106,7,1,0,"Markham",198, ,0,3,3,174,415,"Stonebridge Public School",20071010
059,OAK RIDGES--MARKHAM,43,13,79,10,0,1,"Markham",199, ,4,2,0,152,439,"Castlemore Public School",20071010
059,OAK RIDGES--MARKHAM,36,14,67,4,1,0,"Markham",200, ,0,2,0,124,377,"Castlemore Public School",20071010
059,OAK RIDGES--MARKHAM,33,10,109,14,2,3,"Markham",201, ,0,1,0,172,378,"Stonebridge Public School",20071010
059,OAK RIDGES--MARKHAM,47,18,126,10,1,1,"Markham",202, ,0,0,0,203,509,"Castlemore Public School",20071010
059,OAK RIDGES--MARKHAM,45,15,95,10,1,2,"Markham",203, ,1,0,0,169,335,"Stonebridge Public School",20071010
059,OAK RIDGES--MARKHAM,41,10,128,5,1,2,"Markham",204, ,2,0,0,189,465,"John McCrae Public School",20071010
059,OAK RIDGES--MARKHAM,40,9,97,11,1,1,"Markham",205, ,0,0,0,159,450,"John McCrae Public School",20071010
059,OAK RIDGES--MARKHAM,53,12,104,6,1,0,"Markham",206, ,0,0,0,176,416,"John McCrae Public School",20071010
059,OAK RIDGES--MARKHAM,31,15,81,7,1,1,"Markham",207, ,1,2,0,139,366,"John McCrae Public School",20071010
059,OAK RIDGES--MARKHAM,40,11,122,5,0,2,"Markham",208, ,0,0,0,180,477,"Wismer Public School",20071010
059,OAK RIDGES--MARKHAM,47,17,96,6,1,0,"Markham",209, ,0,2,0,169,392,"Wismer Public School",20071010
059,OAK RIDGES--MARKHAM,51,12,107,7,1,1,"Markham",210, ,0,1,0,180,404,"Wismer Public School",20071010
059,OAK RIDGES--MARKHAM,47,17,146,6,0,3,"Markham",211, ,2,3,0,224,499,"Wismer Public School",20071010
059,OAK RIDGES--MARKHAM,46,14,114,4,0,1,"Markham",212, ,0,3,0,182,446,"Wismer Public School",20071010
059,OAK RIDGES--MARKHAM,28,7,70,5,0,1,"Markham",213A, ,0,1,0,112,307,"Brother André Catholic High School",20071010
059,OAK RIDGES--MARKHAM,20,16,63,2,0,0,"Markham",213B, ,0,0,0,101,265,"Brother André Catholic High School",20071010
059,OAK RIDGES--MARKHAM,45,15,76,5,0,0,"Markham",214, ,2,0,0,143,368,"Brother André Catholic High School",20071010
059,OAK RIDGES--MARKHAM,26,3,13,4,0,0,"Markham",215s, ,1,0,0,47,78,"Rouge Valley Retirement Residence",20071010
059,OAK RIDGES--MARKHAM,43,20,77,10,0,1,"Markham",216, ,1,1,0,153,362,"Brother André Catholic High School",20071010
059,OAK RIDGES--MARKHAM,80,48,94,13,0,1,"Markham",217, ,0,1,0,237,495,"Edward T. Crowle Public School",20071010
059,OAK RIDGES--MARKHAM,..........................NO POLL HELD........................,,,,,,"Markham",218A, ,0,0,0,0,0,"",20071010
059,OAK RIDGES--MARKHAM,34,12,86,7,0,1,"Markham",218B, ,1,0,0,141,367,"Brother André Catholic High School",20071010
059,OAK RIDGES--MARKHAM,115,14,175,24,0,0,"Markham",219, ,1,0,2,331,625,"Edward T. Crowle Public School",20071010
059,OAK RIDGES--MARKHAM,44,15,72,9,1,1,"Markham",220, ,2,0,0,144,413,"The Beaches Community Centre",20071010
059,OAK RIDGES--MARKHAM,81,29,140,8,0,2,"Markham",221, ,0,0,0,260,517,"Edward T. Crowle Public School",20071010
059,OAK RIDGES--MARKHAM,79,9,94,4,0,5,"Markham",222, ,0,0,0,191,378,"Brother André Catholic High School",20071010
059,OAK RIDGES--MARKHAM,38,6,29,4,1,1,"Markham",223s, ,0,0,0,79,94,"Amica at Swan Lake",20071010
059,OAK RIDGES--MARKHAM,115,13,118,7,2,3,"Markham",224, ,5,0,0,263,371,"The Beaches Community Centre",20071010
059,OAK RIDGES--MARKHAM,53,15,67,9,1,2,"Markham",225A, ,0,0,0,147,284,"Kateri Tekakwitha Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,45,10,73,15,1,7,"Markham",225B, ,0,1,0,152,279,"Kateri Tekakwitha Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,51,5,51,3,0,2,"Markham",226, ,3,0,0,115,170,"The Beaches Community Centre",20071010
059,OAK RIDGES--MARKHAM,58,16,63,4,0,2,"Markham",227A, ,2,0,0,145,280,"Kateri Tekakwitha Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,44,11,57,13,1,2,"Markham",227B, ,1,2,0,131,285,"Kateri Tekakwitha Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,48,10,80,7,0,3,"Markham",228A, ,1,0,0,149,280,"Kateri Tekakwitha Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,48,7,79,6,1,3,"Markham",228B, ,0,0,0,144,310,"Kateri Tekakwitha Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,37,15,92,13,1,0,"Markham",229, ,1,1,0,160,411,"Greensborough Public School",20071010
059,OAK RIDGES--MARKHAM,95,14,132,12,0,3,"Markham",230, ,1,1,0,258,533,"Kateri Tekakwitha Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,29,17,87,7,0,1,"Markham",231, ,1,0,0,142,349,"Greensborough Public School",20071010
059,OAK RIDGES--MARKHAM,24,9,67,6,1,2,"Markham",232, ,0,0,0,109,200,"Kateri Tekakwitha Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,74,15,99,8,0,1,"Markham",233, ,1,1,0,199,422,"Kateri Tekakwitha Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,64,13,63,13,0,0,"Markham",234, ,1,0,0,154,303,"Cornell Village Public School",20071010
059,OAK RIDGES--MARKHAM,37,14,66,4,0,0,"Markham",235, ,1,0,0,122,256,"Kateri Tekakwitha Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,61,11,81,17,0,1,"Markham",236, ,0,0,0,171,342,"Cornell Village Public School",20071010
059,OAK RIDGES--MARKHAM,56,12,109,10,0,3,"Markham",237, ,0,0,0,190,373,"Cornell Village Public School",20071010
059,OAK RIDGES--MARKHAM,7,3,10,0,0,0,"Markham",238s, ,1,0,0,21,192,"Yee Hong Centre",20071010
059,OAK RIDGES--MARKHAM,44,9,107,4,0,0,"Markham",239, ,2,0,0,166,386,"Greensborough Public School",20071010
059,OAK RIDGES--MARKHAM,44,16,36,17,1,0,"Markham",240, ,0,1,0,115,254,"Cornell Village Public School",20071010
059,OAK RIDGES--MARKHAM,42,17,80,8,1,0,"Markham",241, ,0,0,0,148,329,"Cornell Village Public School",20071010
059,OAK RIDGES--MARKHAM,82,40,113,15,3,2,"Markham",242, ,0,2,0,257,532,"Cornell Village Public School",20071010
059,OAK RIDGES--MARKHAM,66,15,67,15,4,0,"Nobleton",243, ,3,1,0,171,371,"Nobleton Community Recreation Centre",20071010
059,OAK RIDGES--MARKHAM,64,24,78,18,1,1,"Nobleton",244, ,1,0,0,187,357,"Nobleton Community Recreation Centre",20071010
059,OAK RIDGES--MARKHAM,54,19,79,27,0,1,"Nobleton",245, ,1,0,0,181,371,"Nobleton Community Recreation Centre",20071010
059,OAK RIDGES--MARKHAM,19,11,108,9,0,0,"Richmond Hill",246, ,2,0,0,149,354,"H.G. Bernard Public School",20071010
059,OAK RIDGES--MARKHAM,23,13,46,2,0,0,"Richmond Hill",247s, ,1,0,0,85,119,"Delmanor Elgin Mills",20071010
059,OAK RIDGES--MARKHAM,43,10,73,2,0,0,"Richmond Hill",248, ,2,0,0,130,395,"H.G. Bernard Public School",20071010
059,OAK RIDGES--MARKHAM,46,16,99,13,0,0,"Richmond Hill",249, ,0,0,1,175,469,"H.G. Bernard Public School",20071010
059,OAK RIDGES--MARKHAM,42,13,104,6,0,3,"Richmond Hill",250, ,0,0,0,168,428,"Holy Trinity School",20071010
059,OAK RIDGES--MARKHAM,8,2,15,2,0,0,"Richmond Hill",251s, ,0,0,0,27,48,"Brookside-Hilltop Retirement Residence",20071010
059,OAK RIDGES--MARKHAM,35,6,55,2,0,0,"Richmond Hill",252, ,0,0,0,98,400,"Richmond Green Secondary School",20071010
059,OAK RIDGES--MARKHAM,56,17,107,4,0,0,"Markham",253, ,0,0,0,184,502,"Lincoln Alexander Public School",20071010
059,OAK RIDGES--MARKHAM,47,6,57,4,0,1,"Richmond Hill",254, ,1,3,0,119,333,"Richmond Green Secondary School",20071010
059,OAK RIDGES--MARKHAM,42,6,88,4,0,0,"Markham",255, ,0,2,0,142,477,"Lincoln Alexander Public School",20071010
059,OAK RIDGES--MARKHAM,70,7,97,5,1,5,"Markham",256, ,1,1,0,187,509,"Lincoln Alexander Public School",20071010
059,OAK RIDGES--MARKHAM,83,8,83,9,0,1,"Markham",257, ,0,0,0,184,474,"Angus Glen Community Centre",20071010
059,OAK RIDGES--MARKHAM,53,11,78,4,0,1,"Markham",258, ,5,1,1,154,437,"St. Monica Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,86,6,71,6,1,0,"Markham",259, ,0,1,0,171,378,"Angus Glen Community Centre",20071010
059,OAK RIDGES--MARKHAM,92,7,96,12,2,0,"Markham",260, ,0,0,0,209,467,"Angus Glen Community Centre",20071010
059,OAK RIDGES--MARKHAM,58,10,83,7,0,2,"Markham",261, ,0,0,0,160,408,"Pierre Elliott Trudeau High School",20071010
059,OAK RIDGES--MARKHAM,43,18,55,5,0,4,"Markham",262, ,1,0,0,126,399,"St. Philip's on-the-Hill Anglican Church",20071010
059,OAK RIDGES--MARKHAM,40,17,72,3,1,1,"Markham",263, ,0,1,0,135,337,"Pierre Elliott Trudeau High School",20071010
059,OAK RIDGES--MARKHAM,59,10,72,17,4,2,"Markham",264, ,0,2,0,166,440,"Pierre Elliott Trudeau High School",20071010
059,OAK RIDGES--MARKHAM,44,14,58,6,0,1,"Markham",265, ,0,0,1,124,416,"Unionville Alliance Church",20071010
059,OAK RIDGES--MARKHAM,30,9,65,2,0,4,"Markham",266, ,0,4,0,114,261,"Unionville Alliance Church",20071010
059,OAK RIDGES--MARKHAM,55,16,102,9,0,0,"Markham",267, ,0,1,0,183,412,"Stonebridge Public School",20071010
059,OAK RIDGES--MARKHAM,58,18,111,6,0,2,"Markham",268, ,0,1,0,196,456,"Stonebridge Public School",20071010
059,OAK RIDGES--MARKHAM,52,4,89,7,0,3,"Markham",269, ,0,0,0,155,484,"Stonebridge Public School",20071010
059,OAK RIDGES--MARKHAM,37,7,90,4,0,0,"Markham",270, ,0,1,0,139,421,"Unionville Alliance Church",20071010
059,OAK RIDGES--MARKHAM,41,16,90,5,0,1,"Markham",271, ,1,0,0,154,417,"Unionville Alliance Church",20071010
059,OAK RIDGES--MARKHAM,72,24,130,9,0,1,"Markham",272, ,0,2,0,238,560,"St. Edward Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,74,20,94,10,0,0,"Markham",273, ,0,0,0,198,511,"St. Edward Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,75,15,167,8,2,0,"Markham",274, ,1,0,0,268,559,"St. Edward Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,78,16,158,16,5,1,"Markham",275, ,0,1,0,275,537,"Ramer Wood Public School",20071010
059,OAK RIDGES--MARKHAM,45,31,106,6,0,1,"Markham",276, ,2,3,0,194,497,"Wismer Public School",20071010
059,OAK RIDGES--MARKHAM,72,18,155,12,0,4,"Markham",277, ,1,3,0,265,588,"St. Edward Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,62,29,149,10,1,1,"Markham",278, ,1,0,0,253,628,"Ramer Wood Public School",20071010
059,OAK RIDGES--MARKHAM,68,19,142,6,2,2,"Markham",279, ,0,0,0,239,558,"St. Edward Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,58,19,142,8,1,3,"Markham",280, ,0,2,1,234,601,"Ramer Wood Public School",20071010
059,OAK RIDGES--MARKHAM,69,15,154,13,1,0,"Markham",281, ,0,0,1,253,571,"St. Edward Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,63,24,110,13,0,2,"Markham",282, ,1,3,0,216,522,"Ramer Wood Public School",20071010
059,OAK RIDGES--MARKHAM,59,18,53,14,0,3,"Markham",283, ,0,0,0,147,386,"Edward T. Crowle Public School",20071010
059,OAK RIDGES--MARKHAM,76,27,79,14,0,0,"Markham",284, ,0,0,0,196,429,"St. Joseph Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,62,21,85,12,2,2,"Markham",285, ,0,0,0,184,372,"St. Joseph Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,96,23,120,16,5,0,"Markham",286, ,0,0,0,260,475,"Edward T. Crowle Public School",20071010
059,OAK RIDGES--MARKHAM,2,0,12,1,0,0,"Markham",287s, ,1,2,0,18,92,"Markhaven Home for the Aged",20071010
059,OAK RIDGES--MARKHAM,95,23,127,19,1,3,"Markham",288, ,1,1,0,270,514,"Kateri Tekakwitha Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,85,38,124,15,1,2,"Markham",289, ,0,1,0,266,470,"St. Joseph Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,96,12,100,15,0,0,"Markham",290, ,0,0,0,223,432,"St. Joseph Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,88,27,108,9,2,2,"Markham",291, ,0,0,0,236,483,"St. Joseph Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,100,21,125,19,0,2,"Markham",292, ,0,0,0,267,466,"Reesor Park Public School",20071010
059,OAK RIDGES--MARKHAM,35,14,51,11,1,0,"Markham",293, ,0,0,0,112,271,"St. Joseph Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,106,13,119,16,3,4,"Markham",294, ,0,3,0,264,480,"Reesor Park Public School",20071010
059,OAK RIDGES--MARKHAM,90,16,124,11,0,1,"Markham",295, ,1,2,0,245,431,"Reesor Park Public School",20071010
059,OAK RIDGES--MARKHAM,73,12,99,16,3,1,"Markham",296, ,0,0,0,204,472,"Reesor Park Public School",20071010
059,OAK RIDGES--MARKHAM,53,14,70,15,0,2,"Markham",297, ,0,0,0,154,344,"Reesor Park Public School",20071010
059,OAK RIDGES--MARKHAM,......................COMBINED WITH POLL 242 ....................,,,,,,"Markham",298s, ,,,,,,"Participation House Markham",20071010
059,OAK RIDGES--MARKHAM,13,2,22,3,1,1,"Markham",299s, ,2,0,1,45,179,"The Woodhaven",20071010
059,OAK RIDGES--MARKHAM,28,15,86,13,0,0,"Markham",300, ,0,0,0,142,341,"Reesor Park Public School",20071010
059,OAK RIDGES--MARKHAM,1,1,3,1,0,0,"Markham",301s, ,0,0,0,6,11,"Markham Stouffville Hospital",20071010
059,OAK RIDGES--MARKHAM,28,2,38,2,0,0,"Markham",302, ,1,0,0,71,194,"Reesor Park Public School",20071010
059,OAK RIDGES--MARKHAM,66,14,101,13,2,1,"Markham",303, ,0,2,0,199,503,"Lincoln Alexander Public School",20071010
059,OAK RIDGES--MARKHAM,89,13,88,5,1,1,"Markham",304, ,1,0,0,198,489,"Lincoln Alexander Public School",20071010
059,OAK RIDGES--MARKHAM,43,12,78,11,0,1,"Markham",305, ,2,1,0,148,435,"Lincoln Alexander Public School",20071010
059,OAK RIDGES--MARKHAM,54,11,82,11,2,0,"Markham",306, ,0,0,0,160,410,"Lincoln Alexander Public School",20071010
059,OAK RIDGES--MARKHAM,64,14,130,8,0,2,"Markham",307, ,1,3,0,222,509,"Lincoln Alexander Public School",20071010
059,OAK RIDGES--MARKHAM,..........................NO POLL HELD........................,,,,,,"Markham",308, ,0,0,0,0,0,"",20071010
059,OAK RIDGES--MARKHAM,35,14,56,2,0,1,"Markham",309A, ,0,0,0,108,283,"St. Augustine Catholic High School",20071010
059,OAK RIDGES--MARKHAM,24,5,54,7,0,0,"Markham",309B, ,0,0,0,90,236,"St. Augustine Catholic High School",20071010
059,OAK RIDGES--MARKHAM,29,14,40,5,0,0,"Markham",310, ,0,0,0,88,286,"St. Augustine Catholic High School",20071010
059,OAK RIDGES--MARKHAM,44,6,66,7,0,1,"Markham",311A, ,0,1,0,125,325,"St. Augustine Catholic High School",20071010
059,OAK RIDGES--MARKHAM,39,5,52,4,0,0,"Markham",311B, ,1,0,0,101,258,"St. Augustine Catholic High School",20071010
059,OAK RIDGES--MARKHAM,45,9,49,5,0,0,"Markham",312A, ,0,0,0,108,276,"St. Augustine Catholic High School",20071010
059,OAK RIDGES--MARKHAM,39,9,79,6,1,0,"Markham",312B, ,2,0,0,136,328,"St. Augustine Catholic High School",20071010
059,OAK RIDGES--MARKHAM,71,12,108,5,0,0,"Markham",313, ,0,0,0,196,586,"St. Monica Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,63,8,114,3,0,2,"Markham",314, ,0,0,0,190,651,"St. Monica Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,69,10,111,11,0,3,"Markham",315, ,1,1,0,206,521,"St. Monica Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,68,8,104,5,0,3,"Markham",316, ,0,0,0,188,617,"St. Monica Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,90,6,80,7,1,3,"Markham",317, ,0,0,0,187,545,"Angus Glen Community Centre",20071010
059,OAK RIDGES--MARKHAM,54,12,63,4,0,0,"Markham",318, ,0,0,0,133,460,"James Robinson Public School",20071010
059,OAK RIDGES--MARKHAM,66,14,95,12,0,3,"Markham",319, ,2,0,0,192,477,"Ramer Wood Public School",20071010
059,OAK RIDGES--MARKHAM,77,35,107,22,0,3,"Markham",320, ,2,1,0,247,430,"James Robinson Public School",20071010
059,OAK RIDGES--MARKHAM,53,31,109,9,1,5,"Markham",321, ,0,1,0,209,423,"James Robinson Public School",20071010
059,OAK RIDGES--MARKHAM,71,18,74,11,1,1,"Markham",322, ,0,0,0,176,325,"James Robinson Public School",20071010
059,OAK RIDGES--MARKHAM,53,13,48,5,1,0,"Markham",323, ,0,0,0,120,276,"James Robinson Public School",20071010
059,OAK RIDGES--MARKHAM,79,23,102,22,4,0,"Markham",324, ,0,0,0,230,452,"St. Joseph Catholic Elementary School",20071010
059,OAK RIDGES--MARKHAM,..........................NO POLL HELD........................,,,,,,"Markham",325, ,0,0,0,0,0,"",20071010
059,OAK RIDGES--MARKHAM,35,19,113,11,0,3,"Markham",326, ,4,1,0,186,425,"Box Grove Community Centre",20071010
059,OAK RIDGES--MARKHAM,14,3,45,0,0,0,"Markham",327, ,0,1,0,63,187,"Rouge Valley Mennonite Church",20071010
059,OAK RIDGES--MARKHAM,20,8,18,13,1,1,"Markham",328, ,0,0,0,61,124,"Rouge Valley Mennonite Church",20071010
059,OAK RIDGES--MARKHAM,..........................NO POLL HELD........................,,,,,,"Markham",329, ,0,0,0,0,0,"",20071010
059,OAK RIDGES--MARKHAM,55,25,109,9,1,1,"Markham",330, ,1,0,0,201,407,"Box Grove Community Centre",20071010
059,OAK RIDGES--MARKHAM,..........................NO POLL HELD........................,,,,,,"Markham",331, ,0,0,0,0,0,"",20071010
059,OAK RIDGES--MARKHAM,66,14,97,1,0,0,"Markham",332, ,0,1,0,179,439,"Rouge Valley Mennonite Church",20071010
059,OAK RIDGES--MARKHAM,60,17,65,5,1,0,"Whitchurch-Stouffville",400, ,0,0,0,148,222,"Parkview Village Residences",20071010
059,OAK RIDGES--MARKHAM,37,18,57,9,4,0,"Markham",401, ,1,4,0,130,161,"Cedar Crest Manor",20071010
059,OAK RIDGES--MARKHAM,40,17,73,1,0,3,"Markham",402, ,1,1,0,136,192,"Hampton Green Condominiums",20071010
059,OAK RIDGES--MARKHAM,13,9,35,7,0,0,"Markham",403, ,1,1,0,66,92,"Dublin Place Apartments",20071010
059,OAK RIDGES--MARKHAM,23,13,38,3,1,1,"Markham",404, ,0,0,0,79,112,"Thomson Court Apartments",20071010
059,OAK RIDGES--MARKHAM,543,103,826,68,10,9,"Markham",Advanced Polls /  ADV001, ,1,3,2,1565,0,"Returning Office / Bureau du directeur du scrutin",20071010
059,OAK RIDGES--MARKHAM,158,28,157,33,3,4,"King City",Advanced Polls /  ADV002, ,0,1,0,384,0,"Satellite Office / Bureau satellite",20071010
059,OAK RIDGES--MARKHAM,65,6,54,17,1,0,"Newmarket",Advanced Polls /  ADV003, ,1,2,0,146,0,"Ontario SPCA",20071010
059,OAK RIDGES--MARKHAM,365,40,265,45,3,3,"Stouffville",Advanced Polls /  ADV004, ,5,0,0,726,0,"Latcham Hall in the Park",20071010
059,OAK RIDGES--MARKHAM,121,26,159,19,2,4,"Markham",Advanced Polls /  ADV005, ,0,0,0,331,0,"Participation House Markham",20071010
059,OAK RIDGES--MARKHAM,257,47,351,47,2,1,"Richmond Hill",Advanced Polls /  ADV006, ,1,2,0,708,0,"Oak Ridges Recreation Centre",20071010
059,OAK RIDGES--MARKHAM,249,46,373,20,3,4,"Markham",Advanced Polls /  ADV007, ,5,1,0,701,0,"Angus Glen Community Centre",20071010
059,OAK RIDGES--MARKHAM,108,19,97,34,4,7,"Schomberg",Advanced Polls /  ADV008, ,0,0,0,269,0,"Schomberg Public Library",20071010
059,OAK RIDGES--MARKHAM,106,20,99,11,3,1,"Nobleton",Advanced Polls /  ADV009, ,0,0,0,240,0,"Nobleton Public Library",20071010
TOTALS:, ,21367,4698,28564,3815,342,455, , , , , , , , , , 
