ED_CODE,ED_NAME,DIONNE,HANEY,KLIMOWICZ,LUMLEY,PUPATELLO,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
103,WINDSOR WEST,2,8,33,42,94,"Windsor",230, ,0,2,0,181,346,"Central Public School",20071010
103,WINDSOR WEST,5,11,25,37,81,"Windsor",231, ,0,0,0,159,332,"Salvation Army - South Windsor Citadel",20071010
103,WINDSOR WEST,0,9,36,25,83,"Windsor",232, ,1,0,1,155,319,"Central Public School",20071010
103,WINDSOR WEST,1,14,33,38,91,"Windsor",233, ,0,0,0,177,365,"Central Public School",20071010
103,WINDSOR WEST,1,4,5,25,59,"Windsor",234, ,2,1,0,97,314,"Roseland School",20071010
103,WINDSOR WEST,2,4,11,29,54,"Windsor",235, ,0,0,0,100,399,"Roseland School",20071010
103,WINDSOR WEST,0,10,28,7,50,"Windsor",236, ,0,0,0,95,323,"Devonwood Church",20071010
103,WINDSOR WEST,3,5,49,26,57,"Windsor",237, ,2,0,0,142,368,"St. David's Anglican Church",20071010
103,WINDSOR WEST,0,3,36,31,65,"Windsor",238, ,3,1,0,139,380,"Walker Road Church of God",20071010
103,WINDSOR WEST,3,5,32,17,32,"Windsor",239, ,0,0,0,89,225,"Ojibway Nature Centre",20071010
103,WINDSOR WEST,1,12,21,7,30,"Windsor",240, ,0,0,0,71,188,"A.P.P.D. of Windsor and Essex",20071010
103,WINDSOR WEST,3,4,17,17,51,"Windsor",241, ,1,1,0,94,448,"École élémentaire catholique Monseigneur Jean Noël",20071010
103,WINDSOR WEST,4,9,42,37,133,"Windsor",242, ,2,0,0,227,455,"École élémentaire catholique Monseigneur Jean Noël",20071010
103,WINDSOR WEST,2,8,43,37,118,"Windsor",243, ,1,0,0,209,425,"Notre Dame Elementary School",20071010
103,WINDSOR WEST,0,10,11,25,66,"Windsor",244, ,3,1,0,116,294,"Glenwood Public School",20071010
103,WINDSOR WEST,4,11,32,29,79,"Windsor",245, ,0,0,0,155,371,"Glenwood Public School",20071010
103,WINDSOR WEST,1,6,16,46,107,"Windsor",246, ,3,1,0,180,411,"Central Public School",20071010
103,WINDSOR WEST,1,13,39,30,90,"Windsor",247, ,0,0,0,173,393,"Central Public School",20071010
103,WINDSOR WEST,1,6,27,44,93,"Windsor",248, ,0,0,0,171,378,"Corpus Christi Church Hall",20071010
103,WINDSOR WEST,1,9,14,50,97,"Windsor",249, ,0,0,0,171,391,"Roseland School",20071010
103,WINDSOR WEST,2,15,25,21,87,"Windsor",250, ,2,3,0,155,337,"Roseland School",20071010
103,WINDSOR WEST,0,4,26,17,59,"Windsor",251, ,0,0,0,106,418,"Roseland School",20071010
103,WINDSOR WEST,0,6,29,27,76,"Windsor",252, ,0,1,0,139,337,"St. David's Anglican Church",20071010
103,WINDSOR WEST,0,2,7,2,8,"Windsor",253, ,0,0,1,20,89,"Walker Road Church of God",20071010
103,WINDSOR WEST,..........................NO POLL HELD........................,,,,,"Windsor",254, ,0,0,0,0,0,"",20071010
103,WINDSOR WEST,..........................NO POLL HELD........................,,,,,"Windsor",255, ,0,0,0,0,0,"",20071010
103,WINDSOR WEST,..........................NO POLL HELD........................,,,,,"Windsor",256, ,0,0,0,0,0,"",20071010
103,WINDSOR WEST,0,5,31,28,33,"Windsor",257, ,5,0,0,102,265,"A.P.P.D. of Windsor and Essex",20071010
103,WINDSOR WEST,1,3,47,17,71,"Windsor",258, ,0,0,0,139,319,"A.P.P.D. of Windsor and Essex",20071010
103,WINDSOR WEST,..........................NO POLL HELD........................,,,,,"Windsor",259, ,0,0,0,0,0,"",20071010
103,WINDSOR WEST,..........................NO POLL HELD........................,,,,,"Windsor",260, ,0,0,0,0,0,"",20071010
103,WINDSOR WEST,0,12,38,45,77,"Windsor",261, ,0,3,0,175,388,"École élémentaire catholique Monseigneur Jean Noël",20071010
103,WINDSOR WEST,1,11,38,44,113,"Windsor",262, ,1,0,0,208,396,"Glenwood Public School",20071010
103,WINDSOR WEST,1,10,32,35,93,"Windsor",263, ,1,1,0,173,360,"Glenwood Public School",20071010
103,WINDSOR WEST,0,8,31,42,98,"Windsor",264, ,0,0,0,179,357,"Corpus Christi Church Hall",20071010
103,WINDSOR WEST,1,18,25,36,105,"Windsor",265, ,0,1,0,186,406,"Corpus Christi Church Hall",20071010
103,WINDSOR WEST,2,11,24,19,84,"Windsor",266, ,1,0,0,141,352,"Corpus Christi Church Hall",20071010
103,WINDSOR WEST,1,8,34,40,93,"Windsor",267, ,0,0,0,176,359,"Corpus Christi Church Hall",20071010
103,WINDSOR WEST,3,11,28,32,84,"Windsor",268, ,0,0,0,158,423,"Roseland School",20071010
103,WINDSOR WEST,0,4,24,21,88,"Windsor",269, ,1,1,0,139,337,"Hindu Mandir Windsor",20071010
103,WINDSOR WEST,0,6,25,17,82,"Windsor",270, ,1,1,0,132,343,"First Lutheran Christian Academy",20071010
103,WINDSOR WEST,3,14,39,46,114,"Windsor",271, ,2,0,0,218,416,"First Lutheran Christian Academy",20071010
103,WINDSOR WEST,1,11,47,34,127,"Windsor",272, ,0,0,0,220,425,"First Lutheran Christian Academy",20071010
103,WINDSOR WEST,1,8,24,29,36,"Windsor",273, ,0,0,0,98,350,"Walker Road Church of God",20071010
103,WINDSOR WEST,0,1,37,36,68,"Windsor",274A, ,0,1,0,143,270,"South Windsor Arena",20071010
103,WINDSOR WEST,1,9,28,17,87,"Windsor",274B, ,3,1,0,146,266,"South Windsor Arena",20071010
103,WINDSOR WEST,0,1,17,18,43,"Windsor",275s, ,0,0,0,79,106,"Kensington Court Retirement Residence",20071010
103,WINDSOR WEST,1,2,11,10,21,"Windsor",276s, ,2,1,0,48,122,"Huron Lodge (Home for Seniors)",20071010
103,WINDSOR WEST,0,10,35,36,97,"Windsor",277, ,0,1,1,180,384,"Our Lady of Mount Carmel Elementary School",20071010
103,WINDSOR WEST,0,9,47,42,80,"Windsor",278, ,1,2,0,181,395,"Our Lady of Mount Carmel Elementary School",20071010
103,WINDSOR WEST,0,10,17,34,114,"Windsor",279, ,1,1,0,177,398,"Southwood School",20071010
103,WINDSOR WEST,2,10,29,44,99,"Windsor",280, ,0,2,0,186,386,"Southwood School",20071010
103,WINDSOR WEST,3,3,27,21,80,"Windsor",281, ,0,0,0,134,372,"Hindu Mandir Windsor",20071010
103,WINDSOR WEST,2,10,17,39,107,"Windsor",282, ,1,2,1,179,379,"First Lutheran Christian Academy",20071010
103,WINDSOR WEST,0,12,27,32,63,"Windsor",283, ,0,0,0,134,364,"First Lutheran Christian Academy",20071010
103,WINDSOR WEST,2,0,16,28,46,"Windsor",284, ,0,0,0,92,328,"Talbot Trail Public School",20071010
103,WINDSOR WEST,1,3,16,22,35,"Windsor",285, ,0,0,0,77,227,"Talbot Trail Public School",20071010
103,WINDSOR WEST,2,2,20,22,47,"Windsor",286, ,0,0,0,93,330,"Talbot Trail Public School",20071010
103,WINDSOR WEST,3,6,29,50,92,"Windsor",287, ,0,0,0,180,441,"South Windsor Arena",20071010
103,WINDSOR WEST,0,7,9,5,19,"Windsor",288, ,0,0,0,40,83,"St. Clair College Residence",20071010
103,WINDSOR WEST,2,6,33,43,142,"Windsor",289, ,0,1,0,227,415,"Our Lady of Mount Carmel Elementary School",20071010
103,WINDSOR WEST,4,11,26,38,79,"Windsor",290, ,1,5,0,164,337,"Our Lady of Mount Carmel Elementary School",20071010
103,WINDSOR WEST,1,11,26,51,82,"Windsor",291, ,0,0,0,171,438,"Academie Ste-Cecile International",20071010
103,WINDSOR WEST,2,7,38,24,66,"Windsor",292, ,2,0,0,139,402,"Southwood School",20071010
103,WINDSOR WEST,0,3,15,31,46,"Windsor",293, ,0,0,0,95,338,"Southwood School",20071010
103,WINDSOR WEST,5,6,17,21,64,"Windsor",294, ,0,0,0,113,422,"Southwood School",20071010
103,WINDSOR WEST,0,4,14,17,42,"Windsor",295, ,0,0,0,77,291,"Talbot Trail Public School",20071010
103,WINDSOR WEST,0,8,12,19,40,"Windsor",296, ,1,1,0,81,309,"Talbot Trail Public School",20071010
103,WINDSOR WEST,0,3,12,13,38,"Windsor",297, ,0,0,1,67,231,"Talbot Trail Public School",20071010
103,WINDSOR WEST,0,4,14,14,18,"Windsor",298, ,2,0,0,52,168,"Talbot Trail Public School",20071010
103,WINDSOR WEST,1,6,25,26,44,"Windsor",299, ,0,0,0,102,178,"Our Lady of Mount Carmel Elementary School",20071010
103,WINDSOR WEST,1,5,21,22,33,"Windsor",300, ,0,0,0,82,181,"Academie Ste-Cecile International",20071010
103,WINDSOR WEST,0,2,30,39,76,"Windsor",301, ,1,0,0,148,334,"Academie Ste-Cecile International",20071010
103,WINDSOR WEST,1,7,17,43,91,"Windsor",302, ,0,1,0,160,419,"Academie Ste-Cecile International",20071010
103,WINDSOR WEST,0,7,14,35,84,"Windsor",303, ,0,1,0,141,385,"Academie Ste-Cecile International",20071010
103,WINDSOR WEST,1,5,13,43,70,"Windsor",304, ,0,0,0,132,360,"Academie Ste-Cecile International",20071010
103,WINDSOR WEST,1,6,16,33,95,"Windsor",305, ,0,2,0,153,463,"Academie Ste-Cecile International",20071010
103,WINDSOR WEST,1,8,22,27,72,"Windsor",306, ,0,0,0,130,339,"Academie Ste-Cecile International",20071010
103,WINDSOR WEST,5,8,21,10,34,"Windsor",400, ,1,0,0,79,170,"Legoyeau Condominiums",20071010
103,WINDSOR WEST,10,11,32,17,60,"Windsor",401, ,3,1,1,135,253,"Raymond Demarais Manor",20071010
103,WINDSOR WEST,2,4,24,11,18,"Windsor",402, ,5,1,0,65,99,"Cherniak Manor",20071010
103,WINDSOR WEST,1,3,20,15,33,"Windsor",403, ,0,0,0,72,148,"Dieppe Towers",20071010
103,WINDSOR WEST,1,3,12,9,36,"Windsor",404, ,0,0,0,61,99,"Waterpark Condominiums",20071010
103,WINDSOR WEST,1,14,32,15,63,"Windsor",405, ,1,0,2,128,400,"Victoria Park Place",20071010
103,WINDSOR WEST,0,8,18,19,63,"Windsor",406, ,1,0,0,109,175,"75 Riverside Drive East",20071010
103,WINDSOR WEST,3,3,17,26,62,"Windsor",407, ,1,0,0,112,167,"Royal Windsor Terrace",20071010
103,WINDSOR WEST,..........................NO POLL HELD........................,,,,,"Windsor",408, ,0,0,0,0,0,"",20071010
103,WINDSOR WEST,2,1,20,3,22,"Windsor",409, ,0,0,0,48,148,"Chateau Manor",20071010
103,WINDSOR WEST,2,3,6,1,17,"Windsor",410, ,0,0,0,29,123,"Chateau Manor",20071010
103,WINDSOR WEST,5,2,39,14,69,"Windsor",411, ,1,1,0,131,217,"Ash Grove Manor",20071010
103,WINDSOR WEST,1,7,9,5,20,"Windsor",412, ,0,0,0,42,92,"Carnegie Apartments",20071010
103,WINDSOR WEST,3,7,24,7,38,"Windsor",413, ,0,1,0,80,164,"Ouellette Towers",20071010
103,WINDSOR WEST,5,3,46,13,76,"Windsor",414, ,1,0,0,144,246,"Cencourse Project",20071010
103,WINDSOR WEST,0,1,6,3,13,"Windsor",415, ,0,0,0,23,92,"Ouellette Place",20071010
103,WINDSOR WEST,3,3,13,8,28,"Windsor",416, ,0,1,1,57,144,"The Brighton",20071010
103,WINDSOR WEST,8,8,61,15,95,"Windsor",417, ,1,3,0,191,330,"Ouellette Manor",20071010
103,WINDSOR WEST,1,3,34,2,25,"Windsor",418, ,2,0,0,67,102,"Arthur J. Reaume Apartments",20071010
103,WINDSOR WEST,3,4,17,13,21,"Windsor",419, ,6,0,0,64,129,"Mintz Apartments",20071010
103,WINDSOR WEST,0,2,15,9,25,"Windsor",420, ,0,0,0,51,131,"Regency Colonade",20071010
103,WINDSOR WEST,..........................NO POLL HELD........................,,,,,"Windsor",421, ,0,0,0,0,0,"",20071010
103,WINDSOR WEST,0,4,10,8,20,"Windsor",422, ,1,0,0,43,141,"Kennedy Collegiate",20071010
103,WINDSOR WEST,0,0,7,6,16,"Windsor",423, ,0,0,4,33,150,"Extendicare Southwood Lakes",20071010
103,WINDSOR WEST,..........................NO POLL HELD........................,,,,,"Windsor",424, ,0,0,0,0,0,"",20071010
103,WINDSOR WEST,6,55,251,199,459,"Windsor",Advanced Polls /  ADV001, ,8,1,2,981,0,"Returning Office / Bureau du directeur du scrutin",20071010
103,WINDSOR WEST,4,29,116,124,234,"Windsor",Advanced Polls /  ADV002, ,2,0,0,509,0,"Caboto Club",20071010
103,WINDSOR WEST,5,47,187,235,546,"Windsor",Advanced Polls /  ADV003, ,1,4,1,1026,0,"South Windsor Arena",20071010
103,WINDSOR WEST,10,23,150,50,204,"Windsor",Advanced Polls /  ADV004, ,0,0,6,443,0,"College Avenue Community Centre",20071010
TOTALS:, ,463,1974,8604,5652,16821, , , , , , , , , , 
