ED_CODE,ED_NAME,BEAUMONT,DEAN,KELLY,MACKENZIE,STAIRS,YAKABUSKI,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
074,RENFREW--NIPISSING--PEMBROKE,0,4,42,8,12,123,"Cormac",182, ,0,0,0,189,335,"St. Anne's Roman Catholic Church",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,40,9,26,151,"Renfrew",183, ,0,1,0,228,549,"Admaston Public School",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,28,2,19,71,"Renfrew",184, ,0,0,0,122,284,"Ma-Te-Way Community Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,2,0,46,9,16,85,"Renfrew",185, ,0,0,0,158,317,"Renfrew Armouries",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,53,4,8,99,"Renfrew",186, ,0,0,0,164,306,"Renfrew Armouries",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,5,50,9,12,90,"Renfrew",187, ,0,0,0,166,327,"Renfrew Armouries",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,46,4,12,119,"Renfrew",188, ,0,0,0,181,312,"Renfrew Armouries",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,34,4,12,104,"Renfrew",189, ,0,0,0,155,325,"Renfrew Armouries",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,35,9,30,117,"Arnprior",190, ,5,0,0,196,389,"McNab Fire Hall #1",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,44,10,20,166,"Arnprior",191, ,9,1,0,252,435,"McNab Fire Hall #1",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,1,44,9,9,134,"Arnprior",192, ,0,0,0,198,390,"A.J. Charbonneau Public School",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,35,9,9,82,"Arnprior",193, ,1,0,0,136,279,"A.J. Charbonneau Public School",20071010
074,RENFREW--NIPISSING--PEMBROKE,2,0,23,10,7,64,"Arnprior",194, ,0,0,0,106,269,"A.J. Charbonneau Public School",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,3,28,9,15,88,"Arnprior",195, ,0,0,0,143,351,"A.J. Charbonneau Public School",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,46,10,8,76,"Arnprior",196, ,0,1,0,141,331,"A.J. Charbonneau Public School",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,52,8,10,122,"Arnprior",197, ,2,1,0,197,431,"Nick Smith Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,0,29,6,10,88,"Arnprior",198, ,0,0,0,134,333,"Nick Smith Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,22,5,21,94,"Arnprior",199, ,0,0,0,143,355,"Nick Smith Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,0,23,1,3,41,"Arnprior",200s, ,1,1,0,71,99,"Arnprior Villa",20071010
074,RENFREW--NIPISSING--PEMBROKE,2,3,5,0,0,15,"Arnprior",201s, ,0,0,0,25,73,"Grove Nursing Home",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,26,4,15,62,"Arnprior",202, ,0,0,0,107,295,"Nick Smith Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,33,6,16,53,"Arnprior",203, ,0,0,0,108,242,"St. John Chrysostom Parish Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,25,7,12,79,"Arnprior",204, ,1,0,0,124,354,"Nick Smith Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,18,4,12,75,"Arnprior",205, ,1,0,0,110,269,"Nick Smith Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,35,24,20,69,"Arnprior",206, ,0,0,0,149,345,"St. John Chrysostom Parish Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,25,6,17,68,"Arnprior",207, ,5,0,0,121,247,"Nick Smith Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,16,8,15,48,"Arnprior",208, ,0,0,0,88,208,"St. John Chrysostom Parish Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,2,0,62,10,10,145,"Arnprior",209, ,0,0,0,229,441,"Nick Smith Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,......................COMBINED WITH POLL 211 ....................,,,,,,"Arnprior",210s, ,,,,,,"Arnprior & District Memorial Hospital",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,19,3,5,62,"Arnprior",211, ,2,0,0,92,223,"Nick Smith Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,1,23,17,12,71,"Arnprior",212, ,0,0,0,125,280,"Nick Smith Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,28,7,19,56,"Arnprior",213, ,1,0,0,112,208,"St. John Chrysostom Parish Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,71,16,22,139,"Arnprior",214, ,0,1,0,249,518,"St. John Chrysostom Parish Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,33,3,7,93,"Barry's Bay",215, ,1,0,0,139,281,"Opeongo Senior Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,31,6,7,99,"Barry's Bay",216, ,0,0,0,143,314,"Opeongo Senior Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,0,27,11,15,94,"Barry's Bay",217, ,0,0,0,148,304,"Opeongo Senior Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,24,6,15,107,"Brudenell",218, ,0,0,0,153,226,"Our Lady of the Angels Parish Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,28,6,10,104,"Bonnechere Valley",219, ,0,0,0,149,303,"Royal Canadian Legion - 57 Pontiac Street",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,18,3,19,83,"Bonnechere Valley",220, ,0,0,0,123,218,"Royal Canadian Legion - 57 Pontiac Street",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,0,31,10,19,167,"Renfrew",221, ,0,0,0,228,482,"Admaston Public School",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,0,32,31,14,153,"White Lake",222, ,0,0,0,231,423,"McNab Fire Hall #2",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,25,8,5,84,"White Lake",223, ,0,0,0,122,244,"McNab Fire Hall #2",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,80,11,19,109,"Whitney",224, ,0,0,0,221,405,"St. Martin of Tours Parish Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,4,44,5,15,119,"Combermere",225, ,6,0,0,193,303,"Golden Years Seniors Club",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,26,6,5,61,"Bonnechere Valley",226, ,0,0,0,98,186,"Royal Canadian Legion - 57 Pontiac Street",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,0,39,13,18,128,"Calabogie",227, ,0,1,0,200,392,"Calabogie Community Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,55,13,21,136,"Calabogie",228, ,0,0,0,226,488,"Calabogie Community Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,1,43,20,24,201,"White Lake",229, ,2,0,0,292,434,"McNab Fire Hall #2",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,20,56,8,18,153,"Combermere",230, ,8,0,0,263,432,"Golden Years Seniors Club",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,9,28,3,10,76,"Griffith",231, ,0,0,0,126,194,"Griffith & Matawatchan Lions Club",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,0,19,2,1,61,"Calabogie",232, ,0,2,0,85,222,"Calabogie Community Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,30,8,9,160,"Palmer Rapids",233, ,1,0,0,209,261,"Palmer Rapids Community Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,2,29,3,8,170,"Quadeville",234, ,0,1,0,214,482,"Quadeville Community Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,1,53,14,16,148,"Calabogie",235, ,0,0,0,232,371,"Calabogie Community Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,1,25,0,10,107,"Palmer Rapids",236, ,0,0,0,144,258,"Glen Liedtke Residence",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,17,8,11,66,"Griffith",237, ,1,0,0,105,165,"Griffith & Matawatchan Lions Club",20071010
074,RENFREW--NIPISSING--PEMBROKE,2,6,177,25,39,446,"Pembroke",Advanced Polls /  ADV001, ,0,1,2,698,0,"Returning Office / Bureau du directeur du scrutin",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,2,189,38,37,268,"Deep River",Advanced Polls /  ADV002, ,0,0,0,535,0,"Deep River Town Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,3,155,24,31,397,"Petawawa",Advanced Polls /  ADV003, ,1,1,0,613,0,"Lions Community Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,2,8,423,68,111,982,"Pembroke",Advanced Polls /  ADV004, ,8,0,0,1602,0,"Pembroke Mall",20071010
074,RENFREW--NIPISSING--PEMBROKE,0,2,50,9,19,282,"Cobden",Advanced Polls /  ADV005, ,1,0,0,363,0,"Cobden Agricultural Hall",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,3,95,24,32,413,"Eganville",Advanced Polls /  ADV006, ,2,0,0,570,0,"Bonnechere Valley Municipal Office",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,6,247,17,26,610,"Barry's Bay",Advanced Polls /  ADV007, ,0,0,0,907,0,"St. Francis Health Centre",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,9,226,23,109,758,"Renfrew",Advanced Polls /  ADV008, ,8,4,0,1138,0,"Trinity St. Andrew's United Church",20071010
074,RENFREW--NIPISSING--PEMBROKE,1,3,170,35,52,551,"Arnprior",Advanced Polls /  ADV009, ,2,1,1,816,0,"Nick Smith Centre",20071010
TOTALS:, ,76,292,9905,1777,3038,24975, , , , , , , , , , 
