ED_CODE,ED_NAME,CROZIER,FRACASSI,GRIMA,KNIAZIEW,PARENT,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
022,ESSEX,34,7,17,19,1,"Kingsville",237, ,5,0,0,83,208,"Kingsville Public School",20071010
022,ESSEX,19,0,3,9,0,"Kingsville",238s, ,1,0,0,32,50,"Southgate Residence",20071010
022,ESSEX,40,7,18,24,2,"Kingsville",239, ,1,0,0,92,234,"Kingsville Lions Club Hall",20071010
022,ESSEX,55,4,29,44,0,"Kingsville",240, ,1,0,0,133,297,"St. John de Brebeuf Catholic Elementary School",20071010
022,ESSEX,75,9,21,33,2,"Kingsville",241, ,0,0,0,140,327,"St. John de Brebeuf Catholic Elementary School",20071010
022,ESSEX,52,7,12,22,0,"Kingsville",242, ,0,0,0,93,234,"Kingsville District High School",20071010
022,ESSEX,81,7,19,37,0,"Kingsville",243, ,1,1,1,147,324,"St. John de Brebeuf Catholic Elementary School",20071010
022,ESSEX,66,17,14,40,4,"Kingsville",244, ,0,0,0,141,317,"St. John de Brebeuf Catholic Elementary School",20071010
022,ESSEX,77,15,10,56,0,"Ruthven",245, ,2,0,0,160,375,"Olinda-Ruthven United Church Hall",20071010
022,ESSEX,114,19,11,72,2,"Ruthven",246, ,0,1,0,219,399,"Olinda-Ruthven United Church Hall",20071010
022,ESSEX,137,9,5,65,0,"Kingsville",247, ,1,0,0,217,407,"Ruthven Public School",20071010
022,ESSEX,74,15,42,34,1,"Harrow",248, ,0,0,0,166,436,"St. Alban's Church Hall",20071010
022,ESSEX,..........................NO POLL HELD........................,,,,,"Harrow",249, ,0,0,0,0,0,"",20071010
022,ESSEX,71,9,7,31,2,"Harrow",250, ,0,0,0,120,291,"J.R. Park Homestead",20071010
022,ESSEX,60,14,23,68,1,"Harrow",251, ,1,0,0,167,324,"J.R. Park Homestead",20071010
022,ESSEX,33,9,17,36,0,"Kingsville",252, ,0,0,0,95,251,"Knights of Columbus Hall #8233",20071010
022,ESSEX,74,6,27,23,1,"Kingsville",253, ,1,0,0,132,307,"Knights of Columbus Hall #8233",20071010
022,ESSEX,70,8,10,36,0,"Kingsville",254, ,1,0,0,125,336,"Kingsville District High School",20071010
022,ESSEX,64,5,24,29,0,"Kingsville",255, ,0,0,0,122,310,"Kingsville District High School",20071010
022,ESSEX,87,10,26,40,3,"Kingsville",256, ,2,0,0,168,361,"Kingsville District High School",20071010
022,ESSEX,70,21,22,40,1,"Kingsville",257, ,3,0,0,157,329,"Kingsville District High School",20071010
022,ESSEX,72,14,29,28,0,"Harrow",258, ,1,0,0,144,385,"St. Alban's Church Hall",20071010
022,ESSEX,90,4,22,30,2,"Essex",259, ,0,0,0,148,319,"Christ Anglican Church",20071010
022,ESSEX,56,9,30,13,1,"Essex",260, ,1,1,0,111,241,"Christ Anglican Church",20071010
022,ESSEX,56,14,24,33,2,"Essex",261, ,0,0,0,129,325,"Christ Anglican Church",20071010
022,ESSEX,46,12,43,32,2,"Essex",262, ,1,0,0,136,355,"Christ Anglican Church",20071010
022,ESSEX,40,6,5,19,1,"Pelee Island",263, ,0,0,0,71,156,"Royal Canadian Legion Branch 403",20071010
022,ESSEX,431,31,182,296,7,"Essex",Advanced Polls /  ADV001, ,0,2,1,950,0,"Returning Office / Bureau du directeur du scrutin",20071010
022,ESSEX,402,38,195,224,7,"Belle River",Advanced Polls /  ADV002, ,4,0,0,870,0,"Knights of Columbus Hall",20071010
022,ESSEX,109,9,59,64,0,"Comber",Advanced Polls /  ADV003, ,0,0,0,241,0,"Comber Community Centre",20071010
022,ESSEX,359,21,161,200,3,"LaSalle",Advanced Polls /  ADV004, ,4,1,1,750,0,"Sacred Heart Church Community Centre",20071010
022,ESSEX,365,25,185,203,2,"Amherstburg",Advanced Polls /  ADV005, ,4,4,0,788,0,"Amherstburg Community Centre",20071010
022,ESSEX,229,19,68,112,4,"Harrow",Advanced Polls /  ADV006, ,1,0,1,434,0,"Harrow Colchester South Arena",20071010
022,ESSEX,362,38,89,257,3,"Kingsville",Advanced Polls /  ADV007, ,1,0,0,750,0,"Kingsville Lions Club Hall",20071010
TOTALS:, ,19970,2220,8638,10400,358, , , , , , , , , , 
