ED_CODE,ED_NAME,BISBICIS,BRACKEN,KIDD,KRAEMER,ROWLANDS,SCOTT,TABUNS,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
095,TORONTO--DANFORTH,14,1,1,6,31,4,55,"Toronto",401, ,1,0,0,113,214,"Primrose Gardens",20071010
095,TORONTO--DANFORTH,13,2,0,5,30,1,19,"Toronto",402, ,0,0,0,70,212,"Primrose Gardens",20071010
095,TORONTO--DANFORTH,8,3,0,13,9,2,44,"Toronto",403, ,0,0,0,79,146,"55 Cosburn Apartments",20071010
095,TORONTO--DANFORTH,21,1,1,18,36,0,47,"Toronto",404, ,0,0,0,124,229,"50 Cosburn Apartments",20071010
095,TORONTO--DANFORTH,10,0,1,6,27,1,22,"Toronto",405, ,7,0,0,74,116,"Park South Apartments",20071010
095,TORONTO--DANFORTH,8,3,2,4,21,0,37,"Toronto",406, ,0,0,0,75,130,"Gowan Court",20071010
095,TORONTO--DANFORTH,15,4,2,11,29,2,43,"Toronto",407, ,0,2,0,108,215,"Tiara Mansions",20071010
095,TORONTO--DANFORTH,7,0,1,5,46,2,19,"Toronto",408, ,2,1,0,83,137,"Columbia Apartments",20071010
095,TORONTO--DANFORTH,6,2,2,5,40,5,37,"Toronto",409, ,1,3,0,101,175,"Gowan Gardens",20071010
095,TORONTO--DANFORTH,10,0,0,4,47,0,39,"Toronto",410, ,1,0,0,101,193,"Concord",20071010
095,TORONTO--DANFORTH,11,1,0,7,24,3,39,"Toronto",411, ,0,2,0,87,171,"Domino Court",20071010
095,TORONTO--DANFORTH,7,0,3,5,41,0,36,"Toronto",412, ,1,3,0,96,166,"25 Cosburn Apartments",20071010
095,TORONTO--DANFORTH,7,1,1,8,26,2,40,"Toronto",413, ,0,0,0,85,168,"Gowan Apartments",20071010
095,TORONTO--DANFORTH,39,1,2,15,60,0,72,"Toronto",414, ,2,0,0,191,261,"Halliwell Terrace Condominiums",20071010
095,TORONTO--DANFORTH,16,0,0,5,18,2,25,"Toronto",415, ,1,1,0,68,127,"Oldgate Terrace",20071010
095,TORONTO--DANFORTH,7,0,0,8,30,1,22,"Toronto",416, ,1,1,0,70,120,"Broadview Terrace Apartments",20071010
095,TORONTO--DANFORTH,2,0,0,5,39,5,45,"Toronto",417, ,4,0,0,100,163,"Top of the Don",20071010
095,TORONTO--DANFORTH,6,0,1,5,26,1,47,"Toronto",418, ,0,1,0,87,149,"City Home",20071010
095,TORONTO--DANFORTH,23,0,0,7,24,4,55,"Toronto",419, ,0,2,0,115,172,"100 Unity Road",20071010
095,TORONTO--DANFORTH,18,0,1,13,37,2,65,"Toronto",420, ,4,2,0,142,224,"Broadview Manor",20071010
095,TORONTO--DANFORTH,16,2,3,16,32,2,83,"Toronto",421, ,3,1,0,158,270,"Rosedale East Apartments",20071010
095,TORONTO--DANFORTH,10,0,0,18,47,2,77,"Toronto",422, ,2,0,0,156,307,"Rosedale East Apartments",20071010
095,TORONTO--DANFORTH,16,0,0,24,76,0,111,"Toronto",423, ,0,1,1,229,344,"Montcrest Towers 1",20071010
095,TORONTO--DANFORTH,20,2,4,18,74,1,109,"Toronto",424, ,2,0,0,230,316,"Montcrest Towers 2",20071010
095,TORONTO--DANFORTH,8,0,0,0,34,2,37,"Toronto",425, ,1,0,0,82,217,"Eastview Community Centre",20071010
095,TORONTO--DANFORTH,5,3,3,4,45,3,123,"Toronto",426, ,2,2,0,190,449,"10 Boultbee Avenue",20071010
095,TORONTO--DANFORTH,6,1,2,23,6,0,209,"Toronto",427, ,1,1,0,249,371,"Bain Community Centre",20071010
095,TORONTO--DANFORTH,..........................NO POLL HELD........................,,,,,,,"Toronto",428, ,0,0,0,0,0,"",20071010
095,TORONTO--DANFORTH,11,1,1,7,32,2,85,"Toronto",429, ,0,6,0,145,197,"Woodgreen Community Housing",20071010
095,TORONTO--DANFORTH,172,7,13,177,498,11,898,"Toronto",Advanced Polls /  ADV001, ,3,4,2,1785,0,"Returning Office / Bureau du directeur du scrutin",20071010
095,TORONTO--DANFORTH,87,2,2,55,193,5,287,"Toronto",Advanced Polls /  ADV002, ,5,3,1,640,0,"Bethany Baptist Church",20071010
095,TORONTO--DANFORTH,46,3,1,65,176,2,421,"Toronto",Advanced Polls /  ADV003, ,0,2,3,719,0,"Matty Eckler Community Centre",20071010
TOTALS:, ,4423,253,273,4372,11448,460,17975, , , , , , , , , , 
