ED_CODE,ED_NAME,BISANZ,BRUDZINSKI,HODGINS,KLEES,MCROGERS,SEAWARD,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
053,NEWMARKET--AURORA,66,1,0,110,16,7,"Aurora",212, ,1,3,0,204,427,"St. Joseph's Catholic School",20071010
053,NEWMARKET--AURORA,93,0,2,115,29,9,"Aurora",213, ,0,1,0,249,458,"Highview Public School",20071010
053,NEWMARKET--AURORA,101,0,3,106,15,27,"Aurora",214, ,0,0,0,252,450,"Highview Public School",20071010
053,NEWMARKET--AURORA,50,0,0,146,14,8,"Aurora",215, ,0,0,0,218,499,"Holy Spirit Catholic School",20071010
053,NEWMARKET--AURORA,69,0,1,71,14,9,"Aurora",216, ,0,0,0,164,357,"Light of Christ Catholic School",20071010
053,NEWMARKET--AURORA,93,0,2,99,28,12,"Aurora",217, ,0,2,0,236,409,"Light of Christ Catholic School",20071010
053,NEWMARKET--AURORA,87,1,0,91,13,11,"Aurora",218, ,0,0,0,203,396,"Light of Christ Catholic School",20071010
053,NEWMARKET--AURORA,103,3,0,102,18,14,"Aurora",219, ,1,0,0,241,427,"Highview Public School",20071010
053,NEWMARKET--AURORA,39,0,1,58,8,2,"Aurora",220, ,0,0,0,108,260,"Highview Public School",20071010
053,NEWMARKET--AURORA,102,1,1,108,9,6,"Aurora",221, ,0,1,0,228,431,"Light of Christ Catholic School",20071010
053,NEWMARKET--AURORA,11,0,1,17,1,2,"Aurora",222s, ,0,0,0,32,51,"The Willows Estate Nursing Home",20071010
053,NEWMARKET--AURORA,45,0,1,53,9,6,"Newmarket",400, ,0,1,0,115,172,"Heritage North Condominiums",20071010
053,NEWMARKET--AURORA,47,1,0,40,4,8,"Newmarket",401, ,1,1,0,102,137,"Atwood Apartment",20071010
053,NEWMARKET--AURORA,47,1,1,31,15,12,"Newmarket",402, ,0,0,0,107,164,"Grandview Condominiums",20071010
053,NEWMARKET--AURORA,54,2,2,54,10,11,"Newmarket",403, ,0,0,0,133,204,"The Kingscrest",20071010
053,NEWMARKET--AURORA,27,3,1,18,3,10,"Newmarket",404, ,0,0,0,62,95,"Carpenter's Local 27 Housing Corporation",20071010
053,NEWMARKET--AURORA,26,1,1,36,7,17,"Newmarket",405, ,2,1,0,91,159,"Heritage East",20071010
053,NEWMARKET--AURORA,20,1,1,37,4,10,"Newmarket",406, ,0,0,2,75,118,"Manor Green",20071010
053,NEWMARKET--AURORA,29,1,2,14,4,16,"Newmarket",407, ,0,1,0,67,102,"Founders Place",20071010
053,NEWMARKET--AURORA,..........................NO POLL HELD........................,,,,,,"Newmarket",408, ,0,0,0,0,0,"",20071010
053,NEWMARKET--AURORA,..........................NO POLL HELD........................,,,,,,"Newmarket",409, ,0,0,0,0,0,"",20071010
053,NEWMARKET--AURORA,92,2,2,85,6,23,"Newmarket",410, ,0,0,0,210,277,"20 William Roe Boulevard",20071010
053,NEWMARKET--AURORA,28,0,2,25,7,18,"Newmarket",411, ,1,0,0,81,157,"German-Canadian Housing",20071010
053,NEWMARKET--AURORA,31,1,1,22,15,4,"Aurora",412, ,0,0,0,74,302,"Aurora Senior Public School",20071010
053,NEWMARKET--AURORA,46,0,0,79,6,4,"Aurora",413, ,2,1,0,138,194,"Highland Green",20071010
053,NEWMARKET--AURORA,40,0,0,31,4,15,"Aurora",414, ,0,0,0,90,174,"Aurora Village Housing Co-operative",20071010
053,NEWMARKET--AURORA,20,1,1,25,1,4,"Aurora",415, ,1,0,0,53,87,"Park Place Manor",20071010
053,NEWMARKET--AURORA,516,6,12,636,83,67,"Newmarket",Advanced Polls /  ADV001, ,2,1,0,1323,0,"Returning Office / Bureau du directeur du scrutin",20071010
053,NEWMARKET--AURORA,359,3,2,410,61,58,"Newmarket",Advanced Polls /  ADV002, ,2,1,2,898,0,"Newmarket Community Centre",20071010
053,NEWMARKET--AURORA,327,2,2,366,64,27,"Aurora",Advanced Polls /  ADV003, ,2,0,1,791,0,"Aurora Town Hall",20071010
053,NEWMARKET--AURORA,360,8,2,477,73,56,"Aurora",Advanced Polls /  ADV004, ,2,1,0,979,0,"Aurora Public Library",20071010
TOTALS:, ,18105,249,269,19460,4182,3290, , , , , , , , , , 
