ED_CODE,ED_NAME,AGRAWAL,CANSFIELD,KING,PRINGLE,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
023,ETOBICOKE CENTRE,26,108,17,49,"Toronto",458, ,0,0,0,200,392,"Bransfield House",20071010
023,ETOBICOKE CENTRE,20,129,26,82,"Toronto",459, ,1,0,1,259,472,"Sunset West",20071010
023,ETOBICOKE CENTRE,23,94,15,40,"Toronto",460, ,0,2,0,174,366,"5 Capri Road",20071010
023,ETOBICOKE CENTRE,19,96,21,56,"Toronto",461, ,0,1,0,193,315,"Burnham Glen Condominium",20071010
023,ETOBICOKE CENTRE,..........................NO POLL HELD........................,,,,"Toronto",462, ,0,0,0,0,0,"",20071010
023,ETOBICOKE CENTRE,28,128,15,62,"Toronto",463, ,1,2,0,236,381,"Sussex House",20071010
023,ETOBICOKE CENTRE,16,68,7,38,"Toronto",464, ,1,0,0,130,186,"Chestnut Place TSCC #1493",20071010
023,ETOBICOKE CENTRE,24,97,13,29,"Toronto",465, ,0,3,0,166,350,"Burnham Glen Condominium",20071010
023,ETOBICOKE CENTRE,14,118,20,55,"Toronto",466, ,1,1,1,210,314,"Millgate Manor Recreation Centre",20071010
023,ETOBICOKE CENTRE,25,104,15,74,"Toronto",467, ,0,0,0,218,325,"Millgate Manor Recreation Centre",20071010
023,ETOBICOKE CENTRE,13,39,10,20,"Toronto",468, ,1,1,2,86,159,"Elmcrest Apartments",20071010
023,ETOBICOKE CENTRE,14,74,9,25,"Toronto",469, ,0,0,0,122,267,"Centennial Towers",20071010
023,ETOBICOKE CENTRE,12,56,14,17,"Toronto",470, ,0,0,0,99,227,"The Diplomat Apartments",20071010
023,ETOBICOKE CENTRE,17,123,13,93,"Toronto",471, ,2,2,0,250,376,"The Masters",20071010
023,ETOBICOKE CENTRE,21,103,18,69,"Toronto",472, ,0,1,0,212,343,"Millgate Manor Recreation Centre",20071010
023,ETOBICOKE CENTRE,21,119,24,79,"Toronto",473, ,2,0,0,245,357,"The Masters",20071010
023,ETOBICOKE CENTRE,13,36,12,21,"Toronto",474, ,0,0,0,82,132,"White Pine Apartments",20071010
023,ETOBICOKE CENTRE,16,48,9,15,"Toronto",475, ,10,0,0,98,199,"The Adriennes",20071010
023,ETOBICOKE CENTRE,13,56,10,42,"Toronto",476, ,0,0,1,122,196,"The Fairview Towers",20071010
023,ETOBICOKE CENTRE,11,45,8,33,"Toronto",477, ,0,0,0,97,185,"The Mikado",20071010
023,ETOBICOKE CENTRE,18,40,6,17,"Toronto",478, ,0,1,0,82,164,"The Renaissance",20071010
023,ETOBICOKE CENTRE,11,39,6,23,"Toronto",479, ,0,0,0,79,161,"The Coach House",20071010
023,ETOBICOKE CENTRE,16,64,4,17,"Toronto",480, ,0,1,1,103,184,"Martinway Towers Callowhill",20071010
023,ETOBICOKE CENTRE,11,64,4,10,"Toronto",481, ,1,0,0,90,306,"Willowridge Towers",20071010
023,ETOBICOKE CENTRE,20,88,5,40,"Toronto",482, ,4,2,0,159,338,"The Buckingham - 714",20071010
023,ETOBICOKE CENTRE,95,704,68,519,"Toronto",Advanced Polls /  ADV001, ,0,0,3,1389,0,"Returning Office / Bureau du directeur du scrutin",20071010
023,ETOBICOKE CENTRE,43,356,45,291,"Toronto",Advanced Polls /  ADV002, ,1,0,0,736,0,"The Church of Christ the King",20071010
023,ETOBICOKE CENTRE,28,159,21,136,"Toronto",Advanced Polls /  ADV003, ,0,0,0,344,0,"St. Andrew's Presbyterian Church",20071010
023,ETOBICOKE CENTRE,90,760,68,579,"Toronto",Advanced Polls /  ADV004, ,3,3,2,1505,0,"Richview Library",20071010
023,ETOBICOKE CENTRE,20,271,25,292,"Toronto",Advanced Polls /  ADV005, ,2,0,0,610,0,"Humber Valley United Church",20071010
TOTALS:, ,3847,22939,3357,15667, , , , , , , , , , 
