ED_CODE,ED_NAME,BERNHARDT,LOGAN,MCGUIRE,MILLOY,MOFFITT,STANSON,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
037,KITCHENER CENTRE,4,17,2,117,19,55,"Kitchener",218, ,0,0,0,214,365,"St. Paul Separate School",20071010
037,KITCHENER CENTRE,3,15,1,116,29,75,"Kitchener",219, ,0,0,0,239,410,"St. Paul Separate School",20071010
037,KITCHENER CENTRE,1,22,2,111,36,53,"Kitchener",220, ,0,1,2,228,395,"Calvin Presbyterian Church",20071010
037,KITCHENER CENTRE,3,7,0,55,33,22,"Kitchener",221, ,1,1,0,122,323,"Highview Community Church",20071010
037,KITCHENER CENTRE,9,14,1,148,24,61,"Kitchener",222, ,0,3,0,260,463,"Highview Community Church",20071010
037,KITCHENER CENTRE,1,21,3,111,52,63,"Kitchener",223, ,0,2,0,253,469,"John Darling Public School",20071010
037,KITCHENER CENTRE,0,14,3,99,34,63,"Kitchener",224, ,0,0,0,213,447,"John Darling Public School",20071010
037,KITCHENER CENTRE,4,11,1,79,24,47,"Kitchener",225, ,1,0,0,167,428,"Westheights Public School",20071010
037,KITCHENER CENTRE,7,16,3,134,16,85,"Kitchener",226, ,1,0,0,262,475,"Westheights Public School",20071010
037,KITCHENER CENTRE,0,4,3,78,9,25,"Kitchener",227, ,0,0,0,119,262,"St. Mark Separate School",20071010
037,KITCHENER CENTRE,1,19,1,123,36,77,"Kitchener",228, ,0,2,0,259,470,"Meadowlane Public School",20071010
037,KITCHENER CENTRE,2,18,2,126,43,72,"Kitchener",229, ,0,0,0,263,462,"Meadowlane Public School",20071010
037,KITCHENER CENTRE,1,15,2,108,26,59,"Kitchener",230, ,0,0,0,211,394,"Meadowlane Public School",20071010
037,KITCHENER CENTRE,1,12,2,115,34,74,"Kitchener",231, ,0,3,0,241,492,"Highview Community Church",20071010
037,KITCHENER CENTRE,2,15,2,91,19,55,"Kitchener",232, ,0,0,0,184,382,"Driftwood Park Public School",20071010
037,KITCHENER CENTRE,5,16,3,78,33,47,"Kitchener",233, ,0,0,0,182,376,"Driftwood Park Public School",20071010
037,KITCHENER CENTRE,0,13,1,147,31,63,"Kitchener",234, ,0,0,0,255,490,"Driftwood Park Public School",20071010
037,KITCHENER CENTRE,3,19,3,121,31,67,"Kitchener",235, ,0,0,0,244,482,"Driftwood Park Public School",20071010
037,KITCHENER CENTRE,3,15,2,110,33,76,"Kitchener",236, ,0,0,0,239,425,"Driftwood Park Public School",20071010
037,KITCHENER CENTRE,4,10,0,69,24,45,"Kitchener",400, ,1,0,0,153,217,"Bluebird Apartments",20071010
037,KITCHENER CENTRE,4,8,2,41,28,19,"Kitchener",401, ,1,0,0,103,160,"Alexandrian Apartments",20071010
037,KITCHENER CENTRE,3,8,2,63,22,43,"Kitchener",402, ,0,0,0,141,202,"Queen Margaret Place Apartments",20071010
037,KITCHENER CENTRE,2,13,4,58,16,36,"Kitchener",403, ,1,0,0,130,201,"Queen Margaret Place Apartments",20071010
037,KITCHENER CENTRE,5,7,1,84,21,36,"Kitchener",404, ,0,1,0,155,214,"Kitchener Manor Apartments",20071010
037,KITCHENER CENTRE,1,10,2,28,19,15,"Kitchener",405, ,0,0,0,75,123,"Acadian Apartments",20071010
037,KITCHENER CENTRE,0,4,0,22,15,4,"Kitchener",406, ,0,0,0,45,125,"Victoria Village",20071010
037,KITCHENER CENTRE,1,13,0,46,20,27,"Kitchener",407, ,0,0,1,108,168,"The Regency",20071010
037,KITCHENER CENTRE,0,8,1,33,20,19,"Kitchener",408, ,0,0,0,81,133,"Victoria Park Place",20071010
037,KITCHENER CENTRE,0,9,0,34,22,29,"Kitchener",409, ,0,1,0,95,169,"Victoria Park Place",20071010
037,KITCHENER CENTRE,2,13,1,83,33,30,"Kitchener",410, ,0,0,0,162,262,"Victoria Park Towers",20071010
037,KITCHENER CENTRE,1,5,0,29,31,11,"Kitchener",411, ,0,0,0,77,168,"Conestoga Towers",20071010
037,KITCHENER CENTRE,2,13,2,63,24,35,"Kitchener",412, ,1,1,0,141,202,"Wellington Place",20071010
037,KITCHENER CENTRE,3,16,1,29,12,10,"Kitchener",413, ,1,0,0,72,189,"Westbury Apartments",20071010
037,KITCHENER CENTRE,1,13,1,42,25,12,"Kitchener",414, ,1,0,0,95,220,"The Westmount",20071010
037,KITCHENER CENTRE,0,5,2,43,12,40,"Kitchener",415, ,0,1,0,103,125,"Eastwood Community Condominiums",20071010
037,KITCHENER CENTRE,2,4,1,43,14,15,"Kitchener",416, ,2,2,0,83,120,"Senior Citizens Apartments",20071010
037,KITCHENER CENTRE,0,10,3,26,11,11,"Kitchener",417, ,0,0,0,61,141,"The Paramount",20071010
037,KITCHENER CENTRE,5,18,1,46,23,32,"Kitchener",418, ,0,0,0,125,199,"Westwind Apartments",20071010
037,KITCHENER CENTRE,2,9,0,40,22,11,"Kitchener",419, ,0,0,0,84,172,"Capitol Hill II",20071010
037,KITCHENER CENTRE,1,6,2,30,22,16,"Kitchener",420, ,0,1,0,78,176,"Capitol Hill I",20071010
037,KITCHENER CENTRE,5,4,3,60,19,31,"Kitchener",421, ,0,1,0,123,178,"Laurentian Apartments",20071010
037,KITCHENER CENTRE,..........................NO POLL HELD........................,,,,,,"Kitchener",422, ,0,0,0,0,0,"",20071010
037,KITCHENER CENTRE,2,9,3,21,16,12,"Kitchener",423, ,0,0,0,63,128,"Westheights Apartments",20071010
037,KITCHENER CENTRE,0,5,0,28,3,16,"Kitchener",424, ,1,1,0,54,111,"The Regency",20071010
037,KITCHENER CENTRE,8,68,14,592,162,299,"Kitchener",Advanced Polls /  ADV001, ,1,1,0,1145,0,"Returning Office / Bureau du directeur du scrutin",20071010
037,KITCHENER CENTRE,8,8,4,139,36,86,"Kitchener",Advanced Polls /  ADV002, ,0,2,0,283,0,"Emmanuel Village",20071010
037,KITCHENER CENTRE,28,88,16,664,170,402,"Kitchener",Advanced Polls /  ADV003, ,6,4,0,1378,0,"Stanley Park Mall",20071010
037,KITCHENER CENTRE,1,25,2,116,48,72,"Kitchener",Advanced Polls /  ADV004, ,0,1,1,266,0,"Downtown Community Centre",20071010
TOTALS:, ,599,3162,425,17484,6707,9717, , , , , , , , , , 
