ED_CODE,ED_NAME,BYERS,CRAWFORD,FLYNN,SCHAFFER,TOTEDA,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
060,OAKVILLE,27,7,43,19,0,"Oakville",420, ,0,0,0,96,152,"1450 Glen Abbey Gate",20071010
060,OAKVILLE,87,11,129,7,1,"Oakville",421, ,1,0,0,236,322,"2175 Marine Drive",20071010
060,OAKVILLE,69,4,88,8,0,"Oakville",422, ,1,1,0,171,254,"2180 Marine Drive",20071010
060,OAKVILLE,52,14,106,6,2,"Oakville",423, ,1,1,0,182,268,"2511 Lakeshore Road West - Bronte Harbour Club",20071010
060,OAKVILLE,27,12,48,9,2,"Oakville",424, ,1,2,0,101,149,"2263 Marine Drive",20071010
060,OAKVILLE,33,11,46,4,2,"Oakville",425, ,0,0,0,96,132,"Sir Richard Towers",20071010
060,OAKVILLE,49,10,50,14,0,"Oakville",426, ,0,0,0,123,193,"2220 Marine Drive",20071010
060,OAKVILLE,86,3,80,4,2,"Oakville",427, ,0,1,0,176,247,"2180 Marine Drive",20071010
060,OAKVILLE,527,62,826,98,4,"Oakville",Advanced Polls /  ADV001, ,2,2,0,1521,0,"Returning Office / Bureau du directeur du scrutin",20071010
060,OAKVILLE,580,72,718,107,6,"Oakville",Advanced Polls /  ADV002, ,3,2,0,1488,0,"Oakville Place Mall",20071010
060,OAKVILLE,737,133,1028,139,15,"Oakville",Advanced Polls /  ADV003, ,5,1,0,2058,0,"Hopedale Mall",20071010
TOTALS:, ,16659,3091,23761,3916,279, , , , , , , , , , 
