ED_CODE,ED_NAME,BENTLEY,BROWN,GRAHAM,GUPTA,JEZIERSKI,MCKEEVER,PIGHIN,REYNOLDS,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
045,LONDON WEST,132,13,54,0,1,0,18,0,"London",229, ,0,1,0,219,440,"Westview Baptist Church",20071010
045,LONDON WEST,125,26,66,0,1,0,25,1,"London",230, ,2,1,0,247,420,"St. Jude Separate School",20071010
045,LONDON WEST,125,20,26,2,1,0,20,0,"London",231, ,3,0,0,197,400,"Sir Isaac Brock Public School",20071010
045,LONDON WEST,73,11,27,0,1,0,12,0,"London",232, ,0,0,2,126,319,"Sir Isaac Brock Public School",20071010
045,LONDON WEST,68,16,33,1,3,1,13,0,"London",233A, ,0,0,0,135,316,"Byron United Church",20071010
045,LONDON WEST,84,15,39,1,0,1,9,1,"London",233B, ,1,0,0,151,297,"Byron United Church",20071010
045,LONDON WEST,139,16,56,0,0,0,21,0,"London",234, ,0,0,0,232,411,"St. Theresa Catholic School",20071010
045,LONDON WEST,77,9,33,0,1,0,14,0,"London",235A, ,0,0,1,135,269,"Byron United Church",20071010
045,LONDON WEST,95,14,37,0,1,0,8,1,"London",235B, ,1,0,0,157,297,"Byron United Church",20071010
045,LONDON WEST,166,24,70,0,1,1,16,2,"London",236, ,0,1,0,281,491,"Byron Somerset Public School",20071010
045,LONDON WEST,75,3,37,0,0,2,4,1,"London",237, ,0,0,0,122,260,"Southwest Optimist Park",20071010
045,LONDON WEST,110,19,49,1,1,0,2,0,"London",238, ,1,1,0,184,386,"Southwest Optimist Park",20071010
045,LONDON WEST,106,9,59,0,1,0,9,0,"London",239, ,1,0,0,185,419,"Southwest Optimist Park",20071010
045,LONDON WEST,105,15,54,0,0,2,18,0,"London",240, ,0,0,1,195,391,"Westmount Public School",20071010
045,LONDON WEST,69,11,30,0,0,0,18,0,"London",241, ,3,0,0,131,289,"Westview Baptist Church",20071010
045,LONDON WEST,75,16,41,1,0,0,18,0,"London",242, ,2,0,0,153,395,"Westview Baptist Church",20071010
045,LONDON WEST,114,21,88,0,0,0,7,0,"London",243, ,2,1,0,233,375,"Westview Baptist Church",20071010
045,LONDON WEST,120,21,43,0,2,0,25,1,"London",244, ,0,1,0,213,371,"St. Jude Separate School",20071010
045,LONDON WEST,19,8,21,0,1,0,15,1,"London",245, ,0,0,0,65,192,"St. Jude Separate School",20071010
045,LONDON WEST,68,9,31,0,1,0,12,0,"London",246, ,2,0,0,123,253,"Sir Isaac Brock Public School",20071010
045,LONDON WEST,53,10,30,0,4,0,8,0,"London",247, ,0,1,0,106,239,"Byron United Church",20071010
045,LONDON WEST,43,15,13,0,0,1,8,0,"London",400, ,0,0,0,80,164,"Sherwood Gate Apartments",20071010
045,LONDON WEST,52,4,21,0,2,0,20,1,"London",401, ,0,1,0,101,151,"Beaverbrook Towers",20071010
045,LONDON WEST,..........................NO POLL HELD........................,,,,,,,,"London",402, ,0,0,0,0,0,"",20071010
045,LONDON WEST,45,6,23,0,2,0,7,1,"London",403, ,0,0,0,84,100,"Beaverbrook Towers",20071010
045,LONDON WEST,41,9,14,0,0,0,7,0,"London",404, ,5,0,0,76,145,"720 Wonderland Road North",20071010
045,LONDON WEST,36,10,12,0,0,0,17,0,"London",405, ,0,0,0,75,126,"730 Wonderland Road North",20071010
045,LONDON WEST,30,0,19,0,0,1,16,1,"London",406, ,0,0,4,71,115,"710 Wonderland Road North",20071010
045,LONDON WEST,23,4,15,0,2,3,19,1,"London",407, ,0,0,0,67,100,"Oxford Park Towers",20071010
045,LONDON WEST,58,10,35,0,0,0,15,0,"London",408, ,1,0,0,119,203,"Chelsey Park (Oxford) Retirement Community",20071010
045,LONDON WEST,43,15,13,1,1,0,14,2,"London",409, ,2,0,0,91,138,"Trillium Towers III",20071010
045,LONDON WEST,30,8,10,0,0,1,9,0,"London",410, ,2,0,0,60,110,"Trillium Towers II",20071010
045,LONDON WEST,25,6,10,0,0,0,15,1,"London",411, ,0,0,0,57,118,"Trillium Towers",20071010
045,LONDON WEST,65,25,27,0,1,0,32,0,"London",412, ,0,0,1,151,243,"605 Proudfoot Lane",20071010
045,LONDON WEST,39,13,18,0,0,0,22,0,"London",413, ,1,1,1,95,155,"600 Proudfoot Lane",20071010
045,LONDON WEST,67,12,15,0,0,1,29,0,"London",414, ,0,0,1,125,245,"575 Proudfoot Lane",20071010
045,LONDON WEST,72,20,39,0,2,0,35,0,"London",415, ,2,0,0,170,245,"Forrest Hill Apartments",20071010
045,LONDON WEST,35,5,12,0,0,0,9,0,"London",416, ,0,0,0,61,91,"Proudfoot Place II",20071010
045,LONDON WEST,53,16,20,0,0,0,15,0,"London",417, ,0,0,0,104,155,"Proudfoot Place",20071010
045,LONDON WEST,55,7,23,0,0,0,11,0,"London",418, ,1,0,0,97,158,"500 Proudfoot Lane",20071010
045,LONDON WEST,47,7,21,0,0,0,5,0,"London",419, ,1,2,1,84,104,"Riverside Retirement Residence",20071010
045,LONDON WEST,92,13,20,0,1,0,34,0,"London",420, ,0,0,0,160,251,"595 Proudfoot Lane",20071010
045,LONDON WEST,19,5,7,1,1,0,2,0,"London",421, ,1,0,0,36,130,"Fiddlers Green Apartments",20071010
045,LONDON WEST,35,9,14,0,0,4,10,0,"London",422, ,12,0,0,84,137,"Fiddlers Green Apartments",20071010
045,LONDON WEST,48,12,16,0,0,0,9,0,"London",423, ,0,0,0,85,157,"Fiddlers Green Apartments",20071010
045,LONDON WEST,59,8,38,0,0,0,11,0,"London",424, ,0,0,0,116,148,"Gartshore Apartments",20071010
045,LONDON WEST,48,17,18,0,0,0,24,1,"London",425, ,1,3,0,112,171,"Ridout Towers Apartments",20071010
045,LONDON WEST,59,13,38,0,2,0,14,0,"London",426, ,0,0,0,126,151,"Gartshore Apartments",20071010
045,LONDON WEST,60,17,10,0,0,1,17,3,"London",427, ,0,0,0,108,153,"Park Towers Apartment Building",20071010
045,LONDON WEST,64,20,47,0,0,0,15,1,"London",428, ,0,0,0,147,216,"The Riverview",20071010
045,LONDON WEST,52,16,22,0,1,2,18,0,"London",429, ,0,0,0,111,208,"500 Springbank Drive",20071010
045,LONDON WEST,32,8,9,1,0,1,7,0,"London",430, ,0,0,0,58,132,"Springbank Manor Apartments",20071010
045,LONDON WEST,78,5,26,0,2,0,17,0,"London",431, ,0,0,0,128,173,"Five After Five Apartments",20071010
045,LONDON WEST,65,9,49,0,0,0,5,1,"London",432, ,0,1,0,130,188,"Rosecliffe Gardens",20071010
045,LONDON WEST,54,6,23,0,0,1,13,1,"London",433, ,0,0,0,98,150,"550 Berkshire Drive",20071010
045,LONDON WEST,39,8,17,0,0,0,21,2,"London",434, ,1,0,0,88,157,"301 Baseline Road West",20071010
045,LONDON WEST,34,9,11,0,0,1,24,1,"London",435, ,3,1,0,84,132,"297 Baseline Road West",20071010
045,LONDON WEST,37,12,11,0,0,2,13,0,"London",436, ,2,0,0,77,119,"Woodbury Towers",20071010
045,LONDON WEST,59,19,28,0,3,1,26,1,"London",437, ,0,0,0,137,264,"Landmark Towers",20071010
045,LONDON WEST,31,3,11,0,0,0,12,0,"London",438, ,1,1,0,59,112,"Highland Park Apartments",20071010
045,LONDON WEST,33,6,17,2,0,0,13,1,"London",439, ,0,0,0,72,121,"Roseland Park Place",20071010
045,LONDON WEST,26,11,22,0,0,0,18,0,"London",440, ,1,0,0,78,131,"Roseland Park II",20071010
045,LONDON WEST,36,4,14,0,1,2,5,2,"London",441, ,8,1,0,73,125,"Brownstone Apartments",20071010
045,LONDON WEST,41,10,6,0,1,0,12,2,"London",442, ,4,0,0,76,126,"Emerald Towers Apartments",20071010
045,LONDON WEST,25,11,12,1,3,2,7,2,"London",443, ,1,0,0,64,108,"Canterbury Towers Apartments",20071010
045,LONDON WEST,34,6,13,0,0,0,6,0,"London",444, ,1,1,0,61,116,"Tiffany Apartments",20071010
045,LONDON WEST,64,7,26,0,0,0,14,0,"London",445, ,1,0,0,112,182,"Westmount Gate Apartments",20071010
045,LONDON WEST,47,5,20,0,2,2,13,1,"London",446, ,0,1,0,91,174,"750 Wonderland Road South",20071010
045,LONDON WEST,40,2,5,0,0,0,10,0,"London",447, ,0,1,0,58,127,"Sir Isaac Brock Public School",20071010
045,LONDON WEST,41,16,22,2,1,2,26,2,"London",448, ,3,0,0,115,188,"Wonderland Towers Apartments",20071010
045,LONDON WEST,57,13,23,0,0,0,15,1,"London",449, ,0,1,0,110,169,"Westmount Place",20071010
045,LONDON WEST,51,12,28,0,3,0,27,2,"London",450, ,0,0,0,123,237,"924 Wonderland Road South",20071010
045,LONDON WEST,54,11,22,0,0,0,21,1,"London",451, ,1,1,0,111,165,"Solarus Apartments",20071010
045,LONDON WEST,10,1,4,0,0,0,6,0,"London",452, ,0,0,0,21,92,"Westmount Square Apartments",20071010
045,LONDON WEST,31,17,12,0,0,1,11,0,"London",453, ,0,0,0,72,110,"Westmount Square Apartments",20071010
045,LONDON WEST,21,6,3,1,1,0,10,0,"London",454, ,6,1,0,49,115,"Westmount Square Apartments",20071010
045,LONDON WEST,28,4,5,0,2,1,12,0,"London",455, ,0,0,0,52,117,"Westmount Square Apartments",20071010
045,LONDON WEST,46,9,17,0,0,0,14,0,"London",456, ,0,0,0,86,138,"Maple View Estate",20071010
045,LONDON WEST,1204,134,671,4,13,8,176,7,"London",Advanced Polls /  ADV001, ,9,3,1,2230,0,"Returning Office / Bureau du directeur du scrutin",20071010
045,LONDON WEST,214,41,135,2,1,1,24,1,"London",Advanced Polls /  ADV002, ,0,1,0,420,0,"Southwest Optimist Park",20071010
045,LONDON WEST,229,40,185,1,3,2,34,3,"London",Advanced Polls /  ADV003, ,1,2,0,500,0,"Andover Gardens Seniors Apartments",20071010
045,LONDON WEST,452,65,248,0,3,2,62,4,"London",Advanced Polls /  ADV004, ,0,4,0,840,0,"Riverside United Church",20071010
045,LONDON WEST,303,33,242,0,3,3,38,1,"London",Advanced Polls /  ADV005, ,0,2,0,625,0,"Hyde Park United Church",20071010
TOTALS:, ,25967,5184,12011,106,267,234,5562,201, , , , , , , , , , 
