ED_CODE,ED_NAME,ATCHEKZAI,DELANEY,MCCABE,TANGRI,WARNER,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
051,MISSISSAUGA--STREETSVILLE,2,90,14,45,11,"Mississauga",197, ,0,0,1,163,407,"Osprey Woods Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,37,18,19,4,"Mississauga",400, ,0,0,0,78,223,"St. Richard Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,0,26,7,8,4,"Mississauga",401, ,0,0,0,45,175,"Rick Hansen Secondary School",20071010
051,MISSISSAUGA--STREETSVILLE,1,58,15,13,5,"Mississauga",402, ,0,0,0,92,231,"6719 Glen Erin Drive",20071010
051,MISSISSAUGA--STREETSVILLE,1,58,13,14,4,"Mississauga",403, ,0,0,0,90,197,"2770 Aquitaine Avenue",20071010
051,MISSISSAUGA--STREETSVILLE,2,93,11,57,9,"Mississauga",404, ,0,0,0,172,221,"6500 Montevideo Road",20071010
051,MISSISSAUGA--STREETSVILLE,0,76,24,34,10,"Mississauga",405, ,1,0,0,145,239,"2929 Aquitaine Avenue",20071010
051,MISSISSAUGA--STREETSVILLE,0,24,9,16,5,"Mississauga",406, ,0,0,0,54,156,"Shelter Bay Public School",20071010
051,MISSISSAUGA--STREETSVILLE,1,12,8,4,2,"Mississauga",407, ,1,0,0,28,151,"Settler's Green Public School",20071010
051,MISSISSAUGA--STREETSVILLE,0,36,11,11,4,"Mississauga",408, ,1,0,0,63,122,"6550 Glen Erin Drive",20071010
051,MISSISSAUGA--STREETSVILLE,0,125,20,59,14,"Mississauga",409, ,1,0,1,220,305,"Heritage Square Apartments",20071010
051,MISSISSAUGA--STREETSVILLE,0,61,21,29,14,"Mississauga",410, ,2,0,0,127,365,"2699 Battleford Road",20071010
051,MISSISSAUGA--STREETSVILLE,2,39,14,16,9,"Mississauga",411, ,0,0,1,81,160,"2645 Battleford Road",20071010
051,MISSISSAUGA--STREETSVILLE,1,19,5,7,2,"Mississauga",412, ,0,0,0,34,110,"St. Joseph Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,2,52,22,29,6,"Mississauga",413, ,0,0,0,111,215,"2900 Battleford Road",20071010
051,MISSISSAUGA--STREETSVILLE,2,21,20,9,5,"Mississauga",414, ,0,0,0,57,245,"St. Elizabeth Seton Elementary School",20071010
051,MISSISSAUGA--STREETSVILLE,6,371,72,259,48,"Mississauga",Advanced Polls /  ADV001, ,1,2,0,759,0,"Returning Office / Bureau du directeur du scrutin",20071010
051,MISSISSAUGA--STREETSVILLE,6,697,106,426,109,"Mississauga",Advanced Polls /  ADV002, ,0,1,0,1345,0,"Meadowvale Community Centre",20071010
051,MISSISSAUGA--STREETSVILLE,6,559,82,437,58,"Mississauga",Advanced Polls /  ADV003, ,1,2,0,1145,0,"River Grove Community Centre",20071010
TOTALS:, ,274,20264,3944,11155,2925, , , , , , , , , , 
