ED_CODE,ED_NAME,ARKILANDER,DENOUDEN,DOMBROWSKY,JENKINS,LUCENO,TUCK,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
073,PRINCE EDWARD--HASTINGS,12,41,69,24,0,1,"Belleville",192, ,3,0,0,150,387,"Greek Community Banquet Hall",20071010
073,PRINCE EDWARD--HASTINGS,13,52,90,30,0,2,"Belleville",193, ,0,0,0,187,342,"Centennial Secondary School",20071010
073,PRINCE EDWARD--HASTINGS,8,69,82,28,0,0,"Rossmore",194, ,0,0,0,187,250,"Rossmore Fire Hall",20071010
073,PRINCE EDWARD--HASTINGS,13,77,80,28,0,0,"Rossmore",195, ,1,0,0,199,338,"Rossmore Fire Hall",20071010
073,PRINCE EDWARD--HASTINGS,19,58,88,24,0,2,"Rossmore",196, ,0,0,0,191,347,"Rossmore Fire Hall",20071010
073,PRINCE EDWARD--HASTINGS,7,55,65,11,0,0,"Rossmore",197, ,0,0,0,138,251,"Rossmore Fire Hall",20071010
073,PRINCE EDWARD--HASTINGS,18,79,87,24,3,0,"Demorestville",198, ,0,1,0,212,295,"Demorestville Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,12,64,70,27,0,0,"Demorestville",199, ,1,0,0,174,306,"Demorestville Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,14,58,91,24,1,2,"Demorestville",200, ,0,0,0,190,384,"Demorestville Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,20,109,102,34,0,1,"Carrying Place",201, ,1,0,0,267,489,"Carrying Place Fire Hall",20071010
073,PRINCE EDWARD--HASTINGS,21,68,88,29,1,2,"Rossmore",202, ,0,0,0,209,328,"Rossmore Fire Hall",20071010
073,PRINCE EDWARD--HASTINGS,10,51,87,17,1,0,"Picton",203, ,0,0,0,166,268,"North Marysburg Community Hall",20071010
073,PRINCE EDWARD--HASTINGS,20,132,92,15,3,3,"Carrying Place",204, ,2,1,0,268,405,"Carrying Place Fire Hall",20071010
073,PRINCE EDWARD--HASTINGS,7,86,75,42,1,1,"Ameliasburg",205, ,0,0,0,212,365,"Ameliasburg Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,23,40,66,18,0,0,"Ameliasburg",206, ,0,0,0,147,302,"Ameliasburg Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,11,73,64,25,0,0,"Ameliasburg",207, ,0,0,0,173,383,"Ameliasburg Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,12,72,37,27,1,0,"Demorestville",208, ,0,1,0,150,371,"Demorestville Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,10,50,60,21,0,0,"Picton",209, ,1,0,0,142,286,"Queen Elizabeth Public School",20071010
073,PRINCE EDWARD--HASTINGS,7,69,48,29,2,0,"Demorestville",210, ,0,1,0,156,494,"Demorestville Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,9,30,59,13,2,1,"Picton",211, ,1,0,0,115,288,"Queen Elizabeth Public School",20071010
073,PRINCE EDWARD--HASTINGS,8,35,80,18,0,1,"Picton",212, ,1,0,0,143,385,"Prince Edward Community Centre Hall",20071010
073,PRINCE EDWARD--HASTINGS,13,39,57,13,0,1,"Picton",213, ,0,0,0,123,306,"Prince Edward Community Centre Hall",20071010
073,PRINCE EDWARD--HASTINGS,1,18,13,2,0,2,"Picton",214s, ,1,0,0,37,86,"H.J. McFarland Memorial Home",20071010
073,PRINCE EDWARD--HASTINGS,4,9,16,8,1,0,"Picton",215s, ,1,2,0,41,81,"Picton Manor Nursing Home",20071010
073,PRINCE EDWARD--HASTINGS,9,34,38,9,1,1,"Picton",216, ,0,0,0,92,273,"Prince Edward Community Centre Hall",20071010
073,PRINCE EDWARD--HASTINGS,4,44,64,19,1,0,"Picton",217, ,0,0,0,132,329,"Prince Edward Community Centre Hall",20071010
073,PRINCE EDWARD--HASTINGS,13,31,96,16,1,0,"Picton",218, ,3,0,0,160,409,"North Marysburg Community Hall",20071010
073,PRINCE EDWARD--HASTINGS,9,48,92,10,0,1,"Picton",219, ,1,1,0,162,270,"North Marysburg Community Hall",20071010
073,PRINCE EDWARD--HASTINGS,10,77,67,27,0,0,"Carrying Place",220, ,1,0,0,182,399,"Carrying Place Fire Hall",20071010
073,PRINCE EDWARD--HASTINGS,22,74,78,29,0,5,"Carrying Place",221, ,0,0,0,208,388,"Carrying Place Fire Hall",20071010
073,PRINCE EDWARD--HASTINGS,6,55,34,12,0,0,"Hillier",222, ,0,0,0,107,250,"Hillier Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,7,48,76,18,1,0,"Hillier",223, ,1,0,0,151,315,"Hillier Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,10,68,74,16,0,0,"Bloomfield",224, ,0,0,0,168,262,"Bloomfield Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,9,70,97,18,2,1,"Bloomfield",225, ,0,0,1,198,347,"Bloomfield Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,22,65,76,26,0,3,"Bloomfield",226, ,0,0,0,192,408,"Bloomfield Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,2,2,21,2,0,1,"Picton",227s, ,1,0,0,29,95,"Hallowell House",20071010
073,PRINCE EDWARD--HASTINGS,11,46,72,26,1,2,"Picton",228, ,0,3,0,161,401,"Queen Elizabeth Public School",20071010
073,PRINCE EDWARD--HASTINGS,8,56,71,30,0,1,"Picton",229, ,0,1,1,168,443,"Queen Elizabeth Public School",20071010
073,PRINCE EDWARD--HASTINGS,4,30,49,22,1,1,"Picton",230, ,2,0,0,109,334,"Queen Elizabeth Public School",20071010
073,PRINCE EDWARD--HASTINGS,1,2,6,0,0,0,"Picton",231s, ,1,0,0,10,53,"Kentwood Park Nursing Home",20071010
073,PRINCE EDWARD--HASTINGS,5,17,40,14,0,1,"Picton",232, ,0,0,0,77,244,"Queen Elizabeth Public School",20071010
073,PRINCE EDWARD--HASTINGS,9,21,60,21,1,0,"Picton",233, ,0,0,0,112,314,"Prince Edward Community Centre Hall",20071010
073,PRINCE EDWARD--HASTINGS,16,34,53,27,2,0,"Picton",234, ,0,0,0,132,326,"Prince Edward Community Centre Hall",20071010
073,PRINCE EDWARD--HASTINGS,3,21,23,25,2,0,"Picton",235, ,0,0,0,74,315,"Prince Edward Community Centre Hall",20071010
073,PRINCE EDWARD--HASTINGS,11,54,82,22,0,1,"Picton",236, ,1,0,0,171,360,"North Marysburg Community Hall",20071010
073,PRINCE EDWARD--HASTINGS,22,93,73,20,0,0,"Hillier",237, ,0,0,0,208,356,"Hillier Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,10,40,49,9,0,0,"Hillier",238, ,1,0,0,109,225,"Hillier Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,8,53,106,24,0,0,"Wellington",239, ,0,0,0,191,320,"Wellington Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,15,73,82,31,2,1,"Wellington",240, ,2,1,0,207,377,"Wellington Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,10,50,72,14,0,0,"Wellington",241, ,0,0,0,146,304,"Wellington Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,6,49,60,16,2,0,"Wellington",242, ,1,0,0,134,297,"Wellington Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,8,61,70,24,0,0,"Wellington",243, ,1,0,1,165,318,"Wellington Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,14,96,70,26,1,1,"Bloomfield",244, ,0,1,1,210,415,"Bloomfield Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,20,38,66,23,0,0,"Bloomfield",245, ,1,0,1,149,300,"Bloomfield Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,..........................NO POLL HELD........................,,,,,,"Cherry Valley",246, ,0,0,0,0,4,"",20071010
073,PRINCE EDWARD--HASTINGS,14,50,63,25,0,3,"Milford",247, ,1,0,0,156,276,"Milford Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,17,23,29,12,0,0,"Milford",248, ,0,0,0,81,132,"Milford Town Hall",20071010
073,PRINCE EDWARD--HASTINGS,0,5,6,0,0,0,"Picton",249s, ,1,0,0,12,49,"West Lake Terrace Nursing Home",20071010
073,PRINCE EDWARD--HASTINGS,19,65,113,19,0,2,"Cherry Valley",250, ,0,1,0,219,369,"Athol Community Hall",20071010
073,PRINCE EDWARD--HASTINGS,21,41,58,15,5,1,"Cherry Valley",251, ,0,0,0,141,316,"Athol Community Hall",20071010
073,PRINCE EDWARD--HASTINGS,14,52,72,23,0,0,"Cherry Valley",252, ,1,0,0,162,390,"Athol Community Hall",20071010
073,PRINCE EDWARD--HASTINGS,5,43,65,24,0,3,"Belleville",400, ,1,0,0,141,209,"Centennial Place Apartments",20071010
073,PRINCE EDWARD--HASTINGS,2,4,16,8,0,0,"Belleville",401, ,1,0,0,31,134,"Centennial Secondary School",20071010
073,PRINCE EDWARD--HASTINGS,4,29,52,14,1,1,"Belleville",402, ,0,0,0,101,153,"Pineview Tower",20071010
073,PRINCE EDWARD--HASTINGS,1,21,36,3,1,0,"Belleville",403, ,2,0,0,64,135,"Centennial Secondary School",20071010
073,PRINCE EDWARD--HASTINGS,7,29,55,20,0,0,"Belleville",404, ,1,1,0,113,174,"Bayview Towers",20071010
073,PRINCE EDWARD--HASTINGS,2,12,34,20,2,0,"Belleville",405, ,0,0,0,70,153,"Albert Park Apartments",20071010
073,PRINCE EDWARD--HASTINGS,8,45,69,27,0,0,"Belleville",406, ,3,0,0,152,236,"Albert Park Apartments",20071010
073,PRINCE EDWARD--HASTINGS,4,34,60,24,3,1,"Belleville",407, ,0,2,0,128,176,"McNabb Tower",20071010
073,PRINCE EDWARD--HASTINGS,4,20,44,14,0,1,"Belleville",408, ,1,0,0,84,139,"Bay Terrace I",20071010
073,PRINCE EDWARD--HASTINGS,4,25,28,12,0,0,"Belleville",409, ,1,0,0,70,130,"Bay Terrace II",20071010
073,PRINCE EDWARD--HASTINGS,3,37,66,10,0,0,"Belleville",410, ,1,0,0,117,165,"Prince William Apartments",20071010
073,PRINCE EDWARD--HASTINGS,6,5,5,8,0,1,"Belleville",411, ,0,0,0,25,158,"Belleville and District Fish and Game Club",20071010
073,PRINCE EDWARD--HASTINGS,124,1076,1628,316,7,7,"Belleville",Advanced Polls /  ADV001, ,6,1,2,3167,0,"Returning Office / Bureau du directeur du scrutin",20071010
073,PRINCE EDWARD--HASTINGS,34,212,255,36,1,0,"Bancroft",Advanced Polls /  ADV002, ,0,0,1,539,0,"Bridge Street Residence",20071010
073,PRINCE EDWARD--HASTINGS,9,90,91,16,5,0,"Maynooth",Advanced Polls /  ADV003, ,2,1,0,214,0,"Maynooth Community Centre",20071010
073,PRINCE EDWARD--HASTINGS,14,34,50,14,5,0,"Coe Hill",Advanced Polls /  ADV004, ,0,0,0,117,0,"Limerick Community Centre",20071010
073,PRINCE EDWARD--HASTINGS,8,126,137,17,4,4,"Marmora",Advanced Polls /  ADV005, ,1,1,0,298,0,"Royal Canadian Legion - Branch 237",20071010
073,PRINCE EDWARD--HASTINGS,19,254,213,36,1,0,"Madoc",Advanced Polls /  ADV006, ,0,0,0,523,0,"Madoc Masonic Lodge",20071010
073,PRINCE EDWARD--HASTINGS,19,143,119,27,1,2,"Stirling",Advanced Polls /  ADV007, ,1,0,0,312,0,"Royal Canadian Legion - Branch 228",20071010
073,PRINCE EDWARD--HASTINGS,13,173,347,33,4,0,"Tweed",Advanced Polls /  ADV008, ,1,1,1,573,0,"Tweed Agricultural Building",20071010
073,PRINCE EDWARD--HASTINGS,9,60,75,19,2,1,"Deseronto",Advanced Polls /  ADV009, ,0,1,0,167,0,"Deseronto Lions Club Hall",20071010
073,PRINCE EDWARD--HASTINGS,19,181,218,32,1,0,"Wellington",Advanced Polls /  ADV010, ,1,1,0,453,0,"Wellington United Church",20071010
073,PRINCE EDWARD--HASTINGS,72,423,574,113,0,6,"Picton",Advanced Polls /  ADV011, ,3,3,1,1195,0,"Picton Main Street Market",20071010
TOTALS:, ,2663,14840,20963,6287,297,166, , , , , , , , , , 
