ED_CODE,ED_NAME,CARVALHO,GILBANK,MCKIBBIN,MORRISON,MUNRO,REEVES,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
105,YORK--SIMCOE,0,5,0,0,17,1,"Jackson's Point",212s, ,0,0,2,25,27,"Cedar Lane Lodge",20071010
105,YORK--SIMCOE,0,39,0,8,63,17,"Sutton",213, ,0,1,0,128,413,"Sutton Multi-Use Room",20071010
105,YORK--SIMCOE,0,32,0,15,71,20,"Mount Albert",214, ,0,0,0,138,325,"Mount Albert Lions Hall",20071010
105,YORK--SIMCOE,..........................NO POLL HELD........................,,,,,,"Sutton",215, ,0,0,0,0,0,"",20071010
105,YORK--SIMCOE,0,65,0,14,77,24,"Sutton",216, ,0,0,0,180,337,"Kin Community Hall",20071010
105,YORK--SIMCOE,2,8,1,6,15,2,"Sutton",217s, ,0,0,1,35,100,"River Glen Haven Nursing Home",20071010
105,YORK--SIMCOE,0,75,0,11,79,16,"Sutton",218, ,0,1,0,182,408,"Sutton Multi-Use Room",20071010
105,YORK--SIMCOE,0,0,0,3,20,0,"Sutton",219s, ,0,0,0,23,24,"Fairpark Manor",20071010
105,YORK--SIMCOE,..........................NO POLL HELD........................,,,,,,"Sutton",220, ,0,0,0,0,0,"",20071010
105,YORK--SIMCOE,2,13,2,9,10,6,"Newmarket",221s, ,2,2,1,47,67,"The Newmarket Residence",20071010
105,YORK--SIMCOE,0,28,2,13,52,5,"Sutton",222, ,0,0,0,100,267,"Kin Community Hall",20071010
105,YORK--SIMCOE,0,42,0,8,74,20,"Sutton",223, ,0,0,0,144,300,"Kin Community Hall",20071010
105,YORK--SIMCOE,0,46,2,19,69,18,"Sutton",224, ,1,0,0,155,345,"Kin Community Hall",20071010
105,YORK--SIMCOE,0,22,1,14,44,4,"Sutton",225, ,0,0,1,86,228,"Kin Community Hall",20071010
105,YORK--SIMCOE,..........................NO POLL HELD........................,,,,,,"Sutton",226, ,0,0,0,0,0,"",20071010
105,YORK--SIMCOE,0,36,3,16,81,16,"Sutton",227, ,1,0,0,153,352,"Egypt Hall",20071010
105,YORK--SIMCOE,0,35,2,14,51,19,"Sutton",228, ,0,0,0,121,296,"Sutton Arena",20071010
105,YORK--SIMCOE,0,47,0,15,81,26,"Sutton",229, ,0,0,0,169,474,"Sutton Arena",20071010
105,YORK--SIMCOE,0,41,3,16,91,28,"Mount Albert",230, ,2,0,0,181,423,"Mount Albert Lions Hall",20071010
105,YORK--SIMCOE,0,53,1,18,72,6,"Sutton",231, ,1,0,0,151,334,"Sutton Arena",20071010
105,YORK--SIMCOE,0,54,3,17,107,22,"Mount Albert",232, ,0,0,0,203,450,"Ross Family Complex",20071010
105,YORK--SIMCOE,0,50,0,15,87,20,"Mount Albert",233, ,0,0,0,172,383,"Mount Albert Lions Hall",20071010
105,YORK--SIMCOE,0,37,1,20,46,20,"Virginia",234, ,0,1,0,125,278,"Virginia Community Centre",20071010
105,YORK--SIMCOE,..........................NO POLL HELD........................,,,,,,"Sutton",235, ,0,0,0,0,0,"",20071010
105,YORK--SIMCOE,2,33,2,9,94,18,"Sutton",236, ,0,0,0,158,339,"Egypt Hall",20071010
105,YORK--SIMCOE,0,6,1,2,6,0,"Mount Albert",237s, ,0,0,0,15,20,"Country Living Retirement Home",20071010
105,YORK--SIMCOE,0,23,1,4,36,7,"Georgina Island",238, ,0,0,1,72,140,"Georgina Island Community Center",20071010
105,YORK--SIMCOE,0,52,0,10,104,22,"Mount Albert",239, ,0,0,1,189,379,"Ross Family Complex",20071010
105,YORK--SIMCOE,0,39,3,9,74,39,"Mount Albert",240, ,0,0,0,164,351,"Mount Albert Public School",20071010
105,YORK--SIMCOE,1,65,2,8,112,27,"Mount Albert",241, ,0,0,0,215,393,"Mount Albert Public School",20071010
105,YORK--SIMCOE,1,32,0,16,104,24,"Mount Albert",242, ,0,0,0,177,349,"Ross Family Complex",20071010
105,YORK--SIMCOE,0,58,0,13,87,33,"Mount Albert",243, ,0,0,0,191,323,"Ross Family Complex",20071010
105,YORK--SIMCOE,0,65,2,20,108,30,"Sutton",244, ,0,0,0,225,506,"Egypt Hall",20071010
105,YORK--SIMCOE,0,69,1,16,93,27,"Mount Albert",245, ,2,0,0,208,334,"Mount Albert Public School",20071010
105,YORK--SIMCOE,0,32,1,9,45,22,"Virginia",246A, ,0,0,0,109,269,"Virginia Community Centre",20071010
105,YORK--SIMCOE,0,29,2,6,59,25,"Virginia",246B, ,0,0,0,121,276,"Virginia Community Centre",20071010
105,YORK--SIMCOE,1,87,3,16,127,36,"Mount Albert",247, ,0,0,1,271,400,"Mount Albert Public School",20071010
105,YORK--SIMCOE,..........................NO POLL HELD........................,,,,,,"Sutton",248, ,0,0,0,0,0,"",20071010
105,YORK--SIMCOE,0,66,1,25,83,11,"Virginia",249, ,0,0,2,188,387,"Virginia Community Centre",20071010
105,YORK--SIMCOE,5,43,1,18,58,24,"Sutton",250, ,1,0,0,150,331,"Egypt Hall",20071010
105,YORK--SIMCOE,3,50,2,25,118,22,"Pefferlaw",251, ,1,0,0,221,442,"Pefferlaw Lions Hall",20071010
105,YORK--SIMCOE,2,35,0,13,80,26,"Pefferlaw",252A, ,1,0,0,157,293,"Pefferlaw Lions Hall",20071010
105,YORK--SIMCOE,0,25,0,25,73,28,"Pefferlaw",252B, ,0,0,0,151,319,"Pefferlaw Lions Hall",20071010
105,YORK--SIMCOE,2,68,1,23,103,22,"Pefferlaw",253, ,0,0,0,219,454,"Pefferlaw Lions Hall",20071010
105,YORK--SIMCOE,0,34,1,19,96,31,"Pefferlaw",254, ,3,0,1,185,364,"Pefferlaw Lions Hall",20071010
105,YORK--SIMCOE,0,42,0,19,77,19,"Sutton",255, ,0,0,0,157,356,"Egypt Hall",20071010
105,YORK--SIMCOE,..........................NO POLL HELD........................,,,,,,"Bradford",400, ,0,0,0,0,0,"",20071010
105,YORK--SIMCOE,0,22,4,13,48,5,"Keswick",401, ,0,0,0,92,136,"Keswick Gardens",20071010
105,YORK--SIMCOE,1,113,2,36,182,32,"Holland Landing",Advanced Polls /  ADV001, ,1,2,0,369,0,"Returning Office / Bureau du directeur du scrutin",20071010
105,YORK--SIMCOE,1,284,5,65,453,64,"Sutton",Advanced Polls /  ADV002, ,0,0,0,872,0,"Kin Community Hall",20071010
105,YORK--SIMCOE,1,262,7,47,477,60,"Sharon",Advanced Polls /  ADV003, ,0,2,0,856,0,"East Gwillimbury Civic Centre",20071010
105,YORK--SIMCOE,2,252,8,42,309,48,"Bradford",Advanced Polls /  ADV004, ,1,1,3,666,0,"Specialty Care Bradford Valley",20071010
105,YORK--SIMCOE,2,212,2,53,376,56,"Innisfil",Advanced Polls /  ADV005, ,3,0,0,704,0,"Knock Community Centre - Hall",20071010
TOTALS:, ,297,12785,348,4205,19173,4664, , , , , , , , , , 
