ED_CODE,ED_NAME,ARMSTRONG,HARNESS,JOLLIFFE,MCMASTER,MCNAUGHTON,VAN BOMMEL,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
040,LAMBTON--KENT--MIDDLESEX,4,1,25,2,48,89,"Wallaceburg",196, ,0,0,0,169,311,"A.A. Wright Public School",20071010
040,LAMBTON--KENT--MIDDLESEX,6,0,18,1,38,51,"Wallaceburg",197, ,0,0,0,114,286,"Christian Reform Church",20071010
040,LAMBTON--KENT--MIDDLESEX,12,2,26,5,59,96,"Wallaceburg",198, ,0,1,0,201,389,"Christian Reform Church",20071010
040,LAMBTON--KENT--MIDDLESEX,8,0,23,2,45,43,"Wallaceburg",199, ,0,0,1,122,285,"A.A. Wright Public School",20071010
040,LAMBTON--KENT--MIDDLESEX,5,0,25,1,25,34,"Wallaceburg",200, ,0,1,0,91,262,"A.A. Wright Public School",20071010
040,LAMBTON--KENT--MIDDLESEX,1,2,24,1,25,33,"Wallaceburg",201, ,0,0,0,86,268,"Christian Reform Church",20071010
040,LAMBTON--KENT--MIDDLESEX,5,0,16,1,23,31,"Wallaceburg",202, ,0,0,0,76,216,"A.A. Wright Public School",20071010
040,LAMBTON--KENT--MIDDLESEX,5,6,17,5,41,80,"Wallaceburg",203, ,2,0,0,156,302,"Christian Reform Church",20071010
040,LAMBTON--KENT--MIDDLESEX,3,1,26,4,23,24,"Wallaceburg",204, ,0,1,0,82,226,"A.A. Wright Public School",20071010
040,LAMBTON--KENT--MIDDLESEX,16,0,23,4,45,55,"Wallaceburg",205, ,0,2,0,145,336,"Our Lady of Help Christian Parish",20071010
040,LAMBTON--KENT--MIDDLESEX,4,2,24,0,12,33,"Wallaceburg",206, ,1,1,0,77,252,"Holy Family Elementary School",20071010
040,LAMBTON--KENT--MIDDLESEX,12,1,20,0,28,28,"Wallaceburg",207, ,1,0,0,90,221,"Our Lady of Help Christian Parish",20071010
040,LAMBTON--KENT--MIDDLESEX,4,0,27,1,46,50,"Wallaceburg",208, ,0,0,0,128,318,"Our Lady of Help Christian Parish",20071010
040,LAMBTON--KENT--MIDDLESEX,4,1,8,1,18,28,"Wallaceburg",209, ,0,0,0,60,180,"D.A. Gordon Public School",20071010
040,LAMBTON--KENT--MIDDLESEX,10,0,18,2,19,29,"Wallaceburg",210, ,0,0,0,78,238,"D.A. Gordon Public School",20071010
040,LAMBTON--KENT--MIDDLESEX,3,0,22,3,38,47,"Wallaceburg",211, ,1,0,0,114,297,"Holy Family Elementary School",20071010
040,LAMBTON--KENT--MIDDLESEX,7,2,21,2,34,38,"Wallaceburg",212, ,0,0,0,104,249,"First Baptist Church",20071010
040,LAMBTON--KENT--MIDDLESEX,5,0,10,0,26,34,"Wallaceburg",213, ,0,0,0,75,201,"First Baptist Church",20071010
040,LAMBTON--KENT--MIDDLESEX,3,0,15,2,25,28,"Wallaceburg",214, ,0,0,0,73,227,"D.A. Gordon Public School",20071010
040,LAMBTON--KENT--MIDDLESEX,11,2,22,0,18,23,"Wallaceburg",215, ,0,0,0,76,222,"D.A. Gordon Public School",20071010
040,LAMBTON--KENT--MIDDLESEX,6,0,28,4,44,57,"Wallaceburg",216, ,0,1,0,140,353,"Holy Family Elementary School",20071010
040,LAMBTON--KENT--MIDDLESEX,2,1,11,1,13,19,"Wallaceburg",217, ,1,0,0,48,186,"D.A. Gordon Public School",20071010
040,LAMBTON--KENT--MIDDLESEX,4,0,18,6,45,77,"Wallaceburg",218, ,0,0,0,150,334,"Christ the King Elementary School",20071010
040,LAMBTON--KENT--MIDDLESEX,2,1,2,1,26,22,"Wallaceburg",219s, ,1,2,0,57,86,"Sydenham Residence",20071010
040,LAMBTON--KENT--MIDDLESEX,5,1,22,1,56,63,"Wallaceburg",220, ,0,0,0,148,303,"First Baptist Church",20071010
040,LAMBTON--KENT--MIDDLESEX,7,3,21,5,64,106,"Wallaceburg",221, ,0,0,0,206,377,"Christ the King Elementary School",20071010
040,LAMBTON--KENT--MIDDLESEX,2,0,17,1,55,58,"Wallaceburg",222, ,0,0,0,133,262,"Christ the King Elementary School",20071010
040,LAMBTON--KENT--MIDDLESEX,1,0,1,0,1,4,"Wallaceburg",223s, ,0,0,0,7,40,"Sydenham District Hospital",20071010
040,LAMBTON--KENT--MIDDLESEX,3,0,11,1,37,43,"Wallaceburg",224, ,1,2,0,98,224,"D.A. Gordon Public School",20071010
040,LAMBTON--KENT--MIDDLESEX,5,1,16,3,46,59,"Wallaceburg",225, ,0,0,0,130,293,"Christ the King Elementary School",20071010
040,LAMBTON--KENT--MIDDLESEX,13,1,11,2,55,63,"Tupperville",226, ,0,0,0,145,278,"Chatham North Fire Hall",20071010
040,LAMBTON--KENT--MIDDLESEX,15,2,28,4,48,57,"Dresden",227, ,0,0,0,154,339,"Lambton Kent Memorial Arena",20071010
040,LAMBTON--KENT--MIDDLESEX,9,1,16,2,51,58,"Dresden",228, ,0,0,0,137,245,"Lambton Kent Memorial Arena",20071010
040,LAMBTON--KENT--MIDDLESEX,1,0,0,1,14,14,"Dresden",229s, ,3,0,0,33,50,"Park Street Place Retirement Residence",20071010
040,LAMBTON--KENT--MIDDLESEX,6,2,20,3,51,41,"Dresden",230, ,0,0,0,123,260,"Lambton Kent Memorial Arena",20071010
040,LAMBTON--KENT--MIDDLESEX,5,1,17,3,34,30,"Dresden",231, ,0,0,0,90,193,"Lambton Kent Memorial Arena",20071010
040,LAMBTON--KENT--MIDDLESEX,4,1,19,3,61,52,"Dresden",232, ,0,0,0,140,313,"Lambton Kent Memorial Arena",20071010
040,LAMBTON--KENT--MIDDLESEX,8,0,12,3,52,39,"Dresden",233, ,0,0,0,114,252,"Lambton Kent Memorial Arena",20071010
040,LAMBTON--KENT--MIDDLESEX,10,1,17,2,90,59,"Florence",234, ,1,0,0,180,396,"Florence Community Center",20071010
040,LAMBTON--KENT--MIDDLESEX,9,1,18,3,54,62,"Wallaceburg",235, ,1,0,0,148,334,"Holy Family Elementary School",20071010
040,LAMBTON--KENT--MIDDLESEX,9,0,8,3,45,79,"Dresden",236, ,0,0,0,144,295,"Lambton Kent Memorial Arena",20071010
040,LAMBTON--KENT--MIDDLESEX,4,0,15,0,63,62,"Thamesville",237, ,0,0,0,144,275,"Thamesville Area Central Public School",20071010
040,LAMBTON--KENT--MIDDLESEX,8,0,14,5,56,69,"Thamesville",238, ,0,0,0,152,313,"Thamesville Area Central Public School",20071010
040,LAMBTON--KENT--MIDDLESEX,6,0,9,2,36,30,"Thamesville",239, ,0,2,0,85,230,"Thamesville Area Central Public School",20071010
040,LAMBTON--KENT--MIDDLESEX,7,2,22,1,74,70,"Thamesville",240, ,0,0,0,176,344,"Thamesville Area Central Public School",20071010
040,LAMBTON--KENT--MIDDLESEX,8,0,17,0,8,103,"Wallaceburg",242, ,0,0,1,137,316,"Walpole Island Sports Complex",20071010
040,LAMBTON--KENT--MIDDLESEX,6,1,4,2,49,91,"Dover Centre",243, ,0,0,0,153,361,"Grace Congregational Christian Church Hall",20071010
040,LAMBTON--KENT--MIDDLESEX,9,0,13,0,40,56,"Chatham",244, ,1,0,0,119,275,"Chatham South Fire Hall",20071010
040,LAMBTON--KENT--MIDDLESEX,9,0,20,1,55,98,"Dover Centre",245, ,1,0,0,184,354,"Grace Congregational Christian Church Hall",20071010
040,LAMBTON--KENT--MIDDLESEX,11,2,10,0,49,92,"Dover Centre",246, ,0,0,0,164,350,"Country View Golf Course",20071010
040,LAMBTON--KENT--MIDDLESEX,14,2,16,6,43,82,"Chatham",247, ,1,2,1,167,301,"Chatham South Fire Hall",20071010
040,LAMBTON--KENT--MIDDLESEX,10,0,5,1,54,38,"Chatham",248, ,0,0,0,108,204,"Chatham South Fire Hall",20071010
040,LAMBTON--KENT--MIDDLESEX,4,0,14,2,45,66,"Dover Centre",249, ,0,1,0,132,308,"Grace Congregational Christian Church Hall",20071010
040,LAMBTON--KENT--MIDDLESEX,9,0,34,1,48,167,"Chatham",250, ,2,0,0,261,431,"St. Clair Community Estates",20071010
040,LAMBTON--KENT--MIDDLESEX,6,0,35,3,55,106,"Chatham",251, ,2,0,0,207,462,"St. Clair Community Estates",20071010
040,LAMBTON--KENT--MIDDLESEX,5,2,20,1,54,57,"Chatham",252, ,0,1,1,141,349,"St. Clair Community Estates",20071010
040,LAMBTON--KENT--MIDDLESEX,10,0,12,0,31,103,"Grande Pointe",253, ,2,0,1,159,341,"St. Philippe's Parish Hall",20071010
040,LAMBTON--KENT--MIDDLESEX,13,2,5,0,57,74,"Grande Pointe",254, ,1,0,0,152,331,"St. Philippe's Parish Hall",20071010
040,LAMBTON--KENT--MIDDLESEX,1,1,21,1,61,62,"Pain Court",255, ,0,1,0,148,283,"Immaculate Conception Church Hall",20071010
040,LAMBTON--KENT--MIDDLESEX,10,1,14,0,34,92,"Pain Court",256, ,1,1,0,153,299,"Immaculate Conception Church Hall",20071010
040,LAMBTON--KENT--MIDDLESEX,21,0,23,1,71,129,"Pain Court",257, ,0,1,0,246,459,"Immaculate Conception Church Hall",20071010
040,LAMBTON--KENT--MIDDLESEX,5,1,27,0,17,21,"Wallaceburg",400, ,0,0,0,71,158,"Riverview Towers",20071010
040,LAMBTON--KENT--MIDDLESEX,71,2,113,5,419,541,"Strathroy",Advanced Polls /  ADV001, ,5,0,1,1157,0,"Returning Office / Bureau du directeur du scrutin",20071010
040,LAMBTON--KENT--MIDDLESEX,26,2,37,2,147,144,"Grand Bend",Advanced Polls /  ADV002, ,0,0,0,358,0,"Lambton Heritage Museum",20071010
040,LAMBTON--KENT--MIDDLESEX,23,0,41,1,153,196,"Forest",Advanced Polls /  ADV003, ,1,0,2,417,0,"Royal Canadian Legion - Branch 176",20071010
040,LAMBTON--KENT--MIDDLESEX,8,1,10,0,56,105,"Parkhill",Advanced Polls /  ADV004, ,0,0,0,180,0,"St. James Anglican Church",20071010
040,LAMBTON--KENT--MIDDLESEX,23,2,19,0,136,118,"Lucan",Advanced Polls /  ADV005, ,2,0,0,300,0,"Lucan Community Centre",20071010
040,LAMBTON--KENT--MIDDLESEX,7,0,14,0,76,65,"Watford",Advanced Polls /  ADV006, ,1,0,0,163,0,"Lambton Mutual Insurance Company",20071010
040,LAMBTON--KENT--MIDDLESEX,15,1,33,1,124,124,"Mount Brydges",Advanced Polls /  ADV007, ,1,1,0,300,0,"Mount Brydges Optimist Club House",20071010
040,LAMBTON--KENT--MIDDLESEX,16,1,16,3,189,95,"Glencoe",Advanced Polls /  ADV008, ,2,0,0,322,0,"Glencoe Agriculture Hall",20071010
040,LAMBTON--KENT--MIDDLESEX,8,0,16,2,121,112,"Dresden",Advanced Polls /  ADV009, ,2,0,0,261,0,"Lambton Kent Memorial Arena",20071010
040,LAMBTON--KENT--MIDDLESEX,7,0,15,0,63,77,"Dover Centre",Advanced Polls /  ADV010, ,0,0,0,162,0,"Grace Congregational Christian Church Hall",20071010
040,LAMBTON--KENT--MIDDLESEX,24,2,57,6,176,178,"Wallaceburg",Advanced Polls /  ADV011, ,0,0,1,444,0,"Wallaceburg Satellite Office / Bureau satellite",20071010
TOTALS:, ,3329,209,4520,549,15295,18228, , , , , , , , , , 
