ED_CODE,ED_NAME,BARLOW,BROTEN,MURRAY,NÉMETH,SCHULMAN,WILLIAMS,PLACE_NAME,POLL_NUMBER,RURAL_INDICATOR,REJECTED,UNMARKED,DECLINED,VOTER_TURNOUT,ELECTORS,POLL_LOCATION,POLL_DATE
024,ETOBICOKE--LAKESHORE,66,89,3,22,12,1,"Toronto",201, ,0,0,0,193,383,"Sir Adam Beck Junior School",20071010
024,ETOBICOKE--LAKESHORE,55,69,1,32,6,0,"Toronto",202, ,1,1,0,165,380,"Sir Adam Beck Junior School",20071010
024,ETOBICOKE--LAKESHORE,38,43,1,22,10,0,"Toronto",203, ,0,0,0,114,283,"Vincent Massey Child Day Care Centre",20071010
024,ETOBICOKE--LAKESHORE,38,75,3,30,16,1,"Toronto",204, ,1,0,0,164,351,"Vincent Massey Child Day Care Centre",20071010
024,ETOBICOKE--LAKESHORE,25,40,2,18,7,0,"Toronto",205, ,0,0,0,92,287,"Vincent Massey Child Day Care Centre",20071010
024,ETOBICOKE--LAKESHORE,14,22,0,9,4,1,"Toronto",206, ,0,0,0,50,148,"Twentieth Street Junior Elementary School",20071010
024,ETOBICOKE--LAKESHORE,32,39,3,16,9,0,"Toronto",207, ,2,1,0,102,286,"Twentieth Street Junior Elementary School",20071010
024,ETOBICOKE--LAKESHORE,16,38,0,27,12,0,"Toronto",208, ,0,0,0,93,184,"Twentieth Street Junior Elementary School",20071010
024,ETOBICOKE--LAKESHORE,32,45,0,19,13,0,"Toronto",209, ,0,1,3,113,226,"Twentieth Street Junior Elementary School",20071010
024,ETOBICOKE--LAKESHORE,8,9,1,3,0,0,"Toronto",210s, ,0,0,1,22,48,"Lakeshore Lodge",20071010
024,ETOBICOKE--LAKESHORE,30,45,1,29,7,1,"Toronto",211, ,3,0,0,116,254,"St. Teresa Catholic School",20071010
024,ETOBICOKE--LAKESHORE,53,71,1,60,10,1,"Toronto",212, ,0,0,0,196,324,"St. Teresa Catholic School",20071010
024,ETOBICOKE--LAKESHORE,44,52,0,22,18,0,"Toronto",213, ,0,0,2,138,251,"Seventh Street Junior School",20071010
024,ETOBICOKE--LAKESHORE,33,75,0,40,24,2,"Toronto",214, ,0,0,0,174,297,"Seventh Street Junior School",20071010
024,ETOBICOKE--LAKESHORE,53,51,0,20,11,1,"Toronto",215, ,1,0,0,137,333,"Sir Adam Beck Junior School",20071010
024,ETOBICOKE--LAKESHORE,50,44,1,21,8,6,"Toronto",216, ,1,0,0,131,301,"Sir Adam Beck Junior School",20071010
024,ETOBICOKE--LAKESHORE,0,5,0,4,1,1,"Toronto",217s, ,0,2,0,13,16,"Home for Special Care",20071010
024,ETOBICOKE--LAKESHORE,36,56,0,24,12,6,"Toronto",218, ,0,0,1,135,303,"Christ the King Catholic School (Elementary)",20071010
024,ETOBICOKE--LAKESHORE,41,34,0,17,10,2,"Toronto",219, ,0,0,0,104,262,"Christ the King Catholic School (Elementary)",20071010
024,ETOBICOKE--LAKESHORE,39,34,0,7,17,3,"Toronto",220, ,0,0,0,100,253,"Christ the King Catholic School (Elementary)",20071010
024,ETOBICOKE--LAKESHORE,23,33,3,7,16,1,"Toronto",221, ,1,0,0,84,204,"James S. Bell Junior Middle School",20071010
024,ETOBICOKE--LAKESHORE,56,71,3,23,15,0,"Toronto",222, ,0,0,0,168,331,"James S. Bell Junior Middle School",20071010
024,ETOBICOKE--LAKESHORE,47,108,3,63,34,1,"Toronto",223, ,4,0,2,262,389,"Twentieth Street Junior Elementary School",20071010
024,ETOBICOKE--LAKESHORE,......................COMBINED WITH POLL 223 ....................,,,,,,"Toronto",224, ,,,,,,"Humber College Institute of Technology",20071010
024,ETOBICOKE--LAKESHORE,24,53,6,29,12,0,"Toronto",225, ,0,0,0,124,254,"St. Teresa Catholic School",20071010
024,ETOBICOKE--LAKESHORE,41,49,1,31,19,0,"Toronto",226, ,0,0,0,141,288,"St. Teresa Catholic School",20071010
024,ETOBICOKE--LAKESHORE,7,15,1,8,2,2,"Toronto",227, ,1,0,0,36,120,"Royal Canadian Legion, Branch 101",20071010
024,ETOBICOKE--LAKESHORE,28,52,1,24,11,1,"Toronto",228, ,0,0,0,117,284,"Royal Canadian Legion, Branch 101",20071010
024,ETOBICOKE--LAKESHORE,10,19,0,3,2,0,"Toronto",229, ,0,0,0,34,96,"Royal Canadian Legion, Branch 101",20071010
024,ETOBICOKE--LAKESHORE,46,57,2,20,26,3,"Toronto",230, ,0,0,0,154,314,"Christ the King Catholic School (Elementary)",20071010
024,ETOBICOKE--LAKESHORE,11,39,1,9,8,1,"Toronto",231, ,0,0,0,69,185,"James S. Bell Junior Middle School",20071010
024,ETOBICOKE--LAKESHORE,61,54,2,17,13,0,"Toronto",232, ,2,0,0,149,299,"James S. Bell Junior Middle School",20071010
024,ETOBICOKE--LAKESHORE,40,73,1,14,17,0,"Toronto",233, ,2,0,0,147,257,"Royal Canadian Legion, Branch 101",20071010
024,ETOBICOKE--LAKESHORE,34,69,3,25,23,0,"Toronto",235, ,0,0,0,154,330,"Christ the King Catholic School (Elementary)",20071010
024,ETOBICOKE--LAKESHORE,59,78,3,26,23,1,"Toronto",236, ,0,0,1,191,324,"Christ the King Catholic School (Elementary)",20071010
024,ETOBICOKE--LAKESHORE,28,29,1,14,10,2,"Toronto",237, ,1,0,0,85,212,"Royal Canadian Legion, Branch 101",20071010
024,ETOBICOKE--LAKESHORE,84,123,1,14,26,1,"Toronto",400, ,0,1,1,251,358,"Barclay Terrace",20071010
024,ETOBICOKE--LAKESHORE,62,97,5,20,13,4,"Toronto",401, ,0,2,1,204,314,"Barclay Terrace",20071010
024,ETOBICOKE--LAKESHORE,14,34,0,12,5,5,"Toronto",402, ,0,1,0,71,208,"Islington Junior Middle School",20071010
024,ETOBICOKE--LAKESHORE,25,33,0,11,10,6,"Toronto",403, ,1,5,0,91,254,"Islington Junior Middle School",20071010
024,ETOBICOKE--LAKESHORE,33,39,0,6,3,0,"Toronto",404, ,0,0,1,82,173,"All Saints Kingsway Anglican Church",20071010
024,ETOBICOKE--LAKESHORE,78,56,0,6,8,1,"Toronto",405, ,0,0,0,149,219,"Old Mill Towers",20071010
024,ETOBICOKE--LAKESHORE,..........................NO POLL HELD........................,,,,,,"Toronto",406, ,0,0,0,0,0,"",20071010
024,ETOBICOKE--LAKESHORE,24,33,0,14,11,0,"Toronto",407, ,0,0,0,82,164,"Church of the Resurrection",20071010
024,ETOBICOKE--LAKESHORE,24,54,0,10,9,0,"Toronto",408, ,4,1,0,102,184,"Church of the Resurrection",20071010
024,ETOBICOKE--LAKESHORE,22,123,1,37,9,5,"Toronto",409, ,1,0,1,199,566,"5005 Dundas Street West",20071010
024,ETOBICOKE--LAKESHORE,18,33,0,10,3,0,"Toronto",410, ,0,0,0,64,159,"Church of the Resurrection",20071010
024,ETOBICOKE--LAKESHORE,32,89,1,22,14,5,"Toronto",411, ,1,0,0,164,379,"52 Mabelle Avenue",20071010
024,ETOBICOKE--LAKESHORE,3,62,3,10,1,0,"Toronto",412, ,8,0,0,87,260,"41 Mabelle Avenue",20071010
024,ETOBICOKE--LAKESHORE,54,129,5,39,22,1,"Toronto",413, ,2,0,0,252,587,"Montgomery Mills",20071010
024,ETOBICOKE--LAKESHORE,18,63,1,26,16,2,"Toronto",414, ,1,2,1,130,352,"Montgomery Mills",20071010
024,ETOBICOKE--LAKESHORE,30,87,3,23,19,0,"Toronto",415, ,0,0,0,162,522,"Montgomery Mills",20071010
024,ETOBICOKE--LAKESHORE,27,48,3,21,10,2,"Toronto",416, ,0,0,0,111,233,"Lancaster",20071010
024,ETOBICOKE--LAKESHORE,43,36,1,4,11,2,"Toronto",417, ,0,0,0,97,149,"One Lomond",20071010
024,ETOBICOKE--LAKESHORE,39,42,0,6,4,0,"Toronto",418, ,2,0,0,93,164,"One Lomond",20071010
024,ETOBICOKE--LAKESHORE,120,130,3,16,10,4,"Toronto",419, ,0,0,0,283,418,"The Kingsway on the Park",20071010
024,ETOBICOKE--LAKESHORE,40,39,0,2,5,1,"Toronto",420, ,0,0,0,87,103,"St. Andrew on the Green",20071010
024,ETOBICOKE--LAKESHORE,59,97,1,30,16,4,"Toronto",421, ,0,0,2,209,639,"Eatonville Library",20071010
024,ETOBICOKE--LAKESHORE,30,58,1,18,4,1,"Toronto",422, ,0,0,0,112,322,"362 The East Mall",20071010
024,ETOBICOKE--LAKESHORE,71,95,1,28,12,3,"Toronto",423, ,2,1,0,213,423,"362 The East Mall",20071010
024,ETOBICOKE--LAKESHORE,50,65,4,16,9,1,"Toronto",424, ,0,0,0,145,310,"5233 Dundas Street West",20071010
024,ETOBICOKE--LAKESHORE,43,102,2,34,13,3,"Toronto",425, ,1,0,0,198,365,"Kings Gate Residence",20071010
024,ETOBICOKE--LAKESHORE,43,56,1,17,20,3,"Toronto",426, ,0,0,0,140,282,"Grenadier Landing",20071010
024,ETOBICOKE--LAKESHORE,29,36,2,7,11,0,"Toronto",427, ,1,0,0,86,171,"Nevis Condominiums",20071010
024,ETOBICOKE--LAKESHORE,159,154,1,15,13,0,"Toronto",428, ,1,1,2,346,600,"Palace Pier",20071010
024,ETOBICOKE--LAKESHORE,122,158,0,19,23,2,"Toronto",429, ,2,2,0,328,672,"Palace Place",20071010
024,ETOBICOKE--LAKESHORE,50,105,2,24,22,0,"Toronto",430, ,0,0,0,203,310,"Voyager at Waterview",20071010
024,ETOBICOKE--LAKESHORE,50,87,2,14,13,0,"Toronto",431, ,0,0,0,166,277,"Newport Beach",20071010
024,ETOBICOKE--LAKESHORE,55,58,3,11,13,0,"Toronto",432, ,0,1,0,141,265,"Waterford",20071010
024,ETOBICOKE--LAKESHORE,48,55,1,11,14,0,"Toronto",433, ,0,0,0,129,203,"Mystic Point Lofts II",20071010
024,ETOBICOKE--LAKESHORE,29,40,0,18,9,0,"Toronto",434, ,0,0,0,96,229,"Mystic Points Lofts III & IV",20071010
024,ETOBICOKE--LAKESHORE,73,64,2,14,13,0,"Toronto",435, ,0,1,0,167,336,"Grand Harbour",20071010
024,ETOBICOKE--LAKESHORE,50,89,1,14,16,1,"Toronto",436, ,1,0,0,172,308,"Marina Del Rey",20071010
024,ETOBICOKE--LAKESHORE,21,44,0,5,7,1,"Toronto",437, ,0,0,2,80,150,"Grand Harbour",20071010
024,ETOBICOKE--LAKESHORE,61,70,1,10,21,4,"Toronto",438, ,0,0,1,168,310,"Marina Del Rey",20071010
024,ETOBICOKE--LAKESHORE,87,108,2,26,21,2,"Toronto",439, ,0,0,0,246,418,"Marina Del Rey",20071010
024,ETOBICOKE--LAKESHORE,8,19,0,1,0,0,"Toronto",440, ,0,0,0,28,137,"Polish Alliance Hall",20071010
024,ETOBICOKE--LAKESHORE,14,33,0,15,5,0,"Toronto",441, ,0,0,0,67,164,"Polish Alliance Hall",20071010
024,ETOBICOKE--LAKESHORE,8,23,0,8,3,0,"Toronto",442, ,0,0,0,42,132,"Polish Alliance Hall",20071010
024,ETOBICOKE--LAKESHORE,20,44,2,20,5,0,"Toronto",443, ,0,0,0,91,213,"Storefront Humber",20071010
024,ETOBICOKE--LAKESHORE,33,51,2,21,15,4,"Toronto",444, ,0,2,0,128,193,"The Landmark Apartments",20071010
024,ETOBICOKE--LAKESHORE,9,13,0,6,4,0,"Toronto",445, ,0,0,0,32,101,"John English Community School",20071010
024,ETOBICOKE--LAKESHORE,12,19,0,10,3,0,"Toronto",446, ,0,0,0,44,100,"St. Ambrose Catholic School",20071010
024,ETOBICOKE--LAKESHORE,9,21,0,8,1,0,"Toronto",447, ,1,0,0,40,96,"Second Street Junior Middle School",20071010
024,ETOBICOKE--LAKESHORE,9,24,1,29,6,1,"Toronto",448, ,0,0,1,71,178,"St. Teresa Catholic School",20071010
024,ETOBICOKE--LAKESHORE,21,40,0,17,5,1,"Toronto",449, ,0,4,0,88,93,"The Wave",20071010
024,ETOBICOKE--LAKESHORE,1,8,0,6,5,0,"Toronto",450, ,0,1,0,21,71,"Robert Cooke Co-Operative Homes Incorporated",20071010
024,ETOBICOKE--LAKESHORE,2,31,1,16,2,0,"Toronto",451, ,0,0,0,52,131,"Robert Cooke Co-Operative Homes Incorporated",20071010
024,ETOBICOKE--LAKESHORE,10,38,2,14,2,0,"Toronto",452, ,2,0,0,68,184,"Robert Cooke Co-Operative Homes Incorporated",20071010
024,ETOBICOKE--LAKESHORE,8,51,6,17,3,2,"Toronto",453, ,0,0,0,87,162,"Barsa Kelly/Cari-Can Co-operative Homes",20071010
024,ETOBICOKE--LAKESHORE,27,16,2,11,6,5,"Toronto",454, ,0,0,0,67,143,"James S. Bell Junior Middle School",20071010
024,ETOBICOKE--LAKESHORE,47,59,1,24,7,0,"Toronto",455, ,1,0,0,139,252,"Lakeshore Park Estate",20071010
024,ETOBICOKE--LAKESHORE,11,8,4,16,2,2,"Toronto",456, ,0,1,0,44,103,"James S. Bell Junior Middle School",20071010
024,ETOBICOKE--LAKESHORE,8,30,0,15,4,0,"Toronto",457, ,0,0,0,57,148,"James S. Bell Junior Middle School",20071010
024,ETOBICOKE--LAKESHORE,13,23,1,8,4,0,"Toronto",458, ,0,1,0,50,139,"James S. Bell Junior Middle School",20071010
024,ETOBICOKE--LAKESHORE,13,9,2,14,1,0,"Toronto",459, ,0,0,0,39,114,"James S. Bell Junior Middle School",20071010
024,ETOBICOKE--LAKESHORE,16,15,0,6,2,0,"Toronto",460, ,0,0,0,39,121,"James S. Bell Junior Middle School",20071010
024,ETOBICOKE--LAKESHORE,50,53,1,6,5,0,"Toronto",461, ,0,0,0,115,191,"Terraces of Old Mill",20071010
024,ETOBICOKE--LAKESHORE,36,39,1,7,5,0,"Toronto",462, ,0,1,0,89,156,"The Dalesford",20071010
024,ETOBICOKE--LAKESHORE,33,73,2,17,19,0,"Toronto",463, ,0,0,0,144,329,"The Tides",20071010
024,ETOBICOKE--LAKESHORE,51,78,6,20,18,1,"Toronto",464, ,0,1,0,175,375,"5233 Dundas Street West",20071010
024,ETOBICOKE--LAKESHORE,472,697,6,136,89,13,"Toronto",Advanced Polls /  ADV001, ,2,0,0,1415,0,"Returning Office / Bureau du directeur du scrutin",20071010
024,ETOBICOKE--LAKESHORE,141,254,2,77,25,3,"Toronto",Advanced Polls /  ADV002, ,0,0,2,504,0,"Franklin Horner Community Centre",20071010
024,ETOBICOKE--LAKESHORE,174,299,8,93,38,4,"Toronto",Advanced Polls /  ADV003, ,2,0,0,618,0,"Mimico Adult Centre",20071010
024,ETOBICOKE--LAKESHORE,353,606,2,99,88,5,"Toronto",Advanced Polls /  ADV004, ,2,3,2,1160,0,"Cloverdale Mall",20071010
TOTALS:, ,13482,20218,480,5837,3467,478, , , , , , , , , , 
